Date,"Time, GMT+11:00","Rain, mm (SEN S/N: 668163)",,"Temp, ÁC (SEN S/N: 684639)","Temp, ÁC (SEN S/N: 684638)","Temp, ÁC (SEN S/N: 2279300)","Temp, ÁC (SEN S/N: 2429935)","RH, % (SEN S/N: 2429935)","DewPt, ÁC (SEN S/N: 2429935)","PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 2282103)","Gust Speed, m/s (SEN S/N: 2282103)",,"Water Content, m?/m? (SEN S/N: 2282783)"
23/10/10,13:00:00,0.25,,7.695,-81.316,8.12,5.231,98.2,5,368.7,4.57,9.9,,0.1412
23/10/10,14:00:00,0,,7.645,-77.111,10.051,7.066,97.7,6.7,858.7,4.57,9.9,,0.1416
23/10/10,15:00:00,0,,7.645,-91.857,12.122,6.357,95.6,5.7,763.7,3.81,9.14,,0.1412
23/10/10,16:00:00,0.76,,7.695,-80.143,12.147,6.051,94.8,5.3,531.2,2.66,6.47,,0.1412
23/10/10,17:00:00,0,,7.82,-71.802,12.485,7.015,94.5,6.2,781.2,2.66,6.09,,0.1408
23/10/10,18:00:00,0,,7.92,-91.857,13.257,6.99,86.7,4.9,773.7,2.28,5.71,,0.1408
23/10/10,19:00:00,0,,8.02,-89.421,9.829,4.818,92.5,3.7,186.2,0.38,4.95,,0.1403
23/10/10,20:00:00,0,,8.07,-75.392,8.519,3.749,98,3.5,16.2,2.28,6.09,,0.1399
23/10/10,21:00:00,0,,8.045,-79.06,7.242,2.717,98.5,2.5,1.2,3.05,6.47,,0.1395
23/10/10,22:00:00,0.25,,7.995,-84.007,6.382,1.913,98.7,1.7,1.2,2.66,6.09,,0.1395
23/10/10,23:00:00,0,,7.92,-89.421,5.821,1.317,98.8,1.1,1.2,2.66,5.71,,0.1399
24/10/10,00:00:00,0,,7.795,-91.857,5.257,0.55,98.8,0.4,1.2,3.05,5.71,,0.1399
24/10/10,01:00:00,0.25,,7.67,-85.581,4.766,0.273,98.9,0.1,1.2,3.05,6.47,,0.1399
24/10/10,02:00:00,0,,7.544,-80.143,4.428,-0.451,98.9,-0.6,1.2,1.9,4.95,,0.1395
24/10/10,03:00:00,0,,7.393,-76.227,4.168,-0.311,98.9,-0.5,1.2,1.52,4.19,,0.1399
24/10/10,04:00:00,0,,7.242,-91.857,3.88,-1.157,98.7,-1.3,1.2,0,2.66,,0.1399
24/10/10,05:00:00,0,,7.116,-91.857,3.512,-2.102,98.6,-2.3,1.2,0,0,,0.1395
24/10/10,06:00:00,0,,6.965,-91.857,2.53,-0.06,98.4,-0.3,1.2,0,0,,0.1395
24/10/10,07:00:00,0.25,,6.813,-91.857,2.021,1.588,99.1,1.5,56.2,1.14,4.19,,0.1391
24/10/10,08:00:00,0,,6.661,-80.143,2.664,3.906,98.7,3.7,538.7,2.28,5.33,,0.1391
24/10/10,09:00:00,0,,6.509,-91.857,6,4.714,98.1,4.4,658.7,3.43,6.85,,0.1382
24/10/10,10:00:00,0,,6.458,-91.857,10.1,4.921,95.9,4.3,1168.7,3.81,8.76,,0.1378
24/10/10,11:00:00,0,,6.535,-91.857,12.292,6.611,91.3,5.3,1783.7,4.57,9.14,,0.137
24/10/10,12:00:00,0,,6.687,-91.857,16.82,7.745,84.7,5.3,2073.7,4.57,9.14,,0.1357
24/10/10,13:00:00,0,,6.965,-91.857,17.368,7.82,84.4,5.4,1566.2,3.81,7.99,,0.1353
24/10/10,14:00:00,0,,7.293,-91.857,20.079,8.469,81.4,5.5,1796.2,3.43,7.23,,0.1348
24/10/10,15:00:00,0,,7.619,-91.857,23.232,9.386,77.2,5.6,2153.7,3.81,7.61,,0.134
24/10/10,16:00:00,0,,7.97,-91.857,23.256,10.443,70.3,5.3,1906.2,3.05,6.85,,0.134
24/10/10,17:00:00,0,,8.344,-91.857,21.437,8.916,74.1,4.6,1516.2,3.43,8.38,,0.1336
24/10/10,18:00:00,0,,8.693,-91.857,16.487,8.07,78,4.5,691.2,2.66,6.09,,0.1336
24/10/10,19:00:00,0,,8.916,-91.857,12.896,6.889,83.1,4.2,171.2,1.52,4.19,,0.1336
24/10/10,20:00:00,0,,9.04,-91.857,10.443,5.642,95.4,5,13.7,0.38,1.9,,0.1336
24/10/10,21:00:00,0,,9.04,-91.857,9.509,4.947,97.7,4.6,1.2,0,1.52,,0.1336
24/10/10,22:00:00,0,,8.99,-91.857,8.916,4.662,98.2,4.4,1.2,0.38,1.52,,0.1336
24/10/10,23:00:00,0,,8.891,-73.852,8.369,4.011,98.4,3.8,1.2,0,1.52,,0.1336
25/10/10,00:00:00,0,,8.792,-58.323,7.795,3.958,98.5,3.7,1.2,0,0.76,,0.1336
25/10/10,01:00:00,0,,8.693,-58.045,7.444,4.298,98.7,4.1,1.2,0.76,4.57,,0.1336
25/10/10,02:00:00,0,,8.568,-55.721,6.661,4.428,98.6,4.2,1.2,2.66,6.09,,0.1336
25/10/10,03:00:00,0,,8.444,-55.009,6.357,4.063,98.4,3.8,1.2,3.05,6.09,,0.1336
25/10/10,04:00:00,0,,8.295,-54.55,6.128,3.67,98.7,3.5,1.2,3.81,7.23,,0.134
25/10/10,05:00:00,0,,8.17,-54.325,5.872,3.459,98.7,3.3,1.2,3.43,6.47,,0.134
25/10/10,06:00:00,0,,8.045,-53.883,5.539,3.459,98.5,3.2,1.2,3.81,7.23,,0.134
25/10/10,07:00:00,0,,7.92,-53.029,5.616,3.591,98.7,3.4,51.2,3.43,6.85,,0.134
25/10/10,08:00:00,0,,7.795,-51.625,6.509,4.194,98.1,3.9,358.7,3.43,6.85,,0.1336
25/10/10,09:00:00,0,,7.695,-80.143,8.792,5.179,94,4.3,698.7,3.43,7.23,,0.1331
25/10/10,10:00:00,0,,7.645,-91.857,10.1,5.539,91.3,4.2,576.2,2.66,6.09,,0.1327
25/10/10,11:00:00,0,,7.67,-91.857,12.292,8.817,82.3,6,1246.2,2.66,7.23,,0.1314
25/10/10,12:00:00,0,,7.745,-91.857,16.511,9.015,75.2,4.9,1678.7,3.43,7.61,,0.131
25/10/10,13:00:00,0,,7.945,-91.857,16.201,7.594,75.2,3.5,966.2,3.43,8.38,,0.131
25/10/10,14:00:00,0,,8.17,-91.857,15.724,8.12,77.8,4.5,976.2,2.66,6.85,,0.131
25/10/10,15:00:00,0,,8.394,-91.857,18.794,7.368,78,3.8,1461.2,3.43,8.38,,0.1306
25/10/10,16:00:00,0,,8.593,-91.857,14.745,7.92,81.4,4.9,691.2,2.66,6.09,,0.1302
25/10/10,17:00:00,0,,8.792,-91.857,14.026,8.419,81.6,5.5,693.7,2.66,6.09,,0.1302
25/10/10,18:00:00,0,,8.916,-91.857,14.05,7.695,84,5.2,593.7,2.66,5.33,,0.1297
25/10/10,19:00:00,0,,8.99,-91.857,11.127,6.255,91.2,4.9,126.2,3.05,5.33,,0.1302
25/10/10,20:00:00,0,,9.015,-91.857,8.767,5.076,93.9,4.2,21.2,2.28,5.33,,0.1302
25/10/10,21:00:00,0,,8.99,-91.857,7.116,4.48,95.2,3.8,1.2,2.28,5.33,,0.1306
25/10/10,22:00:00,0,,8.891,-91.857,5.847,4.454,89.9,2.9,1.2,1.52,3.81,,0.1306
25/10/10,23:00:00,0,,8.742,-91.857,5.102,4.324,88.2,2.5,1.2,2.28,4.57,,0.1306
26/10/10,00:00:00,0,,8.568,-91.857,4.74,4.61,93.3,3.6,1.2,2.66,5.33,,0.131
26/10/10,01:00:00,0,,8.369,-91.857,4.921,4.168,95.3,3.5,1.2,3.43,6.09,,0.131
26/10/10,02:00:00,0,,8.195,-91.857,4.766,4.272,95.7,3.6,1.2,3.81,10.28,,0.131
26/10/10,03:00:00,0,,8.02,-91.857,4.792,4.558,96.2,4,1.2,4.19,8.76,,0.131
26/10/10,04:00:00,0,,7.87,-53.239,5.282,4.714,97.4,4.3,1.2,5.33,12.56,,0.1306
26/10/10,05:00:00,0,,7.745,-40.602,5.437,4.298,95.5,3.6,1.2,4.57,9.52,,0.1306
26/10/10,06:00:00,0,,7.645,-40.935,4.61,3.722,93.9,2.8,1.2,4.95,9.9,,0.131
26/10/10,07:00:00,0,,7.544,-44.736,4.089,3.932,93.4,3,61.2,5.33,12.56,,0.131
26/10/10,08:00:00,0,,7.419,-65.553,4.532,4.921,90.6,3.5,428.7,5.33,11.42,,0.1306
26/10/10,09:00:00,0,,7.293,-91.857,6.99,6.204,83.2,3.6,1031.2,5.71,11.04,,0.1302
26/10/10,10:00:00,0,,7.242,-91.857,10.858,7.015,79.4,3.7,1356.2,4.95,9.9,,0.1289
26/10/10,11:00:00,0,,7.318,-91.857,13.786,7.519,73.2,3,1496.2,4.57,9.52,,0.1285
26/10/10,12:00:00,0,,7.494,-91.857,14.888,7.444,69.2,2.2,1458.7,4.95,10.28,,0.128
26/10/10,13:00:00,0,,7.695,-91.857,16.249,8.344,76.8,4.5,1448.7,4.95,10.28,,0.1276
26/10/10,14:00:00,0,,7.92,-91.857,15.772,7.444,77.1,3.7,1273.7,4.95,11.42,,0.1276
26/10/10,15:00:00,0,,8.12,-91.857,12.34,7.519,76.4,3.6,521.2,4.95,10.28,,0.1272
26/10/10,16:00:00,0,,8.245,-91.857,13.088,7.619,73.8,3.3,741.2,5.33,10.28,,0.1272
26/10/10,17:00:00,0,,8.344,-91.857,11.2,6.839,79.7,3.6,363.7,4.95,10.28,,0.1272
26/10/10,18:00:00,0,,8.394,-91.857,9.435,6.357,83.7,3.8,203.7,4.95,9.52,,0.1272
26/10/10,19:00:00,0,,8.369,-91.857,8.319,6.102,85.2,3.8,111.2,4.57,11.04,,0.1272
26/10/10,20:00:00,1.02,,8.344,-55.481,6.864,4.999,89.4,3.4,6.2,3.81,10.66,,0.128
26/10/10,21:00:00,1.02,,8.27,-50.868,6.535,4.298,95.7,3.7,1.2,3.81,8.76,,0.1297
26/10/10,22:00:00,0.25,,8.17,-58.606,6.23,4.194,94.7,3.4,1.2,3.43,9.14,,0.1314
26/10/10,23:00:00,2.03,,8.045,-63.914,5.796,3.932,95.5,3.3,1.2,3.43,8.76,,0.1353
27/10/10,00:00:00,0.25,,7.92,-60.727,5.77,3.906,97.7,3.6,1.2,2.28,5.33,,0.1357
27/10/10,01:00:00,0,,7.82,-56.716,5.693,3.617,97.9,3.3,1.2,1.52,4.19,,0.1357
27/10/10,02:00:00,0,,7.695,-52.214,5.179,3.38,98.3,3.1,1.2,1.14,3.43,,0.1357
27/10/10,03:00:00,0,,7.569,-50.32,4.506,1.967,98.3,1.7,1.2,0.38,2.28,,0.1361
27/10/10,04:00:00,0,,7.469,-52.414,3.749,2.074,98.2,1.8,1.2,0.76,3.81,,0.1357
27/10/10,05:00:00,0,,7.318,-56.462,4.272,1.94,98.5,1.7,1.2,0,1.9,,0.1357
27/10/10,06:00:00,0,,7.192,-56.716,4.48,2.557,98.7,2.4,1.2,0.76,2.66,,0.1357
27/10/10,07:00:00,0,,7.066,-49.963,4.61,2.877,98.7,2.7,18.7,0.76,2.66,,0.1357
27/10/10,08:00:00,0,,6.965,-45.562,5.257,2.664,98.8,2.5,133.7,0.76,4.57,,0.1353
27/10/10,09:00:00,0,,6.889,-41.047,7.469,3.354,98.7,3.2,641.2,2.28,4.95,,0.1348
27/10/10,10:00:00,0,,6.864,-50.14,9.731,4.818,94.5,4,931.2,1.52,3.81,,0.134
27/10/10,11:00:00,0,,6.94,-91.857,12.751,7.091,88,5.2,1146.2,0.76,3.43,,0.1331
27/10/10,12:00:00,0,,7.066,-91.857,13.978,7.142,83.1,4.5,906.2,1.14,4.19,,0.1331
27/10/10,13:00:00,0,,7.293,-91.857,15.509,7.293,82.8,4.6,813.7,0.76,4.57,,0.1327
27/10/10,14:00:00,0,,7.519,-91.857,13.449,7.293,84.8,4.9,526.2,1.14,3.43,,0.1327
27/10/10,15:00:00,0,,7.72,-91.857,12.389,7.293,89,5.6,523.7,1.9,5.33,,0.1323
27/10/10,16:00:00,0,,7.87,-91.857,13.978,6.535,90.8,5.1,651.2,1.9,5.33,,0.1323
27/10/10,17:00:00,0,,7.995,-91.857,12.389,6.408,93.4,5.4,401.2,1.9,3.81,,0.1319
27/10/10,18:00:00,0,,8.12,-91.857,10.932,5.334,96.1,4.8,221.2,2.28,4.19,,0.1319
27/10/10,19:00:00,0,,8.195,-91.857,9.657,4.61,97.9,4.3,86.2,1.9,3.81,,0.1319
27/10/10,20:00:00,0,,8.22,-91.857,8.295,3.958,98.3,3.7,3.7,1.9,4.19,,0.1319
27/10/10,21:00:00,0,,8.22,-53.665,7.494,3.696,98.5,3.5,1.2,1.9,4.19,,0.1319
27/10/10,22:00:00,0,,8.17,-32.069,7.041,3.195,98.7,3,1.2,1.9,4.19,,0.1319
27/10/10,23:00:00,0,,8.095,-41.047,6.611,2.983,98.8,2.8,1.2,1.52,3.43,,0.1319
28/10/10,00:00:00,0.25,,7.995,-51.433,6.357,2.744,98.9,2.6,1.2,1.14,3.05,,0.1319
28/10/10,01:00:00,0,,7.895,-61.053,6.102,2.61,98.9,2.5,1.2,0.38,1.9,,0.1319
28/10/10,02:00:00,0,,7.82,-62.783,5.924,1.94,98.9,1.8,1.2,0,1.9,,0.1319
28/10/10,03:00:00,0,,7.72,-59.786,4.921,3.854,99,3.7,1.2,1.52,5.33,,0.1323
28/10/10,04:00:00,0,,7.594,-54.102,4.115,3.854,97.6,3.5,1.2,3.05,5.33,,0.1323
28/10/10,05:00:00,0,,7.469,-53.883,4.168,4.194,97.8,3.9,1.2,2.66,6.09,,0.1323
28/10/10,06:00:00,0,,7.343,-52.015,4.428,3.88,98.8,3.7,1.2,3.05,5.71,,0.1323
28/10/10,07:00:00,0,,7.242,-46.721,5.05,4.402,99,4.3,86.2,3.81,7.99,,0.1323
28/10/10,08:00:00,0,,7.142,-44.468,6.535,4.532,99.1,4.4,251.2,4.57,7.61,,0.1319
28/10/10,09:00:00,0,,7.066,-44.072,7.494,4.636,99.1,4.5,311.2,4.19,7.61,,0.1314
28/10/10,10:00:00,0,,7.041,-43.942,7.87,4.74,99.2,4.6,346.2,4.95,9.14,,0.131
28/10/10,11:00:00,0,,7.066,-39.114,10.001,6.509,98.5,6.3,1103.7,4.57,7.99,,0.1306
28/10/10,12:00:00,0,,7.116,-91.857,14.673,7.745,91.1,6.4,1253.7,3.43,6.85,,0.1302
28/10/10,13:00:00,0,,7.242,-91.857,15.772,8.593,84.5,6.1,966.2,3.05,6.09,,0.1297
28/10/10,14:00:00,0,,7.494,-91.857,17.962,10.541,76.9,6.7,1536.2,2.28,8.38,,0.1289
28/10/10,15:00:00,0,,7.77,-91.857,23.184,9.977,71.2,5,1691.2,1.9,5.33,,0.1289
28/10/10,16:00:00,0,,8.095,-91.857,21.891,11.394,72.6,6.7,1818.7,3.81,8.38,,0.1285
28/10/10,17:00:00,0,,8.469,-91.857,21.39,10.883,70.6,5.8,1481.2,3.43,8.76,,0.1285
28/10/10,18:00:00,0,,8.792,-91.857,17.796,10.467,70.4,5.3,956.2,3.05,6.47,,0.1285
28/10/10,19:00:00,0,,9.015,-91.857,13.161,8.568,74,4.2,436.2,1.9,4.57,,0.128
28/10/10,20:00:00,0,,9.139,-91.857,9.41,5.693,85.1,3.4,21.2,1.14,2.28,,0.1285
28/10/10,21:00:00,0,,9.139,-91.857,7.015,6.535,89.9,5,1.2,1.14,4.57,,0.1285
28/10/10,22:00:00,0,,9.04,-91.857,6.382,5.565,91.4,4.3,1.2,2.28,4.19,,0.1289
28/10/10,23:00:00,0,,8.891,-91.857,5.949,5.847,95.3,5.2,1.2,3.43,5.71,,0.1289
29/10/10,00:00:00,0,,8.742,-91.857,5.898,6.102,96.6,5.6,1.2,3.81,7.23,,0.1289
29/10/10,01:00:00,0,,8.568,-91.857,6.255,6.23,95.9,5.6,1.2,3.43,7.23,,0.1289
29/10/10,02:00:00,0,,8.419,-91.857,6.204,5.488,95.3,4.8,1.2,3.05,6.09,,0.1289
29/10/10,03:00:00,0,,8.295,-91.857,5.102,5.076,94.6,4.3,1.2,2.28,6.85,,0.1289
29/10/10,04:00:00,0,,8.145,-91.857,4.61,4.973,94.4,4.2,1.2,3.43,6.47,,0.1289
29/10/10,05:00:00,0,,7.995,-91.857,4.402,5.076,92,3.9,1.2,3.43,7.99,,0.1289
29/10/10,06:00:00,0,,7.87,-91.857,4.35,5.308,93,4.3,1.2,3.81,6.09,,0.1289
29/10/10,07:00:00,0,,7.72,-91.857,5.102,6.484,95.5,5.8,103.7,4.57,7.99,,0.1285
29/10/10,08:00:00,0,,7.594,-91.857,7.368,6.94,95.8,6.3,418.7,4.57,9.14,,0.128
29/10/10,09:00:00,0,,7.519,-91.857,9.188,7.393,95.5,6.7,501.2,4.95,9.52,,0.128
29/10/10,10:00:00,0,,7.494,-91.857,10.369,8.419,94.2,7.5,728.7,5.71,10.66,,0.1276
29/10/10,11:00:00,0,,7.544,-91.857,12.654,10.467,90.3,9,1051.2,6.09,12.94,,0.1268
29/10/10,12:00:00,0,,7.67,-91.857,14.816,10.173,86.9,8.1,1176.2,6.85,13.7,,0.1263
29/10/10,13:00:00,0,,7.845,-91.857,17.867,11.613,81.4,8.5,1973.7,6.47,11.42,,0.1259
29/10/10,14:00:00,0,,8.07,-91.857,22.298,13.161,72.9,8.4,2158.7,5.71,10.28,,0.1255
29/10/10,15:00:00,0,,8.369,-91.857,22.92,12.703,72,7.8,1666.2,5.33,9.9,,0.1255
29/10/10,16:00:00,0,,8.717,-91.857,22.681,12.509,70.5,7.3,1681.2,4.95,9.9,,0.1251
29/10/10,17:00:00,0,,9.064,-91.857,20.865,12.098,70.9,7,1411.2,4.95,9.52,,0.1251
29/10/10,18:00:00,0,,9.312,-91.857,17.415,11.224,75.6,7.1,861.2,4.57,8.76,,0.1251
29/10/10,19:00:00,0,,9.509,-91.857,13.064,9.361,86.6,7.2,221.2,4.57,8.76,,0.1251
29/10/10,20:00:00,0,,9.583,-91.857,10.761,8.319,94.5,7.5,18.7,3.81,8.38,,0.1251
29/10/10,21:00:00,0,,9.583,-91.857,9.386,8.494,95.1,7.8,1.2,4.57,9.14,,0.1251
29/10/10,22:00:00,0,,9.534,-91.857,8.742,8.344,92.8,7.3,1.2,4.95,9.9,,0.1251
29/10/10,23:00:00,0,,9.435,-91.857,8.519,8.916,90.8,7.5,1.2,6.85,12.94,,0.1246
30/10/10,00:00:00,0,,9.312,-91.857,8.519,8.643,93.1,7.6,1.2,7.23,13.32,,0.1246
30/10/10,01:00:00,0,,9.213,-91.857,8.319,9.213,93.7,8.3,1.2,7.23,12.18,,0.1246
30/10/10,02:00:00,0,,9.114,-91.857,8.22,9.657,91.5,8.4,1.2,7.23,12.56,,0.1246
30/10/10,03:00:00,0,,9.015,-91.857,8.145,10.026,90.6,8.6,1.2,6.47,11.04,,0.1242
30/10/10,04:00:00,0,,8.916,-91.857,8.27,10.516,91.8,9.3,1.2,6.09,11.8,,0.1242
30/10/10,05:00:00,0,,8.817,-91.857,8.693,10.98,92.1,9.8,1.2,7.99,16.37,,0.1242
30/10/10,06:00:00,0,,8.767,-63.151,9.114,9.46,94.6,8.6,1.2,10.66,19.03,,0.1238
30/10/10,07:00:00,2.03,,8.693,-53.883,9.213,9.485,98.3,9.2,6.2,9.52,17.89,,0.1297
30/10/10,08:00:00,0.76,,8.668,-58.606,9.41,9.485,98.7,9.3,48.7,9.14,15.61,,0.1327
30/10/10,09:00:00,1.78,,8.643,-59.186,9.706,9.509,98.8,9.3,116.2,8.38,14.47,,0.1374
30/10/10,10:00:00,4.57,,8.618,-80.143,10.026,9.657,99,9.5,188.7,10.28,17.13,,0.1539
30/10/10,11:00:00,4.32,,8.643,-85.581,10.149,9.435,99.1,9.3,188.7,10.66,18.27,,0.1688
30/10/10,12:00:00,4.83,,8.693,-91.857,10.198,9.509,99.2,9.4,241.2,10.66,17.13,,0.1768
30/10/10,13:00:00,2.54,,8.742,-91.857,10.761,9.46,99.2,9.4,426.2,12.18,18.65,,0.173
30/10/10,14:00:00,2.79,,8.792,-91.857,10.956,9.558,99.2,9.4,368.7,11.42,18.27,,0.1726
30/10/10,15:00:00,5.59,,8.866,-91.857,11.029,9.608,99.2,9.5,321.2,9.52,17.13,,0.2099
30/10/10,16:00:00,4.83,,8.99,-91.857,10.858,9.682,99.1,9.6,276.2,11.42,18.27,,0.1985
30/10/10,17:00:00,2.54,,9.089,-84.007,10.296,9.04,99.1,8.9,148.7,12.94,23.98,,0.1815
30/10/10,18:00:00,2.79,,9.163,-78.053,9.903,9.163,99.3,9.1,118.7,13.7,26.65,,0.1764
30/10/10,19:00:00,0.25,,9.163,-65.99,9.583,8.792,99.3,8.7,41.2,15.99,24.74,,0.1675
30/10/10,20:00:00,0.76,,9.139,-62.07,9.262,9.04,99.3,8.9,3.7,15.61,24.74,,0.1633
30/10/10,21:00:00,2.79,,9.114,-73.852,9.262,9.262,99.4,9.2,1.2,14.85,23.6,,0.1679
30/10/10,22:00:00,6.61,,9.089,-91.857,9.213,8.668,99.3,8.6,1.2,13.32,24.74,,0.1968
30/10/10,23:00:00,7.11,,9.114,-91.857,8.866,8.668,99.4,8.6,1.2,11.42,23.6,,0.2069
31/10/10,00:00:00,3.81,,9.089,-75.392,8.817,8.891,99.4,8.8,1.2,11.42,20.56,,0.187
31/10/10,01:00:00,9.15,,9.064,-89.421,8.916,8.965,99.4,8.9,1.2,11.04,19.03,,0.218
31/10/10,02:00:00,7.62,,9.064,-87.363,8.916,9.015,99.4,8.9,1.2,11.8,23.22,,0.2057
31/10/10,03:00:00,5.34,,9.04,-78.053,9.163,9.952,98.6,9.8,1.2,13.32,25.51,,0.1963
31/10/10,04:00:00,3.81,,9.015,-89.421,9.336,9.361,97.6,9,1.2,15.61,26.65,,0.1845
