Date,"Time, GMT+10:00","Rain, mm (SEN S/N: 668163)","Temp, ÁC (SEN S/N: 684635)","Temp, ÁC (SEN S/N: 684636)","Temp, ÁC (SEN S/N: 684637)","Temp, ÁC (SEN S/N: 684638)","Temp, ÁC (SEN S/N: 904122)","RH, % (SEN S/N: 904122)","DewPt, ÁC (SEN S/N: 904122)","PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 809009)","Gust Speed, m/s (SEN S/N: 809009)"
15/10/07,11:00:00,0,5.616,4.947,6.509,21.676,9.42,94.75,8.6,1908.7,9.52,14.47
15/10/07,12:00:00,0,6.051,4.999,7.494,24.05,10.6,83.75,8,2068.7,9.14,15.23
15/10/07,13:00:00,0,6.56,5.128,8.419,25.186,12.16,69.75,6.8,2033.7,8.38,12.56
15/10/07,14:00:00,0,7.142,5.334,9.163,24.122,12.16,74.25,7.7,1903.7,8.76,14.85
15/10/07,15:00:00,0,7.695,5.565,9.657,20.222,12.55,69.25,7.1,1621.2,8.76,13.7
15/10/07,16:00:00,0,8.27,5.821,9.829,14.05,12.55,66.25,6.4,1258.7,8.76,13.7
15/10/07,17:00:00,0,8.419,6.026,9.632,10.443,12.16,60.75,4.8,801.2,8.76,13.7
15/10/07,18:00:00,0,8.394,6.23,9.213,8.295,11.38,58.75,3.6,318.7,8.76,13.7
15/10/07,19:00:00,0,8.27,6.357,8.693,6.509,11.38,47.75,0.7,18.7,8.76,13.7
15/10/07,20:00:00,0,8.095,6.433,8.145,5.847,11.38,45.75,0.1,1.2,8.76,13.7
15/10/07,21:00:00,0,7.895,6.433,7.67,5.591,11.77,39.25,-1.6,1.2,8.76,13.7
15/10/07,22:00:00,0,7.67,6.408,7.293,5.488,11.38,39.75,-1.8,1.2,8.76,13.7
15/10/07,23:00:00,0,7.419,6.331,6.94,5.411,10.6,41.25,-2,1.2,8.76,13.7
16/10/07,00:00:00,0,7.217,6.255,6.687,4.844,10.6,40.75,-2.2,1.2,8.76,13.7
16/10/07,01:00:00,0,7.041,6.102,6.458,5.282,11.38,33.75,-4,1.2,8.76,13.7
16/10/07,02:00:00,0,6.864,5.77,6.281,5.745,10.6,36.75,-3.6,1.2,8.76,13.7
16/10/07,03:00:00,0,6.433,5.693,6.128,5.385,10.99,33.25,-4.6,1.2,8.76,13.7
16/10/07,04:00:00,0,6.255,5.616,6,5.334,10.21,36.25,-4.1,1.2,8.76,13.7
16/10/07,05:00:00,0,6.153,5.539,5.872,4.973,9.82,36.75,-4.3,1.2,8.76,13.7
16/10/07,06:00:00,0,6.026,5.488,5.719,3.932,8.63,35.25,-5.9,43.7,8.76,13.7
16/10/07,07:00:00,0,6.102,5.437,5.539,3.433,8.63,24.75,-10.4,446.2,8.76,13.7
16/10/07,08:00:00,0,6,5.308,5.514,7.015,9.03,33.75,-6.1,936.2,1.52,96.31
16/10/07,09:00:00,0,5.949,5.231,5.821,18.01,9.42,34.75,-5.4,1373.7,6.09,11.42
16/10/07,10:00:00,0,6.102,5.411,6.509,23.208,9.03,32.75,-6.5,1721.2,7.61,13.7
16/10/07,11:00:00,0,6.408,5.591,7.293,26.426,9.82,35.25,-4.8,1956.2,7.99,15.23
16/10/07,12:00:00,0,6.813,5.642,8.12,27.776,9.03,41.25,-3.4,2063.7,8.38,15.23
16/10/07,13:00:00,0,7.217,5.77,8.841,27.235,7.83,48.75,-2.3,2046.2,8.76,16.37
16/10/07,14:00:00,0,7.72,5.949,9.336,24.823,8.23,48.75,-1.9,1903.7,8.76,15.99
16/10/07,15:00:00,0,8.095,6.128,9.583,19.318,6.62,49.75,-3.1,1643.7,9.9,16.37
16/10/07,16:00:00,0,8.17,6.306,9.509,12.582,5.4,48.75,-4.5,1276.2,9.9,16.37
16/10/07,17:00:00,0,8.095,6.458,9.188,7.97,4.99,48.25,-5,811.2,9.9,16.37
16/10/07,18:00:00,0,7.995,6.585,8.668,4.895,2.46,53.75,-6,331.2,9.9,16.37
16/10/07,19:00:00,0,7.82,6.636,7.995,1.94,-0.16,63.25,-6.3,18.7,9.9,16.37
16/10/07,20:00:00,0,7.594,6.636,7.268,0.495,-1.97,88.75,-3.6,1.2,14.47,96.31
16/10/07,21:00:00,0,7.268,6.585,6.585,-0.423,-1.51,84.25,-3.8,1.2,1.9,5.33
16/10/07,22:00:00,0,6.914,6.484,5.975,-0.395,-1.51,93.25,-2.5,1.2,2.28,6.85
16/10/07,23:00:00,0,6.535,6.331,5.488,-1.015,-2.9,99.25,-3,1.2,2.66,7.61
17/10/07,00:00:00,0,6.204,6.179,5.05,-1.128,-2.9,100,-2.9,1.2,3.81,8.76
17/10/07,01:00:00,0,5.924,6.026,4.688,-1.584,-2.9,100,-2.9,1.2,5.71,11.42
17/10/07,02:00:00,0,5.642,5.872,4.35,-1.756,-3.37,100,-3.4,1.2,7.23,13.32
17/10/07,03:00:00,0,5.385,5.693,4.037,-2.102,-3.37,100,-3.4,1.2,9.52,15.99
17/10/07,04:00:00,0,5.154,5.539,3.801,-1.958,-3.85,100,-3.9,1.2,7.99,14.09
17/10/07,05:00:00,0,4.947,5.385,3.591,-1.613,-3.37,100,-3.4,1.2,7.99,15.23
17/10/07,06:00:00,0,4.766,5.231,3.406,-1.785,-3.37,100,-3.4,46.2,9.52,15.23
17/10/07,07:00:00,0,4.688,5.076,3.248,-1.527,-2.44,100,-2.4,458.7,9.9,15.61
17/10/07,08:00:00,0,4.48,4.61,3.168,1.425,-0.16,89.25,-1.7,946.2,9.9,15.61
17/10/07,09:00:00,0,4.35,4.454,3.301,11.102,2.89,60.75,-3.9,1383.7,8.76,96.31
17/10/07,10:00:00,0,4.35,4.324,3.932,17.249,3.74,71.25,-1,1726.2,5.71,11.04
17/10/07,11:00:00,0,4.662,4.324,4.921,23.497,6.22,57.25,-1.6,1958.7,3.81,7.99
17/10/07,12:00:00,0,5.154,4.636,6.23,28.221,7.83,49.75,-2,2066.2,2.28,6.47
17/10/07,13:00:00,0,5.77,4.766,7.594,29.665,9.03,44.25,-2.5,2051.2,1.9,5.71
17/10/07,14:00:00,0,6.535,4.973,8.742,27.653,9.03,44.75,-2.3,1906.2,2.28,6.47
17/10/07,15:00:00,0,7.293,5.257,9.435,20.984,8.63,52.25,-0.6,1638.7,2.28,6.47
17/10/07,16:00:00,0,7.569,5.565,9.682,13.69,8.63,53.75,-0.2,1271.2,2.28,6.47
17/10/07,17:00:00,0,7.695,5.847,9.534,9.238,7.83,53.25,-1.1,818.7,2.28,6.47
17/10/07,18:00:00,0,7.72,6.077,9.114,6.255,6.22,55.75,-2,336.2,2.28,6.47
17/10/07,19:00:00,0,7.645,6.23,8.494,3.142,3.31,70.25,-1.6,21.2,2.28,6.47
17/10/07,20:00:00,0,7.494,6.306,7.745,1.071,2.46,68.75,-2.7,1.2,2.28,6.47
17/10/07,21:00:00,0,7.242,6.306,6.99,0.135,2.03,73.75,-2.2,1.2,2.28,6.47
17/10/07,22:00:00,0,6.889,6.281,6.331,-0.479,3.31,57.25,-4.3,1.2,2.28,6.47
17/10/07,23:00:00,0,6.56,6.179,5.77,0.495,5.81,56.25,-2.2,1.2,2.28,6.47
18/10/07,00:00:00,0,6.204,6.051,5.385,0.88,5.4,61.75,-1.3,1.2,2.28,6.47
18/10/07,01:00:00,0,5.949,5.924,5.154,0.962,4.99,66.75,-0.7,1.2,2.28,6.47
18/10/07,02:00:00,0,5.719,5.77,4.921,0.66,4.57,65.75,-1.3,1.2,2.28,6.47
18/10/07,03:00:00,0,5.514,5.668,4.74,0.163,4.15,50.75,-5.1,1.2,2.28,6.47
18/10/07,04:00:00,0,5.334,5.539,4.506,-0.339,3.74,61.25,-3,1.2,2.28,6.47
18/10/07,05:00:00,0,5.154,5.411,4.272,-0.648,3.31,63.25,-3,1.2,2.28,6.47
18/10/07,06:00:00,0,4.999,5.308,4.063,-0.648,4.15,56.75,-3.7,51.2,2.28,6.47
18/10/07,07:00:00,0,4.999,4.818,3.88,0.934,6.62,37.75,-6.8,466.2,2.66,96.31
18/10/07,08:00:00,0,4.921,4.402,4.037,6.026,8.23,36.75,-5.7,938.7,5.71,9.9
18/10/07,09:00:00,0,4.921,4.246,4.584,17.249,9.03,38.25,-4.4,1386.2,5.71,9.9
18/10/07,10:00:00,0,5.128,4.246,5.437,22.968,9.42,39.25,-3.7,1728.7,8.38,13.32
18/10/07,11:00:00,0,5.488,4.272,6.382,27.333,9.82,42.25,-2.4,1963.7,8.76,14.09
18/10/07,12:00:00,0,5.949,4.454,7.293,29.765,10.6,39.25,-2.7,2073.7,8.76,13.32
18/10/07,13:00:00,0,6.509,4.662,8.095,29.515,10.99,29.25,-6.2,2053.7,9.52,14.47
18/10/07,14:00:00,0,7.142,4.973,8.717,27.505,11.38,43.75,-0.5,1908.7,9.9,14.85
18/10/07,15:00:00,0,7.419,5.385,9.064,21.628,10.99,34.75,-4,1643.7,11.42,19.03
18/10/07,16:00:00,0,7.594,5.642,9.064,14.146,10.6,24.25,-9,1276.2,11.8,16.37
18/10/07,17:00:00,0,7.544,5.872,8.792,9.485,9.82,33.25,-5.6,823.7,11.8,16.37
18/10/07,18:00:00,0,7.469,6.051,8.369,6.611,8.23,41.25,-4.2,321.2,11.8,16.37
18/10/07,19:00:00,0,7.393,6.153,7.845,4.168,7.43,42.75,-4.4,16.2,11.8,16.37
18/10/07,20:00:00,0,7.217,6.179,7.293,3.274,7.43,41.75,-4.7,1.2,11.8,16.37
18/10/07,21:00:00,0,6.965,6.153,6.788,3.617,7.83,37.25,-5.9,1.2,11.8,16.37
18/10/07,22:00:00,0,6.737,6.077,6.433,4.141,8.23,35.25,-6.2,1.2,11.8,16.37
18/10/07,23:00:00,0,6.509,5.796,6.153,3.801,8.23,39.75,-4.6,1.2,11.8,16.37
19/10/07,00:00:00,0,6.306,5.693,5.898,4.22,8.63,43.25,-3.2,1.2,11.8,16.37
19/10/07,01:00:00,0,6.153,5.591,5.745,3.985,8.23,49.75,-1.6,1.2,11.8,16.37
19/10/07,02:00:00,0,6,5.488,5.591,3.749,8.63,53.25,-0.3,1.2,11.8,16.37
19/10/07,03:00:00,0,5.872,5.411,5.462,3.985,8.63,55.25,0.2,1.2,11.8,16.37
19/10/07,04:00:00,0,5.77,5.334,5.385,3.88,8.23,60.25,1,1.2,11.8,16.37
19/10/07,05:00:00,0,5.668,5.257,5.308,4.272,8.23,64.75,2,1.2,11.8,16.37
19/10/07,06:00:00,0,5.642,5.179,5.257,4.921,8.63,64.25,2.3,26.2,11.8,16.37
19/10/07,07:00:00,0,5.668,5.102,5.257,5.411,9.42,64.25,3,378.7,11.8,16.37
19/10/07,08:00:00,0,5.821,4.869,5.411,9.386,11.38,56.25,3,961.2,5.33,96.31
19/10/07,09:00:00,0,5.847,4.792,5.872,20.198,12.93,43.25,0.7,1523.7,9.14,16.75
19/10/07,10:00:00,0,6.026,4.714,6.636,26.598,13.32,43.25,1.1,1731.2,8.38,16.37
19/10/07,11:00:00,0,6.382,4.818,7.619,31.459,14.47,46.25,3.1,1906.2,6.85,12.94
19/10/07,12:00:00,0,6.889,5.024,8.643,33.417,15.23,42.75,2.7,2071.2,7.99,14.47
19/10/07,13:00:00,0,7.469,5.385,9.558,33.183,16.76,34.75,1.1,2058.7,8.76,16.75
19/10/07,14:00:00,0,8.145,5.821,10.222,31.791,16.38,33.75,0.4,1923.7,7.99,14.85
19/10/07,15:00:00,0,8.668,6.102,10.638,27.014,16.38,34.25,0.6,1653.7,7.23,11.42
19/10/07,16:00:00,0,8.817,6.357,10.834,19.603,16.76,31.75,-0.1,1283.7,7.23,11.42
19/10/07,17:00:00,0,8.941,6.636,10.736,14.146,16.38,35.25,1,836.2,7.23,11.42
19/10/07,18:00:00,0,8.941,6.864,10.394,10.222,14.47,30.75,-2.5,358.7,7.23,11.42
19/10/07,19:00:00,0,8.891,7.015,9.829,6.077,10.21,76.25,6.2,26.2,7.23,11.42
19/10/07,20:00:00,0,8.742,7.116,9.089,3.009,9.03,100,9,1.2,7.23,11.42
19/10/07,21:00:00,0,8.494,7.142,8.319,1.94,6.22,100,6.2,1.2,7.23,11.42
19/10/07,22:00:00,0,8.145,7.091,7.619,0.742,6.22,100,6.2,1.2,7.23,11.42
19/10/07,23:00:00,0,7.82,7.015,6.99,0.522,8.23,100,8.2,1.2,7.23,11.42
20/10/07,00:00:00,0,7.469,6.889,6.484,0.079,7.03,93.75,6.1,1.2,7.23,11.42
20/10/07,01:00:00,0,7.142,6.737,6.026,-0.116,5.81,85.75,3.6,1.2,7.23,11.42
20/10/07,02:00:00,0,6.864,6.585,5.642,-0.817,7.83,64.75,1.6,1.2,7.23,11.42
20/10/07,03:00:00,0,6.585,6.408,5.257,-1.128,8.23,53.75,-0.6,1.2,7.23,11.42
20/10/07,04:00:00,0,6.331,6.255,4.921,-1.756,7.83,47.25,-2.7,1.2,7.23,11.42
20/10/07,05:00:00,0,6.102,6.102,4.584,-1.641,7.43,46.25,-3.4,1.2,7.23,11.42
20/10/07,06:00:00,0,5.898,5.949,4.324,-1.213,7.03,53.75,-1.7,61.2,7.23,11.42
20/10/07,07:00:00,0,5.693,5.205,4.194,1.588,13.32,27.25,-5.2,496.2,1.14,96.31
20/10/07,08:00:00,0,5.462,4.844,4.584,9.04,14.85,25.25,-4.8,983.7,4.19,7.61
20/10/07,09:00:00,0,5.514,4.766,5.411,22.298,14.47,29.25,-3.2,1416.2,4.95,8.76
20/10/07,10:00:00,0,5.847,5.179,6.433,29.49,15.23,29.75,-2.3,1758.7,6.09,9.9
20/10/07,11:00:00,0,6.306,5.488,7.594,34.704,15.23,36.25,0.4,1988.7,5.71,9.9
20/10/07,12:00:00,0,6.889,5.616,8.792,36.579,16,28.75,-2.1,2096.2,6.09,9.9
20/10/07,13:00:00,0,7.619,5.796,9.829,36.119,16.76,24.25,-3.8,2076.2,6.47,11.8
20/10/07,14:00:00,0,8.369,6.051,10.516,33.183,16.76,24.75,-3.5,1928.7,7.23,11.8
20/10/07,15:00:00,0,8.742,6.331,10.883,27.899,17.14,25.25,-2.9,1661.2,7.23,13.32
20/10/07,16:00:00,0,8.99,6.585,10.98,20.46,17.52,24.75,-2.8,1288.7,7.23,13.32
20/10/07,17:00:00,0,9.114,6.839,10.81,14.768,16.76,27.25,-2.2,836.2,7.23,13.32
20/10/07,18:00:00,0,9.114,7.066,10.443,11.102,15.23,26.25,-4,358.7,7.23,13.32
20/10/07,19:00:00,0,9.04,7.217,9.903,8.07,14.09,29.75,-3.3,28.7,7.23,13.32
20/10/07,20:00:00,0,8.866,7.293,9.262,6.509,12.55,32.75,-3.4,1.2,7.23,13.32
20/10/07,21:00:00,0,8.643,7.318,8.693,5.847,13.7,29.75,-3.7,1.2,7.23,13.32
20/10/07,22:00:00,0,8.369,7.293,8.195,6.255,13.7,30.75,-3.2,1.2,7.23,13.32
20/10/07,23:00:00,0,8.095,7.217,7.82,6.153,13.7,30.25,-3.4,1.2,7.23,13.32
21/10/07,00:00:00,0,7.87,7.142,7.519,6.153,13.32,31.75,-3.1,1.2,7.23,13.32
21/10/07,01:00:00,0,7.67,6.965,7.293,5.924,13.32,29.75,-4,1.2,7.23,13.32
21/10/07,02:00:00,0,7.494,6.661,7.066,5.949,13.7,23.75,-6.6,1.2,7.23,13.32
21/10/07,03:00:00,0,7.343,6.56,6.889,6.56,14.09,25.25,-5.5,1.2,7.23,13.32
21/10/07,04:00:00,0,7.192,6.458,6.763,6.611,14.85,24.75,-5.1,1.2,7.23,13.32
21/10/07,05:00:00,0,7.066,6.357,6.636,6.408,13.7,27.25,-4.8,1.2,7.23,13.32
21/10/07,06:00:00,0,6.965,6.281,6.535,6.687,13.7,27.75,-4.6,68.7,7.23,13.32
21/10/07,07:00:00,0,7.015,6.051,6.509,8.245,15.23,29.75,-2.3,448.7,7.23,13.32
21/10/07,08:00:00,0,7.041,5.898,6.687,11.224,14.47,36.25,-0.3,581.2,12.18,96.31
21/10/07,09:00:00,0,7.066,5.745,6.99,21.7,15.23,40.25,1.8,1281.2,9.52,14.47
21/10/07,10:00:00,0,7.192,5.719,7.619,26.744,17.14,34.75,1.5,1496.2,9.52,14.85
21/10/07,11:00:00,0,7.494,5.77,8.394,26.891,18.28,33.75,2.1,1443.7,8.38,17.51
21/10/07,12:00:00,0,7.845,5.924,9.188,34.916,18.28,34.25,2.3,2043.7,8.76,15.61
21/10/07,13:00:00,0,8.319,6.128,10.1,36.173,19.04,37.25,4.1,2051.2,7.61,14.47
21/10/07,14:00:00,0,9.015,6.661,10.907,32.898,18.28,33.75,2.1,1651.2,7.23,13.32
21/10/07,15:00:00,0,9.361,6.864,11.346,24.557,18.66,36.25,3.4,1021.2,7.23,13.32
21/10/07,16:00:00,0,9.682,7.116,11.37,19.888,18.28,34.25,2.3,716.2,6.47,11.42
21/10/07,17:00:00,0,9.78,7.318,11.127,16.915,18.66,32.75,2,446.2,5.71,10.28
21/10/07,18:00:00,0,9.731,7.469,10.81,14.17,17.9,31.75,0.9,176.2,5.71,10.28
21/10/07,19:00:00,0,9.632,7.594,10.418,11.904,17.9,26.75,-1.5,16.2,5.71,10.28
21/10/07,20:00:00,0,9.509,7.444,10.026,10.956,17.52,25.75,-2.3,1.2,5.71,10.28
21/10/07,21:00:00,0,9.336,7.419,9.632,10.418,17.52,24.75,-2.8,1.2,5.71,10.28
21/10/07,22:00:00,0,9.163,7.393,9.287,10.149,17.52,24.25,-3.1,1.2,5.71,10.28
21/10/07,23:00:00,0,8.941,7.368,9.015,10.051,17.14,24.25,-3.4,1.2,5.71,10.28
22/10/07,00:00:00,0,8.792,7.343,8.792,9.657,16.76,25.25,-3.2,1.2,5.71,10.28
22/10/07,01:00:00,0,8.643,7.293,8.593,9.139,16.38,26.25,-3,1.2,5.71,10.28
22/10/07,02:00:00,0,8.519,7.242,8.394,8.469,14.85,31.25,-2,1.2,5.71,10.28
22/10/07,03:00:00,0,8.394,7.192,8.22,7.945,13.32,37.75,-0.8,1.2,5.71,10.28
22/10/07,04:00:00,0,8.27,7.142,8.045,7.419,12.93,42.25,0.4,1.2,5.71,10.28
22/10/07,05:00:00,0,8.145,7.091,7.87,7.192,12.16,47.25,1.3,1.2,5.71,10.28
22/10/07,06:00:00,0,8.045,7.015,7.745,7.745,12.93,41.75,0.3,31.2,5.71,10.28
22/10/07,07:00:00,0,7.945,6.889,7.645,9.213,14.09,33.75,-1.6,148.7,5.71,10.28
22/10/07,08:00:00,0,7.895,6.813,7.619,11.589,14.85,30.25,-2.4,346.2,5.71,10.28
22/10/07,09:00:00,0,7.92,6.737,7.695,12.098,14.47,34.75,-0.9,348.7,5.71,10.28
22/10/07,10:00:00,0,7.97,6.636,7.795,19.436,16,35.25,0.7,1053.7,35.4,96.31
22/10/07,11:00:00,0,8.02,6.484,8.319,34.255,17.14,31.25,0,2316.2,6.85,11.42
22/10/07,12:00:00,0,8.319,6.56,9.534,37.096,18.28,33.25,1.9,1953.7,6.09,14.47
22/10/07,13:00:00,0,8.866,6.687,10.663,38.198,19.04,27.25,-0.2,2123.7,6.09,12.18
22/10/07,14:00:00,0,9.583,7.268,11.516,34.889,18.66,25.75,-1.3,2013.7,7.61,14.09
22/10/07,15:00:00,0,10.026,7.494,11.929,27.284,17.52,31.25,0.3,1111.2,6.09,13.7
22/10/07,16:00:00,0,10.345,7.494,11.977,21.533,18.28,26.75,-1.1,856.2,4.19,7.99
22/10/07,17:00:00,0,10.541,7.67,11.807,18.01,17.52,29.25,-0.6,368.7,4.19,7.99
22/10/07,18:00:00,0,10.516,7.87,11.516,14.146,12.55,99.25,12.5,116.2,4.19,7.99
22/10/07,19:00:00,0,10.418,8.02,11.102,11.346,11.38,100,11.4,6.2,4.19,7.99
22/10/07,20:00:00,0,10.296,8.07,10.638,10.296,10.6,100,10.6,1.2,4.19,7.99
22/10/07,21:00:00,0,10.124,8.095,10.247,9.682,10.21,100,10.2,1.2,4.19,7.99
22/10/07,22:00:00,0,9.952,8.07,9.928,8.494,9.82,100,9.8,1.2,4.19,7.99
22/10/07,23:00:00,0,9.78,8.045,9.608,8.369,10.99,100,11,1.2,4.19,7.99
23/10/07,00:00:00,0,9.608,7.995,9.312,8.195,10.6,100,10.6,1.2,4.19,7.99
23/10/07,01:00:00,0,9.435,7.945,9.114,8.07,10.6,100,10.6,1.2,4.19,7.99
23/10/07,02:00:00,0,9.262,7.87,8.916,7.82,10.6,100,10.6,1.2,4.19,7.99
23/10/07,03:00:00,0,9.114,7.77,8.767,7.695,10.99,99.25,10.9,1.2,4.19,7.99
23/10/07,04:00:00,0.25,8.99,7.67,8.593,7.695,10.99,98.25,10.7,1.2,4.19,7.99
23/10/07,05:00:00,0.51,8.891,7.594,8.27,7.619,10.99,99.25,10.9,1.2,4.19,7.99
23/10/07,06:00:00,0.25,8.792,7.469,7.995,7.795,10.21,100,10.2,21.2,13.32,96.31
23/10/07,07:00:00,0.25,8.693,7.393,7.895,8.593,9.82,100,9.8,86.2,4.57,9.52
23/10/07,08:00:00,0.51,8.643,7.318,7.845,9.632,10.21,100,10.2,196.2,4.19,9.9
23/10/07,09:00:00,0,8.618,7.217,7.67,12.147,10.99,100,11,406.2,4.95,8.76
23/10/07,10:00:00,0,8.643,7.167,7.87,11.637,10.6,100,10.6,333.7,4.19,8.38
23/10/07,11:00:00,0.25,8.693,7.167,8.07,10.858,9.82,100,9.8,251.2,4.19,7.61
23/10/07,12:00:00,0.51,8.742,7.167,8.12,11.565,9.82,100,9.8,328.7,4.57,7.99
23/10/07,13:00:00,0.76,8.792,7.192,8.195,11.71,9.42,100,9.4,273.7,4.57,9.52
23/10/07,14:00:00,0.51,8.841,7.217,8.245,10.858,9.82,100,9.8,238.7,3.43,6.85
23/10/07,15:00:00,0,8.866,7.217,8.245,11.783,10.21,100,10.2,273.7,4.19,7.61
23/10/07,16:00:00,0.25,8.916,7.217,8.319,11.2,10.21,100,10.2,186.2,3.81,7.99
23/10/07,17:00:00,2.03,8.941,7.242,8.344,9.756,9.82,100,9.8,53.7,5.33,11.42
23/10/07,18:00:00,1.27,8.965,7.293,8.245,9.238,9.42,100,9.4,36.2,5.33,9.9
23/10/07,19:00:00,5.59,8.941,7.318,8.145,8.668,9.03,100,9,3.7,4.95,10.28
23/10/07,20:00:00,0.51,8.891,7.343,7.995,8.369,8.63,100,8.6,1.2,4.57,9.52
23/10/07,21:00:00,0,8.817,7.343,7.845,8.12,8.63,100,8.6,1.2,5.33,10.66
23/10/07,22:00:00,0,8.742,7.343,7.72,7.695,8.23,100,8.2,1.2,5.33,9.52
23/10/07,23:00:00,0,8.643,7.343,7.594,7.494,8.23,100,8.2,1.2,3.81,7.23
24/10/07,00:00:00,0,8.568,7.343,7.469,6.179,7.83,100,7.8,1.2,1.9,6.09
24/10/07,01:00:00,0,8.469,7.293,7.268,6.636,7.83,100,7.8,1.2,1.14,4.19
24/10/07,02:00:00,0,8.319,7.242,7.142,6.965,7.83,100,7.8,1.2,0.76,3.05
24/10/07,03:00:00,0,8.245,7.217,7.116,5.437,7.03,100,7,1.2,0,2.28
24/10/07,04:00:00,0,8.145,7.167,6.889,6.56,7.03,100,7,1.2,0,2.28
24/10/07,05:00:00,0,8.02,7.091,6.813,6.306,6.62,100,6.6,1.2,0,2.66
24/10/07,06:00:00,0,7.945,7.041,6.737,5.719,7.03,100,7,73.7,0,2.66
24/10/07,07:00:00,0,7.895,6.788,6.484,5.949,9.82,100,9.8,528.7,1.52,3.81
24/10/07,08:00:00,0,7.82,6.636,6.99,10.222,9.03,100,9,866.2,1.9,4.57
24/10/07,09:00:00,0,7.97,6.661,7.645,17.986,11.38,100,11.4,1188.7,1.9,4.57
24/10/07,10:00:00,0,8.195,7.041,8.841,23.448,13.7,86.25,11.5,1876.2,2.66,6.47
