Date,"Time, GMT+11:00","Rain, mm (SEN S/N: 668163)","Temp, ÁC (SEN S/N: 684635)","Temp, ÁC (SEN S/N: 684636)","Temp, ÁC (SEN S/N: 684637)","Temp, ÁC (SEN S/N: 684638)","Temp, ÁC (SEN S/N: 904122)","RH, % (SEN S/N: 904122)","DewPt, ÁC (SEN S/N: 904122)","PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 809009)","Gust Speed, m/s (SEN S/N: 809009)"
09/03/07,14:40:00,0,12.437,11.394,14.745,33.94,-888.88,-888.88,-888.9,1943.7,2.66,6.09
09/03/07,15:40:00,0,13.112,11.637,15.652,28.048,-888.88,-888.88,-888.9,1768.7,3.43,7.61
09/03/07,16:40:00,0,13.69,11.904,16.153,21.223,-888.88,-888.88,-888.9,1476.2,3.81,7.61
09/03/07,17:40:00,0,14.074,12.195,16.201,17.058,-888.88,-888.88,-888.9,1083.7,3.43,7.61
09/03/07,18:40:00,0,14.29,12.437,15.891,14.074,-888.88,-888.88,-888.9,626.2,4.19,7.23
09/03/07,19:40:00,0,14.29,12.654,15.294,10.956,-888.88,-888.88,-888.9,163.7,3.43,6.09
09/03/07,20:40:00,0,14.17,12.775,14.553,7.695,7.83,100,7.8,1.2,1.14,3.81
09/03/07,21:40:00,0,13.906,12.823,13.69,4.844,7.43,100,7.4,1.2,0,1.14
09/03/07,22:40:00,0,13.522,12.823,12.799,3.696,9.03,33.75,-6.1,1.2,0,1.14
09/03/07,23:40:00,0,13.112,12.727,12.025,2.956,9.03,36.75,-5,1.2,0.38,2.28
10/03/07,00:40:00,0,12.703,12.606,11.346,2.289,8.63,15.75,-16,1.2,0.38,1.9
10/03/07,01:40:00,0,12.292,12.461,10.761,1.697,8.63,14.75,-16.7,1.2,0.38,1.52
10/03/07,02:40:00,0,11.904,12.292,10.247,1.289,9.82,8.75,-21.9,1.2,0.38,2.28
10/03/07,03:40:00,0,11.54,12.098,9.756,1.017,8.23,36.75,-5.7,1.2,0.38,1.52
10/03/07,04:40:00,0,11.224,11.904,9.336,1.262,9.03,60.25,1.7,1.2,0.38,2.28
10/03/07,05:40:00,0,10.907,11.686,8.99,0.934,8.63,58.25,0.9,1.2,0,1.9
10/03/07,06:40:00,0,10.614,11.516,8.693,1.099,9.42,57.25,1.4,1.2,0.76,3.81
10/03/07,07:40:00,0,10.369,11.321,8.444,2.289,-888.88,-888.88,-888.9,56.2,1.14,4.19
10/03/07,08:40:00,0,10.149,11.127,8.319,4.844,-888.88,-888.88,-888.9,486.2,1.52,6.47
10/03/07,09:40:00,0,10.001,10.98,8.543,8.668,-888.88,-888.88,-888.9,958.7,2.28,5.33
10/03/07,10:40:00,0,10.051,10.834,9.312,19.888,-888.88,-888.88,-888.9,1373.7,3.05,6.85
10/03/07,11:40:00,0,10.345,10.761,10.394,29.79,-888.88,-888.88,-888.9,1698.7,2.66,6.47
10/03/07,12:40:00,0,10.858,10.785,11.686,34.255,-888.88,-888.88,-888.9,1906.2,2.28,6.47
10/03/07,13:40:00,0,11.492,10.883,13.016,35.448,-888.88,-888.88,-888.9,1983.7,2.28,6.09
10/03/07,14:40:00,0,12.171,11.053,14.242,35.448,-888.88,-888.88,-888.9,1933.7,2.28,7.61
10/03/07,15:40:00,0,12.847,11.321,15.175,31.026,-888.88,-888.88,-888.9,1753.7,2.28,5.71
10/03/07,16:40:00,0,13.449,11.613,15.915,24.46,-888.88,-888.88,-888.9,1458.7,1.9,5.33
10/03/07,17:40:00,0,13.93,11.904,16.201,19.08,-888.88,-888.88,-888.9,1068.7,2.28,4.57
10/03/07,18:40:00,0,14.194,12.195,16.01,16.129,-888.88,-888.88,-888.9,608.7,1.52,4.19
10/03/07,19:40:00,0,14.266,12.413,15.485,12.63,-888.88,-888.88,-888.9,151.2,1.9,3.81
10/03/07,20:40:00,0,14.146,12.582,14.768,9.903,-888.88,-888.88,-888.9,1.2,3.05,5.71
10/03/07,21:40:00,0,13.906,12.654,14.002,8.866,-888.88,-888.88,-888.9,1.2,3.05,4.95
10/03/07,22:40:00,0,13.618,12.678,13.329,7.519,-888.88,-888.88,-888.9,1.2,2.66,4.57
10/03/07,23:40:00,0,13.305,12.654,12.751,7.544,-888.88,-888.88,-888.9,1.2,3.81,7.23
11/03/07,00:40:00,0,12.992,12.582,12.292,7.293,-888.88,-888.88,-888.9,1.2,3.43,5.71
11/03/07,01:40:00,0,12.727,12.485,11.904,6.965,-888.88,-888.88,-888.9,1.2,3.81,7.61
11/03/07,02:40:00,0,12.461,12.364,11.565,7.97,-888.88,-888.88,-888.9,1.2,5.71,10.66
11/03/07,03:40:00,0,12.243,12.243,11.346,7.444,-888.88,-888.88,-888.9,1.2,4.19,7.23
11/03/07,04:40:00,0,12.05,12.122,11.102,7.192,-888.88,-888.88,-888.9,1.2,4.19,7.61
11/03/07,05:40:00,0,11.856,12.001,10.907,7.192,-888.88,-888.88,-888.9,1.2,4.95,10.66
11/03/07,06:40:00,0,11.686,11.904,10.687,7.494,-888.88,-888.88,-888.9,1.2,5.71,11.8
11/03/07,07:40:00,0,11.54,11.807,10.516,7.569,-888.88,-888.88,-888.9,33.7,4.95,8.76
11/03/07,08:40:00,0,11.394,11.686,10.418,9.829,-888.88,-888.88,-888.9,348.7,5.71,9.9
11/03/07,09:40:00,0,11.297,11.589,10.492,12.195,-888.88,-888.88,-888.9,941.2,6.47,11.42
11/03/07,10:40:00,0,11.321,11.516,10.907,21.151,-888.88,-888.88,-888.9,1356.2,6.85,11.8
11/03/07,11:40:00,0,11.492,11.467,11.589,29.065,-888.88,-888.88,-888.9,1678.7,6.85,11.42
11/03/07,12:40:00,0,11.807,11.492,12.461,31.433,-888.88,-888.88,-888.9,1886.2,8.38,14.47
11/03/07,13:40:00,0,12.195,11.54,13.257,31.689,-888.88,-888.88,-888.9,1966.2,9.14,15.99
11/03/07,14:40:00,0,12.606,11.662,13.882,31.816,-888.88,-888.88,-888.9,1918.7,9.52,18.27
11/03/07,15:40:00,0,12.992,11.807,14.361,28.841,-888.88,-888.88,-888.9,1738.7,8.38,14.47
11/03/07,16:40:00,0,13.305,11.977,14.673,23.593,-888.88,-888.88,-888.9,1446.2,7.23,12.56
11/03/07,17:40:00,0,13.546,12.147,14.792,19.674,-888.88,-888.88,-888.9,1053.7,5.33,9.9
11/03/07,18:40:00,0,13.69,12.292,14.697,16.844,-888.88,-888.88,-888.9,588.7,3.43,7.99
11/03/07,19:40:00,0,13.714,12.437,14.409,13.642,-888.88,-888.88,-888.9,131.2,3.81,7.23
11/03/07,20:40:00,0,13.666,12.509,14.002,10.369,-888.88,-888.88,-888.9,1.2,2.66,5.33
11/03/07,21:40:00,0,13.522,12.582,13.473,8.543,9.03,100,9,1.2,1.9,4.57
11/03/07,22:40:00,0,13.281,12.582,12.896,6.484,7.43,100,7.4,1.2,1.14,3.43
11/03/07,23:40:00,0,13.016,12.534,12.316,7.368,6.22,100,6.2,1.2,1.14,3.81
12/03/07,00:40:00,0,12.727,12.461,11.856,3.617,5.4,100,5.4,1.2,1.52,4.57
12/03/07,01:40:00,0,12.437,12.364,11.321,4.532,4.57,100,4.6,1.2,3.43,6.85
12/03/07,02:40:00,0,12.122,12.243,10.907,3.617,3.74,100,3.7,1.2,4.95,9.52
12/03/07,03:40:00,0,11.856,12.122,10.541,3.301,3.31,100,3.3,1.2,4.95,7.99
12/03/07,04:40:00,0,11.589,11.977,10.222,2.903,2.46,100,2.5,1.2,6.09,9.9
12/03/07,05:40:00,0,11.346,11.832,9.928,3.696,2.46,100,2.5,1.2,4.95,8.38
12/03/07,06:40:00,0,11.127,11.686,9.731,2.637,1.6,100,1.6,1.2,1.9,5.33
12/03/07,07:40:00,0,10.956,11.54,9.485,2.343,1.17,100,1.2,46.2,1.52,3.81
12/03/07,08:40:00,0,10.736,11.394,9.238,2.343,4.15,100,4.2,468.7,0.76,3.05
12/03/07,09:40:00,0,10.565,11.273,9.139,6.661,7.03,95.25,6.3,948.7,0.76,4.19
12/03/07,10:40:00,0,10.516,11.151,9.657,17.772,8.63,90.25,7.1,1363.7,2.66,5.33
12/03/07,11:40:00,0,10.712,11.053,10.59,27.038,-888.88,-888.88,-888.9,1683.7,3.43,6.85
12/03/07,12:40:00,0,11.053,11.053,11.686,30.52,-888.88,-888.88,-888.9,1886.2,3.81,7.23
12/03/07,13:40:00,0,11.54,11.102,12.823,31.816,-888.88,-888.88,-888.9,1963.7,3.43,6.47
12/03/07,14:40:00,0,12.098,11.224,13.858,31.765,-888.88,-888.88,-888.9,1913.7,3.81,6.85
12/03/07,15:40:00,0,12.654,11.419,14.673,26.329,-888.88,-888.88,-888.9,1736.2,3.81,7.23
12/03/07,16:40:00,0,13.137,11.637,15.151,19.103,-888.88,-888.88,-888.9,1441.2,3.81,7.61
12/03/07,17:40:00,0,13.473,11.88,15.175,14.433,-888.88,-888.88,-888.9,1048.7,5.33,9.14
12/03/07,18:40:00,0,13.618,12.074,14.792,11.37,8.63,78.25,5.1,591.2,5.33,9.14
12/03/07,19:40:00,0,13.594,12.219,14.17,8.22,5.81,94.75,5,136.2,4.95,8.76
12/03/07,20:40:00,0,13.401,12.316,13.449,5.872,4.57,100,4.6,1.2,5.33,9.14
12/03/07,21:40:00,0,13.112,12.34,12.703,4.947,4.15,100,4.2,1.2,4.95,10.28
12/03/07,22:40:00,0,12.799,12.292,12.05,6.306,4.15,100,4.2,1.2,6.85,10.66
12/03/07,23:40:00,0,12.461,12.195,11.613,6.179,3.74,100,3.7,1.2,7.23,13.7
13/03/07,00:40:00,0,12.195,12.098,11.273,6.357,3.74,100,3.7,1.2,5.33,11.04
13/03/07,01:40:00,0,11.929,11.977,11.005,6.535,3.31,100,3.3,1.2,3.81,6.85
13/03/07,02:40:00,0,11.734,11.856,10.761,5.796,3.31,100,3.3,1.2,3.43,6.09
13/03/07,03:40:00,0,11.54,11.734,10.541,4.947,1.6,100,1.6,1.2,1.52,5.33
13/03/07,04:40:00,0,11.346,11.613,10.247,2.877,0.73,100,0.7,1.2,1.14,4.57
13/03/07,05:40:00,0,11.151,11.492,9.854,0.66,2.03,100,2,1.2,0,1.9
13/03/07,06:40:00,0,10.907,11.394,9.361,-0.76,3.31,58.75,-4,1.2,0.38,3.05
13/03/07,07:40:00,0,10.614,11.248,8.817,-0.339,5.4,45.25,-5.5,46.2,1.14,3.43
13/03/07,08:40:00,0,10.296,11.102,8.419,0.77,-888.88,-888.88,-888.9,461.2,0,1.52
13/03/07,09:40:00,0,10.051,10.932,8.344,5.898,-888.88,-888.88,-888.9,933.7,1.14,3.43
13/03/07,10:40:00,0,9.977,10.785,8.916,19.27,-888.88,-888.88,-888.9,1353.7,2.28,4.19
13/03/07,11:40:00,0,10.173,10.663,9.952,29.615,-888.88,-888.88,-888.9,1673.7,2.66,5.33
13/03/07,12:40:00,0,10.565,10.663,11.224,33.469,-888.88,-888.88,-888.9,1881.2,2.66,5.33
13/03/07,13:40:00,0,11.127,10.712,12.606,34.783,-888.88,-888.88,-888.9,1961.2,1.9,6.09
13/03/07,14:40:00,0,11.783,10.858,13.81,34.071,-888.88,-888.88,-888.9,1906.2,2.66,6.85
13/03/07,15:40:00,0,12.437,11.078,14.721,28.097,-888.88,-888.88,-888.9,1726.2,3.05,6.47
13/03/07,16:40:00,0,12.992,11.346,15.294,21.318,-888.88,-888.88,-888.9,1431.2,2.28,6.09
13/03/07,17:40:00,0,13.377,11.589,15.461,17.201,-888.88,-888.88,-888.9,1036.2,2.66,5.71
13/03/07,18:40:00,0,13.618,11.832,15.223,14.409,-888.88,-888.88,-888.9,573.7,2.28,4.57
13/03/07,19:40:00,0,13.666,12.025,14.697,10.638,-888.88,-888.88,-888.9,126.2,1.9,4.57
13/03/07,20:40:00,0,13.546,12.147,13.93,6.585,-888.88,-888.88,-888.9,1.2,0.38,2.28
13/03/07,21:40:00,0,13.281,12.219,13.04,4.766,8.63,77.25,4.9,1.2,0,1.52
13/03/07,22:40:00,0,12.92,12.219,12.195,3.406,7.03,81.25,4,1.2,0,1.14
13/03/07,23:40:00,0,12.509,12.147,11.467,2.503,8.23,67.75,2.6,1.2,0,0.76
14/03/07,00:40:00,0,12.098,12.025,10.834,1.967,9.03,59.75,1.6,1.2,0,0.76
14/03/07,01:40:00,0,11.734,11.88,10.271,1.588,7.03,69.75,1.9,1.2,0.38,1.9
14/03/07,02:40:00,0,11.37,11.71,9.78,1.044,8.63,64.75,2.4,1.2,0,1.52
14/03/07,03:40:00,0,11.029,11.54,9.336,0.797,8.63,63.25,2,1.2,0,1.14
14/03/07,04:40:00,0,10.712,11.37,8.965,0.605,9.03,62.25,2.2,1.2,0,1.14
14/03/07,05:40:00,0,10.418,11.175,8.618,0.218,9.42,57.25,1.4,1.2,0,0.76
14/03/07,06:40:00,0,10.149,11.005,8.319,-0.143,9.03,38.25,-4.4,1.2,0,1.9
14/03/07,07:40:00,0,9.903,10.834,8.045,0.051,8.63,43.75,-3,43.7,0.38,1.52
14/03/07,08:40:00,0,9.682,10.663,7.82,1.859,-888.88,-888.88,-888.9,446.2,0,1.52
14/03/07,09:40:00,0,9.485,10.516,7.945,6.864,-888.88,-888.88,-888.9,921.2,0.38,2.66
14/03/07,10:40:00,0,9.534,10.369,8.693,18.913,-888.88,-888.88,-888.9,1336.2,1.9,4.19
14/03/07,11:40:00,0,9.829,10.296,9.854,31.331,-888.88,-888.88,-888.9,1658.7,0.76,6.09
14/03/07,12:40:00,0,10.369,10.296,11.394,36.335,-888.88,-888.88,-888.9,1863.7,1.9,5.33
14/03/07,13:40:00,0,11.078,10.418,12.944,37.124,-888.88,-888.88,-888.9,1941.2,2.66,5.71
14/03/07,14:40:00,0,11.832,10.638,14.218,37.124,-888.88,-888.88,-888.9,1886.2,2.66,6.47
14/03/07,15:40:00,0,12.558,10.907,15.199,31.408,-888.88,-888.88,-888.9,1708.7,2.66,6.85
14/03/07,16:40:00,0,13.161,11.224,15.796,24.074,-888.88,-888.88,-888.9,1411.2,2.28,5.33
14/03/07,17:40:00,0,13.618,11.54,15.963,19.46,-888.88,-888.88,-888.9,1013.7,2.28,4.95
14/03/07,18:40:00,0,13.858,11.807,15.676,16.034,-888.88,-888.88,-888.9,556.2,2.66,4.95
14/03/07,19:40:00,0,13.906,12.05,15.103,11.953,-888.88,-888.88,-888.9,116.2,2.28,3.81
14/03/07,20:40:00,0,13.786,12.195,14.337,8.02,-888.88,-888.88,-888.9,1.2,0.38,3.43
14/03/07,21:40:00,0,13.522,12.292,13.449,6.56,-888.88,-888.88,-888.9,1.2,1.9,4.57
14/03/07,22:40:00,0,13.185,12.292,12.678,5.898,10.6,55.25,2,1.2,1.52,3.05
14/03/07,23:40:00,0,12.799,12.243,12.025,5.024,-888.88,-888.88,-888.9,1.2,1.52,3.43
15/03/07,00:40:00,0,12.437,12.147,11.467,5.898,-888.88,-888.88,-888.9,1.2,3.05,5.33
15/03/07,01:40:00,0,12.122,12.025,11.102,5.796,-888.88,-888.88,-888.9,1.2,3.05,6.47
15/03/07,02:40:00,0,11.856,11.904,10.81,5.975,-888.88,-888.88,-888.9,1.2,4.19,9.9
15/03/07,03:40:00,0,11.637,11.759,10.59,6.611,-888.88,-888.88,-888.9,1.2,6.47,10.66
15/03/07,04:40:00,0,11.419,11.637,10.443,6.94,-888.88,-888.88,-888.9,1.2,7.61,12.18
15/03/07,05:40:00,0,11.273,11.492,10.32,7.091,-888.88,-888.88,-888.9,1.2,8.76,15.99
15/03/07,06:40:00,0,11.151,11.394,10.198,6.965,12.16,46.75,1.1,1.2,9.14,15.23
15/03/07,07:40:00,0,11.029,11.297,10.1,7.519,13.32,44.25,1.4,38.7,9.9,16.37
15/03/07,08:40:00,0,10.907,11.2,10.001,9.114,14.47,48.25,3.7,438.7,10.28,15.23
15/03/07,09:40:00,0,10.834,11.127,10.1,11.686,15.23,55.75,6.5,908.7,10.66,19.8
15/03/07,10:40:00,0,10.834,11.053,10.443,20.103,16,60.25,8.3,1326.2,10.28,17.51
15/03/07,11:40:00,0,11.005,11.005,11.102,28.518,16.76,67.75,10.8,1646.2,10.66,17.13
15/03/07,12:40:00,0,11.273,11.005,11.904,32.253,18.28,65.75,11.8,1856.2,10.28,16.75
15/03/07,13:40:00,0,11.662,11.078,12.799,32.717,18.28,72.25,13.2,1753.7,10.28,16.37
