Date,"Time, GMT+10:00","Rain, mm (SEN S/N: 668163)","Temp, ÁC (SEN S/N: 684635)","Temp, ÁC (SEN S/N: 684636)","Temp, ÁC (SEN S/N: 684637)","Temp, ÁC (SEN S/N: 684638)","Temp, ÁC (SEN S/N: 904122)","RH, % (SEN S/N: 904122)","DewPt, ÁC (SEN S/N: 904122)","PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 809009)","Gust Speed, m/s (SEN S/N: 809009)"
21/10/06,03:57:05,0,7.419,7.494,6.408,1.643,-4.82,94.75,-5.5,1.2,4.95,8.76
21/10/06,04:57:05,0,7.217,7.368,6.128,1.153,-4.82,94.25,-5.6,1.2,5.33,9.52
21/10/06,05:57:05,0,7.015,7.268,5.898,1.017,-4.82,95.25,-5.5,11.2,5.33,9.14
21/10/06,06:57:05,0,6.839,7.142,5.668,1.453,-4.33,95.25,-5,126.2,5.71,10.28
21/10/06,07:57:05,0,6.661,6.99,5.514,2.503,-4.33,91.75,-5.5,386.2,6.47,10.66
21/10/06,08:57:05,0,6.509,6.864,5.462,6.788,-2.9,91.75,-4.1,918.7,5.71,10.28
21/10/06,09:57:05,0,6.433,6.763,5.616,9.213,-1.06,75.75,-4.8,1148.7,6.09,10.66
21/10/06,10:57:05,0,6.458,6.661,6,13.329,-0.16,70.25,-4.9,1621.2,6.09,10.66
21/10/06,11:57:05,0,6.611,6.611,6.535,14.002,-0.16,65.25,-5.9,1531.2,5.71,11.04
21/10/06,12:57:05,0,6.864,6.611,7.066,14.649,0.73,62.75,-5.6,1686.2,5.71,11.42
21/10/06,13:57:05,0,7.116,6.661,7.544,14.074,0.73,58.75,-6.4,1408.7,6.09,10.66
21/10/06,14:57:05,0,7.393,6.737,7.895,12.098,0.29,59.75,-6.6,1186.2,5.33,12.18
21/10/06,15:57:05,0,7.594,6.839,8.045,8.792,1.6,59.25,-5.5,1156.2,6.47,11.42
21/10/06,16:57:05,0,7.72,6.94,7.97,7.015,0.29,67.75,-5,866.2,6.47,11.42
21/10/06,17:57:05,0,7.745,7.015,7.795,6.128,-1.06,78.75,-4.3,446.2,5.33,9.52
21/10/06,18:57:05,0,7.695,7.066,7.544,3.591,-2.44,87.25,-4.3,28.7,4.19,8.38
21/10/06,19:57:05,0,7.569,7.066,7.167,2.93,-2.44,93.25,-3.4,1.2,4.19,8.38
21/10/06,20:57:05,0,7.393,7.066,6.788,2.289,-2.9,90.75,-4.2,1.2,4.57,9.14
21/10/06,21:57:05,0,7.192,6.99,6.433,1.967,-3.37,88.75,-5,1.2,4.57,8.76
21/10/06,22:57:05,0,6.965,6.914,6.102,1.344,-3.85,91.75,-5,1.2,3.05,6.85
21/10/06,23:57:05,0,6.763,6.839,5.821,0.797,-4.82,91.25,-6,1.2,2.66,4.95
22/10/06,00:57:05,0,6.56,6.712,5.514,0.051,-5.81,92.75,-6.8,1.2,2.66,6.09
22/10/06,01:57:05,0,6.357,6.611,5.179,-0.62,-6.31,92.75,-7.3,1.2,0,2.66
22/10/06,02:57:05,0,6.128,6.484,4.818,-1.185,-4.82,28.75,-20.2,1.2,0,1.52
22/10/06,03:57:05,0,5.898,6.357,4.454,-1.527,-3.37,13.25,-27.6,1.2,0,1.52
22/10/06,04:57:05,0,5.642,6.204,4.168,-1.756,-3.85,13.75,-27.6,1.2,0,1.52
22/10/06,05:57:05,0,5.411,6.077,3.88,-1.871,-1.51,9.25,-30,56.2,0,1.14
22/10/06,06:57:05,0,5.205,5.924,3.643,-1.384,3.31,25.25,-14.7,478.7,0,0
22/10/06,07:57:05,0,4.999,5.77,3.512,0.218,4.99,11.75,-22.3,956.2,1.52,4.19
22/10/06,08:57:05,0,4.895,5.616,3.801,10.075,7.43,11.75,-20.4,1388.7,2.66,5.33
22/10/06,09:57:05,0,4.999,5.514,4.688,18.319,8.23,14.75,-17.1,1733.7,1.9,5.33
22/10/06,10:57:05,0,5.36,5.462,5.949,22.25,8.23,22.75,-11.8,1966.2,3.43,7.61
22/10/06,11:57:05,0,5.949,5.514,7.268,25.186,9.03,27.25,-8.8,2076.2,3.05,7.23
22/10/06,12:57:05,0,6.611,5.693,8.519,25.598,9.82,27.75,-7.9,2068.7,3.43,7.61
22/10/06,13:57:05,0,7.293,5.924,9.509,24.05,10.21,27.75,-7.6,1936.2,2.66,7.23
22/10/06,14:57:05,0,7.895,6.204,10.222,20.531,10.6,27.75,-7.3,1686.2,2.66,8.38
22/10/06,15:57:05,0,8.419,6.535,10.59,15.796,10.21,26.75,-8.1,1333.7,2.28,5.71
22/10/06,16:57:05,0,8.767,6.813,10.614,11.783,10.21,27.25,-7.8,896.2,2.28,5.33
22/10/06,17:57:05,0,8.916,7.091,10.247,8.866,8.63,35.75,-5.7,423.7,1.52,4.95
22/10/06,18:57:05,0,8.916,7.293,9.657,6.077,5.81,42.25,-6,41.2,0.76,3.43
22/10/06,19:57:05,0,8.742,7.419,8.941,3.696,3.31,59.25,-3.9,1.2,0,1.14
22/10/06,20:57:05,0,8.469,7.444,8.17,2.396,2.46,67.25,-3,1.2,0,1.14
22/10/06,21:57:05,0,8.12,7.419,7.469,1.967,2.89,50.25,-6.4,1.2,0.38,1.52
22/10/06,22:57:05,0,7.77,7.343,6.914,1.208,0.73,57.25,-6.8,1.2,0.38,1.52
22/10/06,23:57:05,0,7.419,7.242,6.408,0.55,1.6,54.25,-6.6,1.2,0.76,3.05
23/10/06,00:57:05,0,7.116,7.091,5.949,0.356,2.46,48.25,-7.4,1.2,1.52,3.05
23/10/06,01:57:05,0,6.813,6.94,5.565,0.356,2.89,46.75,-7.4,1.2,2.66,4.19
23/10/06,02:57:05,0,6.535,6.788,5.282,0.246,2.89,42.75,-8.5,1.2,2.28,3.81
23/10/06,03:57:05,0,6.306,6.636,5.05,-0.032,3.31,42.25,-8.3,1.2,1.52,3.43
23/10/06,04:57:05,0,6.077,6.484,4.818,-0.227,3.31,40.75,-8.8,1.2,1.9,5.33
23/10/06,05:57:05,0,5.898,6.331,4.584,-0.143,4.57,33.75,-10,63.7,2.28,4.57
23/10/06,06:57:05,0,5.719,6.204,4.454,0.825,7.03,31.75,-8.6,483.7,2.66,6.09
23/10/06,07:57:05,0,5.591,6.077,4.662,5.514,8.63,30.75,-7.6,961.2,2.66,5.33
23/10/06,08:57:05,0,5.642,5.975,5.334,16.796,9.42,27.75,-8.3,1393.7,3.43,6.47
23/10/06,09:57:05,0,5.898,5.924,6.306,22.944,10.99,25.75,-7.9,1733.7,3.43,7.23
23/10/06,10:57:05,0,6.331,5.949,7.444,27.186,11.77,24.75,-7.7,1966.2,2.66,5.71
23/10/06,11:57:05,0,6.914,6.051,8.668,29.19,12.55,29.25,-4.9,2078.7,3.81,7.23
23/10/06,12:57:05,0,7.594,6.255,9.756,29.615,13.32,28.75,-4.4,2068.7,3.43,7.61
23/10/06,13:57:05,0,8.245,6.535,10.663,27.505,13.7,29.25,-3.9,1936.2,3.05,8.38
23/10/06,14:57:05,0,8.817,6.839,11.297,23.641,14.47,29.25,-3.2,1691.2,3.05,6.47
23/10/06,15:57:05,0,9.312,7.142,11.662,18.485,14.47,27.75,-3.9,1338.7,2.66,6.09
23/10/06,16:57:05,0,9.632,7.444,11.613,14.122,13.7,28.25,-4.3,883.7,2.66,6.85
23/10/06,17:57:05,0,9.78,7.72,11.273,10.834,11.38,32.75,-4.4,416.2,2.28,4.19
23/10/06,18:57:05,0,9.756,7.895,10.663,7.544,8.23,39.25,-4.8,48.7,1.14,3.05
23/10/06,19:57:05,0,9.558,8.02,9.903,5.205,4.99,50.25,-4.5,1.2,0.76,1.9
23/10/06,20:57:05,0,9.287,8.07,9.139,3.801,6.22,42.75,-5.5,1.2,0,1.14
23/10/06,21:57:05,0,8.916,8.045,8.444,2.983,6.22,42.25,-5.7,1.2,0.38,1.52
23/10/06,22:57:05,0,8.568,7.97,7.845,2.744,6.62,41.25,-5.6,1.2,1.14,2.28
23/10/06,23:57:05,0,8.22,7.845,7.368,2.37,5.4,43.25,-6.1,1.2,1.52,3.43
24/10/06,00:57:05,0,7.895,7.695,6.965,2.477,6.62,39.25,-6.3,1.2,1.9,3.81
24/10/06,01:57:05,0,7.619,7.569,6.661,2.316,7.03,39.25,-5.9,1.2,2.28,4.95
24/10/06,02:57:05,0,7.393,7.419,6.433,2.289,7.03,40.25,-5.6,1.2,3.05,5.71
24/10/06,03:57:05,0,7.192,7.268,6.23,2.45,7.43,38.75,-5.7,1.2,4.57,7.99
24/10/06,04:57:05,0,7.015,7.142,6.077,2.664,7.43,39.25,-5.5,1.2,5.71,8.76
24/10/06,05:57:05,0,6.864,7.015,5.949,2.956,7.83,37.25,-5.9,46.2,6.47,9.9
24/10/06,06:57:05,0,6.737,6.889,5.898,4.063,9.42,32.25,-6.3,478.7,7.23,11.42
24/10/06,07:57:05,0,6.661,6.788,6.051,7.569,10.21,34.25,-4.8,933.7,7.23,12.18
24/10/06,08:57:05,0,6.687,6.712,6.484,13.233,11.38,30.75,-5.2,1068.7,8.38,13.7
24/10/06,09:57:05,0,6.839,6.687,6.99,20.555,11.38,33.25,-4.2,1496.2,8.38,13.32
24/10/06,10:57:05,0,7.066,6.687,7.695,25.355,12.16,35.75,-2.5,1851.2,7.61,14.85
24/10/06,11:57:05,0,7.444,6.737,8.469,22.8,14.09,33.25,-1.8,1461.2,5.71,12.56
24/10/06,12:57:05,0,7.82,6.839,9.089,28.345,13.32,33.25,-2.5,2003.7,6.09,11.8
24/10/06,13:57:05,0,8.22,6.99,9.854,25.793,14.09,33.25,-1.8,1858.7,6.47,12.94
24/10/06,14:57:05,0,8.668,7.192,10.394,22.8,13.32,39.75,-0.1,1448.7,5.33,10.66
24/10/06,15:57:05,0,9.04,7.393,10.712,17.486,14.09,40.25,0.8,921.2,5.71,11.8
24/10/06,16:57:05,0,9.287,7.619,10.687,15.414,13.7,39.75,0.3,796.2,5.33,9.52
24/10/06,17:57:05,0,9.386,7.795,10.516,11.637,12.16,44.25,0.4,258.7,4.19,11.8
24/10/06,18:57:05,0,9.386,7.92,10.1,8.742,10.6,47.75,0,38.7,3.05,5.71
24/10/06,19:57:05,0,9.287,8.02,9.608,7.419,10.99,46.75,0.1,1.2,4.57,9.14
24/10/06,20:57:05,0,9.089,8.045,9.139,7.066,10.99,46.25,-0.1,1.2,4.95,8.76
24/10/06,21:57:05,0,8.891,8.045,8.767,6.737,10.99,46.75,0.1,1.2,5.33,9.14
24/10/06,22:57:05,0,8.693,7.995,8.494,6.99,10.99,48.25,0.5,1.2,4.95,8.76
24/10/06,23:57:05,0,8.543,7.945,8.27,7.167,11.38,46.75,0.4,1.2,4.95,9.52
25/10/06,00:57:05,0,8.394,7.87,8.12,7.594,10.21,66.25,4.2,1.2,6.09,15.23
25/10/06,01:57:05,0.25,8.27,7.82,8.02,7.569,9.42,70.75,4.4,1.2,5.71,11.8
25/10/06,02:57:05,0.76,8.195,7.745,7.97,7.167,8.63,77.25,4.9,1.2,4.19,9.9
25/10/06,03:57:05,0,8.12,7.695,7.895,6.433,9.42,69.25,4.1,1.2,7.61,13.32
25/10/06,04:57:05,0.25,8.045,7.645,7.77,6.051,9.03,71.25,4.1,1.2,7.61,13.32
25/10/06,05:57:05,0,7.97,7.594,7.67,5.847,9.03,72.75,4.4,56.2,7.61,12.56
25/10/06,06:57:05,0,7.87,7.544,7.544,7.242,10.21,70.75,5.1,366.2,6.09,11.04
25/10/06,07:57:05,0,7.82,7.494,7.67,10.418,11.38,67.75,5.6,1011.2,5.33,9.14
25/10/06,08:57:05,0,7.87,7.469,8.17,16.439,12.16,64.75,5.7,1016.2,4.57,7.99
25/10/06,09:57:05,0,8.095,7.469,8.817,19.436,11.38,65.75,5.2,1231.2,4.19,8.38
25/10/06,10:57:05,0,8.394,7.519,9.509,16.082,10.21,57.25,2.1,773.7,5.33,11.42
25/10/06,11:57:05,0,8.717,7.619,9.756,18.081,11.38,53.25,2.2,1433.7,7.99,15.61
25/10/06,12:57:05,0,8.941,7.745,10.026,20.007,12.93,46.75,1.8,1546.2,7.99,15.23
25/10/06,13:57:05,0,9.163,7.87,10.394,24.002,13.7,43.25,1.4,2018.7,6.85,12.56
25/10/06,14:57:05,0,9.435,7.995,10.932,20.984,12.93,41.25,0.1,1578.7,6.47,12.18
25/10/06,15:57:05,0,9.731,8.145,11.2,16.534,13.7,35.25,-1.4,1298.7,6.47,11.8
25/10/06,16:57:05,0,9.928,8.295,11.127,12.968,11.38,69.75,6.1,803.7,4.95,9.52
25/10/06,17:57:05,0,9.977,8.444,10.834,11.419,5.4,96.75,4.9,291.2,3.05,6.47
25/10/06,18:57:05,0,9.928,8.543,10.467,9.114,3.74,98.25,3.5,8.7,3.43,6.85
25/10/06,19:57:05,0,9.805,8.593,10.001,7.066,1.17,93.75,0.3,1.2,2.66,6.85
25/10/06,20:57:05,0,9.608,8.593,9.485,3.301,-1.06,92.75,-2.1,1.2,1.52,4.95
25/10/06,21:57:05,0,9.312,8.568,8.792,1.724,-1.06,59.75,-7.9,1.2,1.14,5.71
25/10/06,22:57:05,0,8.965,8.494,8.12,0.962,-2.44,93.25,-3.4,1.2,3.81,7.61
25/10/06,23:57:05,0,8.618,8.369,7.569,1.643,-1.97,96.75,-2.4,1.2,3.43,7.61
26/10/06,00:57:05,0,8.27,8.22,7.167,2.101,-1.51,97.75,-1.8,1.2,1.9,6.09
26/10/06,01:57:05,0,7.995,8.045,6.889,2.956,-1.51,98.25,-1.8,1.2,3.81,8.38
26/10/06,02:57:05,0,7.745,7.895,6.687,3.168,-1.97,98.25,-2.2,1.2,3.05,6.47
26/10/06,03:57:05,0,7.544,7.72,6.56,3.168,-1.97,98.25,-2.2,1.2,2.28,4.95
26/10/06,04:57:05,0,7.393,7.594,6.433,3.063,-2.44,98.25,-2.7,1.2,1.9,4.57
26/10/06,05:57:05,0,7.242,7.469,6.306,3.195,-2.9,98.25,-3.1,38.7,0.38,2.66
26/10/06,06:57:05,0,7.116,7.343,6.204,4.402,-1.06,98.25,-1.3,388.7,0,0.76
26/10/06,07:57:05,0,7.015,7.242,6.331,7.217,3.31,89.25,1.7,1006.2,0.38,2.66
26/10/06,08:57:05,0,7.066,7.142,6.94,19.294,8.23,29.75,-8.4,1431.2,1.9,6.47
26/10/06,09:57:05,0,7.343,7.116,7.895,26.549,9.03,35.75,-5.3,1768.7,3.43,6.85
26/10/06,10:57:05,0,7.77,7.142,8.99,31.535,8.63,41.25,-3.8,1996.2,3.43,6.85
26/10/06,11:57:05,0,8.319,7.268,10.1,33.652,10.21,34.25,-4.8,2103.7,4.19,7.99
26/10/06,12:57:05,0,8.916,7.444,11.029,33.131,11.38,31.75,-4.8,2096.2,3.81,7.61
26/10/06,13:57:05,0,9.485,7.695,11.783,30.52,12.16,33.75,-3.3,1963.7,3.43,7.99
26/10/06,14:57:05,0,10.001,7.97,12.292,25.355,11.77,32.25,-4.3,1713.7,3.81,7.61
26/10/06,15:57:05,0,10.418,8.245,12.534,19.103,11.38,34.25,-3.8,1358.7,3.81,8.38
26/10/06,16:57:05,0,10.663,8.519,12.413,14.05,10.99,35.25,-3.8,923.7,3.81,7.61
26/10/06,17:57:05,0,10.712,8.717,11.977,10.418,9.03,41.25,-3.4,441.2,4.19,6.85
26/10/06,18:57:05,0,10.614,8.866,11.321,7.242,7.03,46.25,-3.7,53.7,3.43,6.09
26/10/06,19:57:05,0,10.394,8.941,10.59,4.921,3.74,54.75,-4.5,1.2,2.28,4.57
26/10/06,20:57:05,0,10.075,8.941,9.829,3.301,4.15,49.75,-5.4,1.2,1.52,3.05
26/10/06,21:57:05,0,9.706,8.891,9.114,2.61,4.99,45.25,-5.9,1.2,2.28,5.33
26/10/06,22:57:05,0,9.336,8.792,8.543,2.53,4.57,47.75,-5.6,1.2,3.43,5.33
26/10/06,23:57:05,0,8.99,8.643,8.095,2.61,4.57,46.25,-6,1.2,4.95,7.99
27/10/06,00:57:05,0,8.668,8.494,7.745,2.236,3.31,48.25,-6.6,1.2,4.19,6.85
27/10/06,01:57:05,0,8.394,8.344,7.419,1.588,3.74,44.75,-7.2,1.2,3.81,5.71
27/10/06,02:57:05,0,8.145,8.195,7.116,1.859,4.57,44.25,-6.6,1.2,4.95,7.99
27/10/06,03:57:05,0,7.92,8.02,6.864,1.94,4.57,44.75,-6.4,1.2,5.33,8.38
27/10/06,04:57:05,0,7.695,7.87,6.661,1.371,3.31,48.75,-6.4,1.2,4.95,7.61
27/10/06,05:57:05,0,7.519,7.745,6.433,1.262,2.89,52.75,-5.8,33.7,5.33,8.38
27/10/06,06:57:05,0,7.318,7.594,6.255,1.67,5.4,45.75,-5.4,251.2,5.33,8.76
27/10/06,07:57:05,0,7.167,7.469,6.204,6.585,5.81,46.75,-4.7,1016.2,6.47,10.66
27/10/06,08:57:05,0,7.116,7.343,6.661,17.843,6.22,48.25,-3.9,1431.2,7.23,11.8
27/10/06,09:57:05,0,7.268,7.268,7.368,24.363,7.43,44.25,-3.9,1766.2,7.23,12.94
27/10/06,10:57:05,0,7.569,7.242,8.17,28.493,8.63,39.25,-4.5,1998.7,8.38,13.7
27/10/06,11:57:05,0,7.945,7.293,8.99,29.991,8.63,37.25,-5.1,2111.2,9.14,15.61
27/10/06,12:57:05,0,8.369,7.419,9.682,29.515,9.82,31.25,-6.4,2098.7,9.14,15.23
27/10/06,13:57:05,0,8.767,7.569,10.222,26.426,9.03,28.25,-8.4,1968.7,9.9,16.37
27/10/06,14:57:05,0,9.114,7.745,10.516,21.366,8.63,34.75,-6.1,1723.7,9.14,15.61
27/10/06,15:57:05,0,9.361,7.92,10.59,16.463,7.83,35.75,-6.4,1351.2,7.99,13.7
27/10/06,16:57:05,0,9.509,8.07,10.492,12.654,6.22,44.75,-4.9,643.7,8.76,14.85
27/10/06,17:57:05,0,9.534,8.195,10.149,9.509,4.99,52.75,-3.8,176.2,7.99,13.32
27/10/06,18:57:05,0,9.435,8.295,9.657,6.94,3.74,69.25,-1.4,21.2,7.99,15.61
27/10/06,19:57:05,0,9.238,8.319,9.163,5.102,1.6,81.75,-1.2,1.2,10.28,19.41
27/10/06,20:57:05,0,9.015,8.295,8.668,3.775,-0.16,75.75,-3.9,1.2,10.66,17.51
27/10/06,21:57:05,0,8.767,8.245,8.22,1.561,-1.51,74.75,-5.4,1.2,9.9,18.27
27/10/06,22:57:05,0,8.494,8.145,7.72,1.071,-1.97,69.25,-6.8,1.2,9.14,15.23
27/10/06,23:57:05,0,8.22,8.045,7.268,1.453,-2.44,77.25,-5.9,1.2,7.99,18.65
28/10/06,00:57:05,0,7.945,7.92,6.914,1.235,-2.9,85.25,-5,1.2,9.14,18.27
28/10/06,01:57:05,0,7.695,7.77,6.611,1.371,-3.85,88.75,-5.4,1.2,7.61,14.09
28/10/06,02:57:05,0,7.444,7.619,6.357,1.507,-3.85,92.75,-4.9,1.2,5.71,12.18
28/10/06,03:57:05,0,7.242,7.494,6.153,2.074,-4.82,93.75,-5.7,1.2,3.43,6.85
28/10/06,04:57:05,0,7.066,7.343,5.975,2.37,-4.82,91.75,-6,1.2,3.05,6.85
28/10/06,05:57:05,0,6.914,7.217,5.821,2.45,-4.82,85.25,-6.9,63.7,4.95,10.28
28/10/06,06:57:05,0,6.763,7.091,5.642,2.477,-4.82,80.25,-7.7,393.7,4.57,10.28
28/10/06,07:57:05,0,6.611,6.99,5.514,2.77,-4.82,82.25,-7.4,448.7,5.33,12.18
28/10/06,08:57:05,0,6.509,6.864,5.437,3.643,-3.85,75.75,-7.5,1031.2,6.09,14.47
28/10/06,09:57:05,0.25,6.408,6.763,5.411,6.94,-2.9,71.25,-7.4,1246.2,5.33,12.94
28/10/06,10:57:05,0,6.357,6.687,5.514,10.051,-1.06,72.25,-5.4,1308.7,4.57,11.04
28/10/06,11:57:05,0,6.408,6.611,5.821,15.27,0.29,66.75,-5.2,1913.7,6.09,11.42
28/10/06,12:57:05,0,6.585,6.585,6.382,13.305,0.73,59.75,-6.2,1378.7,5.33,11.04
28/10/06,13:57:05,0,6.813,6.585,6.839,11.856,-1.06,68.25,-6.2,893.7,4.95,9.52
28/10/06,14:57:05,0,7.041,6.636,7.142,11.759,0.29,61.25,-6.3,1283.7,4.95,9.9
28/10/06,15:57:05,0,7.217,6.712,7.293,8.494,0.29,55.25,-7.6,863.7,4.95,9.9
28/10/06,16:57:05,0,7.318,6.788,7.293,7.217,-1.06,68.75,-6.1,433.7,3.81,7.61
28/10/06,17:57:05,0,7.343,6.839,7.192,4.402,-1.97,68.75,-6.9,248.7,3.81,6.85
28/10/06,18:57:05,0,7.293,6.864,6.914,1.67,-2.44,70.75,-7,33.7,3.05,6.09
28/10/06,19:57:05,0,7.167,6.864,6.509,0.687,-3.85,79.25,-6.9,1.2,2.66,4.95
28/10/06,20:57:05,0,6.99,6.839,6.128,0.19,-4.33,82.25,-6.9,1.2,3.05,5.33
28/10/06,21:57:05,0,6.763,6.788,5.77,-0.591,-4.82,85.25,-6.9,1.2,3.05,5.71
28/10/06,22:57:05,0,6.535,6.687,5.437,-1.185,-5.31,90.75,-6.6,1.2,4.19,6.85
28/10/06,23:57:05,0,6.306,6.585,5.076,-1.613,-5.31,90.25,-6.7,1.2,3.43,7.23
29/10/06,00:57:05,0,6.077,6.484,4.792,-1.9,-5.81,84.75,-8,1.2,4.95,8.38
29/10/06,01:57:05,0,5.872,6.357,4.506,-2.131,-5.81,87.25,-7.6,1.2,2.28,6.09
29/10/06,02:57:05,0,5.668,6.23,4.246,-2.276,-5.81,88.75,-7.4,1.2,1.52,5.71
29/10/06,03:57:05,0,5.488,6.102,4.011,-2.508,-6.82,90.25,-8.2,1.2,0.76,3.05
29/10/06,04:57:05,0,5.282,5.975,3.775,-2.976,-6.82,90.75,-8.1,1.2,0.38,1.9
29/10/06,05:57:05,0,5.102,5.821,3.485,-3.094,-3.37,51.25,-12,106.2,0,1.52
29/10/06,06:57:05,0,4.895,5.693,3.301,-1.986,2.46,28.25,-14.1,546.2,0,3.05
29/10/06,07:57:05,0,4.74,5.565,3.459,1.425,4.15,15.75,-19.6,1023.7,2.66,5.33
29/10/06,08:57:05,0,4.766,5.437,4.089,13.93,5.81,27.25,-11.6,1451.2,3.05,5.71
29/10/06,09:57:05,0,4.999,5.36,5.076,22.609,5.81,36.75,-7.8,1788.7,2.66,5.71
29/10/06,10:57:05,0,5.437,5.385,6.382,28.617,6.62,39.25,-6.3,2013.7,2.66,6.47
29/10/06,11:57:05,0,6.077,5.488,7.77,31.765,7.43,39.25,-5.5,2123.7,3.43,6.47
29/10/06,12:57:05,0,6.813,5.693,9.015,32.613,8.63,39.25,-4.5,2113.7,2.66,7.61
29/10/06,13:57:05,0,7.519,5.949,10.051,30.318,9.42,39.25,-3.7,1983.7,2.66,6.47
29/10/06,14:57:05,0,8.17,6.281,10.785,25.404,10.21,38.25,-3.4,1768.7,2.66,6.85
29/10/06,15:57:05,0,8.693,6.611,11.151,19.341,9.82,38.25,-3.7,1413.7,3.43,7.23
29/10/06,16:57:05,0,9.04,6.914,11.102,13.69,8.63,39.75,-4.3,966.2,3.81,6.85
29/10/06,17:57:05,0,9.188,7.192,10.687,9.114,7.03,43.25,-4.6,468.7,4.19,6.09
29/10/06,18:57:05,0,9.163,7.419,10.026,5.745,4.57,49.25,-5.1,66.2,2.66,4.57
29/10/06,19:57:05,0,8.965,7.544,9.238,3.036,2.46,55.25,-5.6,1.2,1.14,3.43
29/10/06,20:57:05,0,8.668,7.569,8.444,1.235,1.17,70.25,-3.6,1.2,0,1.52
29/10/06,21:57:05,0,8.319,7.569,7.695,0.246,2.03,58.75,-5.2,1.2,0,1.52
29/10/06,22:57:05,0,7.945,7.469,7.041,-0.199,-0.16,65.75,-5.8,1.2,0.76,1.9
29/10/06,23:57:05,0,7.569,7.368,6.484,-0.199,2.03,59.25,-5.1,1.2,2.28,4.19
30/10/06,00:57:05,0,7.217,7.217,6.051,0.051,2.03,52.25,-6.7,1.2,3.05,4.95
30/10/06,01:57:05,0,6.94,7.066,5.745,-0.116,2.46,49.75,-7,1.2,3.05,6.09
30/10/06,02:57:05,0,6.687,6.889,5.488,0.218,3.31,43.75,-7.8,1.2,4.57,7.99
30/10/06,03:57:05,0,6.458,6.763,5.308,0.273,3.31,43.75,-7.8,1.2,4.19,7.23
30/10/06,04:57:05,0,6.281,6.611,5.128,0.107,2.89,45.75,-7.7,1.2,4.19,7.61
30/10/06,05:57:05,0,6.102,6.484,4.973,0.218,3.31,48.25,-6.6,106.2,4.19,6.85
30/10/06,06:57:05,0,5.975,6.357,4.895,1.534,4.99,45.75,-5.7,543.7,4.19,7.23
30/10/06,07:57:05,0,5.872,6.255,5.128,6.94,5.81,45.75,-5,1016.2,4.57,8.38
30/10/06,08:57:05,0,5.949,6.153,5.693,19.651,7.03,45.75,-3.9,1436.2,5.71,8.76
30/10/06,09:57:05,0,6.179,6.102,6.535,27.136,7.83,42.75,-4,1781.2,5.33,9.14
30/10/06,10:57:05,0,6.56,6.153,7.519,31.944,8.63,40.25,-4.1,2011.2,6.47,10.66
30/10/06,11:57:05,0,7.041,6.255,8.494,33.861,9.42,41.25,-3.1,2118.7,6.47,11.42
30/10/06,12:57:05,0,7.569,6.408,9.386,34.019,10.21,39.75,-2.9,2106.2,5.33,10.28
30/10/06,13:57:05,0,8.12,6.636,10.198,31.382,10.21,40.75,-2.5,1973.7,4.57,9.52
