"Date Time, GMT+11:00","H08 Temp., ¡C","H08 Temp., ¡C","H08 Temp., ¡C","H08 Temp., ¡C"
01/02/08 11:00:00,9.82,11.38,16.76,17.14
01/02/08 12:00:00,9.82,11.38,16.38,16.76
01/02/08 13:00:00,10.21,10.99,16.00,16.38
01/02/08 14:00:00,9.82,10.99,15.62,16.00
01/02/08 15:00:00,15.23,13.32,15.23,15.62
01/02/08 16:00:00,18.66,15.23,14.85,15.62
01/02/08 17:00:00,22.09,17.52,14.85,15.62
01/02/08 18:00:00,24.01,20.19,15.23,15.23
01/02/08 19:00:00,26.34,24.40,15.62,15.62
01/02/08 20:00:00,28.31,27.12,16.38,15.62
01/02/08 21:00:00,29.10,44.89,17.14,16.00
01/02/08 22:00:00,34.85,54.74,18.28,16.38
01/02/08 23:00:00,38.77,53.53,19.42,16.76
01/03/08 00:00:00,44.40,46.40,20.19,17.52
01/03/08 01:00:00,44.89,39.67,20.95,17.90
01/03/08 02:00:00,32.76,28.31,21.71,18.66
01/03/08 03:00:00,26.34,23.24,21.71,19.04
01/03/08 04:00:00,18.66,19.42,21.33,19.04
01/03/08 05:00:00,12.93,15.62,20.57,19.04
01/03/08 06:00:00,10.99,14.09,19.81,18.66
01/03/08 07:00:00,9.82,12.55,19.04,18.66
01/03/08 08:00:00,9.42,12.16,18.28,18.28
01/03/08 09:00:00,9.42,12.16,17.52,17.90
01/03/08 10:00:00,9.03,11.38,17.14,17.52
01/03/08 11:00:00,7.43,10.60,16.76,17.14
01/03/08 12:00:00,5.81,9.42,16.00,16.76
01/03/08 13:00:00,5.40,9.03,15.62,16.38
01/03/08 14:00:00,5.40,8.23,15.23,16.00
01/03/08 15:00:00,8.63,10.60,14.85,15.62
01/03/08 16:00:00,12.93,13.70,14.47,15.62
01/03/08 17:00:00,16.76,17.14,14.47,15.23
01/03/08 18:00:00,22.09,20.95,14.47,15.23
01/03/08 19:00:00,26.73,24.79,15.23,15.23
01/03/08 20:00:00,29.90,29.90,16.00,15.23
01/03/08 21:00:00,32.34,46.91,17.14,15.62
01/03/08 22:00:00,40.59,54.74,18.28,16.38
01/03/08 23:00:00,41.99,48.49,19.42,16.76
01/04/08 00:00:00,41.52,44.89,20.19,17.52
01/04/08 01:00:00,27.91,30.71,20.95,17.90
01/04/08 02:00:00,22.09,24.01,21.33,18.66
01/04/08 03:00:00,17.90,20.95,20.95,18.66
01/04/08 04:00:00,15.62,18.28,20.57,18.66
01/04/08 05:00:00,13.32,16.38,19.81,18.66
01/04/08 06:00:00,12.55,15.62,19.42,18.66
01/04/08 07:00:00,12.16,14.47,18.66,18.28
01/04/08 08:00:00,11.38,13.70,18.28,17.90
01/04/08 09:00:00,7.43,11.38,17.90,17.52
01/04/08 10:00:00,7.03,10.21,17.14,17.52
01/04/08 11:00:00,7.03,9.82,16.76,17.14
01/04/08 12:00:00,7.03,9.82,16.00,16.76
01/04/08 13:00:00,6.62,9.42,15.62,16.38
01/04/08 14:00:00,6.22,8.63,15.23,16.00
01/04/08 15:00:00,9.42,10.60,14.85,15.62
01/04/08 16:00:00,14.47,14.09,14.47,15.62
01/04/08 17:00:00,20.19,17.90,14.47,15.23
01/04/08 18:00:00,24.79,21.33,14.85,15.23
01/04/08 19:00:00,29.10,26.73,15.62,15.23
01/04/08 20:00:00,33.17,30.71,16.38,15.62
01/04/08 21:00:00,35.70,50.11,17.52,16.00
01/04/08 22:00:00,43.91,56.60,19.04,16.38
01/04/08 23:00:00,32.76,39.67,20.19,17.14
01/05/08 00:00:00,26.73,30.31,20.57,17.90
01/05/08 01:00:00,35.27,31.12,20.95,18.28
01/05/08 02:00:00,22.09,22.09,20.95,18.66
01/05/08 03:00:00,17.52,19.04,20.57,18.66
01/05/08 04:00:00,14.47,16.38,20.19,18.66
01/05/08 05:00:00,12.55,14.85,19.42,18.66
01/05/08 06:00:00,11.38,13.70,18.66,18.28
01/05/08 07:00:00,10.21,12.93,18.28,17.90
01/05/08 08:00:00,9.82,12.55,17.52,17.52
01/05/08 09:00:00,9.82,12.16,17.14,17.14
01/05/08 10:00:00,10.21,11.77,16.76,17.14
01/05/08 11:00:00,8.63,10.60,16.00,16.76
01/05/08 12:00:00,8.63,10.21,15.62,16.38
01/05/08 13:00:00,8.23,10.21,15.23,16.00
01/05/08 14:00:00,9.82,10.60,14.85,16.00
01/05/08 15:00:00,12.55,12.55,14.85,15.62
01/05/08 16:00:00,16.76,15.23,14.47,15.23
01/05/08 17:00:00,20.95,18.28,14.85,15.23
01/05/08 18:00:00,25.56,21.71,15.23,15.23
01/05/08 19:00:00,31.12,27.52,15.62,15.23
01/05/08 20:00:00,34.43,31.12,16.38,15.62
01/05/08 21:00:00,36.13,50.11,17.90,16.00
01/05/08 22:00:00,43.42,57.89,19.04,16.38
01/05/08 23:00:00,45.39,54.74,20.19,17.14
01/06/08 00:00:00,33.17,35.70,21.33,17.90
01/06/08 01:00:00,43.42,37.44,21.71,18.66
01/06/08 02:00:00,23.63,23.63,22.09,19.04
01/06/08 03:00:00,20.57,21.33,21.71,19.42
01/06/08 04:00:00,17.52,18.66,20.95,19.42
01/06/08 05:00:00,15.23,16.76,20.57,19.04
01/06/08 06:00:00,12.55,14.85,19.81,19.04
01/06/08 07:00:00,10.60,13.32,19.04,18.66
01/06/08 08:00:00,10.21,12.55,18.66,18.28
01/06/08 09:00:00,9.03,12.16,17.90,17.90
01/06/08 10:00:00,10.21,11.77,17.52,17.52
01/06/08 11:00:00,11.77,12.93,16.76,17.14
01/06/08 12:00:00,11.38,12.55,16.38,17.14
01/06/08 13:00:00,10.21,11.77,16.00,16.76
01/06/08 14:00:00,9.82,11.38,15.62,16.38
01/06/08 15:00:00,12.55,12.55,15.62,16.00
01/06/08 16:00:00,16.00,14.47,15.23,16.00
01/06/08 17:00:00,19.42,16.76,15.23,15.62
01/06/08 18:00:00,21.71,19.42,15.23,15.62
01/06/08 19:00:00,24.01,23.63,15.62,15.62
01/06/08 20:00:00,28.31,27.91,16.38,15.62
01/06/08 21:00:00,26.73,43.91,17.14,16.00
01/06/08 22:00:00,30.71,52.37,18.28,16.38
01/06/08 23:00:00,30.71,49.02,19.04,17.14
01/07/08 00:00:00,31.12,41.05,19.81,17.52
01/07/08 01:00:00,34.85,35.27,20.57,17.90
01/07/08 02:00:00,28.31,26.34,20.95,18.28
01/07/08 03:00:00,24.40,22.48,20.95,18.66
01/07/08 04:00:00,19.81,19.42,20.57,19.04
01/07/08 05:00:00,15.23,16.38,20.19,19.04
01/07/08 06:00:00,14.09,15.23,19.81,18.66
01/07/08 07:00:00,13.70,15.62,19.04,18.66
01/07/08 08:00:00,10.21,12.93,18.66,18.28
01/07/08 09:00:00,9.42,11.77,18.28,17.90
01/07/08 10:00:00,10.99,12.55,17.52,17.52
01/07/08 11:00:00,12.55,12.55,17.14,17.52
01/07/08 12:00:00,12.93,12.93,16.76,17.14
01/07/08 13:00:00,10.99,12.16,16.38,16.76
01/07/08 14:00:00,10.99,11.77,16.00,16.38
01/07/08 15:00:00,13.32,12.55,15.62,16.38
01/07/08 16:00:00,16.00,14.47,15.23,16.00
01/07/08 17:00:00,18.66,16.76,15.23,15.62
01/07/08 18:00:00,20.95,19.42,15.62,15.62
01/07/08 19:00:00,23.24,23.63,15.62,15.62
01/07/08 20:00:00,24.79,27.12,16.38,16.00
01/07/08 21:00:00,26.34,43.91,17.14,16.00
01/07/08 22:00:00,30.71,54.13,18.28,16.38
01/07/08 23:00:00,36.57,53.53,19.04,17.14
01/08/08 00:00:00,36.57,46.40,20.19,17.52
01/08/08 01:00:00,38.77,36.13,20.95,18.28
01/08/08 02:00:00,31.12,27.52,21.33,18.66
01/08/08 03:00:00,28.31,24.01,21.33,19.04
01/08/08 04:00:00,19.81,20.19,21.33,19.42
01/08/08 05:00:00,13.70,16.00,20.95,19.42
01/08/08 06:00:00,10.99,14.09,20.19,19.04
01/08/08 07:00:00,12.16,14.85,19.42,19.04
01/08/08 08:00:00,10.99,13.70,19.04,18.66
01/08/08 09:00:00,6.22,10.60,18.28,18.28
01/08/08 10:00:00,7.43,10.21,17.90,17.90
01/08/08 11:00:00,5.40,9.42,17.14,17.52
01/08/08 12:00:00,4.57,8.23,16.38,17.14
01/08/08 13:00:00,4.57,7.83,16.00,16.76
01/08/08 14:00:00,4.15,7.43,15.62,16.38
01/08/08 15:00:00,8.23,9.82,14.85,16.00
01/08/08 16:00:00,14.47,13.32,14.47,15.62
01/08/08 17:00:00,18.66,16.00,14.47,15.62
01/08/08 18:00:00,20.95,19.04,14.85,15.62
01/08/08 19:00:00,24.40,23.63,15.23,15.62
01/08/08 20:00:00,29.10,28.31,16.00,15.62
01/08/08 21:00:00,29.10,44.40,17.14,16.00
01/08/08 22:00:00,32.76,55.35,18.28,16.38
01/08/08 23:00:00,36.57,54.74,19.42,17.14
01/09/08 00:00:00,36.13,46.91,20.19,17.52
01/09/08 01:00:00,38.32,37.00,20.95,18.28
01/09/08 02:00:00,34.43,29.50,21.71,18.66
01/09/08 03:00:00,28.31,24.40,21.71,19.04
01/09/08 04:00:00,20.57,20.57,21.71,19.42
01/09/08 05:00:00,14.09,16.38,20.95,19.42
01/09/08 06:00:00,10.99,14.09,20.57,19.42
01/09/08 07:00:00,11.38,14.09,19.81,19.04
01/09/08 08:00:00,11.77,13.32,19.04,18.66
01/09/08 09:00:00,11.38,12.93,18.28,18.28
01/09/08 10:00:00,8.63,11.38,17.90,17.90
01/09/08 11:00:00,6.22,9.82,17.14,17.52
01/09/08 12:00:00,5.81,9.03,16.76,17.14
01/09/08 13:00:00,5.81,8.63,16.00,17.14
01/09/08 14:00:00,6.62,8.63,15.62,16.38
01/09/08 15:00:00,9.82,10.60,15.23,16.38
01/09/08 16:00:00,16.00,14.47,14.85,16.00
01/09/08 17:00:00,20.19,17.14,14.85,15.62
01/09/08 18:00:00,22.86,19.81,15.23,15.62
01/09/08 19:00:00,24.01,23.63,15.62,15.62
01/09/08 20:00:00,26.34,27.12,16.38,15.62
01/09/08 21:00:00,25.95,41.52,17.14,16.00
01/09/08 22:00:00,29.10,52.37,18.28,16.38
01/09/08 23:00:00,34.85,52.95,19.04,17.14
01/10/08 00:00:00,37.00,47.43,20.19,17.52
01/10/08 01:00:00,35.27,36.57,20.95,18.28
01/10/08 02:00:00,28.70,27.91,21.33,18.66
01/10/08 03:00:00,25.17,23.63,21.33,19.04
01/10/08 04:00:00,20.19,20.19,21.33,19.42
01/10/08 05:00:00,13.32,15.62,20.95,19.42
01/10/08 06:00:00,12.55,14.09,20.19,19.42
01/10/08 07:00:00,11.38,13.32,19.42,19.04
01/10/08 08:00:00,12.55,13.70,19.04,18.66
01/10/08 09:00:00,15.23,14.09,18.28,18.28
01/10/08 10:00:00,16.00,14.85,17.90,17.90
01/10/08 11:00:00,16.38,15.23,17.52,17.52
01/10/08 12:00:00,15.62,14.85,17.14,17.52
01/10/08 13:00:00,14.85,14.47,16.76,17.14
01/10/08 14:00:00,14.47,14.47,16.76,17.14
01/10/08 15:00:00,14.85,14.85,16.38,16.76
01/10/08 16:00:00,16.38,16.00,16.38,16.76
01/10/08 17:00:00,19.04,17.90,16.38,16.38
01/10/08 18:00:00,21.33,20.19,16.38,16.38
01/10/08 19:00:00,23.24,24.40,16.38,16.38
01/10/08 20:00:00,26.34,28.70,17.14,16.38
01/10/08 21:00:00,27.12,41.99,17.90,16.76
01/10/08 22:00:00,31.12,53.53,18.66,17.14
01/10/08 23:00:00,33.59,53.53,19.81,17.52
01/11/08 00:00:00,38.77,50.11,20.57,18.28
01/11/08 01:00:00,38.32,37.44,21.33,18.66
01/11/08 02:00:00,22.86,25.17,22.09,19.42
01/11/08 03:00:00,27.52,24.01,22.09,19.81
01/11/08 04:00:00,21.33,20.95,21.71,19.81
01/11/08 05:00:00,16.00,17.90,21.33,19.81
01/11/08 06:00:00,13.70,16.00,20.57,19.81
01/11/08 07:00:00,13.32,15.23,20.19,19.42
01/11/08 08:00:00,13.70,14.85,19.42,19.04
01/11/08 09:00:00,15.62,15.23,18.66,18.66
01/11/08 10:00:00,16.38,15.62,18.28,18.28
01/11/08 11:00:00,15.23,14.85,17.90,18.28
01/11/08 12:00:00,15.62,14.85,17.52,17.90
01/11/08 13:00:00,14.85,14.47,17.52,17.52
01/11/08 14:00:00,14.85,14.47,17.14,17.52
01/11/08 15:00:00,15.23,14.85,16.76,17.14
01/11/08 16:00:00,17.52,16.38,16.38,17.14
01/11/08 17:00:00,19.81,18.28,16.38,16.76
01/11/08 18:00:00,21.33,20.19,16.76,16.76
01/11/08 19:00:00,23.63,23.63,16.76,16.76
01/11/08 20:00:00,24.40,26.34,17.14,16.76
01/11/08 21:00:00,23.63,27.12,17.90,17.14
01/11/08 22:00:00,30.31,43.91,18.28,17.14
01/11/08 23:00:00,30.71,45.39,19.04,17.52
01/12/08 00:00:00,20.57,23.63,19.42,17.90
01/12/08 01:00:00,14.47,16.00,19.81,18.28
01/12/08 02:00:00,12.55,15.62,19.42,18.28
01/12/08 03:00:00,12.93,15.62,19.04,18.28
01/12/08 04:00:00,13.70,16.00,18.66,18.28
01/12/08 05:00:00,12.55,14.09,18.28,17.90
01/12/08 06:00:00,12.55,14.09,17.90,17.90
01/12/08 07:00:00,13.32,13.70,17.52,17.52
01/12/08 08:00:00,13.70,13.70,17.14,17.52
01/12/08 09:00:00,13.32,13.70,17.14,17.14
01/12/08 10:00:00,12.93,13.32,16.76,17.14
01/12/08 11:00:00,12.93,13.32,16.38,16.76
01/12/08 12:00:00,13.70,13.32,16.00,16.76
01/12/08 13:00:00,12.93,12.93,16.00,16.38
01/12/08 14:00:00,12.55,12.93,15.62,16.38
01/12/08 15:00:00,14.09,13.32,15.62,16.00
01/12/08 16:00:00,17.14,15.23,15.23,16.00
01/12/08 17:00:00,19.04,16.76,15.23,15.62
01/12/08 18:00:00,20.57,17.52,15.62,15.62
01/12/08 19:00:00,20.95,18.66,16.00,15.62
01/12/08 20:00:00,24.40,21.71,16.38,16.00
01/12/08 21:00:00,20.19,19.42,17.14,16.38
01/12/08 22:00:00,18.28,17.52,17.52,16.38
01/12/08 23:00:00,19.42,18.28,17.90,16.76
01/13/08 00:00:00,23.24,21.71,17.90,17.14
01/13/08 01:00:00,17.90,17.90,17.90,17.14
01/13/08 02:00:00,17.52,16.76,18.28,17.14
01/13/08 03:00:00,17.14,16.38,18.28,17.52
01/13/08 04:00:00,17.14,15.62,17.90,17.52
01/13/08 05:00:00,16.00,14.85,17.90,17.14
01/13/08 06:00:00,15.62,14.47,17.52,17.14
01/13/08 07:00:00,15.62,14.09,17.14,17.14
01/13/08 08:00:00,14.09,13.32,16.76,16.76
01/13/08 09:00:00,13.70,12.93,16.38,16.76
01/13/08 10:00:00,12.55,12.55,16.38,16.38
01/13/08 11:00:00,11.77,11.77,16.00,16.38
01/13/08 12:00:00,11.38,11.38,15.62,16.00
01/13/08 13:00:00,11.38,11.38,15.23,16.00
01/13/08 14:00:00,10.21,10.99,14.85,15.62
01/13/08 15:00:00,10.99,10.60,14.85,15.62
01/13/08 16:00:00,12.93,11.38,14.47,15.23
01/13/08 17:00:00,15.23,12.93,14.47,15.23
01/13/08 18:00:00,17.14,14.85,14.47,14.85
01/13/08 19:00:00,20.19,17.52,14.47,14.85
01/13/08 20:00:00,22.09,20.57,14.85,14.85
01/13/08 21:00:00,22.48,28.70,15.62,15.23
01/13/08 22:00:00,25.56,43.42,16.76,15.62
01/13/08 23:00:00,29.10,45.89,17.90,16.00
01/14/08 00:00:00,31.93,41.99,18.66,16.76
01/14/08 01:00:00,34.43,31.93,19.81,17.52
01/14/08 02:00:00,27.91,23.63,20.19,17.90
01/14/08 03:00:00,22.09,19.42,20.19,18.28
01/14/08 04:00:00,16.38,16.76,20.19,18.66
01/14/08 05:00:00,13.32,15.23,19.81,18.66
01/14/08 06:00:00,11.77,14.09,19.04,18.28
01/14/08 07:00:00,10.99,13.70,18.66,18.28
01/14/08 08:00:00,9.82,12.93,17.90,17.90
01/14/08 09:00:00,9.03,12.16,17.52,17.52
01/14/08 10:00:00,8.23,11.77,17.14,17.52
01/14/08 11:00:00,7.83,10.99,16.76,17.14
01/14/08 12:00:00,7.43,10.60,16.38,16.76
01/14/08 13:00:00,7.03,10.21,16.00,16.38
01/14/08 14:00:00,6.62,9.82,15.62,16.38
01/14/08 15:00:00,5.81,9.03,15.23,16.00
01/14/08 16:00:00,11.38,11.77,14.85,15.62
01/14/08 17:00:00,16.76,14.85,14.85,15.62
01/14/08 18:00:00,22.09,18.66,14.85,15.23
01/14/08 19:00:00,28.70,23.63,15.23,15.23
01/14/08 20:00:00,31.52,27.91,16.00,15.62
01/14/08 21:00:00,34.01,38.77,17.14,16.00
01/14/08 22:00:00,41.52,52.95,18.66,16.38
01/14/08 23:00:00,43.42,54.74,19.81,17.14
01/15/08 00:00:00,42.46,49.56,20.95,17.90
01/15/08 01:00:00,41.52,37.88,21.71,18.66
01/15/08 02:00:00,31.93,28.31,22.09,19.04
01/15/08 03:00:00,26.73,23.24,22.09,19.42
01/15/08 04:00:00,19.04,19.42,21.71,19.81
01/15/08 05:00:00,10.60,14.47,21.33,19.81
01/15/08 06:00:00,8.23,12.16,20.19,19.42
01/15/08 07:00:00,6.62,10.99,19.42,19.04
01/15/08 08:00:00,6.22,9.82,18.66,18.66
01/15/08 09:00:00,6.22,9.42,17.90,18.28
01/15/08 10:00:00,7.43,9.82,17.14,17.90
01/15/08 11:00:00,7.83,9.82,16.38,17.52
01/15/08 12:00:00,9.03,10.60,16.00,17.14
01/15/08 13:00:00,9.82,10.60,15.62,16.76
01/15/08 14:00:00,9.82,10.99,15.23,16.38
01/15/08 15:00:00,11.77,12.16,14.85,16.00
01/15/08 16:00:00,13.32,13.70,14.85,15.62
01/15/08 17:00:00,15.62,15.23,14.85,15.62
01/15/08 18:00:00,19.04,18.28,14.85,15.62
01/15/08 19:00:00,20.19,21.71,15.23,15.62
01/15/08 20:00:00,22.48,25.56,15.62,15.62
01/15/08 21:00:00,22.86,33.17,16.38,15.62
01/15/08 22:00:00,26.73,49.02,17.52,16.38
01/15/08 23:00:00,29.90,52.37,18.66,16.76
01/16/08 00:00:00,33.17,47.96,19.42,17.14
01/16/08 01:00:00,30.31,35.70,20.19,17.90
01/16/08 02:00:00,26.73,27.12,20.95,18.28
01/16/08 03:00:00,22.48,22.09,20.95,18.66
01/16/08 04:00:00,19.04,19.04,20.57,19.04
01/16/08 05:00:00,14.85,16.00,20.19,19.04
01/16/08 06:00:00,13.70,14.85,19.81,19.04
01/16/08 07:00:00,12.55,14.09,19.04,18.66
01/16/08 08:00:00,11.77,13.32,18.66,18.28
01/16/08 09:00:00,11.38,12.93,17.90,17.90
01/16/08 10:00:00,13.32,13.32,17.52,17.52
01/16/08 11:00:00,14.09,13.32,16.76,17.52
01/16/08 12:00:00,13.32,12.55,16.38,17.14
01/16/08 13:00:00,12.93,12.55,16.38,16.76
01/16/08 14:00:00,12.55,12.55,16.00,16.38
01/16/08 15:00:00,13.32,12.93,15.62,16.38
01/16/08 16:00:00,16.00,14.47,15.23,16.00
01/16/08 17:00:00,20.57,17.14,15.23,16.00
01/16/08 18:00:00,24.01,20.19,15.62,15.62
01/16/08 19:00:00,26.73,24.40,15.62,15.62
01/16/08 20:00:00,27.52,28.31,16.38,16.00
01/16/08 21:00:00,30.31,40.13,17.14,16.38
01/16/08 22:00:00,42.46,50.66,18.28,16.76
01/16/08 23:00:00,36.13,40.59,19.42,17.14
01/17/08 00:00:00,42.46,49.02,20.57,17.90
01/17/08 01:00:00,40.59,37.44,20.95,18.28
01/17/08 02:00:00,30.31,27.91,21.71,19.04
01/17/08 03:00:00,24.79,22.48,21.71,19.42
01/17/08 04:00:00,16.00,17.90,21.33,19.42
01/17/08 05:00:00,10.99,14.47,20.57,19.42
01/17/08 06:00:00,10.21,13.70,19.81,19.04
01/17/08 07:00:00,9.03,12.55,19.04,18.66
01/17/08 08:00:00,7.43,10.99,18.28,18.66
01/17/08 09:00:00,7.43,10.99,17.52,17.90
01/17/08 10:00:00,4.15,8.23,17.14,17.52
01/17/08 11:00:00,4.57,7.43,16.38,17.14
01/17/08 12:00:00,3.31,6.62,16.00,16.76
01/17/08 13:00:00,1.60,5.81,15.23,16.38
01/17/08 14:00:00,0.73,5.40,14.85,16.00
01/17/08 15:00:00,4.99,7.03,14.09,15.62
01/17/08 16:00:00,10.99,11.38,13.70,15.23
01/17/08 17:00:00,18.28,15.62,13.70,15.23
01/17/08 18:00:00,25.17,20.57,14.09,14.85
01/17/08 19:00:00,30.31,25.95,14.85,14.85
01/17/08 20:00:00,33.17,30.31,15.62,15.23
01/17/08 21:00:00,34.43,44.40,16.76,15.62
01/17/08 22:00:00,44.40,55.35,18.28,16.00
01/17/08 23:00:00,46.40,59.22,19.42,16.76
01/18/08 00:00:00,44.89,52.37,20.57,17.52
01/18/08 01:00:00,42.94,39.22,21.33,18.28
01/18/08 02:00:00,32.76,29.90,22.09,19.04
01/18/08 03:00:00,27.52,24.40,22.09,19.42
01/18/08 04:00:00,19.42,20.19,21.71,19.42
01/18/08 05:00:00,12.93,15.62,20.95,19.42
01/18/08 06:00:00,9.82,13.32,20.19,19.42
01/18/08 07:00:00,11.38,13.70,19.42,19.04
01/18/08 08:00:00,11.38,12.93,18.66,18.66
01/18/08 09:00:00,10.60,12.55,18.28,18.28
01/18/08 10:00:00,9.03,11.38,17.52,17.90
01/18/08 11:00:00,7.83,10.99,17.14,17.52
01/18/08 12:00:00,7.83,10.60,16.76,17.14
01/18/08 13:00:00,8.23,10.99,16.00,17.14
01/18/08 14:00:00,8.63,10.99,15.62,16.76
01/18/08 15:00:00,9.82,11.38,15.62,16.38
01/18/08 16:00:00,15.62,14.85,15.23,16.00
01/18/08 17:00:00,18.28,17.14,15.23,16.00
01/18/08 18:00:00,22.86,20.95,15.23,15.62
01/18/08 19:00:00,27.91,25.95,15.62,15.62
01/18/08 20:00:00,27.12,27.91,16.38,16.00
01/18/08 21:00:00,21.33,22.86,17.14,16.38
01/18/08 22:00:00,20.57,23.63,17.52,16.38
01/18/08 23:00:00,19.81,22.48,17.90,16.76
01/19/08 00:00:00,17.52,19.81,18.28,17.14
01/19/08 01:00:00,13.70,16.76,18.28,17.14
01/19/08 02:00:00,14.09,14.85,17.90,17.14
01/19/08 03:00:00,14.09,15.23,17.52,17.14
01/19/08 04:00:00,12.93,14.47,17.52,17.14
01/19/08 05:00:00,11.77,14.09,17.14,17.14
01/19/08 06:00:00,11.77,13.70,16.76,16.76
01/19/08 07:00:00,11.77,13.70,16.38,16.76
01/19/08 08:00:00,11.38,13.32,16.00,16.38
01/19/08 09:00:00,11.38,13.32,16.00,16.38
01/19/08 10:00:00,10.60,12.93,15.62,16.00
01/19/08 11:00:00,9.42,12.16,15.23,16.00
01/19/08 12:00:00,9.82,11.77,14.85,15.62
01/19/08 13:00:00,9.82,12.16,14.85,15.62
01/19/08 14:00:00,9.42,11.77,14.47,15.23
01/19/08 15:00:00,9.82,12.16,14.47,14.85
01/19/08 16:00:00,10.21,12.16,14.09,14.85
01/19/08 17:00:00,10.99,12.55,14.09,14.85
01/19/08 18:00:00,10.99,12.55,14.09,14.47
01/19/08 19:00:00,13.32,14.47,14.09,14.47
01/19/08 20:00:00,14.85,16.00,14.09,14.47
01/19/08 21:00:00,14.47,16.38,14.09,14.47
01/19/08 22:00:00,16.00,18.28,14.47,14.47
01/19/08 23:00:00,12.93,16.00,14.85,14.47
01/20/08 00:00:00,14.47,16.00,15.23,14.85
01/20/08 01:00:00,13.32,15.62,15.62,14.85
01/20/08 02:00:00,14.47,15.62,15.62,15.23
01/20/08 03:00:00,12.93,14.85,15.62,15.23
01/20/08 04:00:00,12.16,14.09,15.62,15.23
01/20/08 05:00:00,12.16,14.09,15.23,15.23
01/20/08 06:00:00,12.16,13.70,15.23,15.23
01/20/08 07:00:00,12.16,12.93,15.23,15.23
01/20/08 08:00:00,12.16,12.55,14.85,14.85
01/20/08 09:00:00,12.16,12.93,14.47,14.85
01/20/08 10:00:00,11.77,12.55,14.47,14.85
01/20/08 11:00:00,11.38,12.55,14.47,14.85
01/20/08 12:00:00,10.60,12.16,14.09,14.47
01/20/08 13:00:00,10.60,12.16,14.09,14.47
01/20/08 14:00:00,10.99,12.16,14.09,14.47
01/20/08 15:00:00,10.99,12.16,14.09,14.47
01/20/08 16:00:00,11.77,12.55,13.70,14.09
01/20/08 17:00:00,11.77,12.93,13.70,14.09
01/20/08 18:00:00,12.93,13.32,13.70,14.09
01/20/08 19:00:00,16.00,15.23,13.70,14.09
01/20/08 20:00:00,16.38,15.62,14.09,14.09
01/20/08 21:00:00,18.28,17.52,14.09,14.09
01/20/08 22:00:00,16.38,16.76,14.47,14.09
01/20/08 23:00:00,15.62,16.38,14.85,14.47
01/21/08 00:00:00,16.38,16.76,15.23,14.85
01/21/08 01:00:00,13.70,15.23,15.23,14.85
01/21/08 02:00:00,14.09,15.62,15.23,14.85
01/21/08 03:00:00,12.93,14.85,15.23,14.85
01/21/08 04:00:00,11.38,13.70,15.23,15.23
01/21/08 05:00:00,9.82,12.55,15.23,14.85
01/21/08 06:00:00,9.82,12.55,14.85,14.85
01/21/08 07:00:00,9.82,12.16,14.47,14.85
01/21/08 08:00:00,9.03,11.77,14.47,14.85
