Site,Plot,Treatment,Date,"Time, GMT+11:00","Temp, ÁC( Ambient)","RH, %()","DewPt, ÁC()",,"Water Content, m^3/m^3( 5cmBG)","Water Content, m^3/m^3( 10cmBG)"
ITEX1U,25,CTL,13/11/10,12:01:07,14.409,99.1,14.3,,0.1797,0.0526
ITEX1U,25,CTL,13/11/10,13:01:08,15.175,99.6,15.1,,0.184,0.0758
ITEX1U,25,CTL,13/11/10,14:01:09,14.697,99.9,14.7,,0.1833,0.0867
ITEX1U,25,CTL,13/11/10,15:01:10,14.337,100,14.4,,0.1862,0.0904
ITEX1U,25,CTL,13/11/10,16:01:11,17.082,99.8,17.1,,0.187,0.1368
ITEX1U,25,CTL,13/11/10,17:01:12,16.415,95.6,15.7,,0.1862,0.1259
ITEX1U,25,CTL,13/11/10,18:01:13,15.223,99.1,15.1,,0.1862,0.1252
ITEX1U,25,CTL,13/11/10,19:01:14,13.57,99.4,13.5,,0.1855,0.1209
ITEX1U,25,CTL,13/11/10,20:01:15,13.618,100,13.6,,0.1862,0.1209
ITEX1U,25,CTL,13/11/10,21:01:16,12.413,100,12.4,,0.1884,0.147
ITEX1U,25,CTL,13/11/10,22:01:17,12.437,100,12.5,,0.2661,0.2153
ITEX1U,25,CTL,13/11/10,23:01:18,12.992,100,13,,0.2734,0.1877
ITEX1U,25,CTL,14/11/10,00:01:19,13.185,100,13.2,,0.2676,0.179
ITEX1U,25,CTL,14/11/10,01:01:20,13.112,100,13.1,,0.2734,0.2008
ITEX1U,25,CTL,14/11/10,02:01:21,12.63,100,12.6,,0.2705,0.1797
ITEX1U,25,CTL,14/11/10,03:01:22,12.292,100,12.3,,0.261,0.1644
ITEX1U,25,CTL,14/11/10,04:01:23,11.807,100,11.8,,0.2538,0.1543
ITEX1U,25,CTL,14/11/10,05:01:24,11.783,100,11.8,,0.2494,0.1485
ITEX1U,25,CTL,14/11/10,06:01:25,12.316,100,12.3,,0.2494,0.1579
ITEX1U,25,CTL,14/11/10,07:01:26,12.727,100,12.7,,0.2538,0.179
ITEX1U,25,CTL,14/11/10,08:01:27,13.57,100,13.6,,0.256,0.1695
ITEX1U,25,CTL,14/11/10,09:01:28,13.666,100,13.7,,0.253,0.1594
ITEX1U,25,CTL,14/11/10,10:01:29,14.314,100,14.3,,0.2545,0.1673
ITEX1U,25,CTL,14/11/10,11:01:30,14.673,100,14.7,,0.256,0.1652
ITEX1U,25,CTL,14/11/10,12:01:31,13.81,100,13.8,,0.2538,0.1608
ITEX1U,25,CTL,14/11/10,13:01:32,14.074,100,14.1,,0.2516,0.1543
ITEX1U,25,CTL,14/11/10,14:01:33,16.225,99.2,16.1,,0.2487,0.1492
ITEX1U,25,CTL,14/11/10,15:01:34,15.533,96.1,14.9,,0.2465,0.1448
ITEX1U,25,CTL,14/11/10,16:01:35,16.225,94.2,15.3,,0.2443,0.1405
ITEX1U,25,CTL,14/11/10,17:01:36,14.242,94.9,13.5,,0.2414,0.1376
ITEX1U,25,CTL,14/11/10,18:01:37,12.775,97,12.3,,0.24,0.1347
ITEX1U,25,CTL,14/11/10,19:01:38,11.807,97.9,11.5,,0.2378,0.1332
ITEX1U,25,CTL,14/11/10,20:01:39,10.32,99.4,10.2,,0.2363,0.1318
ITEX1U,25,CTL,14/11/10,21:01:40,9.534,100,9.5,,0.2356,0.131
ITEX1U,25,CTL,14/11/10,22:01:41,9.509,100,9.5,,0.2349,0.1303
ITEX1U,25,CTL,14/11/10,23:01:42,9.336,100,9.3,,0.2334,0.1296
ITEX1U,25,CTL,15/11/10,00:01:43,9.41,100,9.4,,0.2327,0.1296
ITEX1U,25,CTL,15/11/10,01:01:44,9.386,100,9.4,,0.2327,0.1288
ITEX1U,25,CTL,15/11/10,02:01:45,9.139,100,9.1,,0.232,0.1288
ITEX1U,25,CTL,15/11/10,03:01:46,8.941,100,9,,0.232,0.1281
ITEX1U,25,CTL,15/11/10,04:01:47,8.519,100,8.5,,0.2313,0.1274
ITEX1U,25,CTL,15/11/10,05:01:48,8.07,100,8.1,,0.2305,0.1274
ITEX1U,25,CTL,15/11/10,06:01:49,7.368,100,7.4,,0.2305,0.1274
ITEX1U,25,CTL,15/11/10,07:01:50,7.82,100,7.8,,0.2305,0.1267
ITEX1U,25,CTL,15/11/10,08:01:51,8.941,99.1,8.8,,0.2291,0.1259
ITEX1U,25,CTL,15/11/10,09:01:52,13.594,94.9,12.8,,0.2291,0.1259
ITEX1U,25,CTL,15/11/10,10:01:53,19.984,87.3,17.8,,0.2291,0.1252
ITEX1U,25,CTL,15/11/10,11:01:54,23.328,77.6,19.2,,0.2291,0.1245
ITEX1U,25,CTL,15/11/10,12:01:55,20.674,76.3,16.4,,0.2298,0.1209
ITEX1U,25,CTL,15/11/10,13:01:56,16.368,77.5,12.4,,0.2284,0.1172
ITEX1U,25,CTL,15/11/10,14:01:57,22.465,77.8,18.4,,0.2269,0.115
ITEX1U,25,CTL,15/11/10,15:01:58,22.657,68.1,16.5,,0.2262,0.1136
ITEX1U,25,CTL,15/11/10,16:01:59,19.888,70.2,14.3,,0.2254,0.1121
ITEX1U,25,CTL,15/11/10,17:02:00,15.318,74.5,10.8,,0.2233,0.1092
ITEX1U,25,CTL,15/11/10,18:02:01,12.992,77.7,9.2,,0.2218,0.1071
ITEX1U,25,CTL,15/11/10,19:02:02,10.32,80.7,7.2,,0.2204,0.1049
ITEX1U,25,CTL,15/11/10,20:02:03,6.56,89,4.9,,0.2196,0.1034
ITEX1U,25,CTL,15/11/10,21:02:04,5.898,97.3,5.5,,0.2189,0.1034
ITEX1U,25,CTL,15/11/10,22:02:05,5.437,98.8,5.3,,0.2182,0.1027
ITEX1U,25,CTL,15/11/10,23:02:06,3.301,98.7,3.1,,0.2175,0.102
ITEX1U,25,CTL,16/11/10,00:02:07,3.88,99.7,3.8,,0.2175,0.102
ITEX1U,25,CTL,16/11/10,01:02:08,2.262,100,2.3,,0.2175,0.102
ITEX1U,25,CTL,16/11/10,02:02:09,1.994,100,2,,0.2167,0.102
ITEX1U,25,CTL,16/11/10,03:02:10,3.985,100,4,,0.216,0.102
ITEX1U,25,CTL,16/11/10,04:02:11,3.932,100,3.9,,0.2153,0.102
ITEX1U,25,CTL,16/11/10,05:02:12,3.485,100,3.5,,0.2153,0.102
ITEX1U,25,CTL,16/11/10,06:02:13,2.69,100,2.7,,0.2153,0.1012
ITEX1U,25,CTL,16/11/10,07:02:14,3.696,100,3.7,,0.2146,0.102
ITEX1U,25,CTL,16/11/10,08:02:15,7.995,94.3,7.1,,0.2109,0.102
ITEX1U,25,CTL,16/11/10,09:02:16,15.533,81.9,12.5,,0.2116,0.1027
ITEX1U,25,CTL,16/11/10,10:02:17,19.246,68.9,13.4,,0.2116,0.1049
ITEX1U,25,CTL,16/11/10,11:02:18,20.722,62.3,13.3,,0.2124,0.1049
ITEX1U,25,CTL,16/11/10,12:02:19,19.936,60.8,12.2,,0.2124,0.1056
ITEX1U,25,CTL,16/11/10,13:02:20,20.031,60.1,12.1,,0.2116,0.1042
ITEX1U,25,CTL,16/11/10,14:02:21,20.65,62,13.1,,0.2087,0.102
ITEX1U,25,CTL,16/11/10,15:02:22,18.129,61.2,10.6,,0.2058,0.0991
ITEX1U,25,CTL,16/11/10,16:02:23,17.32,64.7,10.6,,0.2058,0.0969
ITEX1U,25,CTL,16/11/10,17:02:24,15.294,62.3,8.1,,0.2044,0.0954
ITEX1U,25,CTL,16/11/10,18:02:25,12.243,68.5,6.6,,0.2037,0.0933
ITEX1U,25,CTL,16/11/10,19:02:26,7.895,82.4,5.1,,0.2037,0.0904
ITEX1U,25,CTL,16/11/10,20:02:27,4.48,88.8,2.8,,0.2051,0.0889
ITEX1U,25,CTL,16/11/10,21:02:28,3.195,94.9,2.5,,0.2051,0.0882
ITEX1U,25,CTL,16/11/10,22:02:29,3.009,97.7,2.7,,0.2058,0.0874
ITEX1U,25,CTL,16/11/10,23:02:30,2.128,98.7,1.9,,0.2066,0.0867
ITEX1U,25,CTL,17/11/10,00:02:31,1.071,98.9,0.9,,0.2066,0.0867
ITEX1U,25,CTL,17/11/10,01:02:32,-0.591,99.5,-0.6,,0.2058,0.086
ITEX1U,25,CTL,17/11/10,02:02:33,0.522,99.7,0.5,,0.2058,0.0853
ITEX1U,25,CTL,17/11/10,03:02:34,-1.099,100,-1.1,,0.2051,0.0853
ITEX1U,25,CTL,17/11/10,04:02:35,-1.871,100,-1.8,,0.2051,0.0845
ITEX1U,25,CTL,17/11/10,05:02:36,-3.33,100,-3.3,,0.2044,0.0845
ITEX1U,25,CTL,17/11/10,06:02:37,-1.842,100,-1.8,,0.2051,0.0838
ITEX1U,25,CTL,17/11/10,07:02:38,3.063,99.4,3,,0.2044,0.0838
ITEX1U,25,CTL,17/11/10,08:02:39,14.697,81,11.5,,0.2051,0.0853
ITEX1U,25,CTL,17/11/10,09:02:40,22.011,54.1,12.3,,0.2058,0.0867
ITEX1U,25,CTL,17/11/10,10:02:41,22.776,47.9,11.2,,0.2058,0.0896
ITEX1U,25,CTL,17/11/10,11:02:42,25.866,42.9,12.3,,0.2066,0.0925
ITEX1U,25,CTL,17/11/10,12:02:43,26.72,41.8,12.7,,0.2073,0.0933
ITEX1U,25,CTL,17/11/10,13:02:44,23.954,44.7,11.2,,0.2073,0.0933
ITEX1U,25,CTL,17/11/10,14:02:45,23.448,47.9,11.8,,0.2073,0.0889
ITEX1U,25,CTL,17/11/10,15:02:46,22.441,44.9,9.9,,0.2066,0.086
ITEX1U,25,CTL,17/11/10,16:02:47,22.106,47,10.3,,0.2058,0.0838
ITEX1U,25,CTL,17/11/10,17:02:48,19.103,48.7,8.1,,0.2044,0.0809
ITEX1U,25,CTL,17/11/10,18:02:49,15.796,55.2,6.8,,0.2029,0.0766
ITEX1U,25,CTL,17/11/10,19:02:50,10.907,63.7,4.3,,0.2008,0.0744
ITEX1U,25,CTL,17/11/10,20:02:51,4.895,82.1,2.1,,0.2,0.0722
ITEX1U,25,CTL,17/11/10,21:02:52,1.48,91.6,0.3,,0.1986,0.07
ITEX1U,25,CTL,17/11/10,22:02:53,2.823,97.1,2.4,,0.1986,0.07
ITEX1U,25,CTL,17/11/10,23:02:54,3.063,97.9,2.8,,0.1986,0.0693
ITEX1U,25,CTL,18/11/10,00:02:55,1.805,97.4,1.4,,0.1986,0.0686
ITEX1U,25,CTL,18/11/10,01:02:56,1.67,98.6,1.5,,0.1978,0.0678
ITEX1U,25,CTL,18/11/10,02:02:57,2.047,98.3,1.8,,0.1978,0.0678
ITEX1U,25,CTL,18/11/10,03:02:58,1.751,97.3,1.4,,0.1978,0.0671
ITEX1U,25,CTL,18/11/10,04:02:59,2.316,96.4,1.8,,0.1971,0.0671
ITEX1U,25,CTL,18/11/10,05:03:00,2.396,92.3,1.3,,0.1964,0.0664
ITEX1U,25,CTL,18/11/10,06:03:01,2.289,92.4,1.2,,0.1964,0.0657
ITEX1U,25,CTL,18/11/10,07:03:02,6.535,89.1,4.9,,0.1971,0.0657
ITEX1U,25,CTL,18/11/10,08:03:03,13.425,75.5,9.2,,0.1971,0.0671
ITEX1U,25,CTL,18/11/10,09:03:04,17.962,56.3,9.2,,0.1971,0.0678
ITEX1U,25,CTL,18/11/10,10:03:05,19.46,48.6,8.4,,0.1971,0.0707
ITEX1U,25,CTL,18/11/10,11:03:06,24.146,46,11.8,,0.1978,0.0729
ITEX1U,25,CTL,18/11/10,12:03:07,21.939,46.7,10,,0.1986,0.0736
ITEX1U,25,CTL,18/11/10,13:03:08,18.985,48.9,8,,0.1978,0.0729
ITEX1U,25,CTL,18/11/10,14:03:09,19.984,50.4,9.4,,0.1971,0.0715
ITEX1U,25,CTL,18/11/10,15:03:10,22.082,48.8,10.8,,0.1964,0.0693
ITEX1U,25,CTL,18/11/10,16:03:11,18.889,53.2,9.2,,0.1949,0.0671
ITEX1U,25,CTL,18/11/10,17:03:12,16.963,53.1,7.4,,0.1942,0.0657
ITEX1U,25,CTL,18/11/10,18:03:13,17.772,55.6,8.8,,0.1928,0.0635
ITEX1U,25,CTL,18/11/10,19:03:14,12.823,69,7.3,,0.1906,0.0598
ITEX1U,25,CTL,18/11/10,20:03:15,6.255,91.7,5,,0.1899,0.0577
ITEX1U,25,CTL,18/11/10,21:03:16,4.947,98.7,4.8,,0.1891,0.0555
ITEX1U,25,CTL,18/11/10,22:03:17,4.141,99.7,4.1,,0.1891,0.0555
ITEX1U,25,CTL,18/11/10,23:03:18,3.775,100,3.8,,0.1899,0.0562
ITEX1U,25,CTL,19/11/10,00:03:19,2.477,100,2.5,,0.1906,0.0555
ITEX1U,25,CTL,19/11/10,01:03:20,2.423,100,2.4,,0.1906,0.0548
ITEX1U,25,CTL,19/11/10,02:03:21,2.128,100,2.1,,0.1913,0.054
ITEX1U,25,CTL,19/11/10,03:03:22,1.724,100,1.7,,0.1913,0.0533
ITEX1U,25,CTL,19/11/10,04:03:23,1.317,100,1.3,,0.1913,0.0533
ITEX1U,25,CTL,19/11/10,05:03:24,0.522,100,0.5,,0.1906,0.0533
ITEX1U,25,CTL,19/11/10,06:03:25,-1.128,100,-1.1,,0.1906,0.0526
ITEX1U,25,CTL,19/11/10,07:03:26,4.168,100,4.2,,0.1913,0.0526
ITEX1U,25,CTL,19/11/10,08:03:27,13.257,98.9,13.1,,0.1906,0.0533
ITEX1U,25,CTL,19/11/10,09:03:28,21.819,79.5,18.1,,0.1906,0.0548
ITEX1U,25,CTL,19/11/10,10:03:29,18.842,50.5,8.4,,0.1899,0.0577
ITEX1U,25,CTL,19/11/10,11:03:30,26.134,46.9,13.9,,0.1906,0.0613
ITEX1U,25,CTL,19/11/10,12:03:31,16.654,57.7,8.3,,0.1906,0.0598
ITEX1U,25,CTL,19/11/10,13:03:32,18.866,64,11.9,,0.1899,0.0606
ITEX1U,25,CTL,19/11/10,14:03:33,13.81,62.4,6.8,,0.1884,0.0584
ITEX1U,25,CTL,19/11/10,15:03:34,16.63,70.1,11.2,,0.1884,0.0548
ITEX1U,25,CTL,19/11/10,16:03:35,15.151,63.1,8.2,,0.1877,0.0533
ITEX1U,25,CTL,19/11/10,17:03:36,15.485,63.4,8.6,,0.1862,0.0519
ITEX1U,25,CTL,19/11/10,18:03:37,11.929,69.1,6.5,,0.1862,0.0497
ITEX1U,25,CTL,19/11/10,19:03:38,9.829,74.9,5.6,,0.1855,0.0475
ITEX1U,25,CTL,19/11/10,20:03:39,5.231,85.6,3,,0.1848,0.0453
ITEX1U,25,CTL,19/11/10,21:03:40,1.67,91.1,0.4,,0.1833,0.0439
ITEX1U,25,CTL,19/11/10,22:03:41,1.398,96.1,0.8,,0.1833,0.0431
ITEX1U,25,CTL,19/11/10,23:03:42,0.218,96.9,-0.2,,0.1833,0.0417
ITEX1U,25,CTL,20/11/10,00:03:43,2.423,99.5,2.4,,0.184,0.0417
ITEX1U,25,CTL,20/11/10,01:03:44,3.063,99.9,3,,0.184,0.041
ITEX1U,25,CTL,20/11/10,02:03:45,1.751,100,1.7,,0.184,0.0402
ITEX1U,25,CTL,20/11/10,03:03:46,1.805,100,1.8,,0.1833,0.0402
ITEX1U,25,CTL,20/11/10,04:03:47,3.274,100,3.3,,0.184,0.0402
ITEX1U,25,CTL,20/11/10,05:03:48,4.35,100,4.4,,0.184,0.0395
ITEX1U,25,CTL,20/11/10,06:03:49,4.194,100,4.2,,0.184,0.0402
ITEX1U,25,CTL,20/11/10,07:03:50,8.841,99.5,8.8,,0.1833,0.0402
ITEX1U,25,CTL,20/11/10,08:03:51,18.2,84.4,15.5,,0.1848,0.0417
ITEX1U,25,CTL,20/11/10,09:03:52,23.521,57.6,14.7,,0.1855,0.0431
ITEX1U,25,CTL,20/11/10,10:03:53,27.456,48.8,15.7,,0.1855,0.0475
ITEX1U,25,CTL,20/11/10,11:03:54,29.29,45.3,16.3,,0.1862,0.0504
ITEX1U,25,CTL,20/11/10,12:03:55,30.394,42.2,16.1,,0.187,0.0533
ITEX1U,25,CTL,20/11/10,13:03:56,27.776,42.9,14,,0.187,0.0533
ITEX1U,25,CTL,20/11/10,14:03:57,27.038,45,14.1,,0.1862,0.0511
ITEX1U,25,CTL,20/11/10,15:03:58,25.501,45.2,12.8,,0.1848,0.0468
ITEX1U,25,CTL,20/11/10,16:03:59,24.315,47,12.3,,0.184,0.0439
ITEX1U,25,CTL,20/11/10,17:04:00,23.016,47.3,11.2,,0.1833,0.0402
ITEX1U,25,CTL,20/11/10,18:04:01,20.198,51.2,9.8,,0.1819,0.0366
ITEX1U,25,CTL,20/11/10,19:04:02,15.199,60.7,7.7,,0.1804,0.033
ITEX1U,25,CTL,20/11/10,20:04:03,9.139,76.8,5.3,,0.1782,0.0301
ITEX1U,25,CTL,20/11/10,21:04:04,4.35,87.5,2.5,,0.179,0.0279
ITEX1U,25,CTL,20/11/10,22:04:05,2.209,93.9,1.3,,0.1782,0.0264
ITEX1U,25,CTL,20/11/10,23:04:06,0.88,95,0.2,,0.1775,0.025
ITEX1U,25,CTL,21/11/10,00:04:07,-0.535,96.6,-1,,0.1775,0.0243
ITEX1U,25,CTL,21/11/10,01:04:08,-0.929,96.9,-1.3,,0.1775,0.0235
ITEX1U,25,CTL,21/11/10,02:04:09,-1.099,97.6,-1.4,,0.1775,0.0235
ITEX1U,25,CTL,21/11/10,03:04:10,-0.255,98.3,-0.4,,0.1775,0.0228
ITEX1U,25,CTL,21/11/10,04:04:11,0.273,99.5,0.2,,0.1775,0.0228
ITEX1U,25,CTL,21/11/10,05:04:12,-0.115,99.7,-0.1,,0.1775,0.0228
ITEX1U,25,CTL,21/11/10,06:04:13,1.832,100,1.8,,0.1775,0.0228
ITEX1U,25,CTL,21/11/10,07:04:14,10.222,99.1,10.1,,0.179,0.0235
ITEX1U,25,CTL,21/11/10,08:04:15,19.793,74.1,15.1,,0.1797,0.0243
ITEX1U,25,CTL,21/11/10,09:04:16,25.793,47.6,13.8,,0.179,0.0257
ITEX1U,25,CTL,21/11/10,10:04:17,27.063,42.7,13.3,,0.179,0.0286
ITEX1U,25,CTL,21/11/10,11:04:18,29.941,39.1,14.5,,0.1797,0.0315
ITEX1U,25,CTL,21/11/10,12:04:19,33.053,36.8,16.3,,0.1804,0.0337
ITEX1U,25,CTL,21/11/10,13:04:20,27.702,39.4,12.7,,0.1797,0.0286
ITEX1U,25,CTL,21/11/10,14:04:21,22.034,43.6,9.1,,0.1782,0.0257
ITEX1U,25,CTL,21/11/10,15:04:22,23.352,42.2,9.8,,0.1775,0.0235
ITEX1U,25,CTL,21/11/10,16:04:23,26.304,47.6,14.3,,0.1775,0.0192
ITEX1U,25,CTL,21/11/10,17:04:24,23.954,44.8,11.2,,0.1768,0.017
ITEX1U,25,CTL,21/11/10,18:04:25,21.676,47.1,9.9,,0.1753,0.0134
ITEX1U,25,CTL,21/11/10,19:04:26,12.195,58.9,4.4,,0.1732,0.009
ITEX1U,25,CTL,21/11/10,20:04:27,9.583,82.1,6.7,,0.1724,0.0068
ITEX1U,25,CTL,21/11/10,21:04:28,8.27,91.9,7,,0.1724,0.0054
ITEX1U,25,CTL,21/11/10,22:04:29,7.995,94.8,7.2,,0.1724,0.0046
ITEX1U,25,CTL,21/11/10,23:04:30,6.23,95.5,5.6,,0.1724,0.0046
ITEX1U,25,CTL,22/11/10,00:04:31,5.076,95.1,4.4,,0.1724,0.0039
ITEX1U,25,CTL,22/11/10,01:04:32,3.958,97,3.5,,0.1724,0.0032
ITEX1U,25,CTL,22/11/10,02:04:33,2.744,98.2,2.5,,0.1724,0.0032
ITEX1U,25,CTL,22/11/10,03:04:34,1.994,98.9,1.8,,0.1724,0.0025
ITEX1U,25,CTL,22/11/10,04:04:35,5.796,99.6,5.7,,0.1724,0.0032
ITEX1U,25,CTL,22/11/10,05:04:36,5.179,99.2,5.1,,0.1724,0.0032
ITEX1U,25,CTL,22/11/10,06:04:37,6.306,95.7,5.7,,0.1732,0.0025
ITEX1U,25,CTL,22/11/10,07:04:38,11.394,88.9,9.6,,0.1739,0.0032
ITEX1U,25,CTL,22/11/10,08:04:39,19.96,68.1,13.9,,0.1746,0.0039
ITEX1U,25,CTL,22/11/10,09:04:40,24.605,49.2,13.3,,0.1746,0.0046
ITEX1U,25,CTL,22/11/10,10:04:41,28.593,42.2,14.5,,0.1746,0.0061
ITEX1U,25,CTL,22/11/10,11:04:42,30.041,41.2,15.4,,0.1746,0.0061
ITEX1U,25,CTL,22/11/10,12:04:43,31.765,37.9,15.7,,0.1746,0.0068
ITEX1U,25,CTL,22/11/10,13:04:44,28.965,43.9,15.5,,0.1746,0.0039
ITEX1U,25,CTL,22/11/10,14:04:45,29.54,46.2,16.8,,0.1732,-0.0018
ITEX1U,25,CTL,22/11/10,15:04:46,25.623,46.5,13.3,,0.1724,-0.0062
ITEX1U,25,CTL,22/11/10,16:04:47,20.841,44.7,8.4,,0.171,-0.0106
ITEX1U,25,CTL,22/11/10,17:04:48,21.509,53,11.5,,0.1702,-0.0142
ITEX1U,25,CTL,22/11/10,18:04:49,16.892,53.6,7.4,,0.1695,-0.0178
ITEX1U,25,CTL,22/11/10,19:04:50,16.511,56.5,7.9,,0.1688,-0.02
ITEX1U,25,CTL,22/11/10,20:04:51,11.127,66,5,,0.1673,-0.0214
ITEX1U,25,CTL,22/11/10,21:04:52,5.514,81,2.5,,0.1666,-0.0222
ITEX1U,25,CTL,22/11/10,22:04:53,5.257,93.5,4.3,,0.1666,-0.0222
ITEX1U,25,CTL,22/11/10,23:04:54,8.17,96.5,7.7,,0.1666,-0.0214
ITEX1U,25,CTL,23/11/10,00:04:55,9.114,91.9,7.9,,0.1666,-0.0214
ITEX1U,25,CTL,23/11/10,01:04:56,8.742,91.7,7.5,,0.1666,-0.0214
ITEX1U,25,CTL,23/11/10,02:04:57,8.12,88.9,6.4,,0.1673,-0.0214
ITEX1U,25,CTL,23/11/10,03:04:58,7.217,88.3,5.4,,0.1673,-0.0214
ITEX1U,25,CTL,23/11/10,04:04:59,7.268,88.7,5.5,,0.1673,-0.0214
ITEX1U,25,CTL,23/11/10,05:05:00,6.509,92.4,5.4,,0.1673,-0.0207
ITEX1U,25,CTL,23/11/10,06:05:01,6.965,95.2,6.3,,0.1673,-0.02
ITEX1U,25,CTL,23/11/10,07:05:02,11.71,90.9,10.3,,0.1681,-0.0193
ITEX1U,25,CTL,23/11/10,08:05:03,20.65,72,15.4,,0.1681,-0.0193
ITEX1U,25,CTL,23/11/10,09:05:04,25.72,53.5,15.6,,0.1681,-0.0185
ITEX1U,25,CTL,23/11/10,10:05:05,27.604,49.8,16.2,,0.1681,-0.0185
ITEX1U,25,CTL,23/11/10,11:05:06,28.568,48.9,16.8,,0.1681,-0.0171
ITEX1U,25,CTL,23/11/10,12:05:07,27.875,45.2,14.9,,0.1681,-0.0185
ITEX1U,25,CTL,23/11/10,13:05:08,27.677,43.7,14.2,,0.1681,-0.0214
ITEX1U,25,CTL,23/11/10,14:05:09,26.744,45.5,14,,0.1666,-0.0287
ITEX1U,25,CTL,23/11/10,15:05:10,26.329,47.5,14.3,,0.1659,-0.0338
ITEX1U,25,CTL,23/11/10,16:05:11,24.291,45.9,11.9,,0.1644,-0.0374
ITEX1U,25,CTL,23/11/10,17:05:12,19.698,49.9,9,,0.163,-0.0432
ITEX1U,25,CTL,23/11/10,18:05:13,19.77,51.9,9.6,,0.163,-0.044
