"Date","Time, GMT+11:00","Water Content, m?/m? (SEN S/N: 9833752, LBL: 10cmBG)"
06-11-2011,00:24:07,0.2146
06-11-2011,01:24:08,0.2146
06-11-2011,02:24:09,0.2146
06-11-2011,03:24:10,0.2138
06-11-2011,04:24:11,0.2146
06-11-2011,05:24:12,0.2138
06-11-2011,06:24:13,0.2138
06-11-2011,07:24:14,0.2138
06-11-2011,08:24:15,0.2138
06-11-2011,09:24:16,0.2146
06-11-2011,10:24:17,0.2146
06-11-2011,11:24:18,0.2146
06-11-2011,12:24:19,0.2153
06-11-2011,13:24:20,0.2153
06-11-2011,14:24:21,0.2131
06-11-2011,15:24:22,0.2116
06-11-2011,16:24:23,0.2102
06-11-2011,17:24:24,0.2138
06-11-2011,18:24:25,0.3061
06-11-2011,19:24:26,0.3082
06-11-2011,20:24:27,0.3082
06-11-2011,21:24:28,0.3090
06-11-2011,22:24:29,0.3046
06-11-2011,23:24:30,0.3010
07-11-2011,00:24:31,0.3046
07-11-2011,01:24:32,0.3039
07-11-2011,02:24:33,0.3017
07-11-2011,03:24:34,0.2995
07-11-2011,04:24:35,0.2981
07-11-2011,05:24:36,0.2966
07-11-2011,06:24:37,0.2952
07-11-2011,07:24:38,0.2937
07-11-2011,08:24:39,0.2930
07-11-2011,09:24:40,0.2923
07-11-2011,10:24:41,0.2923
07-11-2011,11:24:42,0.2908
07-11-2011,12:24:43,0.2894
07-11-2011,13:24:44,0.2865
07-11-2011,14:24:45,0.2836
07-11-2011,15:24:46,0.2806
07-11-2011,16:24:47,0.2785
07-11-2011,17:24:48,0.2756
07-11-2011,18:24:49,0.2734
07-11-2011,19:24:50,0.2712
07-11-2011,20:24:51,0.2705
07-11-2011,21:24:52,0.2690
07-11-2011,22:24:53,0.2683
07-11-2011,23:24:54,0.2676
08-11-2011,00:24:55,0.2676
08-11-2011,01:24:56,0.2676
08-11-2011,02:24:57,0.2668
08-11-2011,03:24:58,0.2668
08-11-2011,04:24:59,0.2668
08-11-2011,05:25:00,0.2661
08-11-2011,06:25:01,0.2661
08-11-2011,07:25:02,0.2661
08-11-2011,08:25:03,0.2661
08-11-2011,09:25:04,0.2661
08-11-2011,10:25:05,0.3257
08-11-2011,11:25:06,0.3308
08-11-2011,12:25:07,0.3170
08-11-2011,13:25:08,0.3112
08-11-2011,14:25:09,0.3068
08-11-2011,15:25:10,0.3039
08-11-2011,16:25:11,0.3010
08-11-2011,17:25:12,0.2981
08-11-2011,18:25:13,0.2959
08-11-2011,19:25:14,0.2944
08-11-2011,20:25:15,0.2930
08-11-2011,21:25:16,0.2923
08-11-2011,22:25:17,0.2915
08-11-2011,23:25:18,0.2908
09-11-2011,00:25:19,0.2901
09-11-2011,01:25:20,0.2894
09-11-2011,02:25:21,0.2894
09-11-2011,03:25:22,0.2886
09-11-2011,04:25:23,0.2886
09-11-2011,05:25:24,0.2879
09-11-2011,06:25:25,0.2879
09-11-2011,07:25:26,0.2879
09-11-2011,08:25:27,0.2872
09-11-2011,09:25:28,0.2872
09-11-2011,10:25:29,0.2974
09-11-2011,11:25:30,0.3133
09-11-2011,12:25:31,0.3279
09-11-2011,13:25:32,0.3242
09-11-2011,14:25:33,0.3250
09-11-2011,15:25:34,0.3177
09-11-2011,16:25:35,0.3126
09-11-2011,17:25:36,0.3097
09-11-2011,18:25:37,0.3068
09-11-2011,19:25:38,0.3046
09-11-2011,20:25:39,0.3032
09-11-2011,21:25:40,0.3199
09-11-2011,22:25:41,0.3496
09-11-2011,23:25:42,0.3300
10-11-2011,00:25:43,0.3438
10-11-2011,01:25:44,0.3540
10-11-2011,02:25:45,0.3431
10-11-2011,03:25:46,0.3417
10-11-2011,04:25:47,0.3329
10-11-2011,05:25:48,0.3344
10-11-2011,06:25:49,0.3431
10-11-2011,07:25:50,0.3526
10-11-2011,08:25:51,0.3431
10-11-2011,09:25:52,0.3242
10-11-2011,10:25:53,0.3170
10-11-2011,11:25:54,0.3126
10-11-2011,12:25:55,0.3097
10-11-2011,13:25:56,0.3061
10-11-2011,14:25:57,0.3024
10-11-2011,15:25:58,0.2995
10-11-2011,16:25:59,0.2959
10-11-2011,17:26:00,0.2937
10-11-2011,18:26:01,0.2908
10-11-2011,19:26:02,0.2894
10-11-2011,20:26:03,0.2886
10-11-2011,21:26:04,0.2879
10-11-2011,22:26:05,0.2872
10-11-2011,23:26:06,0.2865
11-11-2011,00:26:07,0.2857
11-11-2011,01:26:08,0.2850
11-11-2011,02:26:09,0.2843
11-11-2011,03:26:10,0.2843
11-11-2011,04:26:11,0.2836
11-11-2011,05:26:12,0.2836
11-11-2011,06:26:13,0.2828
11-11-2011,07:26:14,0.2828
11-11-2011,08:26:15,0.2828
11-11-2011,09:26:16,0.2843
11-11-2011,10:26:17,0.2843
11-11-2011,11:26:18,0.2843
11-11-2011,12:26:19,0.2843
11-11-2011,13:26:20,0.2828
11-11-2011,14:26:21,0.2814
11-11-2011,15:26:22,0.2792
11-11-2011,16:26:23,0.2777
11-11-2011,17:26:24,0.2756
11-11-2011,18:26:25,0.2727
11-11-2011,19:26:26,0.2712
11-11-2011,20:26:27,0.2705
11-11-2011,21:26:28,0.2698
11-11-2011,22:26:29,0.2690
11-11-2011,23:26:30,0.2683
12-11-2011,00:26:31,0.2683
12-11-2011,01:26:32,0.2676
12-11-2011,02:26:33,0.2676
12-11-2011,03:26:34,0.2668
12-11-2011,04:26:35,0.2668
12-11-2011,05:26:36,0.2661
12-11-2011,06:26:37,0.2661
12-11-2011,07:26:38,0.2661
12-11-2011,08:26:39,0.2661
12-11-2011,09:26:40,0.2668
12-11-2011,10:26:41,0.2668
12-11-2011,11:26:42,0.2668
12-11-2011,12:26:43,0.2668
12-11-2011,13:26:44,0.2661
12-11-2011,14:26:45,0.2647
12-11-2011,15:26:46,0.2625
12-11-2011,16:26:47,0.2603
12-11-2011,17:26:48,0.2581
12-11-2011,18:26:49,0.2552
12-11-2011,19:26:50,0.2538
12-11-2011,20:26:51,0.2530
12-11-2011,21:26:52,0.2523
12-11-2011,22:26:53,0.2509
12-11-2011,23:26:54,0.2501
13-11-2011,00:26:55,0.2501
13-11-2011,01:26:56,0.2501
13-11-2011,02:26:57,0.2494
13-11-2011,03:26:58,0.2494
13-11-2011,04:26:59,0.2494
13-11-2011,05:27:00,0.2494
13-11-2011,06:27:01,0.2494
13-11-2011,07:27:02,0.2494
13-11-2011,08:27:03,0.2494
13-11-2011,09:27:04,0.2494
13-11-2011,10:27:05,0.2501
13-11-2011,11:27:06,0.2501
13-11-2011,12:27:07,0.2494
13-11-2011,13:27:08,0.2487
13-11-2011,14:27:09,0.2487
13-11-2011,15:27:10,0.2465
13-11-2011,16:27:11,0.2443
13-11-2011,17:27:12,0.2436
13-11-2011,18:27:13,0.2429
13-11-2011,19:27:14,0.2422
13-11-2011,20:27:15,0.2414
13-11-2011,21:27:16,0.2414
13-11-2011,22:27:17,0.2414
13-11-2011,23:27:18,0.2407
14-11-2011,00:27:19,0.2414
14-11-2011,01:27:20,0.2407
14-11-2011,02:27:21,0.2407
14-11-2011,03:27:22,0.2407
14-11-2011,04:27:23,0.2407
14-11-2011,05:27:24,0.2407
14-11-2011,06:27:25,0.2407
14-11-2011,07:27:26,0.2414
14-11-2011,08:27:27,0.2414
14-11-2011,09:27:28,0.2422
14-11-2011,10:27:29,0.2429
14-11-2011,11:27:30,0.2436
14-11-2011,12:27:31,0.2436
14-11-2011,13:27:32,0.2429
14-11-2011,14:27:33,0.2422
14-11-2011,15:27:34,0.2400
14-11-2011,16:27:35,0.2385
14-11-2011,17:27:36,0.2363
14-11-2011,18:27:37,0.2334
14-11-2011,19:27:38,0.2327
14-11-2011,20:27:39,0.2320
14-11-2011,21:27:40,0.2313
14-11-2011,22:27:41,0.2305
14-11-2011,23:27:42,0.2305
15-11-2011,00:27:43,0.2298
15-11-2011,01:27:44,0.2298
15-11-2011,02:27:45,0.2298
15-11-2011,03:27:46,0.2291
15-11-2011,04:27:47,0.2291
15-11-2011,05:27:48,0.2291
15-11-2011,06:27:49,0.2291
15-11-2011,07:27:50,0.2284
15-11-2011,08:27:51,0.2284
15-11-2011,09:27:52,0.2284
15-11-2011,10:27:53,0.2284
15-11-2011,11:27:54,0.2284
15-11-2011,12:27:55,0.2284
15-11-2011,13:27:56,0.2276
15-11-2011,14:27:57,0.2254
15-11-2011,15:27:58,0.2240
15-11-2011,16:27:59,0.2211
15-11-2011,17:28:00,0.2189
15-11-2011,18:28:01,0.2160
15-11-2011,19:28:02,0.2138
15-11-2011,20:28:03,0.2131
15-11-2011,21:28:04,0.2124
15-11-2011,22:28:05,0.2124
15-11-2011,23:28:06,0.2124
16-11-2011,00:28:07,0.2116
16-11-2011,01:28:08,0.2116
16-11-2011,02:28:09,0.2116
16-11-2011,03:28:10,0.2116
16-11-2011,04:28:11,0.2116
16-11-2011,05:28:12,0.2182
16-11-2011,06:28:13,0.2487
16-11-2011,07:28:14,0.3039
16-11-2011,08:28:15,0.3358
16-11-2011,09:28:16,0.3431
16-11-2011,10:28:17,0.3300
16-11-2011,11:28:18,0.3184
16-11-2011,12:28:19,0.3104
16-11-2011,13:28:20,0.3053
16-11-2011,14:28:21,0.3010
16-11-2011,15:28:22,0.2981
16-11-2011,16:28:23,0.2959
16-11-2011,17:28:24,0.2937
16-11-2011,18:28:25,0.2915
16-11-2011,19:28:26,0.2894
16-11-2011,20:28:27,0.2879
16-11-2011,21:28:28,0.2872
16-11-2011,22:28:29,0.2857
16-11-2011,23:28:30,0.2850
17-11-2011,00:28:31,0.2843
17-11-2011,01:28:32,0.2836
17-11-2011,02:28:33,0.2836
17-11-2011,03:28:34,0.2836
17-11-2011,04:28:35,0.2828
17-11-2011,05:28:36,0.2828
17-11-2011,06:28:37,0.2821
17-11-2011,07:28:38,0.2821
17-11-2011,08:28:39,0.2828
17-11-2011,09:28:40,0.2828
17-11-2011,10:28:41,0.2836
17-11-2011,11:28:42,0.2828
17-11-2011,12:28:43,0.2821
17-11-2011,13:28:44,0.2806
17-11-2011,14:28:45,0.2777
17-11-2011,15:28:46,0.2763
17-11-2011,16:28:47,0.2763
17-11-2011,17:28:48,0.2741
17-11-2011,18:28:49,0.2719
17-11-2011,19:28:50,0.2705
17-11-2011,20:28:51,0.2690
17-11-2011,21:28:52,0.2690
17-11-2011,22:28:53,0.2683
17-11-2011,23:28:54,0.2676
18-11-2011,00:28:55,0.2676
18-11-2011,01:28:56,0.2668
18-11-2011,02:28:57,0.2668
18-11-2011,03:28:58,0.2668
18-11-2011,04:28:59,0.2661
18-11-2011,05:29:00,0.2661
18-11-2011,06:29:01,0.2661
18-11-2011,07:29:02,0.2661
18-11-2011,08:29:03,0.2661
18-11-2011,09:29:04,0.2676
18-11-2011,10:29:05,0.2668
18-11-2011,11:29:06,0.2661
18-11-2011,12:29:07,0.2661
18-11-2011,13:29:08,0.2654
18-11-2011,14:29:09,0.2647
18-11-2011,15:29:10,0.2632
18-11-2011,16:29:11,0.2618
18-11-2011,17:29:12,0.2610
18-11-2011,18:29:13,0.2589
18-11-2011,19:29:14,0.2574
18-11-2011,20:29:15,0.2567
18-11-2011,21:29:16,0.2560
18-11-2011,22:29:17,0.2560
18-11-2011,23:29:18,0.2552
19-11-2011,00:29:19,0.2552
19-11-2011,01:29:20,0.2552
19-11-2011,02:29:21,0.2552
19-11-2011,03:29:22,0.2545
19-11-2011,04:29:23,0.2545
19-11-2011,05:29:24,0.2545
19-11-2011,06:29:25,0.2545
19-11-2011,07:29:26,0.2552
19-11-2011,08:29:27,0.2589
19-11-2011,09:29:28,0.2865
19-11-2011,10:29:29,0.2923
19-11-2011,11:29:30,0.2923
19-11-2011,12:29:31,0.2923
19-11-2011,13:29:32,0.2908
19-11-2011,14:29:33,0.2908
19-11-2011,15:29:34,0.2894
19-11-2011,16:29:35,0.3170
19-11-2011,17:29:36,0.3308
19-11-2011,18:29:37,0.3293
19-11-2011,19:29:38,0.3264
19-11-2011,20:29:39,0.3373
19-11-2011,21:29:40,0.3257
19-11-2011,22:29:41,0.3235
19-11-2011,23:29:42,0.3257
20-11-2011,00:29:43,0.3279
20-11-2011,01:29:44,0.3184
20-11-2011,02:29:45,0.3126
20-11-2011,03:29:46,0.3090
20-11-2011,04:29:47,0.3061
20-11-2011,05:29:48,0.3068
20-11-2011,06:29:49,0.3112
20-11-2011,07:29:50,0.3264
20-11-2011,08:29:51,0.3504
20-11-2011,09:29:52,0.3250
20-11-2011,10:29:53,0.3155
20-11-2011,11:29:54,0.3104
20-11-2011,12:29:55,0.3082
20-11-2011,13:29:56,0.3053
20-11-2011,14:29:57,0.3032
20-11-2011,15:29:58,0.2988
20-11-2011,16:29:59,0.2966
20-11-2011,17:30:00,0.2944
20-11-2011,18:30:01,0.2915
20-11-2011,19:30:02,0.2901
20-11-2011,20:30:03,0.2886
20-11-2011,21:30:04,0.2879
20-11-2011,22:30:05,0.2872
20-11-2011,23:30:06,0.2865
21-11-2011,00:30:07,0.2857
21-11-2011,01:30:08,0.2857
21-11-2011,02:30:09,0.2850
21-11-2011,03:30:10,0.2843
21-11-2011,04:30:11,0.2843
21-11-2011,05:30:12,0.2836
21-11-2011,06:30:13,0.2836
21-11-2011,07:30:14,0.2836
21-11-2011,08:30:15,0.2836
21-11-2011,09:30:16,0.2843
21-11-2011,10:30:17,0.2843
21-11-2011,11:30:18,0.2843
21-11-2011,12:30:19,0.2836
21-11-2011,13:30:20,0.2828
21-11-2011,14:30:21,0.2814
21-11-2011,15:30:22,0.2792
21-11-2011,16:30:23,0.2770
21-11-2011,17:30:24,0.2748
21-11-2011,18:30:25,0.2734
21-11-2011,19:30:26,0.2719
21-11-2011,20:30:27,0.2705
21-11-2011,21:30:28,0.2698
21-11-2011,22:30:29,0.2690
21-11-2011,23:30:30,0.2683
22-11-2011,00:30:31,0.2683
22-11-2011,01:30:32,0.2676
22-11-2011,02:30:33,0.2668
22-11-2011,03:30:34,0.2668
22-11-2011,04:30:35,0.2661
22-11-2011,05:30:36,0.2661
22-11-2011,06:30:37,0.2661
22-11-2011,07:30:38,0.2654
22-11-2011,08:30:39,0.2654
22-11-2011,09:30:40,0.2661
22-11-2011,10:30:41,0.2661
22-11-2011,11:30:42,0.2654
22-11-2011,12:30:43,0.2654
22-11-2011,13:30:44,0.2654
22-11-2011,14:30:45,0.2647
22-11-2011,15:30:46,0.2632
22-11-2011,16:30:47,0.2625
22-11-2011,17:30:48,0.2625
22-11-2011,18:30:49,0.2618
22-11-2011,19:30:50,0.2610
22-11-2011,20:30:51,0.2603
22-11-2011,21:30:52,0.2603
22-11-2011,22:30:53,0.2603
22-11-2011,23:30:54,0.2596
23-11-2011,00:30:55,0.2589
23-11-2011,01:30:56,0.2589
23-11-2011,02:30:57,0.2581
23-11-2011,03:30:58,0.2581
23-11-2011,04:30:59,0.2581
23-11-2011,05:31:00,0.2581
23-11-2011,06:31:01,0.2581
23-11-2011,07:31:02,0.2581
23-11-2011,08:31:03,0.2581
23-11-2011,09:31:04,0.2589
23-11-2011,10:31:05,0.2596
23-11-2011,11:31:06,0.2596
23-11-2011,12:31:07,0.2596
23-11-2011,13:31:08,0.2603
23-11-2011,14:31:09,0.2610
23-11-2011,15:31:10,0.2596
23-11-2011,16:31:11,0.2581
23-11-2011,17:31:12,0.2560
23-11-2011,18:31:13,0.2538
23-11-2011,19:31:14,0.2523
23-11-2011,20:31:15,0.2509
23-11-2011,21:31:16,0.2501
23-11-2011,22:31:17,0.2501
23-11-2011,23:31:18,0.2494
24-11-2011,00:31:19,0.2494
24-11-2011,01:31:20,0.2494
24-11-2011,02:31:21,0.2494
24-11-2011,03:31:22,0.2487
24-11-2011,04:31:23,0.2487
24-11-2011,05:31:24,0.2480
24-11-2011,06:31:25,0.2472
24-11-2011,07:31:26,0.2472
24-11-2011,08:31:27,0.2480
24-11-2011,09:31:28,0.2494
24-11-2011,10:31:29,0.2494
24-11-2011,11:31:30,0.2501
24-11-2011,12:31:31,0.2501
24-11-2011,13:31:32,0.2494
24-11-2011,14:31:33,0.2480
24-11-2011,15:31:34,0.2451
24-11-2011,16:31:35,0.2422
24-11-2011,17:31:36,0.2400
24-11-2011,18:31:37,0.2371
24-11-2011,19:31:38,0.2356
24-11-2011,20:31:39,0.2342
24-11-2011,21:31:40,0.2342
24-11-2011,22:31:41,0.2334
24-11-2011,23:31:42,0.2327
25-11-2011,00:31:43,0.2327
25-11-2011,01:31:44,0.2327
25-11-2011,02:31:45,0.2327
25-11-2011,03:31:46,0.2327
25-11-2011,04:31:47,0.2327
25-11-2011,05:31:48,0.2327
25-11-2011,06:31:49,0.2327
25-11-2011,07:31:50,0.2327
25-11-2011,08:31:51,0.2334
25-11-2011,09:31:52,0.2334
25-11-2011,10:31:53,0.2356
25-11-2011,11:31:54,0.2371
25-11-2011,12:31:55,0.2843
25-11-2011,13:31:56,0.3097
25-11-2011,14:31:57,0.3235
25-11-2011,15:31:58,0.3235
25-11-2011,16:31:59,0.3271
25-11-2011,17:32:00,0.3271
25-11-2011,18:32:01,0.3264
25-11-2011,19:32:02,0.3250
25-11-2011,20:32:03,0.3199
25-11-2011,21:32:04,0.3184
25-11-2011,22:32:05,0.3155
25-11-2011,23:32:06,0.3184
26-11-2011,00:32:07,0.3155
26-11-2011,01:32:08,0.3133
26-11-2011,02:32:09,0.3228
26-11-2011,03:32:10,0.3344
26-11-2011,04:32:11,0.3409
26-11-2011,05:32:12,0.3257
26-11-2011,06:32:13,0.3351
26-11-2011,07:32:14,0.3424
26-11-2011,08:32:15,0.3380
26-11-2011,09:32:16,0.3220
26-11-2011,10:32:17,0.3206
26-11-2011,11:32:18,0.3206
26-11-2011,12:32:19,0.3148
26-11-2011,13:32:20,0.3133
26-11-2011,14:32:21,0.3170
26-11-2011,15:32:22,0.3598
26-11-2011,16:32:23,0.3417
26-11-2011,17:32:24,0.3271
26-11-2011,18:32:25,0.3351
26-11-2011,19:32:26,0.3220
26-11-2011,20:32:27,0.3162
26-11-2011,21:32:28,0.3344
26-11-2011,22:32:29,0.3242
26-11-2011,23:32:30,0.3271
27-11-2011,00:32:31,0.3322
27-11-2011,01:32:32,0.3366
27-11-2011,02:32:33,0.3271
27-11-2011,03:32:34,0.3206
27-11-2011,04:32:35,0.3170
27-11-2011,05:32:36,0.3141
27-11-2011,06:32:37,0.3112
27-11-2011,07:32:38,0.3082
27-11-2011,08:32:39,0.3061
27-11-2011,09:32:40,0.3053
27-11-2011,10:32:41,0.3046
27-11-2011,11:32:42,0.3039
27-11-2011,12:32:43,0.3024
27-11-2011,13:32:44,0.3003
27-11-2011,14:32:45,0.2974
27-11-2011,15:32:46,0.2952
27-11-2011,16:32:47,0.2923
27-11-2011,17:32:48,0.2901
27-11-2011,18:32:49,0.2872
27-11-2011,19:32:50,0.2857
27-11-2011,20:32:51,0.2850
27-11-2011,21:32:52,0.2836
27-11-2011,22:32:53,0.2836
27-11-2011,23:32:54,0.2828
28-11-2011,00:32:55,0.2821
28-11-2011,01:32:56,0.2821
28-11-2011,02:32:57,0.2814
28-11-2011,03:32:58,0.2814
28-11-2011,04:32:59,0.2806
28-11-2011,05:33:00,0.2806
28-11-2011,06:33:01,0.2806
28-11-2011,07:33:02,0.2806
28-11-2011,08:33:03,0.2806
28-11-2011,09:33:04,0.2814
28-11-2011,10:33:05,0.2821
28-11-2011,11:33:06,0.2821
28-11-2011,12:33:07,0.2814
28-11-2011,13:33:08,0.2792
28-11-2011,14:33:09,0.2777
28-11-2011,15:33:10,0.2756
28-11-2011,16:33:11,0.2734
28-11-2011,17:33:12,0.2719
28-11-2011,18:33:13,0.2690
28-11-2011,19:33:14,0.2676
28-11-2011,20:33:15,0.2668
28-11-2011,21:33:16,0.2661
28-11-2011,22:33:17,0.2661
28-11-2011,23:33:18,0.2654
29-11-2011,00:33:19,0.2647
29-11-2011,01:33:20,0.2647
29-11-2011,02:33:21,0.2647
29-11-2011,03:33:22,0.2639
29-11-2011,04:33:23,0.2639
29-11-2011,05:33:24,0.2632
29-11-2011,06:33:25,0.2632
29-11-2011,07:33:26,0.2632
29-11-2011,08:33:27,0.2632
29-11-2011,09:33:28,0.2632
29-11-2011,10:33:29,0.2632
29-11-2011,11:33:30,0.2632
29-11-2011,12:33:31,0.2625
29-11-2011,13:33:32,0.2610
29-11-2011,14:33:33,0.2589
29-11-2011,15:33:34,0.2581
29-11-2011,16:33:35,0.2560
29-11-2011,17:33:36,0.2530
29-11-2011,18:33:37,0.2509
29-11-2011,19:33:38,0.2494
29-11-2011,20:33:39,0.2487
29-11-2011,21:33:40,0.2480
29-11-2011,22:33:41,0.2472
29-11-2011,23:33:42,0.2472
30-11-2011,00:33:43,0.2472
30-11-2011,01:33:44,0.2465
30-11-2011,02:33:45,0.2465
30-11-2011,03:33:46,0.2465
30-11-2011,04:33:47,0.2465
30-11-2011,05:33:48,0.2480
30-11-2011,06:33:49,0.2552
30-11-2011,07:33:50,0.2683
30-11-2011,08:33:51,0.2727
30-11-2011,09:33:52,0.2770
30-11-2011,10:33:53,0.2806
30-11-2011,11:33:54,0.2995
30-11-2011,12:33:55,0.3162
30-11-2011,13:33:56,0.3329
30-11-2011,14:33:57,0.3482
30-11-2011,15:33:58,0.3257
30-11-2011,16:33:59,0.3155
30-11-2011,17:34:00,0.3155
30-11-2011,18:34:01,0.3119
30-11-2011,19:34:02,0.3075
30-11-2011,20:34:03,0.3046
30-11-2011,21:34:04,0.3024
30-11-2011,22:34:05,0.3003
30-11-2011,23:34:06,0.2988
01-12-2011,00:34:07,0.2966
01-12-2011,01:34:08,0.2959
01-12-2011,02:34:09,0.2944
01-12-2011,03:34:10,0.2937
01-12-2011,04:34:11,0.2930
01-12-2011,05:34:12,0.2923
01-12-2011,06:34:13,0.2908
01-12-2011,07:34:14,0.2908
01-12-2011,08:34:15,0.2915
01-12-2011,09:34:16,0.2937
01-12-2011,10:34:17,0.2944
01-12-2011,11:34:18,0.2952
01-12-2011,12:34:19,0.2944
01-12-2011,13:34:20,0.2923
01-12-2011,14:34:21,0.2894
01-12-2011,15:34:22,0.2865
01-12-2011,16:34:23,0.2850
01-12-2011,17:34:24,0.2828
01-12-2011,18:34:25,0.2814
01-12-2011,19:34:26,0.2806
01-12-2011,20:34:27,0.2792
01-12-2011,21:34:28,0.2785
01-12-2011,22:34:29,0.2777
01-12-2011,23:34:30,0.2770
02-12-2011,00:34:31,0.2763
02-12-2011,01:34:32,0.2763
02-12-2011,02:34:33,0.2763
02-12-2011,03:34:34,0.2756
02-12-2011,04:34:35,0.2756
02-12-2011,05:34:36,0.2748
02-12-2011,06:34:37,0.2748
02-12-2011,07:34:38,0.2741
02-12-2011,08:34:39,0.2748
02-12-2011,09:34:40,0.2756
02-12-2011,10:34:41,0.2763
02-12-2011,11:34:42,0.2770
02-12-2011,12:34:43,0.2770
02-12-2011,13:34:44,0.2756
02-12-2011,14:34:45,0.2741
02-12-2011,15:34:46,0.2719
02-12-2011,16:34:47,0.2690
02-12-2011,17:34:48,0.2668
02-12-2011,18:34:49,0.2654
02-12-2011,19:34:50,0.2639
02-12-2011,20:34:51,0.2625
02-12-2011,21:34:52,0.2618
02-12-2011,22:34:53,0.2610
02-12-2011,23:34:54,0.2603
03-12-2011,00:34:55,0.2596
03-12-2011,01:34:56,0.2596
03-12-2011,02:34:57,0.2596
03-12-2011,03:34:58,0.2589
03-12-2011,04:34:59,0.2596
03-12-2011,05:35:00,0.2589
03-12-2011,06:35:01,0.2589
03-12-2011,07:35:02,0.2589
03-12-2011,08:35:03,0.2596
03-12-2011,09:35:04,0.2603
03-12-2011,10:35:05,0.2603
03-12-2011,11:35:06,0.2610
03-12-2011,12:35:07,0.2610
03-12-2011,13:35:08,0.2596
03-12-2011,14:35:09,0.2589
03-12-2011,15:35:10,0.2567
03-12-2011,16:35:11,0.2545
03-12-2011,17:35:12,0.2523
03-12-2011,18:35:13,0.2509
03-12-2011,19:35:14,0.2501
03-12-2011,20:35:15,0.2494
03-12-2011,21:35:16,0.2487
03-12-2011,22:35:17,0.2487
03-12-2011,23:35:18,0.2480
04-12-2011,00:35:19,0.2480
04-12-2011,01:35:20,0.2480
04-12-2011,02:35:21,0.2480
04-12-2011,03:35:22,0.2472
04-12-2011,04:35:23,0.2472
04-12-2011,05:35:24,0.2472
04-12-2011,06:35:25,0.2465
04-12-2011,07:35:26,0.2465
04-12-2011,08:35:27,0.2465
04-12-2011,09:35:28,0.2472
04-12-2011,10:35:29,0.2487
04-12-2011,11:35:30,0.2494
04-12-2011,12:35:31,0.2494
04-12-2011,13:35:32,0.2487
04-12-2011,14:35:33,0.2472
04-12-2011,15:35:34,0.2443
04-12-2011,16:35:35,0.2414
04-12-2011,17:35:36,0.2392
04-12-2011,18:35:37,0.2378
04-12-2011,19:35:38,0.2356
