"Date Time, GMT-04:00","Temp, ¡C","Temp, ¡C","Temp, ¡C","Temp, ¡C"
10/21/10 02:42:21,18.461,13.618,10.565,8.668
10/21/10 02:43:21,18.533,13.594,10.565,8.693
10/21/10 02:44:21,18.509,13.546,10.565,8.693
10/21/10 02:45:21,18.366,13.522,10.565,8.693
10/21/10 02:46:21,18.485,13.473,10.541,8.693
10/21/10 02:47:21,18.675,13.449,10.541,8.693
10/21/10 02:48:21,18.580,13.449,10.541,8.693
10/21/10 02:49:21,18.557,13.425,10.541,8.693
10/21/10 02:50:21,18.414,13.401,10.541,8.717
10/21/10 02:51:21,18.414,13.377,10.541,8.717
10/21/10 02:52:21,18.366,13.329,10.541,8.717
10/21/10 02:53:21,17.986,13.305,10.541,8.717
10/21/10 02:54:21,17.986,13.233,10.516,8.717
10/21/10 02:55:21,17.867,13.209,10.516,8.717
10/21/10 02:56:21,17.772,13.185,10.516,8.717
10/21/10 02:57:21,17.701,13.137,10.516,8.717
10/21/10 02:58:21,17.724,13.137,10.516,8.717
10/21/10 02:59:21,17.582,13.088,10.516,8.742
10/21/10 03:00:21,17.558,13.040,10.516,8.742
10/21/10 03:01:21,17.486,13.016,10.516,8.742
10/21/10 03:02:21,17.058,12.992,10.516,8.742
10/21/10 03:03:21,16.915,12.920,10.492,8.742
10/21/10 03:04:21,16.773,12.896,10.492,8.742
10/21/10 03:05:21,16.773,12.847,10.492,8.742
10/21/10 03:06:21,16.773,12.823,10.492,8.742
10/21/10 03:07:21,16.773,12.775,10.492,8.742
10/21/10 03:08:21,16.701,12.727,10.492,8.742
10/21/10 03:09:21,16.725,12.703,10.467,8.742
10/21/10 03:10:21,16.558,12.678,10.467,8.742
10/21/10 03:11:21,16.463,12.654,10.467,8.767
10/21/10 03:12:21,16.344,12.630,10.467,8.767
10/21/10 03:13:21,16.225,12.582,10.467,8.767
10/21/10 03:14:21,16.368,12.582,10.443,8.767
10/21/10 03:15:21,15.963,12.534,10.467,8.767
10/21/10 03:16:21,15.915,12.485,10.443,8.767
10/21/10 03:17:21,16.058,12.461,10.443,8.767
10/21/10 03:18:21,15.700,12.437,10.443,8.767
10/21/10 03:19:21,15.772,12.389,10.443,8.767
10/21/10 03:20:21,15.676,12.364,10.418,8.767
10/21/10 03:21:21,15.533,12.316,10.418,8.792
10/21/10 03:22:21,15.390,12.292,10.418,8.792
10/21/10 03:23:21,15.414,12.243,10.418,8.792
10/21/10 03:24:21,15.294,12.219,10.418,8.792
10/21/10 03:25:21,15.247,12.171,10.394,8.792
10/21/10 03:26:21,15.294,12.171,10.394,8.792
10/21/10 03:27:21,15.031,12.122,10.394,8.792
10/21/10 03:28:21,14.649,12.074,10.394,8.792
10/21/10 03:29:21,14.529,12.001,10.394,8.792
10/21/10 03:30:21,14.481,11.977,10.369,8.792
10/21/10 03:31:21,14.314,11.953,10.369,8.792
10/21/10 03:32:21,14.122,11.904,10.369,8.792
10/21/10 03:33:21,13.666,11.832,10.369,8.792
10/21/10 03:34:21,13.449,11.783,10.369,8.792
10/21/10 03:35:21,13.401,11.734,10.369,8.817
10/21/10 03:36:21,13.305,11.686,10.345,8.792
10/21/10 03:37:21,13.233,11.637,10.345,8.792
10/21/10 03:38:21,13.185,11.589,10.345,8.817
10/21/10 03:39:21,13.137,11.565,10.345,8.817
10/21/10 03:40:21,12.992,11.516,10.320,8.792
10/21/10 03:41:21,12.847,11.492,10.320,8.817
10/21/10 03:42:21,12.823,11.443,10.320,8.817
10/21/10 03:43:21,12.751,11.394,10.320,8.817
10/21/10 03:44:21,12.678,11.370,10.296,8.817
10/21/10 03:45:21,12.654,11.321,10.320,8.817
10/21/10 03:46:21,12.703,11.321,10.296,8.817
10/21/10 03:47:21,12.534,11.273,10.296,8.817
10/21/10 03:48:21,12.316,11.224,10.296,8.817
10/21/10 03:49:21,12.074,11.200,10.296,8.817
10/21/10 03:50:21,12.025,11.127,10.271,8.817
10/21/10 03:51:21,12.074,11.102,10.271,8.817
10/21/10 03:52:21,11.904,11.053,10.271,8.817
10/21/10 03:53:21,11.734,11.029,10.247,8.817
10/21/10 03:54:21,11.710,11.005,10.247,8.817
10/21/10 03:55:21,11.613,10.956,10.247,8.817
10/21/10 03:56:21,11.613,10.932,10.247,8.817
10/21/10 03:57:21,11.637,10.907,10.222,8.817
10/21/10 03:58:21,11.565,10.858,10.222,8.841
10/21/10 03:59:21,11.419,10.834,10.222,8.841
10/21/10 04:00:21,11.321,10.785,10.222,8.841
10/21/10 04:01:21,11.321,10.761,10.198,8.841
10/21/10 04:02:21,11.248,10.736,10.198,8.841
10/21/10 04:03:21,11.078,10.687,10.198,8.817
10/21/10 04:04:21,11.029,10.663,10.198,8.817
10/21/10 04:05:21,11.005,10.638,10.198,8.841
10/21/10 04:06:21,10.858,10.590,10.173,8.841
10/21/10 04:07:21,10.736,10.541,10.173,8.817
10/21/10 04:08:21,10.687,10.516,10.173,8.841
10/21/10 04:09:21,10.590,10.492,10.173,8.841
10/21/10 04:10:21,10.492,10.443,10.149,8.817
10/21/10 04:11:21,10.394,10.394,10.149,8.817
10/21/10 04:12:21,10.320,10.369,10.149,8.841
10/21/10 04:13:21,10.222,10.320,10.149,8.841
10/21/10 04:14:21,10.100,10.271,10.124,8.841
10/21/10 04:15:21,10.001,10.247,10.124,8.841
10/21/10 04:16:21,9.879,10.222,10.124,8.817
10/21/10 04:17:21,9.903,10.173,10.124,8.841
10/21/10 04:18:21,9.756,10.124,10.100,8.817
10/21/10 04:19:21,9.657,10.100,10.100,8.841
10/21/10 04:20:21,9.632,10.051,10.100,8.841
10/21/10 04:21:21,9.435,10.026,10.075,8.817
10/21/10 04:22:21,9.312,9.977,10.075,8.817
10/21/10 04:23:21,9.238,9.952,10.075,8.841
10/21/10 04:24:21,9.139,9.903,10.075,8.817
10/21/10 04:25:21,9.089,9.879,10.051,8.817
10/21/10 04:26:21,8.965,9.829,10.051,8.841
10/21/10 04:27:21,8.792,9.780,10.051,8.817
10/21/10 04:28:21,8.668,9.731,10.051,8.817
10/21/10 04:29:21,8.543,9.682,10.051,8.817
10/21/10 04:30:21,8.469,9.608,10.026,8.817
10/21/10 04:31:21,8.245,9.558,10.026,8.817
10/21/10 04:32:21,8.120,9.485,10.026,8.817
10/21/10 04:33:21,8.095,9.435,10.001,8.817
10/21/10 04:34:21,8.120,9.410,10.001,8.817
10/21/10 04:35:21,7.945,9.386,10.001,8.817
10/21/10 04:36:21,7.695,9.312,9.977,8.817
10/21/10 04:37:21,7.419,9.238,9.977,8.817
10/21/10 04:38:21,7.368,9.188,9.977,8.817
10/21/10 04:39:21,7.444,9.163,9.977,8.817
10/21/10 04:40:21,7.318,9.139,9.952,8.817
10/21/10 04:41:21,7.116,9.089,9.952,8.817
10/21/10 04:42:21,7.142,9.040,9.952,8.817
10/21/10 04:43:21,7.167,9.040,9.928,8.817
10/21/10 04:44:21,7.268,9.040,9.928,8.817
10/21/10 04:45:21,7.318,9.015,9.928,8.817
10/21/10 04:46:21,7.368,9.015,9.928,8.817
10/21/10 04:47:21,7.393,9.015,9.903,8.817
10/21/10 04:48:21,7.293,8.990,9.903,8.817
10/21/10 04:49:21,7.343,8.990,9.903,8.817
10/21/10 04:50:21,7.318,8.965,9.879,8.817
10/21/10 04:51:21,7.293,8.941,9.879,8.817
10/21/10 04:52:21,7.268,8.916,9.879,8.817
10/21/10 04:53:21,7.242,8.916,9.879,8.817
10/21/10 04:54:21,7.268,8.891,9.854,8.817
10/21/10 04:55:21,7.293,8.891,9.854,8.817
10/21/10 04:56:21,7.167,8.866,9.854,8.817
10/21/10 04:57:21,6.940,8.817,9.829,8.817
10/21/10 04:58:21,6.940,8.767,9.829,8.792
10/21/10 04:59:21,6.940,8.742,9.829,8.792
10/21/10 05:00:21,6.864,8.693,9.805,8.792
10/21/10 05:01:21,6.889,8.693,9.805,8.792
10/21/10 05:02:21,6.889,8.693,9.780,8.792
10/21/10 05:03:21,6.839,8.668,9.780,8.792
10/21/10 05:04:21,6.737,8.643,9.780,8.792
10/21/10 05:05:21,6.712,8.618,9.780,8.792
10/21/10 05:06:21,6.763,8.593,9.756,8.792
10/21/10 05:07:21,6.408,8.568,9.756,8.792
10/21/10 05:08:21,6.281,8.494,9.756,8.792
10/21/10 05:09:21,5.898,8.444,9.731,8.792
10/21/10 05:10:21,5.745,8.394,9.731,8.792
10/21/10 05:11:21,5.437,8.344,9.731,8.792
10/21/10 05:12:21,5.128,8.270,9.706,8.792
10/21/10 05:13:21,4.818,8.195,9.706,8.792
10/21/10 05:14:21,4.532,8.120,9.706,8.792
10/21/10 05:15:21,4.376,8.045,9.682,8.792
10/21/10 05:16:21,4.272,7.995,9.682,8.767
10/21/10 05:17:21,4.194,7.945,9.657,8.767
10/21/10 05:18:21,4.324,7.920,9.657,8.767
10/21/10 05:19:21,4.089,7.870,9.657,8.767
10/21/10 05:20:21,3.854,7.820,9.632,8.767
10/21/10 05:21:21,3.775,7.770,9.632,8.767
10/21/10 05:22:21,3.591,7.720,9.632,8.767
10/21/10 05:23:21,3.433,7.670,9.608,8.767
10/21/10 05:24:21,3.327,7.619,9.608,8.767
10/21/10 05:25:21,3.617,7.594,9.583,8.767
10/21/10 05:26:21,3.512,7.569,9.583,8.767
10/21/10 05:27:21,3.301,7.544,9.558,8.767
10/21/10 05:28:21,3.142,7.469,9.558,8.767
10/21/10 05:29:21,3.670,7.469,9.558,8.742
10/21/10 05:30:21,3.538,7.469,9.558,8.742
10/21/10 05:31:21,3.274,7.444,9.534,8.742
10/21/10 05:32:21,3.512,7.419,9.534,8.742
10/21/10 05:33:21,3.406,7.393,9.509,8.742
10/21/10 05:34:21,3.670,7.393,9.509,8.742
10/21/10 05:35:21,4.037,7.419,9.509,8.742
10/21/10 05:36:21,4.298,7.419,9.485,8.742
10/21/10 05:37:21,4.428,7.444,9.485,8.742
10/21/10 05:38:21,4.506,7.469,9.485,8.742
10/21/10 05:39:21,4.324,7.444,9.460,8.742
10/21/10 05:40:21,4.168,7.419,9.460,8.717
10/21/10 05:41:21,3.932,7.368,9.460,8.742
10/21/10 05:42:21,3.696,7.343,9.435,8.717
10/21/10 05:43:21,3.512,7.293,9.435,8.717
10/21/10 05:44:21,3.301,7.268,9.410,8.717
10/21/10 05:45:21,3.221,7.217,9.410,8.717
10/21/10 05:46:21,3.168,7.192,9.410,8.717
10/21/10 05:47:21,3.063,7.142,9.386,8.717
10/21/10 05:48:21,2.956,7.116,9.386,8.717
10/21/10 05:49:21,2.823,7.091,9.386,8.717
10/21/10 05:50:21,2.690,7.066,9.361,8.693
10/21/10 05:51:21,2.823,7.015,9.361,8.693
10/21/10 05:52:21,2.850,7.015,9.361,8.693
10/21/10 05:53:21,2.744,6.990,9.336,8.693
10/21/10 05:54:21,2.690,6.965,9.336,8.693
10/21/10 05:55:21,2.637,6.940,9.312,8.693
10/21/10 05:56:21,2.530,6.914,9.312,8.693
10/21/10 05:57:21,2.584,6.864,9.312,8.668
10/21/10 05:58:21,2.450,6.839,9.287,8.668
10/21/10 05:59:21,2.343,6.813,9.287,8.668
10/21/10 06:00:21,2.262,6.788,9.262,8.668
10/21/10 06:01:21,2.289,6.763,9.262,8.668
10/21/10 06:02:21,2.664,6.737,9.238,8.668
10/21/10 06:03:21,2.823,6.763,9.238,8.668
10/21/10 06:04:21,2.930,6.763,9.238,8.668
10/21/10 06:05:21,2.983,6.763,9.238,8.668
10/21/10 06:06:21,3.142,6.788,9.213,8.668
10/21/10 06:07:21,3.142,6.788,9.213,8.643
10/21/10 06:08:21,2.956,6.763,9.213,8.643
10/21/10 06:09:21,2.770,6.712,9.188,8.643
10/21/10 06:10:21,2.744,6.687,9.188,8.643
10/21/10 06:11:21,2.744,6.687,9.163,8.643
10/21/10 06:12:21,2.877,6.661,9.163,8.643
10/21/10 06:13:21,2.690,6.636,9.163,8.643
10/21/10 06:14:21,2.423,6.611,9.139,8.618
10/21/10 06:15:21,2.182,6.560,9.139,8.618
10/21/10 06:16:21,1.994,6.509,9.114,8.643
10/21/10 06:17:21,1.805,6.458,9.114,8.618
10/21/10 06:18:21,1.697,6.433,9.114,8.618
10/21/10 06:19:21,1.670,6.382,9.089,8.618
10/21/10 06:20:21,1.507,6.357,9.089,8.618
10/21/10 06:21:21,1.724,6.331,9.064,8.618
10/21/10 06:22:21,1.561,6.306,9.064,8.593
10/21/10 06:23:21,1.371,6.255,9.064,8.618
10/21/10 06:24:21,1.425,6.230,9.040,8.593
10/21/10 06:25:21,1.317,6.204,9.040,8.593
10/21/10 06:26:21,1.425,6.179,9.015,8.593
10/21/10 06:27:21,1.289,6.153,9.015,8.593
10/21/10 06:28:21,1.126,6.102,9.015,8.593
10/21/10 06:29:21,1.099,6.077,8.990,8.568
10/21/10 06:30:21,1.099,6.077,8.990,8.568
10/21/10 06:31:21,0.962,6.051,8.965,8.568
10/21/10 06:32:21,0.880,6.026,8.965,8.568
10/21/10 06:33:21,0.825,6.000,8.965,8.568
10/21/10 06:34:21,0.715,5.949,8.941,8.568
10/21/10 06:35:21,0.742,5.924,8.941,8.568
10/21/10 06:36:21,0.852,5.924,8.916,8.543
10/21/10 06:37:21,0.989,5.898,8.916,8.543
10/21/10 06:38:21,1.208,5.898,8.916,8.543
10/21/10 06:39:21,1.344,5.872,8.891,8.543
10/21/10 06:40:21,1.235,5.872,8.891,8.543
10/21/10 06:41:21,1.017,5.821,8.891,8.543
10/21/10 06:42:21,1.017,5.821,8.866,8.543
10/21/10 06:43:21,1.289,5.796,8.866,8.519
10/21/10 06:44:21,1.534,5.821,8.841,8.519
10/21/10 06:45:21,1.561,5.821,8.841,8.519
10/21/10 06:46:21,1.615,5.821,8.841,8.519
10/21/10 06:47:21,1.643,5.821,8.817,8.519
10/21/10 06:48:21,1.859,5.821,8.817,8.519
10/21/10 06:49:21,1.967,5.796,8.792,8.494
10/21/10 06:50:21,2.047,5.796,8.792,8.519
10/21/10 06:51:21,2.128,5.821,8.792,8.494
10/21/10 06:52:21,2.128,5.821,8.767,8.494
10/21/10 06:53:21,2.236,5.847,8.767,8.494
10/21/10 06:54:21,2.262,5.847,8.767,8.494
10/21/10 06:55:21,2.343,5.847,8.742,8.469
10/21/10 06:56:21,2.316,5.872,8.742,8.494
10/21/10 06:57:21,2.209,5.872,8.717,8.469
10/21/10 06:58:21,2.209,5.872,8.717,8.469
10/21/10 06:59:21,2.209,5.872,8.717,8.469
10/21/10 07:00:21,2.155,5.872,8.693,8.469
10/21/10 07:01:21,2.155,5.872,8.693,8.469
10/21/10 07:02:21,2.182,5.847,8.668,8.469
10/21/10 07:03:21,2.101,5.847,8.668,8.469
10/21/10 07:04:21,2.047,5.821,8.668,8.444
10/21/10 07:05:21,2.047,5.796,8.643,8.444
10/21/10 07:06:21,2.021,5.770,8.643,8.444
10/21/10 07:07:21,2.047,5.745,8.643,8.444
10/21/10 07:08:21,2.074,5.770,8.618,8.444
10/21/10 07:09:21,2.047,5.770,8.618,8.419
10/21/10 07:10:21,2.047,5.770,8.593,8.444
10/21/10 07:11:21,2.021,5.770,8.593,8.419
10/21/10 07:12:21,1.994,5.770,8.568,8.419
10/21/10 07:13:21,1.994,5.770,8.568,8.419
10/21/10 07:14:21,1.994,5.745,8.568,8.419
10/21/10 07:15:21,1.886,5.745,8.543,8.394
10/21/10 07:16:21,1.805,5.719,8.543,8.394
10/21/10 07:17:21,1.615,5.693,8.543,8.394
10/21/10 07:18:21,1.425,5.642,8.519,8.394
10/21/10 07:19:21,1.371,5.616,8.519,8.394
10/21/10 07:20:21,1.235,5.565,8.494,8.394
10/21/10 07:21:21,1.398,5.539,8.494,8.394
10/21/10 07:22:21,1.453,5.539,8.494,8.369
10/21/10 07:23:21,1.534,5.539,8.469,8.369
10/21/10 07:24:21,1.588,5.539,8.469,8.369
10/21/10 07:25:21,1.561,5.539,8.469,8.369
10/21/10 07:26:21,1.480,5.539,8.444,8.369
10/21/10 07:27:21,1.507,5.539,8.444,8.344
10/21/10 07:28:21,1.507,5.539,8.444,8.344
10/21/10 07:29:21,1.507,5.539,8.419,8.344
10/21/10 07:30:21,1.480,5.514,8.419,8.344
10/21/10 07:31:21,1.534,5.514,8.419,8.319
10/21/10 07:32:21,1.453,5.488,8.394,8.319
10/21/10 07:33:21,1.534,5.488,8.394,8.319
10/21/10 07:34:21,1.615,5.514,8.369,8.319
10/21/10 07:35:21,1.561,5.488,8.369,8.319
10/21/10 07:36:21,1.588,5.488,8.369,8.319
10/21/10 07:37:21,1.615,5.488,8.344,8.319
10/21/10 07:38:21,1.615,5.488,8.344,8.295
10/21/10 07:39:21,1.588,5.488,8.344,8.295
10/21/10 07:40:21,1.588,5.488,8.344,8.295
10/21/10 07:41:21,1.615,5.462,8.319,8.295
10/21/10 07:42:21,1.670,5.488,8.295,8.295
10/21/10 07:43:21,1.832,5.488,8.295,8.270
10/21/10 07:44:21,1.859,5.514,8.295,8.270
10/21/10 07:45:21,1.859,5.514,8.270,8.270
10/21/10 07:46:21,1.805,5.514,8.270,8.270
10/21/10 07:47:21,1.751,5.514,8.270,8.270
10/21/10 07:48:21,1.778,5.514,8.245,8.270
10/21/10 07:49:21,1.778,5.514,8.245,8.245
10/21/10 07:50:21,1.805,5.514,8.245,8.245
10/21/10 07:51:21,1.832,5.514,8.220,8.245
10/21/10 07:52:21,1.751,5.488,8.220,8.245
10/21/10 07:53:21,1.805,5.488,8.195,8.245
10/21/10 07:54:21,1.778,5.488,8.195,8.220
10/21/10 07:55:21,1.724,5.462,8.195,8.220
10/21/10 07:56:21,1.697,5.437,8.170,8.220
10/21/10 07:57:21,1.778,5.437,8.170,8.220
10/21/10 07:58:21,1.859,5.437,8.145,8.220
10/21/10 07:59:21,1.940,5.437,8.145,8.195
10/21/10 08:00:21,1.940,5.437,8.145,8.195
10/21/10 08:01:21,1.940,5.437,8.145,8.195
10/21/10 08:02:21,1.886,5.437,8.120,8.195
10/21/10 08:03:21,1.832,5.411,8.120,8.195
10/21/10 08:04:21,1.913,5.437,8.120,8.195
10/21/10 08:05:21,1.913,5.411,8.095,8.170
10/21/10 08:06:21,1.940,5.437,8.095,8.170
10/21/10 08:07:21,1.967,5.411,8.070,8.170
10/21/10 08:08:21,1.832,5.411,8.070,8.170
10/21/10 08:09:21,1.697,5.385,8.070,8.170
10/21/10 08:10:21,1.507,5.360,8.045,8.145
10/21/10 08:11:21,1.561,5.334,8.045,8.145
10/21/10 08:12:21,1.643,5.334,8.020,8.145
10/21/10 08:13:21,1.643,5.334,8.020,8.145
10/21/10 08:14:21,1.561,5.308,8.020,8.145
10/21/10 08:15:21,1.398,5.282,7.995,8.145
10/21/10 08:16:21,1.425,5.257,7.995,8.120
10/21/10 08:17:21,1.480,5.231,7.995,8.120
10/21/10 08:18:21,1.534,5.257,7.970,8.120
10/21/10 08:19:21,1.453,5.257,7.970,8.120
10/21/10 08:20:21,1.588,5.231,7.970,8.120
10/21/10 08:21:21,1.643,5.257,7.970,8.095
10/21/10 08:22:21,1.507,5.231,7.945,8.095
10/21/10 08:23:21,1.507,5.205,7.945,8.095
10/21/10 08:24:21,1.453,5.205,7.920,8.095
10/21/10 08:25:21,1.425,5.179,7.920,8.095
10/21/10 08:26:21,1.317,5.179,7.920,8.070
10/21/10 08:27:21,1.235,5.154,7.895,8.070
10/21/10 08:28:21,1.208,5.128,7.895,8.070
10/21/10 08:29:21,1.180,5.102,7.895,8.070
10/21/10 08:30:21,1.153,5.076,7.895,8.070
10/21/10 08:31:21,0.989,5.050,7.870,8.070
10/21/10 08:32:21,1.126,5.024,7.870,8.045
10/21/10 08:33:21,1.262,5.024,7.845,8.045
10/21/10 08:34:21,1.480,5.050,7.845,8.045
10/21/10 08:35:21,1.615,5.102,7.845,8.045
10/21/10 08:36:21,1.697,5.128,7.845,8.020
10/21/10 08:37:21,1.751,5.154,7.820,8.020
10/21/10 08:38:21,1.886,5.154,7.820,8.020
10/21/10 08:39:21,1.913,5.179,7.795,8.020
10/21/10 08:40:21,1.994,5.205,7.795,8.020
10/21/10 08:41:21,1.994,5.205,7.795,8.020
10/21/10 08:42:21,1.994,5.231,7.770,7.995
10/21/10 08:43:21,2.021,5.231,7.770,7.995
10/21/10 08:44:21,2.021,5.231,7.770,7.995
10/21/10 08:45:21,1.994,5.231,7.745,7.995
10/21/10 08:46:21,2.021,5.205,7.745,7.970
10/21/10 08:47:21,1.940,5.205,7.745,7.970
10/21/10 08:48:21,1.913,5.179,7.720,7.970
10/21/10 08:49:21,1.940,5.179,7.720,7.970
10/21/10 08:50:21,1.994,5.179,7.720,7.970
10/21/10 08:51:21,2.047,5.179,7.720,7.970
10/21/10 08:52:21,2.047,5.179,7.695,7.945
10/21/10 08:53:21,2.047,5.179,7.695,7.945
10/21/10 08:54:21,2.047,5.179,7.695,7.945
10/21/10 08:55:21,2.074,5.205,7.670,7.945
10/21/10 08:56:21,2.074,5.205,7.670,7.945
10/21/10 08:57:21,2.021,5.205,7.670,7.920
10/21/10 08:58:21,1.994,5.179,7.645,7.920
10/21/10 08:59:21,1.913,5.154,7.645,7.920
10/21/10 09:00:21,1.859,5.128,7.645,7.920
10/21/10 09:01:21,1.805,5.102,7.645,7.920
10/21/10 09:02:21,1.778,5.102,7.619,7.895
10/21/10 09:03:21,1.724,5.076,7.619,7.895
10/21/10 09:04:21,1.778,5.076,7.619,7.895
10/21/10 09:05:21,1.697,5.076,7.594,7.895
10/21/10 09:06:21,1.643,5.050,7.594,7.870
10/21/10 09:07:21,1.534,5.024,7.594,7.895
10/21/10 09:08:21,1.235,4.999,7.569,7.870
10/21/10 09:09:21,1.180,4.947,7.569,7.870
10/21/10 09:10:21,1.208,4.921,7.569,7.870
10/21/10 09:11:21,1.126,4.921,7.569,7.870
10/21/10 09:12:21,1.235,4.921,7.544,7.870
10/21/10 09:13:21,1.425,4.921,7.544,7.845
10/21/10 09:14:21,1.534,4.947,7.519,7.845
10/21/10 09:15:21,1.615,4.947,7.519,7.845
10/21/10 09:16:21,1.561,4.973,7.519,7.845
10/21/10 09:17:21,1.670,4.973,7.519,7.845
10/21/10 09:18:21,1.832,4.999,7.494,7.820
10/21/10 09:19:21,2.128,5.024,7.494,7.820
10/21/10 09:20:21,2.209,5.076,7.494,7.820
10/21/10 09:21:21,2.155,5.076,7.469,7.820
10/21/10 09:22:21,2.182,5.102,7.469,7.820
10/21/10 09:23:21,2.128,5.102,7.469,7.795
10/21/10 09:24:21,2.101,5.076,7.469,7.795
10/21/10 09:25:21,2.101,5.076,7.444,7.795
10/21/10 09:26:21,2.128,5.076,7.444,7.795
10/21/10 09:27:21,2.396,5.076,7.444,7.795
10/21/10 09:28:21,2.343,5.128,7.419,7.770
10/21/10 09:29:21,2.450,5.128,7.419,7.770
10/21/10 09:30:21,2.610,5.154,7.419,7.770
10/21/10 09:31:21,2.690,5.179,7.393,7.770
10/21/10 09:32:21,2.770,5.205,7.393,7.770
10/21/10 09:33:21,2.823,5.205,7.393,7.745
10/21/10 09:34:21,2.903,5.231,7.393,7.745
10/21/10 09:35:21,2.983,5.257,7.368,7.745
10/21/10 09:36:21,2.983,5.282,7.368,7.745
10/21/10 09:37:21,3.009,5.282,7.368,7.745
10/21/10 09:38:21,3.063,5.308,7.343,7.745
