"Date","Time, GMT+10:00","Temp, ¡C","Temp, ¡C","Temp, ¡C","Temp, ¡C","Host Connected","End Of File"
14-05-2012,15:14:47,3.670,3.512,2.664,3.406,,
14-05-2012,16:14:47,2.074,3.009,2.664,3.406,,
14-05-2012,17:14:47,1.126,2.637,2.690,3.433,,
14-05-2012,18:14:47,1.071,2.530,2.690,3.433,,
14-05-2012,19:14:47,1.017,2.450,2.717,3.433,,
14-05-2012,20:14:47,0.934,2.450,2.744,3.433,,
14-05-2012,21:14:47,0.522,2.343,2.770,3.433,,
14-05-2012,22:14:47,-0.283,2.074,2.797,3.459,,
14-05-2012,23:14:47,-0.311,1.994,2.797,3.459,,
15-05-2012,00:14:47,-0.591,1.886,2.823,3.459,,
15-05-2012,01:14:47,-0.423,1.886,2.823,3.485,,
15-05-2012,02:14:47,-0.423,1.886,2.850,3.459,,
15-05-2012,03:14:47,-0.367,1.832,2.850,3.485,,
15-05-2012,04:14:47,0.163,1.886,2.850,3.485,,
15-05-2012,05:14:47,0.273,2.047,2.877,3.485,,
15-05-2012,06:14:47,0.439,2.074,2.877,3.459,,
15-05-2012,07:14:47,0.522,2.128,2.877,3.459,,
15-05-2012,08:14:47,1.507,2.343,2.903,3.459,,
15-05-2012,09:14:47,2.690,2.744,2.930,3.485,,
15-05-2012,10:14:47,3.958,3.301,2.956,3.485,,
15-05-2012,11:14:47,6.128,4.037,3.009,3.512,,
15-05-2012,12:14:47,7.745,4.792,3.116,3.538,,
15-05-2012,13:14:47,11.686,5.693,3.301,3.617,,
15-05-2012,14:14:47,8.120,5.539,3.538,3.696,,
15-05-2012,15:14:47,5.745,4.973,3.722,3.801,,
15-05-2012,16:14:47,3.854,4.324,3.880,3.932,,
15-05-2012,17:14:47,2.690,3.854,3.958,4.037,,
15-05-2012,18:14:47,2.396,3.564,3.985,4.115,,
15-05-2012,19:14:47,2.610,3.564,3.958,4.141,,
15-05-2012,20:14:47,2.128,3.406,3.932,4.168,,
15-05-2012,21:14:47,1.913,3.301,3.932,4.194,,
15-05-2012,22:14:47,1.317,2.823,3.906,4.194,,
15-05-2012,23:14:47,0.467,2.209,3.854,4.194,,
16-05-2012,00:14:47,0.163,2.074,3.775,4.168,,
16-05-2012,01:14:47,-0.563,1.832,3.696,4.141,,
16-05-2012,02:14:47,-0.902,1.615,3.591,4.089,,
16-05-2012,03:14:47,-1.157,1.453,3.512,4.037,,
16-05-2012,04:14:47,-0.283,1.453,3.406,3.985,,
16-05-2012,05:14:47,-1.441,1.398,3.327,3.932,,
16-05-2012,06:14:47,-2.830,1.044,3.248,3.880,,
16-05-2012,07:14:47,-3.360,0.715,3.168,3.801,,
16-05-2012,08:14:47,-0.395,0.880,3.063,3.749,,
16-05-2012,09:14:47,2.021,1.425,3.009,3.696,,
16-05-2012,10:14:47,4.740,2.903,2.930,3.643,,
16-05-2012,11:14:47,6.255,3.932,2.903,3.591,,
16-05-2012,12:14:47,9.287,4.792,2.903,3.564,,
16-05-2012,13:14:47,8.070,5.076,2.983,3.538,,
16-05-2012,14:14:47,6.990,4.947,3.248,3.591,,
16-05-2012,15:14:47,5.437,4.532,3.512,3.696,,
16-05-2012,16:14:47,5.024,4.272,3.722,3.827,,
16-05-2012,17:14:47,3.880,3.906,3.854,3.932,,
16-05-2012,18:14:47,3.459,3.696,3.906,4.011,,
16-05-2012,19:14:47,3.248,3.564,3.906,4.089,,
16-05-2012,20:14:47,2.823,3.459,3.906,4.115,,
16-05-2012,21:14:47,1.913,3.142,3.906,4.141,,
16-05-2012,22:14:47,0.907,2.477,3.854,4.141,,
16-05-2012,23:14:47,-0.817,1.751,3.775,4.141,,
17-05-2012,00:14:47,-2.247,1.289,3.670,4.115,,
17-05-2012,01:14:47,-3.006,0.907,3.564,4.063,,
17-05-2012,02:14:47,-2.859,0.632,3.433,4.011,,
17-05-2012,03:14:47,-2.334,0.632,3.301,3.932,,
17-05-2012,04:14:47,-3.212,0.522,3.168,3.854,,
17-05-2012,05:14:47,-3.212,0.356,3.036,3.775,,
17-05-2012,06:14:47,-3.449,0.218,2.930,3.696,,
17-05-2012,07:14:47,-4.865,0.107,2.823,3.617,,
17-05-2012,08:14:47,-2.276,0.107,2.717,3.538,,
17-05-2012,09:14:47,-1.613,0.218,2.610,3.459,,
17-05-2012,10:14:47,0.273,0.356,2.530,3.380,,
17-05-2012,11:14:47,4.480,0.962,2.477,3.327,,
17-05-2012,12:14:47,9.583,3.722,2.396,3.248,,
17-05-2012,13:14:47,15.318,5.693,2.370,3.221,,
17-05-2012,14:14:47,17.058,6.636,2.343,3.168,,
17-05-2012,15:14:47,14.912,6.458,2.343,3.142,,
17-05-2012,16:14:47,8.767,5.642,2.370,3.116,,
17-05-2012,17:14:47,3.827,3.696,2.396,3.116,,
17-05-2012,18:14:47,0.412,2.289,2.423,3.142,,
17-05-2012,19:14:47,-2.218,1.425,2.423,3.142,,
17-05-2012,20:14:47,-2.247,0.934,2.423,3.168,,
17-05-2012,21:14:47,-2.566,0.687,2.423,3.168,,
17-05-2012,22:14:47,-1.641,0.797,2.396,3.142,,
17-05-2012,23:14:47,-1.299,0.907,2.343,3.116,,
18-05-2012,00:14:47,-0.339,0.907,2.316,3.089,,
18-05-2012,01:14:47,-0.930,0.962,2.289,3.063,,
18-05-2012,02:14:47,-1.128,0.907,2.262,3.036,,
18-05-2012,03:14:47,-1.356,0.825,2.236,3.009,,
18-05-2012,04:14:47,-1.556,0.715,2.209,2.983,,
18-05-2012,05:14:47,-0.395,0.742,2.155,2.956,,
18-05-2012,06:14:47,-0.395,0.715,2.155,2.930,,
18-05-2012,07:14:47,0.135,0.742,2.128,2.903,,
18-05-2012,08:14:47,1.994,1.235,2.101,2.877,,
18-05-2012,09:14:47,2.209,1.670,2.074,2.877,,
18-05-2012,10:14:47,2.823,1.913,2.074,2.850,,
18-05-2012,11:14:47,6.026,2.877,2.074,2.823,,
18-05-2012,12:14:47,8.866,4.089,2.101,2.823,,
18-05-2012,13:14:47,7.645,4.454,2.182,2.850,,
18-05-2012,14:14:47,5.360,3.801,2.316,2.877,,
18-05-2012,15:14:47,5.437,3.722,2.450,2.956,,
18-05-2012,16:14:47,6.357,4.194,2.584,3.036,,
18-05-2012,17:14:47,2.983,3.274,2.744,3.142,,
18-05-2012,18:14:47,1.615,2.690,2.823,3.195,,
18-05-2012,19:14:47,1.805,2.530,2.877,3.248,,
18-05-2012,20:14:47,0.797,2.262,2.877,3.301,,
18-05-2012,21:14:47,0.742,2.155,2.877,3.327,,
18-05-2012,22:14:47,0.715,2.047,2.850,3.327,,
18-05-2012,23:14:47,0.852,1.967,2.823,3.327,,
19-05-2012,00:14:47,0.770,1.913,2.823,3.327,,
19-05-2012,01:14:47,0.797,1.913,2.797,3.327,,
19-05-2012,02:14:47,0.880,1.886,2.797,3.327,,
19-05-2012,03:14:47,0.852,1.832,2.797,3.327,,
19-05-2012,04:14:47,0.797,1.778,2.797,3.327,,
19-05-2012,05:14:47,0.907,1.778,2.797,3.301,,
19-05-2012,06:14:47,0.687,1.751,2.770,3.301,,
19-05-2012,07:14:47,0.907,1.751,2.770,3.301,,
19-05-2012,08:14:47,1.262,1.859,2.797,3.301,,
19-05-2012,09:14:47,1.967,2.155,2.797,3.301,,
19-05-2012,10:14:47,3.142,2.450,2.823,3.301,,
19-05-2012,11:14:47,6.408,3.617,2.877,3.327,,
19-05-2012,12:14:47,7.920,4.454,3.009,3.327,,
19-05-2012,13:14:47,7.217,4.610,3.195,3.406,,
19-05-2012,14:14:47,8.742,4.895,3.433,3.512,,
19-05-2012,15:14:47,4.999,4.089,3.617,3.617,,
19-05-2012,16:14:47,4.272,3.880,3.749,3.722,,
19-05-2012,17:14:47,3.036,3.433,3.801,3.827,,
19-05-2012,18:14:47,0.742,2.370,3.775,3.880,,
19-05-2012,19:14:47,-1.213,1.534,3.696,3.906,,
19-05-2012,20:14:47,-2.189,1.126,3.564,3.880,,
19-05-2012,21:14:47,-1.986,1.017,3.406,3.827,,
19-05-2012,22:14:47,-1.584,0.989,3.274,3.775,,
19-05-2012,23:14:47,0.107,1.344,3.142,3.696,,
20-05-2012,00:14:47,0.550,1.643,3.036,3.617,,
20-05-2012,01:14:47,0.467,1.751,2.983,3.564,,
20-05-2012,02:14:47,-0.591,1.208,2.930,3.538,,
20-05-2012,03:14:47,-1.043,0.989,2.877,3.485,,
20-05-2012,04:14:47,-1.498,0.825,2.823,3.433,,
20-05-2012,05:14:47,-2.363,0.384,2.744,3.380,,
20-05-2012,06:14:47,-4.957,0.107,2.664,3.354,,
20-05-2012,07:14:47,-4.865,-0.088,2.584,3.274,,
20-05-2012,08:14:47,-2.947,-0.088,2.503,3.221,,
20-05-2012,09:14:47,-2.102,-0.004,2.423,3.168,,
20-05-2012,10:14:47,-0.676,0.135,2.343,3.116,,
20-05-2012,11:14:47,3.775,0.632,2.262,3.036,,
20-05-2012,12:14:47,9.262,3.564,2.209,2.983,,
20-05-2012,13:14:47,15.676,5.539,2.182,2.956,,
20-05-2012,14:14:47,16.511,6.433,2.155,2.903,,
20-05-2012,15:14:47,13.305,6.102,2.155,2.877,,
20-05-2012,16:14:47,8.767,5.154,2.209,2.903,,
20-05-2012,17:14:47,1.317,2.850,2.262,2.903,,
20-05-2012,18:14:47,-0.255,2.182,2.289,2.930,,
20-05-2012,19:14:47,-2.392,1.289,2.289,2.956,,
20-05-2012,20:14:47,-3.449,0.715,2.289,2.956,,
20-05-2012,21:14:47,-4.227,0.329,2.289,2.956,,
20-05-2012,22:14:47,-4.257,0.190,2.262,2.930,,
20-05-2012,23:14:47,-2.479,0.135,2.209,2.930,,
21-05-2012,00:14:47,-1.699,0.356,2.155,2.903,,
21-05-2012,01:14:47,-0.423,0.770,2.128,2.850,,
21-05-2012,02:14:47,-0.423,1.099,2.074,2.823,,
21-05-2012,03:14:47,-1.100,1.044,2.047,2.797,,
21-05-2012,04:14:47,-1.384,0.852,2.021,2.770,,
21-05-2012,05:14:47,-1.413,0.742,1.994,2.744,,
21-05-2012,06:14:47,-1.641,0.715,1.994,2.717,,
21-05-2012,07:14:47,-1.986,0.495,1.940,2.690,,
21-05-2012,08:14:47,-1.527,0.770,1.940,2.690,,
21-05-2012,09:14:47,-0.563,1.071,1.913,2.664,,
21-05-2012,10:14:47,0.246,1.344,1.886,2.637,,
21-05-2012,11:14:47,2.423,1.913,1.859,2.610,,
21-05-2012,12:14:47,7.393,3.538,1.859,2.610,,
21-05-2012,13:14:47,13.425,5.102,1.859,2.584,,
21-05-2012,14:14:47,12.654,5.539,1.886,2.584,,
21-05-2012,15:14:47,11.977,5.154,1.913,2.610,,
21-05-2012,16:14:47,4.662,4.089,1.967,2.637,,
21-05-2012,17:14:47,0.190,2.450,2.021,2.664,,
21-05-2012,18:14:47,-1.043,1.724,2.047,2.690,,
21-05-2012,19:14:47,-1.242,1.344,2.074,2.717,,
21-05-2012,20:14:47,-0.930,1.317,2.074,2.717,,
21-05-2012,21:14:47,-1.498,1.180,2.074,2.717,,
21-05-2012,22:14:47,-1.871,0.770,2.101,2.717,,
21-05-2012,23:14:47,-1.413,0.660,2.074,2.717,,
22-05-2012,00:14:47,-0.845,0.825,2.074,2.717,,
22-05-2012,01:14:47,-0.395,0.907,2.074,2.717,,
22-05-2012,02:14:47,-0.143,0.962,2.074,2.717,,
22-05-2012,03:14:47,0.135,0.989,2.074,2.690,,
22-05-2012,04:14:47,0.522,1.180,2.074,2.690,,
22-05-2012,05:14:47,0.163,1.126,2.074,2.690,,
22-05-2012,06:14:47,0.135,1.044,2.074,2.690,,
22-05-2012,07:14:47,0.412,1.126,2.074,2.690,,
22-05-2012,08:14:47,0.880,1.262,2.101,2.690,,
22-05-2012,09:14:47,2.477,1.805,2.101,2.690,,
22-05-2012,10:14:47,2.557,2.182,2.155,2.690,,
22-05-2012,11:14:47,3.063,2.530,2.209,2.717,,
22-05-2012,12:14:47,3.301,2.584,2.343,2.770,,
22-05-2012,13:14:47,1.940,2.262,2.450,2.823,,
22-05-2012,14:14:47,2.182,2.316,2.530,2.877,,
22-05-2012,15:14:47,2.450,2.396,2.610,2.930,,
22-05-2012,16:14:47,1.724,2.155,2.717,2.983,,
22-05-2012,17:14:47,1.289,1.859,2.744,3.036,,
22-05-2012,18:14:47,1.480,1.994,2.744,3.063,,
22-05-2012,19:14:47,1.588,1.994,2.744,3.089,,
22-05-2012,20:14:47,1.425,1.994,2.744,3.116,,
22-05-2012,21:14:47,1.561,2.021,2.770,3.116,,
22-05-2012,22:14:47,1.643,2.021,2.770,3.142,,
22-05-2012,23:14:47,1.643,1.994,2.797,3.142,,
23-05-2012,00:14:47,1.615,1.967,2.797,3.142,,
23-05-2012,01:14:47,1.480,1.859,2.797,3.168,,
23-05-2012,02:14:47,1.697,1.832,2.797,3.168,,
23-05-2012,03:14:47,1.643,1.805,2.770,3.168,,
23-05-2012,04:14:47,1.344,1.778,2.770,3.168,,
23-05-2012,05:14:47,1.044,1.670,2.744,3.168,,
23-05-2012,06:14:47,1.208,1.724,2.744,3.168,,
23-05-2012,07:14:47,0.962,1.724,2.717,3.142,,
23-05-2012,08:14:47,1.071,1.697,2.717,3.142,,
23-05-2012,09:14:47,1.724,1.832,2.717,3.142,,
23-05-2012,10:14:47,2.155,1.913,2.717,3.142,,
23-05-2012,11:14:47,3.722,2.396,2.717,3.142,,
23-05-2012,12:14:47,3.406,2.557,2.770,3.142,,
23-05-2012,13:14:47,8.419,3.749,2.850,3.168,,
23-05-2012,14:14:47,10.026,4.480,2.956,3.195,,
23-05-2012,15:14:47,5.050,3.617,3.063,3.248,,
23-05-2012,16:14:47,3.617,3.142,3.142,3.327,,
23-05-2012,17:14:47,2.262,2.664,3.168,3.380,,
23-05-2012,18:14:47,1.913,2.396,3.168,3.406,,
23-05-2012,19:14:47,2.289,2.262,3.116,3.406,,
23-05-2012,20:14:47,2.744,2.262,3.063,3.406,,
23-05-2012,21:14:47,3.301,2.370,3.036,3.406,,
23-05-2012,22:14:47,3.643,2.503,3.009,3.380,,
23-05-2012,23:14:47,4.011,2.664,3.009,3.380,,
24-05-2012,00:14:47,3.775,2.664,3.036,3.380,,
24-05-2012,01:14:47,3.538,2.637,3.036,3.380,,
24-05-2012,02:14:47,3.827,2.717,3.063,3.380,,
24-05-2012,03:14:47,2.877,2.530,3.063,3.406,,
24-05-2012,04:14:47,3.089,2.610,3.063,3.406,,
24-05-2012,05:14:47,3.009,2.584,3.089,3.406,,
24-05-2012,06:14:47,2.744,2.530,3.089,3.433,,
24-05-2012,07:14:47,2.450,2.423,3.116,3.433,,
24-05-2012,08:14:47,2.343,2.503,3.116,3.433,,
24-05-2012,09:14:47,3.036,2.770,3.116,3.433,,
24-05-2012,10:14:47,3.985,3.142,3.168,3.433,,
24-05-2012,11:14:47,6.458,4.063,3.248,3.459,,
24-05-2012,12:14:47,5.924,4.168,3.406,3.512,,
24-05-2012,13:14:47,5.308,3.985,3.564,3.591,,
24-05-2012,14:14:47,4.324,3.722,3.696,3.696,,
24-05-2012,15:14:47,3.985,3.591,3.775,3.775,,
24-05-2012,16:14:47,3.433,3.354,3.801,3.827,,
24-05-2012,17:14:47,2.903,3.116,3.722,3.854,,
24-05-2012,18:14:47,3.009,3.195,3.617,3.827,,
24-05-2012,19:14:47,2.930,3.168,3.564,3.801,,
24-05-2012,20:14:47,3.116,3.248,3.512,3.775,,
24-05-2012,21:14:47,3.089,3.221,3.512,3.775,,
24-05-2012,22:14:47,2.128,2.557,3.485,3.749,,
24-05-2012,23:14:47,2.530,2.744,3.406,3.722,,
25-05-2012,00:14:47,1.371,2.343,3.327,3.696,,
25-05-2012,01:14:47,1.208,2.450,3.274,3.670,,
25-05-2012,02:14:47,0.467,1.913,3.221,3.617,,
25-05-2012,03:14:47,0.329,1.940,3.168,3.591,,
25-05-2012,04:14:47,0.329,1.967,3.116,3.564,,
25-05-2012,05:14:47,0.107,1.967,3.063,3.512,,
25-05-2012,06:14:47,-0.591,1.778,3.036,3.485,,
25-05-2012,07:14:47,-1.071,1.615,3.009,3.459,,
25-05-2012,08:14:47,-1.527,1.262,2.983,3.433,,
25-05-2012,09:14:47,-1.756,1.017,2.930,3.406,,
25-05-2012,10:14:47,-2.160,0.880,2.850,3.380,,
25-05-2012,11:14:47,-2.073,0.825,2.797,3.327,,
25-05-2012,12:14:47,-1.699,0.934,2.717,3.301,,
25-05-2012,13:14:47,-1.213,0.742,2.664,3.248,,
25-05-2012,14:14:47,-0.817,0.880,2.610,3.195,,
25-05-2012,15:14:47,-0.648,1.044,2.584,3.168,,
25-05-2012,16:14:47,-0.648,1.099,2.530,3.116,,
25-05-2012,17:14:47,-0.986,1.099,2.503,3.089,,
25-05-2012,18:14:47,-1.100,1.044,2.477,3.036,,
25-05-2012,19:14:47,-1.270,1.071,2.450,3.009,,
25-05-2012,20:14:47,-0.817,1.126,2.423,2.983,,
25-05-2012,21:14:47,-0.535,1.180,2.396,2.983,,
25-05-2012,22:14:47,-0.311,1.235,2.370,2.956,,
25-05-2012,23:14:47,-0.227,1.262,2.370,2.930,,
26-05-2012,00:14:47,-0.032,1.344,2.370,2.930,,
26-05-2012,01:14:47,0.079,1.371,2.343,2.903,,
26-05-2012,02:14:47,0.107,1.425,2.343,2.877,,
26-05-2012,03:14:47,0.218,1.453,2.343,2.877,,
26-05-2012,04:14:47,0.273,1.507,2.343,2.877,,
26-05-2012,05:14:47,0.301,1.534,2.316,2.877,,
26-05-2012,06:14:47,0.329,1.561,2.316,2.850,,
26-05-2012,07:14:47,0.356,1.588,2.316,2.850,,
26-05-2012,08:14:47,0.439,1.615,2.316,2.850,,
26-05-2012,09:14:47,0.522,1.643,2.316,2.850,,
26-05-2012,10:14:47,0.522,1.670,2.343,2.850,,
26-05-2012,11:14:47,0.605,1.697,2.343,2.850,,
26-05-2012,12:14:47,0.577,1.697,2.343,2.850,,
26-05-2012,13:14:47,0.550,1.724,2.343,2.850,,
26-05-2012,14:14:47,0.605,1.751,2.343,2.850,,
26-05-2012,15:14:47,0.660,1.778,2.343,2.850,,
26-05-2012,16:14:47,0.660,1.805,2.343,2.850,,
26-05-2012,17:14:47,0.687,1.805,2.370,2.850,,
26-05-2012,18:14:47,0.742,1.805,2.370,2.850,,
26-05-2012,19:14:47,0.742,1.832,2.370,2.850,,
26-05-2012,20:14:47,0.660,1.859,2.396,2.850,,
26-05-2012,21:14:47,0.715,1.859,2.396,2.877,,
26-05-2012,22:14:47,0.687,1.859,2.423,2.877,,
26-05-2012,23:14:47,0.687,1.832,2.423,2.877,,
27-05-2012,00:14:47,0.715,1.805,2.423,2.877,,
27-05-2012,01:14:47,0.742,1.832,2.450,2.903,,
27-05-2012,02:14:47,0.660,1.778,2.450,2.903,,
27-05-2012,03:14:47,0.660,1.778,2.450,2.903,,
27-05-2012,04:14:47,0.632,1.751,2.450,2.903,,
27-05-2012,05:14:47,0.715,1.751,2.450,2.903,,
27-05-2012,06:14:47,0.687,1.778,2.450,2.903,,
27-05-2012,07:14:47,0.715,1.778,2.450,2.903,,
27-05-2012,08:14:47,0.687,1.778,2.450,2.903,,
27-05-2012,09:14:47,0.825,1.805,2.450,2.903,,
27-05-2012,10:14:47,0.852,1.859,2.450,2.903,,
27-05-2012,11:14:47,0.797,1.859,2.450,2.903,,
27-05-2012,12:14:47,0.907,1.886,2.450,2.903,,
27-05-2012,13:14:47,0.880,1.886,2.450,2.903,,
27-05-2012,14:14:47,0.715,1.886,2.450,2.903,,
27-05-2012,15:14:47,0.687,1.859,2.450,2.903,,
27-05-2012,16:14:47,0.742,1.859,2.450,2.903,,
27-05-2012,17:14:47,0.934,1.913,2.450,2.903,,
27-05-2012,18:14:47,0.797,1.940,2.450,2.903,,
27-05-2012,19:14:47,0.825,1.913,2.477,2.903,,
27-05-2012,20:14:47,0.934,1.940,2.477,2.903,,
27-05-2012,21:14:47,0.770,1.913,2.477,2.903,,
27-05-2012,22:14:47,0.825,1.940,2.477,2.930,,
27-05-2012,23:14:47,0.825,1.940,2.477,2.930,,
28-05-2012,00:14:47,0.770,1.913,2.477,2.930,,
28-05-2012,01:14:47,0.770,1.886,2.450,2.930,,
28-05-2012,02:14:47,0.797,1.886,2.450,2.903,,
28-05-2012,03:14:47,0.632,1.751,2.423,2.903,,
28-05-2012,04:14:47,0.660,1.751,2.396,2.903,,
28-05-2012,05:14:47,0.715,1.778,2.370,2.877,,
28-05-2012,06:14:47,0.770,1.778,2.370,2.850,,
28-05-2012,07:14:47,0.715,1.805,2.343,2.850,,
28-05-2012,08:14:47,0.742,1.832,2.370,2.850,,
28-05-2012,09:14:47,0.660,1.832,2.343,2.850,,
28-05-2012,10:14:47,0.522,1.778,2.343,2.823,,
28-05-2012,11:14:47,0.550,1.778,2.343,2.823,,
28-05-2012,12:14:47,0.605,1.805,2.343,2.823,,
28-05-2012,13:14:47,0.825,1.859,2.343,2.823,,
28-05-2012,14:14:47,0.907,1.913,2.370,2.823,,
28-05-2012,15:14:47,0.989,1.940,2.370,2.823,,
28-05-2012,16:14:47,0.742,1.940,2.396,2.850,,
28-05-2012,17:14:47,0.797,1.940,2.396,2.823,,
28-05-2012,18:14:47,0.907,1.967,2.423,2.850,,
28-05-2012,19:14:47,0.962,1.994,2.423,2.850,,
28-05-2012,20:14:47,0.907,2.021,2.450,2.850,,
28-05-2012,21:14:47,0.962,2.021,2.450,2.877,,
28-05-2012,22:14:47,0.989,2.021,2.477,2.877,,
