"Date","Time, GMT+11:00","Temp, ¡C","Temp, ¡C","Temp, ¡C","Temp, ¡C","Host Connected","End Of File"
12-05-2012,05:00:00,-3.124,1.180,2.664,3.854,,
12-05-2012,06:00:00,-4.076,1.099,2.557,3.749,,
12-05-2012,07:00:00,-4.987,0.989,2.423,3.643,,
12-05-2012,08:00:00,-6.738,0.880,2.316,3.538,,
12-05-2012,09:00:00,-3.065,0.797,2.182,3.406,,
12-05-2012,10:00:00,1.697,0.797,2.101,3.327,,
12-05-2012,11:00:00,4.089,0.825,2.074,3.221,,
12-05-2012,12:00:00,6.611,0.907,3.036,3.248,,
12-05-2012,13:00:00,7.970,1.534,4.818,3.564,,
12-05-2012,14:00:00,7.318,3.643,5.668,4.011,,
12-05-2012,15:00:00,5.949,5.179,5.539,4.272,,
12-05-2012,16:00:00,2.262,5.102,5.102,4.376,,
12-05-2012,17:00:00,-0.817,3.643,4.532,4.376,,
12-05-2012,18:00:00,-1.929,2.557,3.932,4.246,,
12-05-2012,19:00:00,-1.470,2.155,3.485,4.063,,
12-05-2012,20:00:00,-1.527,1.886,3.221,3.906,,
12-05-2012,21:00:00,-1.498,1.670,3.009,3.801,,
12-05-2012,22:00:00,-1.498,1.643,2.823,3.670,,
12-05-2012,23:00:00,-1.384,1.670,2.717,3.564,,
13-05-2012,00:00:00,-1.470,1.697,2.690,3.512,,
13-05-2012,01:00:00,-1.498,1.724,2.637,3.433,,
13-05-2012,02:00:00,-1.584,1.751,2.637,3.406,,
13-05-2012,03:00:00,-1.470,1.778,2.610,3.380,,
13-05-2012,04:00:00,-1.242,1.805,2.610,3.354,,
13-05-2012,05:00:00,-1.299,1.805,2.610,3.327,,
13-05-2012,06:00:00,-1.384,1.832,2.610,3.327,,
13-05-2012,07:00:00,-1.413,1.859,2.610,3.301,,
13-05-2012,08:00:00,-1.299,1.859,2.610,3.274,,
13-05-2012,09:00:00,-0.817,1.859,2.610,3.274,,
13-05-2012,10:00:00,-0.311,1.886,2.610,3.248,,
13-05-2012,11:00:00,-0.004,1.859,2.637,3.274,,
13-05-2012,12:00:00,0.273,1.859,2.690,3.248,,
13-05-2012,13:00:00,0.107,1.832,2.717,3.274,,
13-05-2012,14:00:00,0.273,1.805,2.770,3.274,,
13-05-2012,15:00:00,-0.060,1.805,2.956,3.301,,
13-05-2012,16:00:00,-0.255,1.778,3.009,3.327,,
13-05-2012,17:00:00,-0.591,1.859,2.983,3.354,,
13-05-2012,18:00:00,-1.641,1.859,2.823,3.327,,
13-05-2012,19:00:00,-1.584,1.778,2.584,3.274,,
13-05-2012,20:00:00,-1.871,1.751,2.450,3.195,,
13-05-2012,21:00:00,-2.073,1.724,2.343,3.116,,
13-05-2012,22:00:00,-2.334,1.615,2.236,3.036,,
13-05-2012,23:00:00,-2.742,1.507,2.155,2.983,,
14-05-2012,00:00:00,-3.153,1.371,2.074,2.930,,
14-05-2012,01:00:00,-3.538,1.289,1.994,2.850,,
14-05-2012,02:00:00,-3.183,1.235,1.940,2.797,,
14-05-2012,03:00:00,-3.777,1.235,1.886,2.744,,
14-05-2012,04:00:00,-4.137,1.208,1.832,2.690,,
14-05-2012,05:00:00,-3.568,1.180,1.778,2.664,,
14-05-2012,06:00:00,-3.508,1.180,1.751,2.610,,
14-05-2012,07:00:00,-3.657,1.180,1.697,2.584,,
14-05-2012,08:00:00,-3.866,1.126,1.670,2.530,,
14-05-2012,09:00:00,-3.065,1.099,1.643,2.503,,
14-05-2012,10:00:00,-2.421,1.153,1.615,2.450,,
14-05-2012,11:00:00,-1.242,1.235,1.588,2.423,,
14-05-2012,12:00:00,0.135,1.344,1.588,2.396,,
14-05-2012,13:00:00,1.235,1.425,1.670,2.396,,
14-05-2012,14:00:00,2.047,1.534,2.155,2.423,,
14-05-2012,15:00:00,2.690,1.832,2.557,2.557,,
14-05-2012,16:00:00,1.643,2.182,2.690,2.664,,
14-05-2012,17:00:00,0.797,2.155,2.690,2.744,,
14-05-2012,18:00:00,0.605,2.021,2.584,2.797,,
14-05-2012,19:00:00,0.660,1.913,2.503,2.797,,
14-05-2012,20:00:00,0.687,1.886,2.450,2.797,,
14-05-2012,21:00:00,0.605,1.859,2.423,2.797,,
14-05-2012,22:00:00,0.356,1.805,2.423,2.823,,
14-05-2012,23:00:00,-0.620,1.425,2.316,2.797,,
15-05-2012,00:00:00,-0.760,1.208,2.128,2.744,,
15-05-2012,01:00:00,-0.930,1.071,1.994,2.690,,
15-05-2012,02:00:00,-0.620,1.017,1.913,2.610,,
15-05-2012,03:00:00,-0.732,0.962,1.832,2.584,,
15-05-2012,04:00:00,-1.100,0.934,1.805,2.530,,
15-05-2012,05:00:00,-0.760,0.880,1.751,2.477,,
15-05-2012,06:00:00,-0.311,0.934,1.724,2.450,,
15-05-2012,07:00:00,0.051,1.017,1.724,2.423,,
15-05-2012,08:00:00,0.218,1.126,1.724,2.396,,
15-05-2012,09:00:00,1.071,1.289,1.751,2.396,,
15-05-2012,10:00:00,2.101,1.670,1.913,2.423,,
15-05-2012,11:00:00,2.983,2.236,2.343,2.503,,
15-05-2012,12:00:00,5.102,2.903,2.797,2.690,,
15-05-2012,13:00:00,6.026,3.958,3.564,2.956,,
15-05-2012,14:00:00,8.270,4.844,4.220,3.301,,
15-05-2012,15:00:00,6.661,5.719,4.766,3.617,,
15-05-2012,16:00:00,4.324,5.462,4.844,3.906,,
15-05-2012,17:00:00,3.036,4.818,4.688,4.037,,
15-05-2012,18:00:00,1.805,4.246,4.428,4.089,,
15-05-2012,19:00:00,1.480,3.564,4.063,4.037,,
15-05-2012,20:00:00,1.805,3.433,3.827,3.932,,
15-05-2012,21:00:00,1.317,3.274,3.696,3.880,,
15-05-2012,22:00:00,1.180,3.116,3.591,3.801,,
15-05-2012,23:00:00,0.107,2.690,3.406,3.749,,
16-05-2012,00:00:00,-1.727,2.101,3.116,3.643,,
16-05-2012,01:00:00,-2.102,1.805,2.850,3.512,,
16-05-2012,02:00:00,-2.683,1.561,2.637,3.354,,
16-05-2012,03:00:00,-2.742,1.371,2.450,3.248,,
16-05-2012,04:00:00,-2.859,1.289,2.316,3.142,,
16-05-2012,05:00:00,-2.015,1.235,2.209,3.036,,
16-05-2012,06:00:00,-2.654,1.208,2.155,2.930,,
16-05-2012,07:00:00,-5.018,1.017,2.074,2.877,,
16-05-2012,08:00:00,-6.325,0.907,1.967,2.797,,
16-05-2012,09:00:00,-1.157,0.907,1.886,2.717,,
16-05-2012,10:00:00,3.512,1.017,1.886,2.664,,
16-05-2012,11:00:00,4.272,1.859,2.128,2.637,,
16-05-2012,12:00:00,6.051,2.850,2.717,2.744,,
16-05-2012,13:00:00,10.222,3.142,3.591,3.036,,
16-05-2012,14:00:00,8.270,4.844,4.714,3.433,,
16-05-2012,15:00:00,6.965,5.360,5.050,3.801,,
16-05-2012,16:00:00,4.818,5.050,5.128,4.063,,
16-05-2012,17:00:00,4.662,4.688,4.947,4.220,,
16-05-2012,18:00:00,3.195,4.350,4.688,4.246,,
16-05-2012,19:00:00,2.530,4.037,4.428,4.220,,
16-05-2012,20:00:00,2.074,3.775,4.194,4.168,,
16-05-2012,21:00:00,1.832,3.617,4.037,4.089,,
16-05-2012,22:00:00,0.989,3.354,3.880,4.037,,
16-05-2012,23:00:00,-0.902,2.797,3.617,3.958,,
17-05-2012,00:00:00,-4.530,2.101,3.274,3.827,,
17-05-2012,01:00:00,-5.357,1.643,2.930,3.643,,
17-05-2012,02:00:00,-6.388,1.371,2.664,3.485,,
17-05-2012,03:00:00,-7.122,1.180,2.450,3.327,,
17-05-2012,04:00:00,-5.480,1.044,2.262,3.168,,
17-05-2012,05:00:00,-6.674,0.962,2.128,3.036,,
17-05-2012,06:00:00,-6.738,0.852,1.994,2.930,,
17-05-2012,07:00:00,-7.090,0.770,1.886,2.823,,
17-05-2012,08:00:00,-7.575,0.687,1.778,2.744,,
17-05-2012,09:00:00,-4.167,0.605,1.670,2.637,,
17-05-2012,10:00:00,3.512,0.605,1.588,2.557,,
17-05-2012,11:00:00,8.693,0.660,1.561,2.477,,
17-05-2012,12:00:00,11.516,0.770,2.155,2.450,,
17-05-2012,13:00:00,13.161,1.859,3.906,2.690,,
17-05-2012,14:00:00,12.389,4.246,5.076,3.168,,
17-05-2012,15:00:00,11.589,6.026,5.205,3.512,,
17-05-2012,16:00:00,9.238,6.560,4.973,3.722,,
17-05-2012,17:00:00,4.532,5.282,4.610,3.827,,
17-05-2012,18:00:00,-0.255,3.906,4.168,3.827,,
17-05-2012,19:00:00,-4.408,2.664,3.591,3.722,,
17-05-2012,20:00:00,-6.802,1.832,3.089,3.538,,
17-05-2012,21:00:00,-6.325,1.425,2.717,3.380,,
17-05-2012,22:00:00,-4.560,1.180,2.450,3.221,,
17-05-2012,23:00:00,-1.384,1.017,2.236,3.063,,
18-05-2012,00:00:00,-1.441,0.907,2.074,2.930,,
18-05-2012,01:00:00,-0.339,0.797,1.940,2.823,,
18-05-2012,02:00:00,-0.958,0.715,1.832,2.717,,
18-05-2012,03:00:00,-1.299,0.632,1.724,2.637,,
18-05-2012,04:00:00,-2.015,0.550,1.615,2.530,,
18-05-2012,05:00:00,-2.596,0.495,1.534,2.450,,
18-05-2012,06:00:00,-0.676,0.467,1.453,2.370,,
18-05-2012,07:00:00,-1.556,0.384,1.371,2.316,,
18-05-2012,08:00:00,-0.760,0.356,1.317,2.236,,
18-05-2012,09:00:00,3.327,0.384,1.262,2.182,,
18-05-2012,10:00:00,3.643,0.439,1.235,2.128,,
18-05-2012,11:00:00,2.903,0.439,1.235,2.074,,
18-05-2012,12:00:00,7.368,0.577,1.208,2.047,,
18-05-2012,13:00:00,10.687,1.751,2.182,2.074,,
18-05-2012,14:00:00,8.717,3.221,3.459,2.450,,
18-05-2012,15:00:00,5.334,3.301,3.696,2.823,,
18-05-2012,16:00:00,4.480,3.406,3.696,3.036,,
18-05-2012,17:00:00,5.360,3.459,3.722,3.168,,
18-05-2012,18:00:00,2.477,2.956,3.617,3.274,,
18-05-2012,19:00:00,1.262,2.423,3.301,3.274,,
18-05-2012,20:00:00,1.208,2.047,2.983,3.221,,
18-05-2012,21:00:00,-0.930,1.643,2.744,3.116,,
18-05-2012,22:00:00,-0.479,1.344,2.450,3.009,,
18-05-2012,23:00:00,-0.283,1.208,2.262,2.877,,
19-05-2012,00:00:00,-0.143,1.126,2.101,2.770,,
19-05-2012,01:00:00,0.273,1.126,2.021,2.690,,
19-05-2012,02:00:00,-0.004,1.044,1.967,2.637,,
19-05-2012,03:00:00,-0.032,0.989,1.913,2.584,,
19-05-2012,04:00:00,0.273,1.017,1.859,2.530,,
19-05-2012,05:00:00,0.079,0.962,1.832,2.477,,
19-05-2012,06:00:00,0.135,0.962,1.778,2.450,,
19-05-2012,07:00:00,-0.004,0.934,1.751,2.423,,
19-05-2012,08:00:00,0.107,0.934,1.724,2.370,,
19-05-2012,09:00:00,0.687,0.962,1.697,2.343,,
19-05-2012,10:00:00,1.235,1.126,1.724,2.316,,
19-05-2012,11:00:00,2.477,1.344,1.805,2.316,,
19-05-2012,12:00:00,8.319,2.503,2.423,2.396,,
19-05-2012,13:00:00,8.792,3.670,3.854,2.717,,
19-05-2012,14:00:00,9.287,4.869,4.740,3.195,,
19-05-2012,15:00:00,8.145,5.205,4.921,3.538,,
19-05-2012,16:00:00,5.179,4.869,4.921,3.775,,
19-05-2012,17:00:00,3.985,4.480,4.688,3.906,,
19-05-2012,18:00:00,1.453,3.775,4.376,3.932,,
19-05-2012,19:00:00,-2.508,2.877,3.932,3.854,,
19-05-2012,20:00:00,-4.076,2.047,3.380,3.696,,
19-05-2012,21:00:00,-5.326,1.561,2.903,3.485,,
19-05-2012,22:00:00,-4.318,1.453,2.637,3.301,,
19-05-2012,23:00:00,-3.807,1.262,2.396,3.142,,
20-05-2012,00:00:00,-0.760,1.289,2.262,3.009,,
20-05-2012,01:00:00,-0.339,1.480,2.209,2.903,,
20-05-2012,02:00:00,-0.676,1.453,2.155,2.823,,
20-05-2012,03:00:00,-3.183,1.317,2.155,2.797,,
20-05-2012,04:00:00,-3.538,0.989,1.994,2.717,,
20-05-2012,05:00:00,-5.698,0.852,1.886,2.637,,
20-05-2012,06:00:00,-6.579,0.742,1.778,2.557,,
20-05-2012,07:00:00,-7.575,0.632,1.697,2.477,,
20-05-2012,08:00:00,-8.099,0.550,1.588,2.423,,
20-05-2012,09:00:00,-5.480,0.467,1.507,2.343,,
20-05-2012,10:00:00,2.128,0.439,1.425,2.262,,
20-05-2012,11:00:00,6.026,0.495,1.371,2.209,,
20-05-2012,12:00:00,9.632,0.632,1.994,2.182,,
20-05-2012,13:00:00,11.832,1.561,3.775,2.450,,
20-05-2012,14:00:00,11.734,4.298,4.921,2.903,,
20-05-2012,15:00:00,10.638,6.026,5.076,3.301,,
20-05-2012,16:00:00,7.469,6.306,4.844,3.512,,
20-05-2012,17:00:00,3.406,4.947,4.480,3.617,,
20-05-2012,18:00:00,-1.785,3.538,4.011,3.617,,
20-05-2012,19:00:00,-1.527,2.690,3.459,3.512,,
20-05-2012,20:00:00,-5.418,1.859,3.036,3.354,,
20-05-2012,21:00:00,-6.738,1.398,2.637,3.195,,
20-05-2012,22:00:00,-7.090,1.099,2.370,3.036,,
20-05-2012,23:00:00,-7.219,0.907,2.128,2.877,,
21-05-2012,00:00:00,-6.898,0.742,1.940,2.744,,
21-05-2012,01:00:00,-2.508,0.687,1.805,2.637,,
21-05-2012,02:00:00,-1.043,0.687,1.697,2.530,,
21-05-2012,03:00:00,-1.071,0.660,1.615,2.450,,
21-05-2012,04:00:00,-2.625,0.605,1.561,2.370,,
21-05-2012,05:00:00,-3.124,0.550,1.480,2.316,,
21-05-2012,06:00:00,-2.888,0.495,1.425,2.262,,
21-05-2012,07:00:00,-2.859,0.439,1.371,2.182,,
21-05-2012,08:00:00,-3.866,0.412,1.317,2.128,,
21-05-2012,09:00:00,-2.189,0.356,1.262,2.074,,
21-05-2012,10:00:00,0.495,0.384,1.235,2.047,,
21-05-2012,11:00:00,3.670,0.412,1.235,1.994,,
21-05-2012,12:00:00,5.411,0.522,1.643,1.994,,
21-05-2012,13:00:00,7.293,0.742,3.089,2.182,,
21-05-2012,14:00:00,7.142,2.690,3.932,2.530,,
21-05-2012,15:00:00,5.719,4.272,3.932,2.797,,
21-05-2012,16:00:00,4.037,4.324,3.643,2.903,,
21-05-2012,17:00:00,0.550,3.142,3.274,2.930,,
21-05-2012,18:00:00,-1.356,1.994,2.850,2.877,,
21-05-2012,19:00:00,-1.900,1.371,2.450,2.770,,
21-05-2012,20:00:00,-2.015,1.071,2.155,2.690,,
21-05-2012,21:00:00,-1.584,0.934,1.967,2.557,,
21-05-2012,22:00:00,-2.276,0.852,1.832,2.477,,
21-05-2012,23:00:00,-2.508,0.715,1.724,2.396,,
22-05-2012,00:00:00,-2.334,0.632,1.643,2.316,,
22-05-2012,01:00:00,-1.413,0.577,1.561,2.262,,
22-05-2012,02:00:00,-0.930,0.550,1.507,2.209,,
22-05-2012,03:00:00,-0.676,0.550,1.453,2.155,,
22-05-2012,04:00:00,-0.367,0.522,1.398,2.101,,
22-05-2012,05:00:00,0.135,0.550,1.371,2.074,,
22-05-2012,06:00:00,-0.199,0.550,1.371,2.047,,
22-05-2012,07:00:00,-0.339,0.550,1.344,2.021,,
22-05-2012,08:00:00,0.079,0.550,1.344,1.994,,
22-05-2012,09:00:00,0.467,0.550,1.317,1.967,,
22-05-2012,10:00:00,2.664,0.632,1.317,1.967,,
22-05-2012,11:00:00,4.792,1.289,1.480,1.940,,
22-05-2012,12:00:00,4.011,2.128,2.047,2.021,,
22-05-2012,13:00:00,3.009,2.477,2.637,2.262,,
22-05-2012,14:00:00,2.182,2.503,2.850,2.477,,
22-05-2012,15:00:00,2.770,2.610,2.877,2.610,,
22-05-2012,16:00:00,2.956,2.744,2.930,2.717,,
22-05-2012,17:00:00,1.886,2.584,2.956,2.797,,
22-05-2012,18:00:00,0.742,2.236,2.877,2.850,,
22-05-2012,19:00:00,1.126,2.074,2.717,2.823,,
22-05-2012,20:00:00,1.425,2.047,2.637,2.797,,
22-05-2012,21:00:00,1.153,2.047,2.584,2.770,,
22-05-2012,22:00:00,1.398,2.047,2.557,2.744,,
22-05-2012,23:00:00,1.615,2.074,2.530,2.744,,
23-05-2012,00:00:00,1.480,2.021,2.530,2.744,,
23-05-2012,01:00:00,1.507,2.021,2.503,2.744,,
23-05-2012,02:00:00,1.235,1.886,2.450,2.744,,
23-05-2012,03:00:00,1.235,1.805,2.396,2.717,,
23-05-2012,04:00:00,1.126,1.697,2.316,2.690,,
23-05-2012,05:00:00,0.797,1.588,2.236,2.637,,
23-05-2012,06:00:00,0.550,1.453,2.155,2.610,,
23-05-2012,07:00:00,0.989,1.425,2.047,2.557,,
23-05-2012,08:00:00,0.687,1.480,2.047,2.503,,
23-05-2012,09:00:00,1.126,1.480,2.047,2.503,,
23-05-2012,10:00:00,2.903,1.643,2.128,2.477,,
23-05-2012,11:00:00,3.617,1.913,2.370,2.530,,
23-05-2012,12:00:00,5.205,2.450,2.983,2.637,,
23-05-2012,13:00:00,3.722,3.063,3.670,2.877,,
23-05-2012,14:00:00,6.712,3.827,3.775,3.063,,
23-05-2012,15:00:00,6.509,4.792,3.958,3.221,,
23-05-2012,16:00:00,4.063,4.506,3.854,3.301,,
23-05-2012,17:00:00,3.301,3.749,3.696,3.354,,
23-05-2012,18:00:00,1.670,3.009,3.433,3.354,,
23-05-2012,19:00:00,1.371,2.477,3.116,3.274,,
23-05-2012,20:00:00,1.480,2.155,2.877,3.168,,
23-05-2012,21:00:00,2.047,2.047,2.690,3.063,,
23-05-2012,22:00:00,2.797,2.047,2.584,2.983,,
23-05-2012,23:00:00,3.195,2.155,2.557,2.930,,
24-05-2012,00:00:00,3.775,2.343,2.584,2.903,,
24-05-2012,01:00:00,3.485,2.370,2.637,2.903,,
24-05-2012,02:00:00,2.877,2.316,2.664,2.903,,
24-05-2012,03:00:00,3.459,2.316,2.637,2.903,,
24-05-2012,04:00:00,2.877,2.343,2.664,2.903,,
24-05-2012,05:00:00,3.168,2.396,2.690,2.903,,
24-05-2012,06:00:00,3.116,2.396,2.717,2.903,,
24-05-2012,07:00:00,2.903,2.343,2.717,2.930,,
24-05-2012,08:00:00,2.155,2.155,2.690,2.930,,
24-05-2012,09:00:00,2.877,2.209,2.637,2.903,,
24-05-2012,10:00:00,4.246,2.530,2.690,2.903,,
24-05-2012,11:00:00,4.662,3.036,2.983,2.956,,
24-05-2012,12:00:00,7.444,3.775,3.459,3.089,,
24-05-2012,13:00:00,7.494,4.324,3.854,3.301,,
24-05-2012,14:00:00,6.000,4.246,4.011,3.485,,
24-05-2012,15:00:00,3.854,4.037,4.037,3.591,,
24-05-2012,16:00:00,3.354,3.827,3.932,3.643,,
24-05-2012,17:00:00,2.664,3.512,3.749,3.643,,
24-05-2012,18:00:00,2.182,3.116,3.512,3.617,,
24-05-2012,19:00:00,2.637,3.142,3.380,3.512,,
24-05-2012,20:00:00,2.396,3.036,3.301,3.459,,
24-05-2012,21:00:00,2.717,3.063,3.274,3.433,,
24-05-2012,22:00:00,2.557,3.089,3.301,3.406,,
24-05-2012,23:00:00,1.208,2.717,3.195,3.380,,
25-05-2012,00:00:00,1.832,2.637,3.036,3.301,,
25-05-2012,01:00:00,0.135,1.994,2.903,3.248,,
25-05-2012,02:00:00,0.384,1.994,2.717,3.142,,
25-05-2012,03:00:00,0.246,1.670,2.584,3.036,,
25-05-2012,04:00:00,-0.143,1.534,2.370,2.930,,
25-05-2012,05:00:00,-0.367,1.615,2.289,2.850,,
25-05-2012,06:00:00,-0.479,1.670,2.262,2.770,,
25-05-2012,07:00:00,-0.930,1.697,2.236,2.744,,
25-05-2012,08:00:00,-1.327,1.724,2.209,2.690,,
25-05-2012,09:00:00,-1.699,1.670,2.155,2.664,,
25-05-2012,10:00:00,-1.842,1.670,2.047,2.610,,
25-05-2012,11:00:00,-1.842,1.670,2.021,2.557,,
25-05-2012,12:00:00,-1.584,1.697,2.021,2.530,,
25-05-2012,13:00:00,-0.367,1.697,2.047,2.503,,
25-05-2012,14:00:00,-0.255,1.697,2.047,2.503,,
25-05-2012,15:00:00,-0.283,1.697,2.047,2.503,,
25-05-2012,16:00:00,-0.311,1.724,2.047,2.477,,
25-05-2012,17:00:00,-0.479,1.697,2.047,2.477,,
25-05-2012,18:00:00,-0.873,1.615,2.047,2.477,,
25-05-2012,19:00:00,-0.958,1.561,2.047,2.477,,
25-05-2012,20:00:00,-0.873,1.480,2.021,2.450,,
25-05-2012,21:00:00,-0.873,1.507,2.021,2.423,,
25-05-2012,22:00:00,-0.760,1.507,2.021,2.423,,
25-05-2012,23:00:00,-0.676,1.534,2.021,2.423,,
26-05-2012,00:00:00,-0.563,1.534,2.021,2.423,,
26-05-2012,01:00:00,-0.535,1.561,2.021,2.396,,
26-05-2012,02:00:00,-0.451,1.561,2.021,2.396,,
26-05-2012,03:00:00,-0.479,1.561,2.021,2.396,,
26-05-2012,04:00:00,-0.479,1.588,2.021,2.396,,
26-05-2012,05:00:00,-0.451,1.588,2.021,2.396,,
26-05-2012,06:00:00,-0.423,1.588,2.047,2.370,,
26-05-2012,07:00:00,-0.367,1.561,2.047,2.370,,
26-05-2012,08:00:00,-0.367,1.588,2.047,2.370,,
26-05-2012,09:00:00,-0.395,1.588,2.047,2.370,,
26-05-2012,10:00:00,-0.395,1.588,2.047,2.370,,
26-05-2012,11:00:00,-0.283,1.588,2.047,2.370,,
26-05-2012,12:00:00,-0.199,1.615,2.047,2.370,,
26-05-2012,13:00:00,-0.143,1.615,2.047,2.370,,
26-05-2012,14:00:00,-0.088,1.615,2.047,2.370,,
26-05-2012,15:00:00,0.024,1.643,2.047,2.370,,
26-05-2012,16:00:00,0.051,1.643,2.047,2.370,,
26-05-2012,17:00:00,0.079,1.670,2.074,2.370,,
26-05-2012,18:00:00,0.024,1.670,2.074,2.370,,
26-05-2012,19:00:00,0.051,1.670,2.074,2.370,,
26-05-2012,20:00:00,0.051,1.670,2.047,2.370,,
26-05-2012,21:00:00,0.051,1.670,2.074,2.370,,
26-05-2012,22:00:00,0.079,1.670,2.047,2.370,,
26-05-2012,23:00:00,0.135,1.643,2.047,2.370,,
27-05-2012,00:00:00,0.079,1.615,2.047,2.370,,
27-05-2012,01:00:00,0.051,1.615,2.021,2.343,,
27-05-2012,02:00:00,-0.143,1.615,1.994,2.343,,
27-05-2012,03:00:00,-0.060,1.615,1.994,2.343,,
27-05-2012,04:00:00,-0.116,1.588,1.994,2.316,,
27-05-2012,05:00:00,-0.143,1.588,1.967,2.316,,
27-05-2012,06:00:00,-0.143,1.588,1.967,2.289,,
27-05-2012,07:00:00,-0.143,1.588,1.967,2.289,,
27-05-2012,08:00:00,-0.060,1.615,1.967,2.289,,
27-05-2012,09:00:00,-0.367,1.588,1.940,2.289,,
27-05-2012,10:00:00,-0.171,1.588,1.940,2.289,,
27-05-2012,11:00:00,0.024,1.615,1.967,2.289,,
27-05-2012,12:00:00,0.051,1.643,1.967,2.289,,
27-05-2012,13:00:00,0.079,1.615,1.967,2.289,,
27-05-2012,14:00:00,0.135,1.643,1.967,2.289,,
27-05-2012,15:00:00,0.135,1.643,1.967,2.289,,
27-05-2012,16:00:00,0.135,1.615,1.967,2.289,,
27-05-2012,17:00:00,0.079,1.643,1.967,2.262,,
27-05-2012,18:00:00,0.107,1.643,1.967,2.262,,
27-05-2012,19:00:00,0.079,1.643,1.967,2.262,,
27-05-2012,20:00:00,-0.004,1.615,1.967,2.262,,
27-05-2012,21:00:00,-0.004,1.615,1.967,2.262,,
27-05-2012,22:00:00,-0.171,1.615,1.967,2.262,,
27-05-2012,23:00:00,-0.423,1.615,1.967,2.262,,
28-05-2012,00:00:00,-0.648,1.615,1.940,2.262,,
28-05-2012,01:00:00,-0.986,1.615,1.940,2.262,,
28-05-2012,02:00:00,-1.128,1.588,1.940,2.262,,
28-05-2012,03:00:00,-1.213,1.561,1.940,2.262,,
28-05-2012,04:00:00,-1.327,1.507,1.913,2.262,,
28-05-2012,05:00:00,-1.299,1.480,1.886,2.236,,
28-05-2012,06:00:00,-1.242,1.453,1.859,2.209,,
28-05-2012,07:00:00,-1.015,1.453,1.832,2.182,,
28-05-2012,08:00:00,-0.789,1.507,1.832,2.182,,
28-05-2012,09:00:00,-0.563,1.507,1.832,2.182,,
28-05-2012,10:00:00,-0.311,1.507,1.859,2.182,,
28-05-2012,11:00:00,-0.060,1.507,1.859,2.155,,
28-05-2012,12:00:00,0.107,1.507,1.859,2.155,,
28-05-2012,13:00:00,0.273,1.534,1.859,2.155,,
28-05-2012,14:00:00,0.329,1.561,1.859,2.155,,
28-05-2012,15:00:00,0.384,1.588,1.886,2.182,,
28-05-2012,16:00:00,0.384,1.588,1.886,2.182,,
28-05-2012,17:00:00,0.356,1.588,1.913,2.182,,
28-05-2012,18:00:00,0.329,1.561,1.913,2.182,,
28-05-2012,19:00:00,0.301,1.561,1.913,2.182,,
28-05-2012,20:00:00,0.301,1.561,1.913,2.182,,
28-05-2012,21:00:00,0.301,1.561,1.886,2.182,,
