"Date","Time, GMT+11:00","Water Content, m³/m³ (LGR S/N: 9832566, SEN S/N: 9833752, LBL: 10cmBG)","Temp, °C (LGR S/N: 9832566, SEN S/N: 10284205)","RH, % (LGR S/N: 9832566, SEN S/N: 10284205)","DewPt, °C (LGR S/N: 9832566, SEN S/N: 10284205)"
27/02/19,03:01:27,0.1310,9.114,83.800,6.5
27/02/19,04:01:28,0.1310,8.543,82.500,5.7
27/02/19,05:01:29,0.1310,8.045,81.600,5.1
27/02/19,06:01:30,0.1310,7.494,80.500,4.4
27/02/19,07:01:31,0.1310,7.268,81.100,4.2
27/02/19,08:01:32,0.1310,8.643,86.800,6.6
27/02/19,09:01:33,0.1310,11.977,95.000,11.2
27/02/19,10:01:34,0.1318,14.768,88.700,12.9
27/02/19,11:01:35,0.1318,17.558,81.700,14.4
27/02/19,12:01:36,0.1318,19.722,78.500,15.9
27/02/19,13:01:37,0.1325,21.008,70.600,15.5
27/02/19,14:01:38,0.1325,22.298,71.400,16.9
27/02/19,15:01:39,0.1325,22.465,77.300,18.3
27/02/19,16:01:40,0.1325,21.843,75.600,17.4
27/02/19,17:01:41,0.1318,21.175,77.200,17.0
27/02/19,18:01:42,0.1303,19.579,75.100,15.1
27/02/19,19:01:43,0.1303,18.224,76.900,14.1
27/02/19,20:01:44,0.1296,16.272,74.400,11.7
27/02/19,21:01:45,0.1296,14.242,75.900,10.1
27/02/19,22:01:46,0.1288,12.727,76.100,8.6
27/02/19,23:01:47,0.1288,11.953,77.600,8.2
28/02/19,00:01:48,0.1281,10.810,76.800,6.9
28/02/19,01:01:49,0.1288,10.051,77.100,6.2
28/02/19,02:01:50,0.1288,9.361,77.200,5.6
28/02/19,03:01:51,0.1288,9.509,80.500,6.3
28/02/19,04:01:52,0.1281,9.312,82.100,6.4
28/02/19,05:01:53,0.1281,9.386,83.800,6.8
28/02/19,06:01:54,0.1281,9.312,84.900,6.9
28/02/19,07:01:55,0.1288,9.879,88.300,8.0
28/02/19,08:01:56,0.1281,10.932,91.800,9.7
28/02/19,09:01:57,0.1288,13.209,95.400,12.5
28/02/19,10:01:58,0.1288,15.652,93.000,14.5
28/02/19,11:01:59,0.1296,18.176,88.100,16.2
28/02/19,12:02:00,0.1296,20.460,82.100,17.3
28/02/19,13:02:01,0.1303,21.939,76.200,17.6
28/02/19,14:02:02,0.1303,22.609,74.300,17.8
28/02/19,15:02:03,0.1303,22.561,70.500,16.9
28/02/19,16:02:04,0.1296,21.963,69.900,16.2
28/02/19,17:02:05,0.1296,19.722,75.900,15.4
28/02/19,18:02:06,0.1288,17.605,85.200,15.1
28/02/19,19:02:07,0.1281,16.654,88.700,14.8
28/02/19,20:02:08,0.1281,15.247,89.200,13.5
28/02/19,21:02:09,0.1274,14.601,90.200,13.0
28/02/19,22:02:10,0.1274,13.762,89.800,12.1
28/02/19,23:02:11,0.1274,13.040,90.100,11.5
01/03/19,00:02:12,0.1281,12.582,92.100,11.3
01/03/19,01:02:13,0.1288,12.316,92.600,11.2
01/03/19,02:02:14,0.1281,11.783,91.800,10.5
01/03/19,03:02:15,0.1281,11.224,91.500,9.9
01/03/19,04:02:16,0.1281,10.761,90.700,9.3
01/03/19,05:02:17,0.1281,10.051,89.400,8.4
01/03/19,06:02:18,0.1281,9.706,89.500,8.1
01/03/19,07:02:19,0.1281,9.558,90.100,8.0
01/03/19,08:02:20,0.1274,10.320,92.100,9.1
01/03/19,09:02:21,0.1281,13.185,97.300,12.8
01/03/19,10:02:22,0.1281,15.557,95.700,14.9
01/03/19,11:02:23,0.1288,18.604,90.100,17.0
01/03/19,12:02:24,0.1296,20.936,83.100,18.0
01/03/19,13:02:25,0.1303,22.585,77.900,18.6
01/03/19,14:02:26,0.1303,21.748,67.200,15.4
01/03/19,15:02:27,0.1303,21.246,62.000,13.7
01/03/19,16:02:28,0.1296,20.079,61.300,12.4
01/03/19,17:02:29,0.1288,19.294,61.400,11.7
01/03/19,18:02:30,0.1281,18.176,59.000,10.1
01/03/19,19:02:31,0.1274,17.510,63.100,10.4
01/03/19,20:02:32,0.1267,15.891,66.200,9.6
01/03/19,21:02:33,0.1267,13.473,68.300,7.8
01/03/19,22:02:34,0.1259,12.654,71.800,7.7
01/03/19,23:02:35,0.1259,12.219,71.300,7.2
02/03/19,00:02:36,0.1259,11.880,75.100,7.6
02/03/19,01:02:37,0.1252,11.832,78.500,8.2
02/03/19,02:02:38,0.1252,11.662,79.400,8.2
02/03/19,03:02:39,0.1252,11.540,79.600,8.1
02/03/19,04:02:40,0.1259,11.321,78.300,7.7
02/03/19,05:02:41,0.1252,11.029,80.400,7.8
02/03/19,06:02:42,0.1259,10.810,82.200,7.9
02/03/19,07:02:43,0.1259,10.956,85.600,8.6
02/03/19,08:02:44,0.1252,11.540,88.100,9.7
02/03/19,09:02:45,0.1259,13.522,88.000,11.6
02/03/19,10:02:46,0.1267,15.724,82.400,12.8
02/03/19,11:02:47,0.1267,18.366,76.700,14.2
02/03/19,12:02:48,0.1267,20.293,71.600,15.0
02/03/19,13:02:49,0.1274,21.795,68.600,15.8
02/03/19,14:02:50,0.1274,22.968,70.200,17.3
02/03/19,15:02:51,0.1274,22.465,70.800,16.9
02/03/19,16:02:52,0.1267,21.915,68.800,15.9
02/03/19,17:02:53,0.1259,20.436,65.800,13.8
02/03/19,18:02:54,0.1252,18.818,65.300,12.2
02/03/19,19:02:55,0.1252,17.106,67.600,11.1
02/03/19,20:02:56,0.1245,15.891,71.200,10.7
02/03/19,21:02:57,0.1245,14.026,71.300,8.9
02/03/19,22:02:58,0.1245,12.847,73.500,8.2
02/03/19,23:02:59,0.1245,12.558,78.300,8.9
03/03/19,00:03:00,0.1238,12.268,80.300,9.0
03/03/19,01:03:01,0.1238,11.953,82.200,9.0
03/03/19,02:03:02,0.1238,11.662,82.600,8.8
03/03/19,03:03:03,0.1238,11.419,83.100,8.7
03/03/19,04:03:04,0.1238,11.029,83.700,8.4
03/03/19,05:03:05,0.1238,10.907,84.700,8.4
03/03/19,06:03:06,0.1238,10.687,84.900,8.3
03/03/19,07:03:07,0.1238,10.761,85.800,8.5
03/03/19,08:03:08,0.1230,11.127,86.800,9.0
03/03/19,09:03:09,0.1238,13.666,90.400,12.1
03/03/19,10:03:10,0.1245,16.153,86.300,13.9
03/03/19,11:03:11,0.1245,18.652,82.900,15.7
03/03/19,12:03:12,0.1252,20.698,76.800,16.5
03/03/19,13:03:13,0.1252,22.321,72.900,17.2
03/03/19,14:03:14,0.1252,22.465,67.600,16.2
03/03/19,15:03:15,0.1252,22.681,68.900,16.7
03/03/19,16:03:16,0.1245,21.628,68.200,15.5
03/03/19,17:03:17,0.1238,20.388,68.500,14.4
03/03/19,18:03:18,0.1238,18.985,70.400,13.5
03/03/19,19:03:19,0.1230,17.201,71.400,12.0
03/03/19,20:03:20,0.1223,15.390,73.100,10.6
03/03/19,21:03:21,0.1223,13.930,74.700,9.5
03/03/19,22:03:22,0.1223,12.630,74.400,8.2
03/03/19,23:03:23,0.1216,12.001,76.700,8.0
04/03/19,00:03:24,0.1216,12.050,81.400,9.0
04/03/19,01:03:25,0.1216,12.074,83.900,9.4
04/03/19,02:03:26,0.1223,12.316,86.200,10.1
04/03/19,03:03:27,0.1216,12.558,87.500,10.6
04/03/19,04:03:28,0.1223,12.630,86.300,10.4
04/03/19,05:03:29,0.1223,13.016,82.000,10.0
04/03/19,06:03:30,0.1223,13.040,80.000,9.7
04/03/19,07:03:31,0.1223,13.137,79.400,9.7
04/03/19,08:03:32,0.1223,13.257,79.600,9.8
04/03/19,09:03:33,0.1223,13.473,79.700,10.0
04/03/19,10:03:34,0.1223,16.463,77.900,12.6
04/03/19,11:03:35,0.1223,19.008,72.400,14.0
04/03/19,12:03:36,0.1223,20.746,67.100,14.4
04/03/19,13:03:37,0.1230,22.345,63.600,15.1
04/03/19,14:03:38,0.1230,23.256,61.900,15.6
04/03/19,15:03:39,0.1223,20.698,61.400,13.0
04/03/19,16:03:40,0.1216,21.151,65.400,14.4
04/03/19,17:03:41,0.1216,19.056,65.800,12.5
04/03/19,18:03:42,0.1216,18.081,68.900,12.3
04/03/19,19:03:43,0.1209,16.820,68.500,11.0
04/03/19,20:03:44,0.1209,15.557,69.500,10.0
04/03/19,21:03:45,0.1209,14.768,78.000,11.0
04/03/19,22:03:46,0.1209,14.026,84.100,11.4
04/03/19,23:03:47,0.1209,13.185,86.300,11.0
05/03/19,00:03:48,0.1209,13.064,88.200,11.2
05/03/19,01:03:49,0.1209,12.509,88.600,10.7
05/03/19,02:03:50,0.1209,12.025,88.400,10.2
05/03/19,03:03:51,0.1209,11.904,89.600,10.3
05/03/19,04:03:52,0.1209,11.929,91.100,10.5
05/03/19,05:03:53,0.1209,11.856,91.500,10.5
05/03/19,06:03:54,0.1209,11.686,91.600,10.4
05/03/19,07:03:55,0.1209,11.710,92.000,10.5
05/03/19,08:03:56,0.1209,11.953,92.200,10.7
05/03/19,09:03:57,0.1209,12.292,92.200,11.1
05/03/19,10:03:58,0.1230,12.171,93.400,11.2
05/03/19,11:03:59,0.1223,13.954,96.700,13.5
05/03/19,12:04:00,0.1223,15.055,96.800,14.6
05/03/19,13:04:01,0.1230,16.654,96.600,16.1
05/03/19,14:04:02,0.1238,16.249,93.000,15.1
05/03/19,15:04:03,0.1238,15.891,90.000,14.3
05/03/19,16:04:04,0.2247,13.281,92.200,12.1
05/03/19,17:04:05,0.2153,13.618,95.700,13.0
05/03/19,18:04:06,0.2494,12.654,95.200,11.9
05/03/19,19:04:07,0.2371,12.461,95.400,11.8
05/03/19,20:04:08,0.2327,12.195,95.500,11.5
05/03/19,21:04:09,0.2298,12.147,95.700,11.5
05/03/19,22:04:10,0.2284,12.050,96.000,11.4
05/03/19,23:04:11,0.2269,12.074,96.300,11.5
06/03/19,00:04:12,0.2262,12.001,96.400,11.5
06/03/19,01:04:13,0.2254,11.929,96.500,11.4
06/03/19,02:04:14,0.2247,11.346,96.100,10.8
06/03/19,03:04:15,0.2247,10.810,95.600,10.1
06/03/19,04:04:16,0.2240,10.394,95.500,9.7
06/03/19,05:04:17,0.2233,10.124,95.400,9.4
06/03/19,06:04:18,0.2225,9.879,95.100,9.1
06/03/19,07:04:19,0.2218,9.780,95.200,9.1
06/03/19,08:04:20,0.2211,10.001,95.600,9.3
06/03/19,09:04:21,0.2211,10.443,96.000,9.8
06/03/19,10:04:22,0.2204,10.198,95.700,9.6
06/03/19,11:04:23,0.2196,10.810,96.300,10.3
06/03/19,12:04:24,0.2196,11.175,95.500,10.5
06/03/19,13:04:25,0.2189,13.088,95.900,12.5
06/03/19,14:04:26,0.2182,14.337,94.000,13.4
06/03/19,15:04:27,0.2167,15.103,92.800,14.0
06/03/19,16:04:28,0.2153,14.840,91.200,13.4
06/03/19,17:04:29,0.2138,14.242,90.300,12.7
06/03/19,18:04:30,0.2124,12.944,86.500,10.8
06/03/19,19:04:31,0.2116,11.005,82.900,8.2
06/03/19,20:04:32,0.2102,8.965,78.600,5.5
06/03/19,21:04:33,0.2095,7.393,77.100,3.7
06/03/19,22:04:34,0.2087,7.091,80.000,3.9
06/03/19,23:04:35,0.2080,6.382,78.100,2.9
07/03/19,00:04:36,0.2080,5.050,74.500,0.9
07/03/19,01:04:37,0.2066,3.670,70.000,-1.3
07/03/19,02:04:38,0.2066,3.854,74.300,-0.3
07/03/19,03:04:39,0.2058,3.985,77.900,0.5
07/03/19,04:04:40,0.2051,4.037,80.300,1.0
07/03/19,05:04:41,0.2051,3.958,81.300,1.0
07/03/19,06:04:42,0.2044,4.558,84.300,2.1
07/03/19,07:04:43,0.2044,4.480,83.700,2.0
07/03/19,08:04:44,0.2037,4.246,81.700,1.4
07/03/19,09:04:45,0.2037,6.179,89.400,4.6
07/03/19,10:04:46,0.2029,10.394,96.200,9.8
07/03/19,11:04:47,0.2037,14.170,90.600,12.7
07/03/19,12:04:48,0.2037,17.106,86.800,14.9
07/03/19,13:04:49,0.2029,18.224,79.200,14.6
07/03/19,14:04:50,0.2022,18.604,75.700,14.2
07/03/19,15:04:51,0.2015,19.056,84.500,16.4
07/03/19,16:04:52,0.1993,17.582,76.100,13.3
07/03/19,17:04:53,0.1978,16.558,76.400,12.4
07/03/19,18:04:54,0.1957,14.912,75.900,10.7
07/03/19,19:04:55,0.1949,13.882,79.300,10.4
07/03/19,20:04:56,0.1942,11.662,76.400,7.7
07/03/19,21:04:57,0.1928,9.682,72.700,5.0
07/03/19,22:04:58,0.1920,8.990,77.300,5.2
07/03/19,23:04:59,0.1920,8.270,75.100,4.1
08/03/19,00:05:00,0.1913,8.170,72.300,3.5
08/03/19,01:05:01,0.1906,8.145,71.900,3.4
08/03/19,02:05:02,0.1906,7.945,72.500,3.3
08/03/19,03:05:03,0.1899,7.795,73.000,3.3
08/03/19,04:05:04,0.1891,7.770,72.500,3.1
08/03/19,05:05:05,0.1891,7.594,73.400,3.2
08/03/19,06:05:06,0.1884,7.670,79.800,4.4
08/03/19,07:05:07,0.1884,7.845,83.700,5.3
08/03/19,08:05:08,0.1877,8.593,87.000,6.6
08/03/19,09:05:09,0.1870,9.287,87.300,7.3
08/03/19,10:05:10,0.1870,9.485,86.200,7.3
08/03/19,11:05:11,0.1870,9.608,84.900,7.2
08/03/19,12:05:12,0.1862,10.173,85.000,7.8
08/03/19,13:05:13,0.1855,11.589,83.300,8.9
08/03/19,14:05:14,0.1848,13.185,75.800,9.0
08/03/19,15:05:15,0.1833,14.481,73.500,9.8
08/03/19,16:05:16,0.1819,13.016,73.100,8.3
08/03/19,17:05:17,0.1811,12.944,76.400,8.9
08/03/19,18:05:18,0.1804,12.775,78.900,9.2
08/03/19,19:05:19,0.1804,12.195,81.000,9.0
08/03/19,20:05:20,0.1797,11.710,84.500,9.2
08/03/19,21:05:21,0.1790,11.200,86.400,9.0
08/03/19,22:05:22,0.1790,10.516,86.300,8.3
08/03/19,23:05:23,0.1790,9.386,85.000,7.0
09/03/19,00:05:24,0.1790,9.213,86.100,7.0
09/03/19,01:05:25,0.1782,8.990,87.900,7.1
09/03/19,02:05:26,0.1782,8.543,88.500,6.8
09/03/19,03:05:27,0.1782,8.170,88.400,6.4
09/03/19,04:05:28,0.1782,8.045,88.500,6.3
09/03/19,05:05:29,0.1775,8.245,89.000,6.5
09/03/19,06:05:30,0.1768,8.195,89.400,6.6
09/03/19,07:05:31,0.1768,7.419,86.600,5.3
09/03/19,08:05:32,0.1768,7.544,87.800,5.7
09/03/19,09:05:33,0.1761,9.139,93.100,8.1
09/03/19,10:05:34,0.1761,10.907,94.800,10.1
09/03/19,11:05:35,0.1753,12.920,92.900,11.8
09/03/19,12:05:36,0.1746,16.058,86.800,13.9
09/03/19,13:05:37,0.1746,16.630,77.500,12.7
09/03/19,14:05:38,0.1732,18.628,79.100,15.0
09/03/19,15:05:39,0.1724,19.199,74.200,14.5
09/03/19,16:05:40,0.1710,17.605,68.700,11.8
09/03/19,17:05:41,0.1695,17.106,72.500,12.1
09/03/19,18:05:42,0.1681,15.366,69.100,9.7
09/03/19,19:05:43,0.1666,13.906,71.100,8.8
09/03/19,20:05:44,0.1659,12.147,72.900,7.4
09/03/19,21:05:45,0.1652,10.320,71.900,5.5
09/03/19,22:05:46,0.1652,8.916,71.200,4.0
09/03/19,23:05:47,0.1644,7.895,72.000,3.2
10/03/19,00:05:48,0.1644,7.393,73.800,3.0
10/03/19,01:05:49,0.1637,7.217,76.000,3.3
10/03/19,02:05:50,0.1637,8.344,83.800,5.8
10/03/19,03:05:51,0.1637,8.916,82.100,6.0
10/03/19,04:05:52,0.1630,9.064,81.200,6.0
10/03/19,05:05:53,0.1630,9.213,81.900,6.3
10/03/19,06:05:54,0.1630,9.238,83.800,6.6
10/03/19,07:05:55,0.1623,9.262,84.800,6.8
10/03/19,08:05:56,0.1623,9.780,86.300,7.6
10/03/19,09:05:57,0.1615,11.686,87.600,9.7
10/03/19,10:05:58,0.1608,14.098,84.800,11.6
10/03/19,11:05:59,0.1608,15.485,79.700,12.0
10/03/19,12:06:00,0.1601,14.409,75.800,10.2
10/03/19,13:06:01,0.1601,13.786,79.900,10.4
10/03/19,14:06:02,0.1594,13.690,82.700,10.8
10/03/19,15:06:03,0.1586,13.858,85.100,11.4
10/03/19,16:06:04,0.1579,13.882,83.900,11.2
10/03/19,17:06:05,0.1594,12.654,87.200,10.6
10/03/19,18:06:06,0.2066,11.492,91.700,10.2
10/03/19,19:06:07,0.2000,11.297,93.700,10.3
10/03/19,20:06:08,0.1978,10.565,93.300,9.5
10/03/19,21:06:09,0.1957,9.977,93.000,8.9
10/03/19,22:06:10,0.1942,9.682,93.000,8.6
10/03/19,23:06:11,0.1935,9.731,93.700,8.8
11/03/19,00:06:12,0.1928,9.064,92.500,7.9
11/03/19,01:06:13,0.1913,8.469,91.400,7.2
11/03/19,02:06:14,0.1906,7.670,88.800,5.9
11/03/19,03:06:15,0.1899,7.619,90.500,6.2
11/03/19,04:06:16,0.1899,7.167,89.900,5.6
11/03/19,05:06:17,0.1884,6.965,89.700,5.4
11/03/19,06:06:18,0.1884,6.737,90.000,5.2
11/03/19,07:06:19,0.1877,7.519,92.400,6.4
11/03/19,08:06:20,0.1870,8.095,94.800,7.3
11/03/19,09:06:21,0.1862,9.682,97.000,9.2
11/03/19,10:06:22,0.1862,10.638,97.900,10.3
11/03/19,11:06:23,0.1862,13.690,99.100,13.6
11/03/19,12:06:24,0.1862,15.772,97.900,15.5
11/03/19,13:06:25,0.1848,15.867,95.000,15.1
11/03/19,14:06:26,0.1840,15.485,92.600,14.3
11/03/19,15:06:27,0.1826,14.314,90.500,12.8
11/03/19,16:06:28,0.1811,14.457,90.600,13.0
11/03/19,17:06:29,0.1797,13.353,88.200,11.5
11/03/19,18:06:30,0.1790,12.775,89.200,11.1
11/03/19,19:06:31,0.1782,11.759,88.900,10.0
11/03/19,20:06:32,0.1775,11.102,89.800,9.5
11/03/19,21:06:33,0.1768,10.810,91.000,9.4
11/03/19,22:06:34,0.1761,10.492,91.600,9.2
11/03/19,23:06:35,0.1761,10.222,92.200,9.0
12/03/19,00:06:36,0.1753,9.928,92.100,8.7
12/03/19,01:06:37,0.1753,9.903,92.700,8.8
12/03/19,02:06:38,0.1746,9.928,93.000,8.9
12/03/19,03:06:39,0.1746,9.805,93.200,8.8
12/03/19,04:06:40,0.1746,9.657,93.100,8.6
12/03/19,05:06:41,0.1739,9.361,92.900,8.3
12/03/19,06:06:42,0.1739,8.618,91.800,7.4
12/03/19,07:06:43,0.1732,8.095,91.400,6.8
12/03/19,08:06:44,0.1732,7.920,92.000,6.7
12/03/19,09:06:45,0.1732,8.891,93.900,8.0
12/03/19,10:06:46,0.1724,10.614,93.200,9.6
12/03/19,11:06:47,0.1717,12.413,88.600,10.6
12/03/19,12:06:48,0.1710,14.361,84.100,11.7
12/03/19,13:06:49,0.1702,16.058,83.000,13.2
12/03/19,14:06:50,0.1695,16.630,81.800,13.5
12/03/19,15:06:51,0.1688,16.725,80.300,13.3
12/03/19,16:06:52,0.1666,15.963,82.800,13.1
12/03/19,17:06:53,0.1659,14.218,77.100,10.3
12/03/19,18:06:54,0.1652,12.944,76.300,8.9
12/03/19,19:06:55,0.1644,11.783,78.100,8.1
12/03/19,20:06:56,0.1637,10.712,78.900,7.2
12/03/19,21:06:57,0.1637,9.213,77.400,5.5
12/03/19,22:06:58,0.1637,9.139,85.100,6.8
12/03/19,23:06:59,0.1630,8.444,86.300,6.3
13/03/19,00:07:00,0.1630,7.870,87.500,5.9
13/03/19,01:07:01,0.1623,7.343,87.900,5.5
13/03/19,02:07:02,0.1623,7.091,88.300,5.3
13/03/19,03:07:03,0.1623,6.535,88.400,4.8
13/03/19,04:07:04,0.1623,6.357,88.800,4.7
13/03/19,05:07:05,0.1615,6.306,89.100,4.6
13/03/19,06:07:06,0.1615,6.687,90.100,5.2
13/03/19,07:07:07,0.1615,6.509,89.400,4.9
13/03/19,08:07:08,0.1615,6.230,88.800,4.5
13/03/19,09:07:09,0.1608,7.795,93.600,6.8
13/03/19,10:07:10,0.1608,8.469,92.900,7.4
13/03/19,11:07:11,0.1601,11.734,84.000,9.1
13/03/19,12:07:12,0.1601,14.816,76.400,10.7
13/03/19,13:07:13,0.1601,16.368,72.600,11.5
13/03/19,14:07:14,0.1594,17.153,69.100,11.5
13/03/19,15:07:15,0.1586,15.867,65.700,9.5
13/03/19,16:07:16,0.1572,14.433,66.000,8.2
13/03/19,17:07:17,0.1564,13.714,71.300,8.6
13/03/19,18:07:18,0.1557,12.606,72.600,7.8
13/03/19,19:07:19,0.1557,11.394,74.300,7.0
13/03/19,20:07:20,0.1550,9.632,75.000,5.4
13/03/19,21:07:21,0.1550,8.916,78.400,5.4
13/03/19,22:07:22,0.1543,8.817,81.200,5.8
13/03/19,23:07:23,0.1543,8.866,84.800,6.5
14/03/19,00:07:24,0.1543,8.245,83.300,5.6
14/03/19,01:07:25,0.1535,7.695,82.100,4.8
14/03/19,02:07:26,0.1535,7.066,82.000,4.2
14/03/19,03:07:27,0.1535,7.066,83.500,4.5
14/03/19,04:07:28,0.1535,6.864,84.000,4.4
14/03/19,05:07:29,0.1528,7.066,84.400,4.6
14/03/19,06:07:30,0.1528,7.015,84.800,4.6
14/03/19,07:07:31,0.1528,7.393,87.100,5.4
14/03/19,08:07:32,0.1528,7.845,88.700,6.1
14/03/19,09:07:33,0.1528,8.643,90.700,7.2
14/03/19,10:07:34,0.1521,11.200,87.200,9.2
14/03/19,11:07:35,0.1521,13.762,81.300,10.6
14/03/19,12:07:36,0.1521,15.700,74.700,11.2
14/03/19,13:07:37,0.1514,17.724,74.500,13.2
14/03/19,14:07:38,0.1514,19.817,78.400,16.0
14/03/19,15:07:39,0.1506,17.058,74.000,12.4
14/03/19,16:07:40,0.1492,14.960,77.400,11.1
14/03/19,17:07:41,0.1492,14.745,84.000,12.1
14/03/19,18:07:42,0.1485,14.002,84.800,11.5
14/03/19,19:07:43,0.1485,12.292,82.500,9.4
14/03/19,20:07:44,0.1477,10.443,78.400,6.9
14/03/19,21:07:45,0.1470,8.965,77.100,5.2
14/03/19,22:07:46,0.1470,9.534,85.400,7.2
14/03/19,23:07:47,0.1470,9.558,86.700,7.5
15/03/19,00:07:48,0.1470,7.870,79.900,4.6
15/03/19,01:07:49,0.1463,6.864,78.600,3.4
15/03/19,02:07:50,0.1463,6.331,80.000,3.1
15/03/19,03:07:51,0.1463,5.898,80.300,2.8
