"Date","Time, GMT+11:00","Rain, mm (SEN S/N: 668163)","Temp, ¡C (SEN S/N: 684635)","Temp, ¡C (SEN S/N: 684636)","Temp, ¡C (SEN S/N: 684637)","Temp, ¡C (SEN S/N: 684638)","Temp, ¡C (SEN S/N: 699195)","RH, % (SEN S/N: 699195)","DewPt, ¡C (SEN S/N: 699195)","PAR, uE (SEN S/N: 700672)"
01-02-2005,06:37:38,0.00,13.762,13.810,13.112,8.767,13.32,1.00,-41.8,6.2
01-02-2005,07:37:38,0.00,13.594,13.690,12.896,9.361,15.23,1.00,-40.7,246.2
01-02-2005,08:37:38,0.00,13.425,13.594,12.751,11.029,16.38,1.00,-40.0,703.7
01-02-2005,09:37:38,0.00,13.329,13.473,12.871,14.649,17.14,1.00,-39.5,1153.7
01-02-2005,10:37:38,0.00,13.329,13.401,13.257,31.510,17.52,1.00,-39.3,1551.2
01-02-2005,11:37:38,0.00,13.449,13.329,13.786,40.920,18.28,1.00,-38.8,1853.7
01-02-2005,12:37:38,0.00,13.666,13.329,14.433,45.972,18.66,1.00,-38.6,2048.7
01-02-2005,13:37:38,0.00,13.954,13.377,15.031,48.371,19.42,1.00,-38.1,2128.7
01-02-2005,14:37:38,0.00,14.290,13.473,15.629,48.437,19.81,1.00,-37.9,2098.7
01-02-2005,15:37:38,0.00,14.601,13.594,16.106,45.750,20.57,1.00,-37.4,1953.7
01-02-2005,16:37:38,0.00,14.912,13.762,16.392,37.949,21.33,1.00,-37.0,1698.7
01-02-2005,17:37:38,0.00,15.127,13.906,16.511,31.128,21.33,1.00,-37.0,1346.2
01-02-2005,18:37:38,0.00,15.270,14.050,16.439,24.002,21.33,1.00,-37.0,916.2
01-02-2005,19:37:38,0.00,15.318,14.194,16.177,18.010,20.57,1.00,-37.4,458.7
01-02-2005,20:37:38,0.00,15.270,14.266,15.796,13.618,17.14,1.00,-39.5,68.7
01-02-2005,21:37:38,0.00,15.151,14.314,15.318,10.858,15.23,1.00,-40.7,1.2
01-02-2005,22:37:38,0.00,14.960,14.314,14.768,11.200,10.21,1.00,-43.7,1.2
01-02-2005,23:37:38,0.00,14.721,14.290,14.385,11.759,9.82,8.75,-21.9,1.2
02-02-2005,00:37:38,0.00,14.505,14.218,14.122,11.589,9.42,21.25,-11.6,1.2
02-02-2005,01:37:38,0.00,14.337,14.122,13.954,10.320,7.83,24.75,-11.1,1.2
02-02-2005,02:37:38,0.00,14.194,14.050,13.762,9.534,7.03,28.25,-10.1,1.2
02-02-2005,03:37:38,0.00,14.026,13.954,13.546,9.040,6.62,31.25,-9.2,1.2
02-02-2005,04:37:38,0.00,13.882,13.858,13.329,8.369,5.81,31.75,-9.7,1.2
02-02-2005,05:37:38,0.00,13.714,13.762,13.088,7.795,5.40,31.75,-10.1,1.2
02-02-2005,06:37:38,0.25,13.522,13.666,12.823,7.293,4.57,31.75,-10.8,1.2
02-02-2005,07:37:38,0.76,13.329,13.546,12.509,6.889,4.15,32.25,-11.0,6.2
02-02-2005,08:37:38,0.51,13.112,13.425,12.171,6.661,3.31,31.75,-11.9,68.7
02-02-2005,09:37:38,0.51,12.896,13.281,11.832,6.458,3.31,31.75,-11.9,143.7
02-02-2005,10:37:38,0.51,12.654,13.112,11.540,7.041,3.74,32.75,-11.1,251.2
02-02-2005,11:37:38,0.51,12.413,12.968,11.273,7.645,3.74,33.75,-10.8,338.7
02-02-2005,12:37:38,2.79,12.195,12.799,11.078,7.494,3.74,36.25,-9.9,318.7
02-02-2005,13:37:38,3.30,11.977,12.606,10.858,6.306,3.74,38.25,-9.2,216.2
02-02-2005,14:37:38,4.83,11.759,12.413,10.565,6.077,4.15,42.75,-7.4,158.7
02-02-2005,15:37:38,5.59,11.516,12.219,10.222,5.462,3.74,45.75,-6.9,121.2
02-02-2005,16:37:38,4.83,11.200,12.001,9.780,5.205,3.74,47.75,-6.3,98.7
02-02-2005,17:37:38,5.08,10.834,11.734,9.336,5.179,3.74,46.25,-6.7,116.2
02-02-2005,18:37:38,3.81,10.467,11.443,8.990,5.411,4.15,45.75,-6.5,98.7
02-02-2005,19:37:38,3.56,10.149,11.151,8.742,5.719,4.57,44.25,-6.6,36.2
02-02-2005,20:37:38,6.10,9.879,10.883,8.543,4.194,2.89,47.25,-7.2,1.2
02-02-2005,21:37:38,2.03,9.632,10.638,8.220,3.459,0.73,46.75,-9.4,1.2
02-02-2005,22:37:38,0.25,9.361,10.394,7.920,1.588,-0.16,38.75,-12.5,1.2
02-02-2005,23:37:38,0.00,9.139,10.198,7.670,1.534,-0.16,36.75,-13.2,1.2
03-02-2005,00:37:38,0.00,8.916,10.001,7.469,1.670,0.29,36.25,-12.9,1.2
03-02-2005,01:37:38,0.76,8.767,9.854,7.343,1.235,0.29,37.75,-12.4,1.2
03-02-2005,02:37:38,1.02,8.643,9.731,7.217,0.550,-0.16,37.25,-13.0,1.2
03-02-2005,03:37:38,0.00,8.543,9.608,7.142,0.660,-0.16,36.75,-13.2,1.2
03-02-2005,04:37:38,0.00,8.444,9.509,7.066,1.017,-0.16,37.25,-13.0,1.2
03-02-2005,05:37:38,0.00,8.369,9.410,7.015,1.180,-0.16,37.25,-13.0,1.2
03-02-2005,06:37:38,0.00,8.319,9.336,6.965,1.344,-0.16,39.25,-12.4,1.2
03-02-2005,07:37:38,0.00,8.245,9.262,6.965,1.507,-0.16,39.75,-12.2,78.7
03-02-2005,08:37:38,0.00,8.220,9.188,6.940,1.859,-1.51,60.75,-8.1,248.7
03-02-2005,09:37:38,0.25,8.170,9.139,6.940,2.209,-0.61,59.25,-7.6,756.2
03-02-2005,10:37:38,1.27,8.120,9.064,6.914,2.289,-0.61,82.75,-3.2,903.7
03-02-2005,11:37:38,2.54,8.095,9.015,6.889,2.262,-0.16,100.00,-0.2,1173.7
03-02-2005,12:37:38,3.30,8.045,8.990,6.864,2.128,-0.16,100.00,-0.2,1418.7
03-02-2005,13:37:38,2.29,8.020,8.941,6.864,2.101,-0.16,100.00,-0.2,1381.2
03-02-2005,14:37:38,1.27,7.995,8.891,6.813,1.994,-0.16,89.25,-1.7,1398.7
03-02-2005,15:37:38,0.76,7.970,8.841,6.788,1.832,0.29,71.25,-4.3,1308.7
03-02-2005,16:37:38,0.76,7.920,8.792,6.763,1.778,0.29,67.75,-5.0,918.7
03-02-2005,17:37:38,1.02,7.895,8.767,6.763,1.805,0.29,63.25,-5.9,763.7
03-02-2005,18:37:38,1.27,7.845,8.717,6.737,1.886,-0.16,58.75,-7.3,528.7
03-02-2005,19:37:38,0.51,7.820,8.668,6.687,1.994,-0.16,60.75,-6.8,211.2
03-02-2005,20:37:38,0.00,7.770,8.618,6.636,2.074,-0.16,59.75,-7.0,33.7
03-02-2005,21:37:38,0.00,7.720,8.568,6.585,2.236,-0.16,60.75,-6.8,1.2
03-02-2005,22:37:38,0.51,7.670,8.519,6.535,2.396,-0.16,97.25,-0.5,1.2
03-02-2005,23:37:38,1.78,7.619,8.494,6.484,2.074,0.29,100.00,0.3,1.2
04-02-2005,00:37:38,0.25,7.569,8.444,6.433,1.071,0.73,100.00,0.7,1.2
04-02-2005,01:37:38,0.00,7.519,8.394,6.382,0.934,0.73,100.00,0.7,1.2
04-02-2005,02:37:38,0.76,7.469,8.344,6.331,0.742,0.73,100.00,0.7,1.2
04-02-2005,03:37:38,0.76,7.444,8.270,6.306,0.660,0.73,100.00,0.7,1.2
04-02-2005,04:37:38,1.52,7.393,8.220,6.281,0.577,0.73,100.00,0.7,1.2
04-02-2005,05:37:38,2.03,7.343,8.145,6.230,0.384,0.73,100.00,0.7,1.2
04-02-2005,06:37:38,2.29,7.268,8.070,6.179,0.190,1.17,100.00,1.2,1.2
04-02-2005,07:37:38,3.05,7.217,7.995,6.128,0.079,1.17,100.00,1.2,63.7
04-02-2005,08:37:38,3.56,7.142,7.895,6.051,0.051,1.60,100.00,1.6,231.2
04-02-2005,09:37:38,3.30,7.015,7.795,5.898,0.079,1.60,100.00,1.6,518.7
04-02-2005,10:37:38,4.57,6.889,7.670,5.745,0.079,2.03,100.00,2.0,748.7
04-02-2005,11:37:38,4.83,6.712,7.494,5.591,0.079,2.46,100.00,2.5,833.7
04-02-2005,12:37:38,4.06,6.509,7.318,5.385,0.107,2.89,100.00,2.9,1088.7
04-02-2005,13:37:38,3.81,6.306,7.116,5.205,0.135,2.89,100.00,2.9,1058.7
04-02-2005,14:37:38,5.34,6.077,6.864,4.999,0.107,3.31,100.00,3.3,846.2
04-02-2005,15:37:38,4.57,5.821,6.636,4.818,0.163,2.03,100.00,2.0,793.7
04-02-2005,16:37:38,2.79,5.591,6.382,4.610,0.246,2.46,100.00,2.5,596.2
04-02-2005,17:37:38,1.27,5.385,6.179,4.454,0.273,2.89,100.00,2.9,411.2
04-02-2005,18:37:38,0.51,5.231,5.975,4.350,0.301,3.31,100.00,3.3,178.7
04-02-2005,19:37:38,0.76,5.102,5.847,4.298,0.329,3.31,100.00,3.3,148.7
04-02-2005,20:37:38,1.02,5.024,5.719,4.272,0.329,2.89,100.00,2.9,13.7
04-02-2005,21:37:38,0.00,4.973,5.642,4.246,0.439,3.31,100.00,3.3,1.2
04-02-2005,22:37:38,0.00,4.921,5.591,4.194,0.467,2.89,100.00,2.9,1.2
04-02-2005,23:37:38,0.00,4.895,5.539,4.168,0.605,2.89,100.00,2.9,1.2
05-02-2005,00:37:38,0.00,4.869,5.514,4.168,0.687,2.89,100.00,2.9,1.2
05-02-2005,01:37:38,0.00,4.869,5.488,4.168,0.742,2.46,100.00,2.5,1.2
05-02-2005,02:37:38,0.00,4.869,5.488,4.194,0.797,2.46,100.00,2.5,1.2
05-02-2005,03:37:38,0.00,4.869,5.488,4.220,0.825,2.46,100.00,2.5,1.2
05-02-2005,04:37:38,0.00,4.895,5.488,4.246,0.989,2.03,100.00,2.0,1.2
05-02-2005,05:37:38,0.00,4.921,5.514,4.220,1.126,2.03,100.00,2.0,1.2
05-02-2005,06:37:38,0.00,4.921,5.514,4.194,1.153,1.60,100.00,1.6,1.2
05-02-2005,07:37:38,0.00,4.921,5.539,4.220,1.235,2.46,100.00,2.5,81.2
05-02-2005,08:37:38,0.00,4.947,5.539,4.272,1.344,3.31,100.00,3.3,571.2
05-02-2005,09:37:38,0.00,4.973,5.539,4.584,1.805,3.74,100.00,3.7,858.7
05-02-2005,10:37:38,0.00,5.154,5.591,5.231,3.063,4.15,100.00,4.2,678.7
05-02-2005,11:37:38,0.00,5.437,5.642,5.719,7.318,4.15,100.00,4.2,673.7
05-02-2005,12:37:38,0.00,5.693,5.745,6.179,14.577,5.40,100.00,5.4,1203.7
05-02-2005,13:37:38,0.00,6.000,5.847,6.788,17.962,6.22,100.00,6.2,1366.2
05-02-2005,14:37:38,0.00,6.382,6.000,7.519,15.175,6.62,100.00,6.6,988.7
05-02-2005,15:37:38,0.00,6.763,6.204,7.920,17.320,5.81,37.25,-7.7,1253.7
05-02-2005,16:37:38,0.00,7.091,6.408,8.295,15.079,5.81,6.25,-28.6,933.7
05-02-2005,17:37:38,0.00,7.368,6.611,8.444,12.001,6.22,1.00,-46.2,663.7
05-02-2005,18:37:38,0.00,7.544,6.788,8.394,10.712,6.22,1.00,-46.2,413.7
05-02-2005,19:37:38,0.00,7.645,6.965,8.270,8.668,6.22,1.00,-46.2,213.7
05-02-2005,20:37:38,0.00,7.670,7.091,8.070,7.217,5.81,2.75,-37.0,23.7
05-02-2005,21:37:38,0.00,7.670,7.192,7.845,6.636,5.81,4.75,-31.5,1.2
05-02-2005,22:37:38,0.00,7.619,7.268,7.645,6.408,5.81,3.25,-35.3,1.2
05-02-2005,23:37:38,0.00,7.544,7.293,7.469,6.382,5.81,4.25,-32.6,1.2
06-02-2005,00:37:38,0.00,7.469,7.318,7.343,6.306,5.81,1.00,-46.4,1.2
06-02-2005,01:37:38,0.00,7.419,7.318,7.242,6.128,5.81,3.25,-35.3,1.2
06-02-2005,02:37:38,0.00,7.368,7.343,7.167,5.924,5.81,1.00,-46.4,1.2
06-02-2005,03:37:38,0.00,7.343,7.318,7.091,5.616,5.40,1.00,-46.7,1.2
06-02-2005,04:37:38,0.00,7.293,7.318,7.015,4.246,4.99,1.00,-46.9,1.2
06-02-2005,05:37:38,0.00,7.242,7.318,6.889,4.584,5.40,1.00,-46.7,1.2
06-02-2005,06:37:38,0.00,7.192,7.318,6.788,4.844,5.40,1.00,-46.7,1.2
06-02-2005,07:37:38,0.00,7.116,7.293,6.712,5.745,5.40,1.00,-46.7,203.7
06-02-2005,08:37:38,0.00,7.091,7.268,6.712,7.343,5.81,1.00,-46.4,436.2
06-02-2005,09:37:38,0.00,7.091,7.242,6.864,9.312,6.62,1.00,-45.9,1068.7
06-02-2005,10:37:38,0.00,7.142,7.242,7.192,17.272,7.43,1.00,-45.4,1553.7
06-02-2005,11:37:38,0.00,7.318,7.268,7.670,21.795,8.63,1.00,-44.7,1861.2
06-02-2005,12:37:38,0.00,7.569,7.318,8.295,25.598,9.42,1.00,-44.2,2028.7
06-02-2005,13:37:38,0.00,7.920,7.419,9.064,27.899,10.60,1.00,-43.5,2106.2
06-02-2005,14:37:38,0.00,8.344,7.569,9.903,29.941,10.99,1.00,-43.2,2136.2
06-02-2005,15:37:38,0.00,8.817,7.770,10.687,27.776,11.38,1.00,-43.0,1768.7
06-02-2005,16:37:38,0.00,9.287,7.995,11.248,24.219,11.77,1.00,-42.8,1616.2
06-02-2005,17:37:38,0.00,9.657,8.270,11.565,21.103,11.77,1.00,-42.8,1356.2
06-02-2005,18:37:38,0.00,9.977,8.519,11.710,16.249,11.38,1.00,-43.0,906.2
06-02-2005,19:37:38,0.00,10.173,8.742,11.540,11.321,9.42,1.00,-44.2,441.2
06-02-2005,20:37:38,0.00,10.222,8.941,11.151,8.170,7.03,1.00,-45.7,53.7
06-02-2005,21:37:38,0.00,10.149,9.089,10.638,6.382,7.03,1.00,-45.7,1.2
06-02-2005,22:37:38,0.00,9.977,9.163,10.100,5.050,7.03,1.00,-45.7,1.2
06-02-2005,23:37:38,0.00,9.756,9.188,9.558,5.024,8.23,1.00,-44.9,1.2
07-02-2005,00:37:38,0.00,9.534,9.163,9.163,4.350,9.42,1.00,-44.2,1.2
07-02-2005,01:37:38,0.00,9.287,9.089,8.817,4.662,8.63,1.00,-44.7,1.2
07-02-2005,02:37:38,0.00,9.089,9.015,8.543,4.532,9.03,1.00,-44.5,1.2
07-02-2005,03:37:38,0.00,8.916,8.941,8.344,4.558,9.42,1.00,-44.2,1.2
07-02-2005,04:37:38,0.00,8.742,8.866,8.145,3.617,10.60,1.00,-43.5,1.2
07-02-2005,05:37:38,0.00,8.618,8.767,7.945,4.194,11.38,1.00,-43.0,1.2
07-02-2005,06:37:38,0.00,8.469,8.693,7.770,4.428,10.21,1.00,-43.7,1.2
07-02-2005,07:37:38,0.00,8.344,8.593,7.670,4.869,11.38,1.00,-43.0,186.2
07-02-2005,08:37:38,0.00,8.245,8.519,7.645,6.484,12.55,1.00,-42.3,593.7
07-02-2005,09:37:38,0.00,8.195,8.444,7.795,10.173,13.70,1.00,-41.6,1113.7
07-02-2005,10:37:38,0.00,8.245,8.394,8.170,20.293,15.23,1.00,-40.7,1461.2
07-02-2005,11:37:38,0.00,8.394,8.369,8.742,25.283,15.62,1.00,-40.4,1701.2
07-02-2005,12:37:38,0.00,8.668,8.419,9.460,32.691,15.23,1.00,-40.7,2033.7
07-02-2005,13:37:38,0.00,9.064,8.494,10.443,35.368,15.62,1.00,-40.4,2121.2
07-02-2005,14:37:38,0.00,9.558,8.643,11.297,36.092,14.85,1.00,-40.9,2093.7
07-02-2005,15:37:38,0.00,10.026,8.841,11.904,30.748,15.62,1.00,-40.4,1691.2
07-02-2005,16:37:38,0.00,10.418,9.089,12.122,27.161,15.62,1.00,-40.4,1586.2
07-02-2005,17:37:38,0.00,10.687,9.312,12.219,22.657,15.23,1.00,-40.7,1276.2
07-02-2005,18:37:38,0.00,10.858,9.534,12.171,17.344,14.85,1.00,-40.9,756.2
07-02-2005,19:37:38,0.00,10.956,9.706,11.953,13.377,14.09,1.00,-41.4,211.2
07-02-2005,20:37:38,0.00,10.956,9.854,11.662,12.122,15.62,1.00,-40.4,21.2
07-02-2005,21:37:38,0.00,10.883,9.928,11.346,11.370,16.38,1.00,-40.0,1.2
07-02-2005,22:37:38,0.00,10.785,9.977,11.078,11.151,16.38,1.00,-40.0,1.2
07-02-2005,23:37:38,0.00,10.663,10.001,10.858,11.370,16.38,1.00,-40.0,1.2
08-02-2005,00:37:38,0.00,10.565,10.001,10.687,10.687,16.00,1.00,-40.2,1.2
08-02-2005,01:37:38,0.00,10.467,10.001,10.516,10.712,14.09,1.00,-41.4,1.2
08-02-2005,02:37:38,0.00,10.394,9.977,10.394,9.756,12.93,1.00,-42.1,1.2
08-02-2005,03:37:38,0.00,10.320,9.952,10.271,9.485,12.55,1.00,-42.3,1.2
08-02-2005,04:37:38,0.00,10.222,9.928,10.149,9.879,12.93,1.00,-42.1,1.2
08-02-2005,05:37:38,0.00,10.149,9.879,10.075,10.467,13.32,1.00,-41.8,1.2
08-02-2005,06:37:38,0.00,10.100,9.854,10.026,10.124,13.32,1.00,-41.8,1.2
08-02-2005,07:37:38,0.00,10.051,9.829,9.977,10.418,12.93,1.00,-42.1,118.7
08-02-2005,08:37:38,0.00,10.026,9.805,9.977,13.088,12.93,1.00,-42.1,446.2
08-02-2005,09:37:38,0.00,10.026,9.780,10.149,14.745,12.93,1.00,-42.1,571.2
08-02-2005,10:37:38,0.00,10.075,9.756,10.369,19.746,14.47,1.00,-41.1,958.7
08-02-2005,11:37:38,0.00,10.173,9.780,10.712,24.388,14.85,1.00,-40.9,1211.2
08-02-2005,12:37:38,0.00,10.369,9.829,11.151,26.061,14.09,1.00,-41.4,1236.2
08-02-2005,13:37:38,0.00,10.590,9.879,11.565,22.753,13.70,1.00,-41.6,903.7
08-02-2005,14:37:38,0.00,10.810,10.001,11.759,20.317,13.32,1.00,-41.8,663.7
08-02-2005,15:37:38,0.00,10.956,10.100,11.807,17.653,13.32,1.00,-41.8,476.2
08-02-2005,16:37:38,0.00,11.053,10.198,11.759,15.676,13.32,1.00,-41.8,398.7
08-02-2005,17:37:38,0.00,11.078,10.271,11.613,14.625,12.55,1.00,-42.3,333.7
08-02-2005,18:37:38,0.00,11.078,10.345,11.492,13.209,11.77,1.00,-42.8,206.2
08-02-2005,19:37:38,0.00,11.029,10.369,11.346,10.932,10.60,1.00,-43.5,28.7
08-02-2005,20:37:38,0.25,10.980,10.394,11.151,9.632,9.82,1.00,-44.0,13.7
08-02-2005,21:37:38,0.00,10.883,10.394,10.932,8.045,9.42,1.00,-44.2,1.2
08-02-2005,22:37:38,0.00,10.785,10.394,10.687,7.770,8.23,1.00,-44.9,1.2
08-02-2005,23:37:38,0.00,10.663,10.369,10.443,8.045,7.83,1.00,-45.2,1.2
09-02-2005,00:37:38,0.00,10.516,10.320,10.271,8.120,7.43,1.00,-45.4,1.2
09-02-2005,01:37:38,0.00,10.394,10.247,10.124,7.820,7.03,1.00,-45.7,1.2
09-02-2005,02:37:38,0.00,10.296,10.198,10.001,7.293,6.62,1.00,-45.9,1.2
09-02-2005,03:37:38,0.00,10.198,10.149,9.854,6.408,5.81,1.00,-46.4,1.2
09-02-2005,04:37:38,0.00,10.100,10.075,9.657,6.026,5.81,1.00,-46.4,1.2
09-02-2005,05:37:38,0.00,9.977,10.026,9.485,5.847,5.40,1.00,-46.7,1.2
09-02-2005,06:37:38,0.00,9.854,9.952,9.312,5.796,5.40,1.00,-46.7,1.2
09-02-2005,07:37:38,0.00,9.731,9.879,9.163,6.560,5.40,1.00,-46.7,38.7
09-02-2005,08:37:38,0.25,9.632,9.805,9.089,7.544,5.40,1.00,-46.7,108.7
09-02-2005,09:37:38,3.56,9.558,9.731,9.064,7.444,4.99,1.00,-46.9,141.2
09-02-2005,10:37:38,0.76,9.485,9.657,9.040,9.952,4.99,1.00,-46.9,588.7
09-02-2005,11:37:38,0.00,9.435,9.608,9.114,11.929,4.57,1.00,-47.2,588.7
09-02-2005,12:37:38,0.00,9.460,9.558,9.336,15.223,5.40,1.00,-46.7,983.7
09-02-2005,13:37:38,0.00,9.534,9.534,9.682,14.601,5.40,1.00,-46.7,663.7
09-02-2005,14:37:38,0.00,9.682,9.534,10.001,15.008,7.03,1.00,-45.7,746.2
09-02-2005,15:37:38,0.00,9.854,9.558,10.296,14.936,6.62,1.00,-45.9,676.2
09-02-2005,16:37:38,0.00,10.026,9.632,10.590,16.392,7.43,1.00,-45.4,808.7
09-02-2005,17:37:38,0.00,10.198,9.706,10.883,15.557,7.83,1.00,-45.2,661.2
09-02-2005,18:37:38,0.00,10.369,9.780,11.078,13.522,7.43,1.00,-45.4,428.7
09-02-2005,19:37:38,0.00,10.516,9.879,11.127,9.879,7.43,1.00,-45.4,238.7
09-02-2005,20:37:38,0.00,10.565,9.952,10.907,6.357,4.15,1.00,-47.5,33.7
09-02-2005,21:37:38,0.00,10.492,10.001,10.467,5.257,4.57,1.00,-47.2,1.2
09-02-2005,22:37:38,0.00,10.320,10.001,9.977,5.565,3.74,1.00,-47.7,1.2
09-02-2005,23:37:38,0.00,10.124,9.977,9.583,4.168,2.46,1.00,-48.5,1.2
10-02-2005,00:37:38,0.00,9.903,9.928,9.238,4.792,3.74,1.25,-45.7,1.2
10-02-2005,01:37:38,0.00,9.682,9.829,8.941,4.220,4.57,2.25,-39.8,1.2
10-02-2005,02:37:38,0.00,9.485,9.731,8.693,5.205,4.57,2.25,-39.8,1.2
10-02-2005,03:37:38,0.00,9.336,9.632,8.568,5.719,4.15,1.00,-47.5,1.2
10-02-2005,04:37:38,0.00,9.213,9.534,8.494,4.947,3.74,1.25,-45.7,1.2
10-02-2005,05:37:38,0.00,9.114,9.435,8.419,4.895,2.89,1.00,-48.2,1.2
10-02-2005,06:37:38,0.00,9.015,9.361,8.319,4.584,2.89,1.00,-48.2,1.2
10-02-2005,07:37:38,0.00,8.916,9.287,8.195,3.354,3.31,1.00,-48.0,128.7
10-02-2005,08:37:38,0.00,8.817,9.213,8.045,6.712,4.57,1.00,-47.2,386.2
10-02-2005,09:37:38,0.00,8.742,9.139,8.120,8.866,8.23,1.00,-44.9,1108.7
10-02-2005,10:37:38,0.00,8.767,9.064,8.668,21.461,10.21,1.00,-43.7,1516.2
10-02-2005,11:37:38,0.00,9.040,9.040,9.706,26.256,11.77,1.00,-42.8,1696.2
10-02-2005,12:37:38,0.00,9.509,9.114,10.907,28.295,10.99,1.00,-43.2,1703.7
10-02-2005,13:37:38,0.00,10.075,9.238,11.977,24.992,10.99,1.00,-43.2,1048.7
10-02-2005,14:37:38,0.00,10.638,9.460,12.582,20.269,11.38,1.00,-43.0,768.7
10-02-2005,15:37:38,0.00,11.029,9.682,12.751,19.199,10.99,1.00,-43.2,696.2
10-02-2005,16:37:38,0.00,11.273,9.928,12.775,20.222,10.99,1.00,-43.2,976.2
10-02-2005,17:37:38,0.00,11.419,10.100,12.871,17.130,10.21,1.00,-43.7,758.7
10-02-2005,18:37:38,0.00,11.565,10.271,12.799,13.882,8.63,1.00,-44.7,496.2
10-02-2005,19:37:38,0.00,11.613,10.418,12.558,10.761,7.03,1.00,-45.7,198.7
10-02-2005,20:37:38,0.00,11.589,10.516,12.195,9.336,5.81,1.75,-41.3,11.2
10-02-2005,21:37:38,0.00,11.467,10.590,11.759,8.817,5.81,3.25,-35.3,1.2
10-02-2005,22:37:38,0.00,11.321,10.590,11.394,8.568,5.40,4.75,-31.8,1.2
10-02-2005,23:37:38,0.00,11.151,10.590,11.102,8.394,4.99,5.25,-31.0,1.2
11-02-2005,00:37:38,0.00,10.980,10.565,10.834,8.120,4.57,5.25,-31.3,1.2
11-02-2005,01:37:38,0.00,10.834,10.516,10.614,7.167,2.46,5.25,-32.9,1.2
11-02-2005,02:37:38,0.00,10.687,10.443,10.369,4.220,3.74,9.25,-25.9,1.2
11-02-2005,03:37:38,0.00,10.516,10.369,10.001,3.643,4.99,13.25,-20.9,1.2
11-02-2005,04:37:38,0.00,10.296,10.296,9.608,4.246,6.62,1.00,-45.9,1.2
11-02-2005,05:37:38,0.00,10.075,10.198,9.312,4.141,7.03,1.00,-45.7,1.2
11-02-2005,06:37:38,0.00,9.879,10.100,9.114,3.958,7.43,1.00,-45.4,1.2
11-02-2005,07:37:38,0.00,9.706,9.977,8.916,4.558,8.23,1.00,-44.9,168.7
11-02-2005,08:37:38,0.00,9.558,9.854,8.841,7.041,7.83,1.00,-45.2,568.7
11-02-2005,09:37:38,0.00,9.485,9.756,9.015,11.053,9.03,1.00,-44.5,948.7
11-02-2005,10:37:38,0.00,9.509,9.682,9.410,20.222,9.42,1.00,-44.2,1338.7
11-02-2005,11:37:38,0.00,9.682,9.657,10.075,27.974,10.21,1.00,-43.7,1793.7
11-02-2005,12:37:38,0.00,10.001,9.682,10.980,32.846,11.77,1.00,-42.8,1933.7
11-02-2005,13:37:38,0.00,10.418,9.756,11.929,37.151,12.16,1.00,-42.5,2106.2
11-02-2005,14:37:38,0.00,10.932,9.903,12.823,38.728,12.93,1.00,-42.1,2001.2
11-02-2005,15:37:38,0.00,11.467,10.124,13.594,37.811,13.32,1.00,-41.8,1913.7
11-02-2005,16:37:38,0.00,11.953,10.369,14.170,30.925,13.32,1.00,-41.8,1601.2
11-02-2005,17:37:38,0.00,12.364,10.638,14.481,22.705,12.93,1.00,-42.1,936.2
11-02-2005,18:37:38,0.00,12.630,10.883,14.385,18.295,12.55,1.00,-42.3,721.2
