Date,"Time, GMT+11:00","Rain, mm (SEN S/N: 668163)","Temp, ÁC (SEN S/N: 684635)","Temp, ÁC (SEN S/N: 684636)","Temp, ÁC (SEN S/N: 684637)","Temp, ÁC (SEN S/N: 684638)","Temp, ÁC (SEN S/N: 699195)","RH, % (SEN S/N: 699195)","DewPt, ÁC (SEN S/N: 699195)","PAR, uE (SEN S/N: 700672)"
30/12/04,21:08:05,0,13.112,11.589,13.954,7.845,9.03,1,-44.5,8.7
30/12/04,22:08:05,0,12.871,11.686,13.185,5.334,7.83,1,-45.2,1.2
30/12/04,23:08:05,0,12.558,11.686,12.389,4.74,7.03,1,-45.7,1.2
31/12/04,00:08:05,0,12.195,11.637,11.734,4.141,8.23,1.25,-42.9,1.2
31/12/04,01:08:05,0,11.856,11.54,11.175,3.591,7.03,2.75,-36.1,1.2
31/12/04,02:08:05,0,11.516,11.394,10.712,3.063,8.23,1,-44.9,1.2
31/12/04,03:08:05,0,11.224,11.248,10.271,2.77,7.43,1,-45.4,1.2
31/12/04,04:08:05,0,10.932,11.102,9.928,3.036,7.43,1,-45.4,1.2
31/12/04,05:08:05,0,10.687,10.956,9.632,2.744,8.23,1,-44.9,1.2
31/12/04,06:08:05,0,10.443,10.81,9.361,2.664,7.43,2.25,-37.8,8.7
31/12/04,07:08:05,0,10.247,10.663,9.163,3.722,10.99,1,-43.2,233.7
31/12/04,08:08:05,0,10.051,10.516,9.064,7.895,12.55,1,-42.3,711.2
31/12/04,09:08:05,0,9.977,10.394,9.46,14.673,12.55,1,-42.3,836.2
31/12/04,10:08:05,0,10.051,10.296,10.051,20.865,13.7,1,-41.6,1533.7
31/12/04,11:08:05,0,10.271,10.247,10.883,37.015,14.47,1,-41.1,1843.7
31/12/04,12:08:05,0,10.638,10.271,11.904,41.678,15.62,1,-40.4,1888.7
31/12/04,13:08:05,0,11.127,10.394,12.823,39.234,15.23,1,-40.7,1703.7
31/12/04,14:08:05,0,11.589,10.541,13.522,49.751,16,1,-40.2,2228.7
31/12/04,15:08:05,0,12.05,10.761,14.385,49.343,16.76,1,-39.7,2083.7
31/12/04,16:08:05,0,12.582,10.98,15.199,44.688,17.52,1,-39.3,1868.7
31/12/04,17:08:05,0,13.088,11.248,15.748,38.115,17.52,1,-39.3,1563.7
31/12/04,18:08:05,0,13.497,11.54,15.963,30.596,17.14,1,-39.5,1146.2
31/12/04,19:08:05,0,13.738,11.807,15.772,21.056,16,1,-40.2,661.2
31/12/04,20:08:05,0,13.81,12.025,15.318,14.625,13.32,1,-41.8,141.2
31/12/04,21:08:05,0,13.738,12.195,14.673,10.761,11.38,1,-43,13.7
31/12/04,22:08:05,0,13.546,12.268,14.002,8.916,11.38,1,-43,1.2
31/12/04,23:08:05,0,13.281,12.292,13.353,7.091,9.03,1,-44.5,1.2
01/01/05,00:08:05,0,12.968,12.243,12.751,6.661,12.55,1,-42.3,1.2
01/01/05,01:08:05,0,12.678,12.171,12.268,6.687,10.21,1,-43.7,1.2
01/01/05,02:08:05,0,12.389,12.074,11.856,4.869,10.99,1,-43.2,1.2
01/01/05,03:08:05,0,12.122,11.953,11.467,5.872,12.93,1,-42.1,1.2
01/01/05,04:08:05,0,11.856,11.807,11.175,6.737,12.93,1,-42.1,1.2
01/01/05,05:08:05,0,11.637,11.686,10.98,7.469,12.93,1,-42.1,1.2
01/01/05,06:08:05,0,11.467,11.54,10.834,7.77,12.55,1,-42.3,3.7
01/01/05,07:08:05,0,11.321,11.419,10.736,8.494,13.32,1,-41.8,156.2
01/01/05,08:08:05,0,11.2,11.321,10.687,12.654,15.62,1,-40.4,553.7
01/01/05,09:08:05,0,11.127,11.224,10.81,18.057,15.23,1,-40.7,731.2
01/01/05,10:08:05,0,11.151,11.151,11.078,18.271,16,1,-40.2,548.7
01/01/05,11:08:05,0,11.2,11.102,11.297,25.598,16.76,1,-39.7,1001.2
01/01/05,12:08:05,0,11.297,11.078,11.662,25.744,16.76,1,-39.7,906.2
01/01/05,13:08:05,0,11.467,11.102,12.05,29.715,17.52,1,-39.3,1211.2
01/01/05,14:08:05,0,11.662,11.151,12.509,35.262,17.9,1,-39,1513.7
01/01/05,15:08:05,0,11.904,11.224,13.04,33.574,17.9,1,-39,1486.2
01/01/05,16:08:05,0,12.195,11.321,13.497,35.609,17.52,1,-39.3,1486.2
01/01/05,17:08:05,0,12.485,11.443,13.858,27.333,16.76,1,-39.7,806.2
01/01/05,18:08:05,0,12.703,11.589,13.954,23.064,16,1,-40.2,551.2
01/01/05,19:08:05,0,12.847,11.734,13.858,18.913,15.23,1,-40.7,266.2
01/01/05,20:08:05,0,12.871,11.856,13.642,15.557,14.09,1,-41.4,118.7
01/01/05,21:08:05,0,12.847,11.929,13.377,12.364,12.93,1,-42.1,8.7
01/01/05,22:08:05,0,12.751,11.953,13.04,10.687,12.16,1,-42.5,1.2
01/01/05,23:08:05,0,12.606,11.953,12.703,10.247,11.77,1,-42.8,1.2
02/01/05,00:08:05,0,12.461,11.953,12.413,9.435,10.99,11.25,-18.1,1.2
02/01/05,01:08:05,0,12.316,11.904,12.171,8.519,10.99,1,-43.2,1.2
02/01/05,02:08:05,0,12.147,11.832,11.929,7.72,9.82,3.75,-31.1,1.2
02/01/05,03:08:05,0,12.001,11.783,11.662,6.661,8.23,1,-44.9,1.2
02/01/05,04:08:05,0,11.832,11.71,11.419,3.801,6.62,1,-45.9,1.2
02/01/05,05:08:05,0,11.662,11.613,11.053,2.316,7.03,1,-45.7,1.2
02/01/05,06:08:05,0,11.443,11.516,10.638,1.697,7.03,1,-45.7,6.2
02/01/05,07:08:05,0,11.2,11.394,10.247,2.396,9.03,1,-44.5,238.7
02/01/05,08:08:05,0,10.956,11.273,9.977,5.102,10.6,1,-43.5,681.2
02/01/05,09:08:05,0,10.785,11.127,10.001,11.977,11.77,1,-42.8,1128.7
02/01/05,10:08:05,0,10.736,11.005,10.32,18.533,12.55,1,-42.3,1528.7
02/01/05,11:08:05,0,10.81,10.932,10.883,37.453,12.93,1,-42.1,1846.2
02/01/05,12:08:05,0,11.029,10.883,11.637,46.931,13.32,1,-41.8,2058.7
02/01/05,13:08:05,0,11.37,10.932,12.509,50.3,13.32,1,-41.8,2168.7
02/01/05,14:08:05,0,11.807,11.029,13.329,50.162,14.09,1,-41.4,2186.2
02/01/05,15:08:05,0,12.243,11.175,13.978,48.771,14.85,1,-40.9,2081.2
02/01/05,16:08:05,0,12.654,11.37,14.577,43.616,15.23,1,-40.7,1878.7
02/01/05,17:08:05,0,13.04,11.565,15.008,36.715,14.85,1,-40.9,1573.7
02/01/05,18:08:05,0,13.353,11.783,15.199,29.04,14.47,1,-41.1,1183.7
02/01/05,19:08:05,0,13.546,12.001,15.079,19.199,13.32,1,-41.8,738.7
02/01/05,20:08:05,0,13.594,12.171,14.697,12.727,10.6,1,-43.5,296.2
02/01/05,21:08:05,0,13.522,12.292,14.122,7.645,7.43,1,-45.4,18.7
02/01/05,22:08:05,0,13.329,12.34,13.401,4.454,5.4,5.25,-30.7,1.2
02/01/05,23:08:05,0,13.016,12.34,12.63,2.637,4.15,1,-47.5,1.2
03/01/05,00:08:05,0,12.654,12.268,11.929,2.047,4.15,1,-47.5,1.2
03/01/05,01:08:05,0,12.292,12.147,11.346,1.317,2.03,2.75,-39.6,1.2
03/01/05,02:08:05,0,11.929,12.001,10.834,0.852,5.4,1,-46.7,1.2
03/01/05,03:08:05,0,11.613,11.856,10.418,1.262,5.4,1,-46.7,1.2
03/01/05,04:08:05,0,11.321,11.662,10.1,0.522,5.4,1,-46.7,1.2
03/01/05,05:08:05,0,11.053,11.492,9.805,0.329,4.99,1,-46.9,1.2
03/01/05,06:08:05,0,10.81,11.321,9.509,-0.143,7.43,1,-45.4,8.7
03/01/05,07:08:05,0,10.565,11.175,9.238,2.956,10.6,1,-43.5,228.7
03/01/05,08:08:05,0,10.345,11.005,9.089,5.257,11.77,1,-42.8,421.2
03/01/05,09:08:05,0,10.198,10.858,9.139,12.195,13.7,1,-41.6,1118.7
03/01/05,10:08:05,0,10.173,10.712,9.608,19.555,14.85,1,-40.9,1518.7
03/01/05,11:08:05,0,10.32,10.638,10.443,39.46,15.23,1,-40.7,1841.2
03/01/05,12:08:05,0,10.663,10.614,11.443,49.174,16,1,-40.2,2061.2
03/01/05,13:08:05,0,11.102,10.663,12.485,51.383,17.14,1,-39.5,2171.2
03/01/05,14:08:05,0,11.613,10.785,13.449,53.368,17.14,1,-39.5,2171.2
03/01/05,15:08:05,0,12.171,10.98,14.314,50.961,19.04,1,-38.4,2093.7
03/01/05,16:08:05,0,12.678,11.2,14.912,45.499,19.42,1,-38.1,1903.7
03/01/05,17:08:05,0,13.088,11.467,15.294,39.46,17.9,1,-39,1663.7
03/01/05,18:08:05,0,13.425,11.71,15.414,31.765,17.14,1,-39.5,1226.2
03/01/05,19:08:05,0,13.618,11.929,15.27,21.676,16,1,-40.2,521.2
03/01/05,20:08:05,0,13.69,12.122,14.864,16.415,14.09,1,-41.4,151.2
03/01/05,21:08:05,0,13.618,12.268,14.361,13.618,13.7,1,-41.6,6.2
03/01/05,22:08:05,0,13.449,12.34,13.858,12.582,13.7,1,-41.6,1.2
03/01/05,23:08:05,0,13.257,12.34,13.401,11.321,13.32,1,-41.8,1.2
04/01/05,00:08:05,0,13.04,12.34,13.016,10.247,12.16,1,-42.5,1.2
04/01/05,01:08:05,0,12.823,12.292,12.678,9.805,11.77,1,-42.8,1.2
04/01/05,02:08:05,0.25,12.63,12.219,12.413,10.1,12.55,1,-42.3,1.2
04/01/05,03:08:05,2.29,12.461,12.147,12.243,9.485,8.23,20.25,-13.2,1.2
04/01/05,04:08:05,0.25,12.316,12.05,12.074,9.312,9.82,33.25,-5.6,1.2
04/01/05,05:08:05,0,12.171,11.977,11.856,10.418,10.21,44.25,-1.4,1.2
04/01/05,06:08:05,1.27,12.025,11.88,11.759,10.761,10.21,51.25,0.6,1.2
04/01/05,07:08:05,0.25,11.929,11.807,11.686,10.932,10.99,78.25,7.4,13.7
04/01/05,08:08:05,0,11.856,11.734,11.662,11.686,11.38,75.25,7.2,48.7
04/01/05,09:08:05,0.25,11.783,11.662,11.662,12.074,11.38,100,11.4,78.7
04/01/05,10:08:05,3.81,11.759,11.613,11.71,12.147,11.77,100,11.8,88.7
04/01/05,11:08:05,6.1,11.734,11.565,11.734,12.63,11.77,100,11.8,146.2
04/01/05,12:08:05,19.82,11.734,11.54,11.783,12.364,11.38,100,11.4,86.2
04/01/05,13:08:05,0.25,11.759,11.54,11.856,12.534,9.03,100,9,246.2
04/01/05,14:08:05,0,11.807,11.54,11.88,17.344,9.82,100,9.8,1358.7
04/01/05,15:08:05,0,11.832,11.54,12.05,22.274,10.99,1,-43.2,1958.7
04/01/05,16:08:05,0,11.929,11.565,12.485,18.01,10.21,1,-43.7,1081.2
04/01/05,17:08:05,0,12.074,11.589,12.63,15.963,9.82,1.75,-38.7,941.2
04/01/05,18:08:05,0,12.171,11.637,12.558,13.185,9.42,5.25,-27.8,538.7
04/01/05,19:08:05,0,12.171,11.686,12.364,11.078,9.03,9.25,-21.8,231.2
04/01/05,20:08:05,0,12.098,11.71,12.098,9.731,8.63,15.25,-16.3,56.2
04/01/05,21:08:05,0,12.001,11.71,11.807,9.139,9.03,11.25,-19.6,1.2
04/01/05,22:08:05,1.02,11.88,11.686,11.565,8.543,7.43,30.75,-8.7,1.2
04/01/05,23:08:05,0,11.734,11.637,11.346,8.145,7.43,31.25,-8.5,1.2
05/01/05,00:08:05,0.51,11.613,11.565,11.127,7.92,7.03,35.25,-7.3,1.2
05/01/05,01:08:05,0,11.467,11.492,10.932,7.82,6.62,39.75,-6.1,1.2
05/01/05,02:08:05,0,11.346,11.419,10.761,7.569,5.81,43.75,-5.6,1.2
05/01/05,03:08:05,0,11.2,11.321,10.59,7.569,5.81,49.75,-3.9,1.2
05/01/05,04:08:05,0,11.078,11.248,10.467,7.393,5.81,50.75,-3.6,1.2
05/01/05,05:08:05,0,10.98,11.151,10.345,7.242,5.4,52.75,-3.5,1.2
05/01/05,06:08:05,0,10.883,11.078,10.222,7.167,5.4,56.75,-2.5,1.2
05/01/05,07:08:05,0,10.761,11.005,10.124,7.393,5.4,58.75,-2,63.7
05/01/05,08:08:05,0,10.687,10.932,10.026,8.045,5.4,64.75,-0.7,116.2
05/01/05,09:08:05,0,10.59,10.834,10.001,8.916,5.81,67.25,0.2,213.7
05/01/05,10:08:05,0,10.541,10.785,10.001,10.394,5.81,90.75,4.4,336.2
05/01/05,11:08:05,0,10.492,10.712,10.1,11.686,6.62,96.75,6.1,486.2
05/01/05,12:08:05,0,10.492,10.663,10.247,15.151,7.03,78.75,3.6,818.7
05/01/05,13:08:05,0,10.565,10.638,10.565,15.7,7.43,78.75,4,871.2
05/01/05,14:08:05,0.25,10.663,10.614,10.883,16.106,7.03,77.25,3.3,698.7
05/01/05,15:08:05,0.51,10.81,10.638,11.175,12.847,6.62,75.25,2.6,401.2
05/01/05,16:08:05,0.51,10.932,10.687,11.224,11.807,6.62,77.75,3,373.7
05/01/05,17:08:05,0.25,10.98,10.736,11.151,10.369,6.62,78.25,3.1,181.2
05/01/05,18:08:05,0.76,10.98,10.761,11.005,9.485,6.62,77.25,2.9,98.7
05/01/05,19:08:05,0.25,10.956,10.785,10.834,8.792,6.62,76.75,2.8,51.2
05/01/05,20:08:05,0,10.883,10.761,10.638,8.419,6.62,73.25,2.2,21.2
05/01/05,21:08:05,0.25,10.81,10.761,10.467,8.17,6.62,69.75,1.5,1.2
05/01/05,22:08:05,0,10.712,10.712,10.32,7.92,6.62,73.25,2.2,1.2
05/01/05,23:08:05,0,10.614,10.663,10.173,7.82,6.62,62.25,-0.1,1.2
06/01/05,00:08:05,0,10.541,10.614,10.075,7.469,5.81,52.25,-3.2,1.2
06/01/05,01:08:05,0,10.443,10.565,9.952,6,4.99,6.75,-28.4,1.2
06/01/05,02:08:05,0,10.369,10.516,9.78,4.22,4.57,6.25,-29.5,1.2
06/01/05,03:08:05,0,10.247,10.443,9.509,3.958,4.57,18.75,-17.2,1.2
06/01/05,04:08:05,0,10.1,10.369,9.238,5.179,4.57,26.25,-13.2,1.2
06/01/05,05:08:05,0,9.952,10.296,9.089,5.308,4.57,26.75,-12.9,1.2
06/01/05,06:08:05,0,9.829,10.198,8.99,5.05,4.15,13.75,-21.2,1.2
06/01/05,07:08:05,0,9.731,10.124,8.866,5.539,4.15,20.75,-16.4,133.7
06/01/05,08:08:05,0,9.632,10.026,8.817,6.99,4.57,7.25,-27.9,511.2
06/01/05,09:08:05,0,9.534,9.952,8.841,8.767,4.57,4.75,-32.4,663.7
06/01/05,10:08:05,0,9.509,9.879,8.99,12.582,6.22,1,-46.2,1311.2
06/01/05,11:08:05,0,9.558,9.829,9.361,18.366,5.81,1,-46.4,1536.2
06/01/05,12:08:05,0,9.706,9.805,9.879,19.532,6.62,1,-45.9,1561.2
06/01/05,13:08:05,0,9.903,9.829,10.394,24.363,7.03,1,-45.7,1856.2
06/01/05,14:08:05,0,10.173,9.879,11.078,24.243,7.43,1,-45.4,1738.7
06/01/05,15:08:05,0,10.467,9.977,11.613,24.171,7.43,1,-45.4,1613.7
06/01/05,16:08:05,0,10.785,10.124,12.001,19.984,7.03,1,-45.7,1216.2
06/01/05,17:08:05,0,11.029,10.271,12.122,15.461,5.81,1,-46.4,638.7
06/01/05,18:08:05,0,11.175,10.394,11.953,14.409,6.22,1,-46.2,718.7
06/01/05,19:08:05,0,11.2,10.516,11.71,12.219,6.22,1,-46.2,701.2
06/01/05,20:08:05,0,11.175,10.59,11.443,8.27,4.57,1,-47.2,196.2
06/01/05,21:08:05,0,11.102,10.638,11.053,5.719,3.31,1,-48,8.7
06/01/05,22:08:05,0,10.932,10.638,10.541,4.168,2.03,1,-48.8,1.2
06/01/05,23:08:05,0,10.736,10.614,10.051,3.009,1.17,1,-49.3,1.2
07/01/05,00:08:05,0,10.492,10.541,9.608,2.047,0.29,1,-49.9,1.2
07/01/05,01:08:05,0,10.247,10.443,9.188,1.126,-1.06,1,-50.7,1.2
07/01/05,02:08:05,0,10.001,10.345,8.792,0.273,-2.44,1,-51.6,1.2
07/01/05,03:08:05,0,9.756,10.198,8.419,-0.032,-1.97,1,-51.3,1.2
07/01/05,04:08:05,0,9.509,10.075,8.12,-0.227,-1.51,1,-51,1.2
07/01/05,05:08:05,0,9.262,9.928,7.82,-0.339,-1.97,2.75,-42.3,1.2
07/01/05,06:08:05,0,9.064,9.78,7.544,-0.339,-1.51,3.25,-40.4,3.7
07/01/05,07:08:05,0,8.841,9.608,7.318,0.135,0.29,1,-49.9,206.2
07/01/05,08:08:05,0,8.643,9.46,7.116,1.994,1.6,2.25,-41.7,641.2
07/01/05,09:08:05,0,8.469,9.312,7.116,8.27,4.15,1,-47.5,943.7
07/01/05,10:08:05,0,8.419,9.188,7.494,13.81,4.57,1,-47.2,1536.2
07/01/05,11:08:05,0,8.519,9.089,8.22,22.944,5.4,1,-46.7,1808.7
07/01/05,12:08:05,0,8.792,9.064,9.114,28.916,7.43,1,-45.4,2093.7
07/01/05,13:08:05,0,9.188,9.114,10.1,31.919,8.23,1,-44.9,2196.2
07/01/05,14:08:05,0,9.657,9.213,11.005,30.773,8.23,1,-44.9,1901.2
07/01/05,15:08:05,0,10.149,9.386,11.734,27.974,8.23,1,-44.9,1576.2
07/01/05,16:08:05,0,10.59,9.608,12.195,20.96,7.83,1,-45.2,1023.7
07/01/05,17:08:05,0,10.932,9.829,12.292,22.13,7.83,1,-45.2,1288.7
07/01/05,18:08:05,0,11.151,10.051,12.364,18.057,7.03,1,-45.7,858.7
07/01/05,19:08:05,0,11.297,10.222,12.292,11.467,4.99,17.25,-17.8,276.2
07/01/05,20:08:05,0,11.346,10.369,11.953,8.145,4.57,10.25,-24.1,201.2
07/01/05,21:08:05,0,11.297,10.492,11.516,5.257,2.89,20.25,-17.7,13.7
07/01/05,22:08:05,0,11.127,10.541,10.98,5.668,3.31,28.75,-13.1,1.2
07/01/05,23:08:05,0,10.932,10.541,10.516,5.488,3.31,32.25,-11.7,1.2
08/01/05,00:08:05,0,10.712,10.492,10.173,5.36,2.03,30.25,-13.6,1.2
08/01/05,01:08:05,0,10.516,10.418,9.903,4.48,1.6,25.25,-16.2,1.2
08/01/05,02:08:05,0,10.32,10.345,9.632,4.376,0.73,28.25,-15.6,1.2
08/01/05,03:08:05,0,10.149,10.271,9.386,4.037,0.29,28.25,-16,1.2
08/01/05,04:08:05,0,9.977,10.173,9.139,3.88,0.29,30.25,-15.1,1.2
08/01/05,05:08:05,0,9.829,10.075,8.941,3.168,-0.16,28.75,-16.1,1.2
08/01/05,06:08:05,0,9.682,9.977,8.742,3.248,0.29,31.75,-14.6,1.2
08/01/05,07:08:05,0,9.509,9.879,8.543,4.011,0.73,29.25,-15.2,58.7
08/01/05,08:08:05,0,9.386,9.78,8.419,6.433,1.6,23.75,-16.9,343.7
08/01/05,09:08:05,0,9.262,9.682,8.469,9.262,4.99,1,-46.9,1068.7
08/01/05,10:08:05,0,9.238,9.583,8.817,12.896,7.03,1,-45.7,1496.2
08/01/05,11:08:05,0,9.336,9.534,9.46,25.623,7.83,1,-45.2,1813.7
08/01/05,12:08:05,0,9.583,9.534,10.32,30.95,8.63,1,-44.7,1908.7
08/01/05,13:08:05,0,9.928,9.583,11.2,32.587,8.63,1,-44.7,1793.7
08/01/05,14:08:05,0,10.369,9.706,12.05,32.742,9.42,1,-44.2,1806.2
08/01/05,15:08:05,0,10.81,9.854,12.775,32.33,10.21,1,-43.7,1681.2
08/01/05,16:08:05,0,11.248,10.075,13.401,32.381,11.77,1,-42.8,1986.2
08/01/05,17:08:05,0,11.662,10.296,13.81,27.186,10.99,1,-43.2,1461.2
08/01/05,18:08:05,0,12.001,10.541,13.978,20.269,10.6,1,-43.5,986.2
08/01/05,19:08:05,0,12.219,10.761,13.786,13.04,9.42,1,-44.2,506.2
08/01/05,20:08:05,0,12.268,10.956,13.305,10.222,7.83,7.25,-25.5,311.2
08/01/05,21:08:05,0,12.195,11.078,12.751,8.494,6.22,27.25,-11.3,18.7
08/01/05,22:08:05,0,12.025,11.127,12.219,8.419,4.99,32.75,-10,1.2
08/01/05,23:08:05,0,11.832,11.151,11.783,8.568,4.99,36.25,-8.7,1.2
09/01/05,00:08:05,0,11.613,11.127,11.443,8.543,4.99,37.25,-8.4,1.2
09/01/05,01:08:05,0,11.443,11.053,11.2,8.195,4.15,37.75,-9,1.2
09/01/05,02:08:05,0,11.273,11.005,10.956,6.051,2.03,38.25,-10.7,1.2
09/01/05,03:08:05,0,11.102,10.932,10.663,3.274,2.89,42.25,-8.7,1.2
09/01/05,04:08:05,0,10.907,10.834,10.222,2.53,3.74,37.25,-9.5,1.2
09/01/05,05:08:05,0,10.663,10.736,9.756,2.074,4.15,18.25,-17.9,1.2
09/01/05,06:08:05,0,10.418,10.638,9.361,2.074,2.46,20.75,-17.8,3.7
09/01/05,07:08:05,0,10.149,10.492,9.015,3.168,6.62,15.75,-17.6,176.2
09/01/05,08:08:05,0,9.928,10.345,8.817,7.015,9.42,1,-44.2,553.7
09/01/05,09:08:05,0,9.78,10.198,9.089,12.268,10.99,1,-43.2,946.2
09/01/05,10:08:05,0,9.805,10.1,9.805,18.675,12.16,1,-42.5,1296.2
09/01/05,11:08:05,0,10.051,10.026,10.712,32.253,13.32,1,-41.8,1831.2
09/01/05,12:08:05,0,10.418,10.075,11.807,31.51,12.55,1,-42.3,1358.7
09/01/05,13:08:05,0,10.907,10.173,12.582,26.867,12.93,1,-42.1,1076.2
09/01/05,14:08:05,0,11.321,10.32,13.016,23.472,12.16,1,-42.5,711.2
09/01/05,15:08:05,0,11.637,10.516,13.185,17.677,11.77,1,-42.8,433.7
09/01/05,16:08:05,0,11.807,10.687,12.992,22.25,11.77,1,-42.8,851.2
09/01/05,17:08:05,0,11.88,10.834,13.016,18.105,10.99,1,-43.2,443.7
09/01/05,18:08:05,0.25,11.953,10.932,12.944,13.449,9.82,13.25,-17.1,133.7
09/01/05,19:08:05,0,11.953,11.029,12.654,13.209,9.82,17.75,-13.5,238.7
09/01/05,20:08:05,0,11.929,11.102,12.461,11.734,9.03,30.25,-7.5,118.7
09/01/05,21:08:05,0,11.856,11.127,12.219,8.668,7.83,34.75,-6.8,11.2
09/01/05,22:08:05,0,11.759,11.151,11.856,7.795,8.23,9.25,-22.5,1.2
09/01/05,23:08:05,0,11.613,11.127,11.443,7.293,7.43,3.25,-34.2,1.2
10/01/05,00:08:05,0,11.419,11.102,11.102,5.024,6.62,3.75,-33.3,1.2
10/01/05,01:08:05,0,11.224,11.029,10.687,5.128,7.03,2.75,-36.1,1.2
10/01/05,02:08:05,0,11.005,10.956,10.32,4.324,7.43,4.75,-30.3,1.2
10/01/05,03:08:05,0,10.785,10.858,10.001,4.376,6.22,5.25,-30.1,1.2
10/01/05,04:08:05,0,10.565,10.736,9.731,4.272,6.62,2.75,-36.4,1.2
10/01/05,05:08:05,0,10.394,10.614,9.534,4.48,7.03,3.75,-33,1.2
10/01/05,06:08:05,0,10.222,10.516,9.386,4.61,7.83,1.75,-40,1.2
10/01/05,07:08:05,0,10.075,10.394,9.262,5.565,9.42,1,-44.2,163.7
10/01/05,08:08:05,0,9.952,10.296,9.238,7.494,11.77,1,-42.8,568.7
10/01/05,09:08:05,0,9.903,10.198,9.509,12.292,11.77,1,-42.8,1021.2
10/01/05,10:08:05,0,9.977,10.124,10.026,18.58,12.55,1,-42.3,1466.2
10/01/05,11:08:05,0,10.173,10.1,10.712,26.085,11.77,1,-42.8,1196.2
10/01/05,12:08:05,0,10.467,10.124,11.419,30.419,13.7,1,-41.6,1441.2
10/01/05,13:08:05,0,10.81,10.222,12.074,32.924,14.09,1,-41.4,1386.2
10/01/05,14:08:05,0,11.175,10.345,12.703,28.667,13.7,1,-41.6,1066.2
10/01/05,15:08:05,0,11.516,10.516,13.016,31.586,14.47,1,-41.1,1538.7
10/01/05,16:08:05,0,11.783,10.687,13.353,30.571,14.85,1,-40.9,1183.7
10/01/05,17:08:05,0,12.05,10.858,13.666,21.867,14.09,1,-41.4,523.7
10/01/05,18:08:05,0,12.268,11.029,13.618,20.674,11.77,5.25,-26.1,533.7
10/01/05,19:08:05,0,12.389,11.175,13.522,16.963,11.38,10.75,-18.3,308.7
10/01/05,20:08:05,0,12.413,11.321,13.305,13.786,11.38,1,-43,128.7
