"Date","Time, GMT+11:00","Rain, mm (SEN S/N: 668163)","Temp, ¡C (SEN S/N: 684635)","Temp, ¡C (SEN S/N: 684636)","Temp, ¡C (SEN S/N: 684637)","Temp, ¡C (SEN S/N: 684638)","Temp, ¡C (SEN S/N: 699195)","RH, % (SEN S/N: 699195)","DewPt, ¡C (SEN S/N: 699195)","PAR, uE (SEN S/N: 700672)"
04-11-2004,02:08:05,0.00,6.737,6.813,6.077,0.467,-0.16,82.75,-2.7,1.2
04-11-2004,03:08:05,0.00,6.509,6.712,5.770,0.301,0.29,76.75,-3.3,1.2
04-11-2004,04:08:05,0.00,6.306,6.611,5.514,0.218,0.73,67.25,-4.6,1.2
04-11-2004,05:08:05,0.00,6.102,6.484,5.257,0.079,0.73,54.75,-7.3,1.2
04-11-2004,06:08:05,0.00,5.924,6.357,5.050,-0.032,0.73,69.75,-4.2,1.2
04-11-2004,07:08:05,0.00,5.745,6.230,4.869,0.163,1.17,73.25,-3.1,148.7
04-11-2004,08:08:05,0.00,5.591,6.128,4.714,1.371,2.89,62.25,-3.6,451.2
04-11-2004,09:08:05,0.00,5.462,6.000,4.714,6.535,2.89,57.25,-4.7,1061.2
04-11-2004,10:08:05,0.00,5.437,5.898,5.050,11.175,4.15,51.25,-5.0,978.7
04-11-2004,11:08:05,0.00,5.539,5.847,5.539,16.654,4.99,44.25,-6.2,1406.2
04-11-2004,12:08:05,0.00,5.770,5.847,6.179,15.676,7.03,40.75,-5.4,1151.2
04-11-2004,13:08:05,0.00,6.077,5.872,6.788,14.026,7.03,47.25,-3.4,748.7
04-11-2004,14:08:05,0.00,6.408,5.975,7.217,14.050,9.03,13.75,-17.3,908.7
04-11-2004,15:08:05,0.00,6.687,6.102,7.544,13.762,8.63,34.25,-6.2,778.7
04-11-2004,16:08:05,0.00,6.914,6.255,7.770,12.799,5.40,66.75,-0.3,703.7
04-11-2004,17:08:05,0.00,7.116,6.382,7.895,10.418,5.40,55.25,-2.8,506.2
04-11-2004,18:08:05,0.00,7.242,6.509,7.845,8.195,3.74,82.75,1.1,248.7
04-11-2004,19:08:05,1.52,7.268,6.636,7.670,6.230,2.46,97.75,2.1,76.2
04-11-2004,20:08:05,0.76,7.268,6.687,7.419,5.102,2.46,98.75,2.3,11.2
04-11-2004,21:08:05,0.25,7.167,6.737,7.142,4.947,4.57,97.75,4.2,1.2
04-11-2004,22:08:05,0.25,7.041,6.737,6.889,5.154,5.40,96.75,4.9,1.2
04-11-2004,23:08:05,0.51,6.889,6.712,6.712,5.616,5.40,99.25,5.3,1.2
05-11-2004,00:08:05,1.02,6.788,6.661,6.585,5.821,6.22,100.00,6.2,1.2
05-11-2004,01:08:05,0.76,6.712,6.611,6.535,6.153,5.81,92.25,4.7,1.2
05-11-2004,02:08:05,0.51,6.636,6.585,6.509,5.411,4.99,100.00,5.0,1.2
05-11-2004,03:08:05,1.78,6.611,6.535,6.433,5.437,5.40,100.00,5.4,1.2
05-11-2004,04:08:05,3.81,6.560,6.509,6.357,5.770,5.40,100.00,5.4,1.2
05-11-2004,05:08:05,7.11,6.484,6.484,6.306,6.153,6.62,100.00,6.6,1.2
05-11-2004,06:08:05,6.61,6.433,6.433,6.281,6.509,7.03,100.00,7.0,1.2
05-11-2004,07:08:05,5.08,6.408,6.408,6.331,6.813,7.03,100.00,7.0,8.7
05-11-2004,08:08:05,4.57,6.408,6.382,6.408,7.368,8.23,100.00,8.2,41.2
05-11-2004,09:08:05,4.83,6.458,6.357,6.560,8.220,8.23,100.00,8.2,66.2
05-11-2004,10:08:05,4.83,6.535,6.382,6.763,8.742,7.43,100.00,7.4,148.7
05-11-2004,11:08:05,4.32,6.687,6.408,6.990,8.643,7.03,100.00,7.0,193.7
05-11-2004,12:08:05,0.51,6.813,6.458,7.142,8.792,5.81,100.00,5.8,288.7
05-11-2004,13:08:05,0.25,6.914,6.535,7.217,9.188,6.22,100.00,6.2,456.2
05-11-2004,14:08:05,0.51,6.990,6.585,7.268,9.509,5.81,100.00,5.8,303.7
05-11-2004,15:08:05,5.34,7.041,6.636,7.318,6.535,5.81,100.00,5.8,131.2
05-11-2004,16:08:05,0.51,7.066,6.687,7.242,6.636,5.81,100.00,5.8,133.7
05-11-2004,17:08:05,11.18,7.066,6.712,7.091,4.636,4.99,100.00,5.0,83.7
05-11-2004,18:08:05,3.30,6.990,6.737,6.839,3.248,4.57,100.00,4.6,71.2
05-11-2004,19:08:05,2.29,6.813,6.712,6.382,4.688,4.99,100.00,5.0,51.2
05-11-2004,20:08:05,0.76,6.611,6.661,6.102,4.818,5.40,100.00,5.4,3.7
05-11-2004,21:08:05,3.05,6.433,6.560,5.975,4.947,4.99,100.00,5.0,1.2
05-11-2004,22:08:05,3.81,6.281,6.433,5.898,4.947,5.40,100.00,5.4,1.2
05-11-2004,23:08:05,1.02,6.179,6.357,5.847,5.257,5.40,100.00,5.4,1.2
06-11-2004,00:08:05,3.56,6.102,6.255,5.796,5.257,4.99,100.00,5.0,1.2
06-11-2004,01:08:05,3.81,6.051,6.204,5.796,5.257,5.40,100.00,5.4,1.2
06-11-2004,02:08:05,3.05,6.000,6.128,5.770,5.128,4.57,100.00,4.6,1.2
06-11-2004,03:08:05,1.02,5.975,6.077,5.719,4.818,4.57,100.00,4.6,1.2
06-11-2004,04:08:05,0.51,5.924,6.051,5.693,4.869,4.57,100.00,4.6,1.2
06-11-2004,05:08:05,1.27,5.898,6.000,5.668,4.869,4.57,100.00,4.6,1.2
06-11-2004,06:08:05,4.32,5.872,5.975,5.616,4.688,4.15,100.00,4.2,1.2
06-11-2004,07:08:05,3.30,5.821,5.949,5.565,4.454,4.15,100.00,4.2,13.7
06-11-2004,08:08:05,1.27,5.770,5.924,5.488,5.231,4.15,100.00,4.2,118.7
06-11-2004,09:08:05,1.78,5.719,5.872,5.462,6.051,3.74,100.00,3.7,203.7
06-11-2004,10:08:05,2.79,5.693,5.847,5.514,6.864,2.89,100.00,2.9,333.7
06-11-2004,11:08:05,3.81,5.719,5.821,5.616,6.484,3.31,100.00,3.3,328.7
06-11-2004,12:08:05,2.54,5.745,5.796,5.668,6.204,2.89,100.00,2.9,328.7
06-11-2004,13:08:05,3.56,5.770,5.796,5.668,6.990,2.46,100.00,2.5,511.2
06-11-2004,14:08:05,3.05,5.796,5.796,5.668,6.051,2.46,100.00,2.5,318.7
06-11-2004,15:08:05,1.52,5.796,5.796,5.642,6.560,2.46,100.00,2.5,381.2
06-11-2004,16:08:05,2.03,5.796,5.796,5.616,4.480,1.17,100.00,1.2,251.2
06-11-2004,17:08:05,0.51,5.770,5.796,5.565,2.797,0.29,100.00,0.3,111.2
06-11-2004,18:08:05,0.25,5.719,5.770,5.385,1.561,0.29,100.00,0.3,111.2
06-11-2004,19:08:05,1.27,5.616,5.745,5.154,1.615,0.73,100.00,0.7,168.7
06-11-2004,20:08:05,1.02,5.488,5.719,4.947,1.534,0.29,100.00,0.3,8.7
06-11-2004,21:08:05,1.02,5.334,5.642,4.766,1.507,0.73,100.00,0.7,1.2
06-11-2004,22:08:05,0.76,5.231,5.565,4.610,1.507,-0.16,100.00,-0.2,1.2
06-11-2004,23:08:05,0.00,5.102,5.514,4.480,1.507,0.29,100.00,0.3,1.2
07-11-2004,00:08:05,0.00,4.999,5.437,4.376,1.453,-0.16,100.00,-0.2,1.2
07-11-2004,01:08:05,0.00,4.921,5.360,4.298,1.480,-0.16,100.00,-0.2,1.2
07-11-2004,02:08:05,0.00,4.844,5.282,4.220,1.588,-0.16,100.00,-0.2,1.2
07-11-2004,03:08:05,0.00,4.766,5.231,4.141,1.670,-0.61,100.00,-0.6,1.2
07-11-2004,04:08:05,0.00,4.688,5.154,4.089,1.751,-0.61,100.00,-0.6,1.2
07-11-2004,05:08:05,0.00,4.636,5.102,4.037,1.778,-0.61,100.00,-0.6,1.2
07-11-2004,06:08:05,0.00,4.584,5.050,3.985,1.805,-0.16,100.00,-0.2,1.2
07-11-2004,07:08:05,0.00,4.532,4.999,3.958,1.967,-0.61,100.00,-0.6,41.2
07-11-2004,08:08:05,0.00,4.480,4.947,3.906,2.503,-0.16,100.00,-0.2,183.7
07-11-2004,09:08:05,0.76,4.454,4.895,3.906,3.538,0.29,100.00,0.3,531.2
07-11-2004,10:08:05,1.02,4.428,4.869,3.932,6.306,1.60,100.00,1.6,818.7
07-11-2004,11:08:05,0.25,4.428,4.818,4.141,9.952,2.03,100.00,2.0,718.7
07-11-2004,12:08:05,0.00,4.532,4.818,4.636,16.249,3.74,100.00,3.7,1448.7
07-11-2004,13:08:05,0.76,4.792,4.818,5.437,17.605,2.46,100.00,2.5,1123.7
07-11-2004,14:08:05,0.00,5.205,4.895,6.382,17.058,4.57,100.00,4.6,1241.2
07-11-2004,15:08:05,0.25,5.693,5.050,7.091,14.601,2.89,100.00,2.9,956.2
07-11-2004,16:08:05,0.25,6.128,5.231,7.594,16.058,3.74,100.00,3.7,1091.2
07-11-2004,17:08:05,0.00,6.509,5.462,7.970,13.161,4.57,100.00,4.6,816.2
07-11-2004,18:08:05,0.00,6.813,5.693,8.145,10.198,3.74,100.00,3.7,461.2
07-11-2004,19:08:05,1.27,7.015,5.898,8.095,6.585,1.60,100.00,1.6,86.2
07-11-2004,20:08:05,0.00,7.066,6.077,7.795,4.844,2.03,100.00,2.0,23.7
07-11-2004,21:08:05,0.25,7.015,6.204,7.343,3.380,1.60,100.00,1.6,1.2
07-11-2004,22:08:05,0.00,6.864,6.255,6.889,2.584,1.17,100.00,1.2,1.2
07-11-2004,23:08:05,0.00,6.661,6.255,6.458,1.235,0.73,100.00,0.7,1.2
08-11-2004,00:08:05,0.00,6.433,6.230,6.077,1.832,0.73,100.00,0.7,1.2
08-11-2004,01:08:05,0.00,6.230,6.179,5.745,0.605,0.29,100.00,0.3,1.2
08-11-2004,02:08:05,0.00,6.026,6.077,5.437,0.246,-0.16,100.00,-0.2,1.2
08-11-2004,03:08:05,0.00,5.821,5.975,5.154,0.079,-1.06,100.00,-1.1,1.2
08-11-2004,04:08:05,0.00,5.616,5.872,4.869,-0.060,0.29,100.00,0.3,1.2
08-11-2004,05:08:05,0.00,5.411,5.770,4.610,0.051,-0.61,100.00,-0.6,1.2
08-11-2004,06:08:05,0.00,5.231,5.668,4.376,0.356,-0.16,100.00,-0.2,1.2
08-11-2004,07:08:05,0.00,5.050,5.539,4.194,1.017,0.29,100.00,0.3,58.7
08-11-2004,08:08:05,0.00,4.895,5.437,4.037,4.298,1.60,100.00,1.6,311.2
08-11-2004,09:08:05,0.00,4.766,5.334,3.958,7.870,2.03,100.00,2.0,506.2
08-11-2004,10:08:05,0.00,4.714,5.231,4.115,8.220,2.03,100.00,2.0,423.7
08-11-2004,11:08:05,0.00,4.740,5.154,4.558,10.663,3.31,100.00,3.3,703.7
08-11-2004,12:08:05,0.00,4.895,5.128,5.076,16.415,6.22,100.00,6.2,1463.7
08-11-2004,13:08:05,0.00,5.179,5.154,5.898,17.034,6.22,100.00,6.2,1031.2
08-11-2004,14:08:05,0.00,5.616,5.257,6.813,13.570,6.62,77.75,3.0,731.2
08-11-2004,15:08:05,0.00,6.077,5.411,7.343,18.247,7.83,58.75,0.3,1548.7
08-11-2004,16:08:05,0.00,6.458,5.591,7.845,12.847,6.62,65.25,0.6,486.2
08-11-2004,17:08:05,0.00,6.839,5.821,8.220,11.297,6.62,76.75,2.8,448.7
08-11-2004,18:08:05,0.00,7.116,6.026,8.295,10.149,6.22,98.25,6.0,418.7
08-11-2004,19:08:05,0.00,7.268,6.204,8.245,8.095,4.99,100.00,5.0,146.2
08-11-2004,20:08:05,0.00,7.343,6.357,8.095,6.382,4.15,100.00,4.2,8.7
08-11-2004,21:08:05,0.00,7.318,6.458,7.820,5.770,3.74,100.00,3.7,1.2
08-11-2004,22:08:05,0.00,7.242,6.535,7.544,5.334,3.31,100.00,3.3,1.2
08-11-2004,23:08:05,0.00,7.142,6.560,7.293,5.102,3.31,100.00,3.3,1.2
09-11-2004,00:08:05,0.00,7.015,6.560,7.041,4.895,3.31,100.00,3.3,1.2
09-11-2004,01:08:05,0.00,6.889,6.535,6.839,4.818,3.31,100.00,3.3,1.2
09-11-2004,02:08:05,0.00,6.788,6.509,6.687,4.740,3.31,100.00,3.3,1.2
09-11-2004,03:08:05,0.00,6.661,6.458,6.535,4.714,2.89,100.00,2.9,1.2
09-11-2004,04:08:05,0.00,6.560,6.408,6.408,4.298,2.89,100.00,2.9,1.2
09-11-2004,05:08:05,0.00,6.458,6.357,6.255,3.722,2.03,100.00,2.0,1.2
09-11-2004,06:08:05,0.00,6.382,6.306,6.102,2.877,2.89,100.00,2.9,3.7
09-11-2004,07:08:05,0.00,6.255,6.255,5.898,3.906,4.15,100.00,4.2,258.7
09-11-2004,08:08:05,0.00,6.153,6.204,5.796,7.820,4.57,100.00,4.6,541.2
09-11-2004,09:08:05,0.00,6.102,6.128,6.026,9.114,5.40,100.00,5.4,511.2
09-11-2004,10:08:05,0.00,6.153,6.102,6.331,17.915,7.03,82.25,4.2,1373.7
09-11-2004,11:08:05,0.00,6.306,6.077,6.940,18.010,7.83,56.75,-0.2,1251.2
09-11-2004,12:08:05,0.00,6.611,6.128,7.619,21.676,9.03,61.25,2.0,1678.7
09-11-2004,13:08:05,0.00,6.990,6.230,8.394,25.258,9.42,48.25,-1.0,1836.2
09-11-2004,14:08:05,0.00,7.444,6.382,9.238,23.905,9.03,56.25,0.8,1566.2
09-11-2004,15:08:05,0.00,7.945,6.585,9.952,24.412,9.42,45.25,-1.8,1586.2
09-11-2004,16:08:05,0.00,8.419,6.839,10.492,20.341,7.83,79.25,4.5,1063.7
09-11-2004,17:08:05,0.00,8.817,7.116,10.785,19.365,9.42,49.75,-0.5,1296.2
09-11-2004,18:08:05,0.00,9.114,7.368,10.907,14.984,9.03,49.25,-1.0,786.2
09-11-2004,19:08:05,0.00,9.287,7.594,10.834,11.029,6.62,96.25,6.1,288.7
09-11-2004,20:08:05,0.00,9.361,7.795,10.516,7.995,5.40,100.00,5.4,38.7
09-11-2004,21:08:05,0.00,9.312,7.945,10.051,7.695,4.99,100.00,5.0,1.2
09-11-2004,22:08:05,0.00,9.163,8.020,9.608,7.015,4.57,100.00,4.6,1.2
09-11-2004,23:08:05,0.00,8.965,8.020,9.238,6.636,4.15,100.00,4.2,1.2
10-11-2004,00:08:05,0.00,8.767,8.020,8.891,6.128,3.74,100.00,3.7,1.2
10-11-2004,01:08:05,0.00,8.568,7.945,8.543,4.558,4.57,100.00,4.6,1.2
10-11-2004,02:08:05,0.00,8.369,7.895,8.195,4.558,4.57,100.00,4.6,1.2
10-11-2004,03:08:05,0.00,8.145,7.820,7.870,5.411,4.15,100.00,4.2,1.2
10-11-2004,04:08:05,4.83,7.945,7.720,7.645,4.454,3.31,100.00,3.3,1.2
10-11-2004,05:08:05,2.54,7.745,7.619,7.368,4.272,3.74,100.00,3.7,1.2
10-11-2004,06:08:05,0.25,7.544,7.494,7.041,4.402,3.74,100.00,3.7,1.2
10-11-2004,07:08:05,0.51,7.343,7.393,6.839,4.740,4.15,100.00,4.2,36.2
10-11-2004,08:08:05,0.00,7.167,7.268,6.687,6.611,5.81,96.75,5.3,206.2
10-11-2004,09:08:05,0.00,7.041,7.167,6.712,8.767,7.03,90.75,5.6,921.2
10-11-2004,10:08:05,0.00,7.015,7.066,7.066,19.008,8.23,87.25,6.2,1516.2
10-11-2004,11:08:05,0.00,7.192,7.015,7.820,24.895,9.42,70.75,4.4,1901.2
10-11-2004,12:08:05,0.00,7.544,7.041,8.792,23.930,9.82,75.75,5.8,1641.2
10-11-2004,13:08:05,0.00,8.045,7.142,9.657,23.040,10.21,61.25,3.1,1671.2
10-11-2004,14:08:05,0.00,8.519,7.318,10.271,21.294,10.21,66.75,4.3,1378.7
10-11-2004,15:08:05,0.00,8.941,7.544,10.687,20.627,9.82,63.25,3.2,1281.2
10-11-2004,16:08:05,0.00,9.262,7.770,10.932,15.867,9.82,69.25,4.5,751.2
10-11-2004,17:08:05,0.25,9.509,7.995,10.932,14.936,9.03,75.75,5.0,718.7
10-11-2004,18:08:05,0.00,9.632,8.170,10.858,13.546,9.42,73.75,5.0,656.2
10-11-2004,19:08:05,0.00,9.682,8.319,10.712,10.638,8.63,68.75,3.2,218.7
10-11-2004,20:08:05,0.00,9.682,8.419,10.443,7.544,7.43,76.25,3.5,61.2
10-11-2004,21:08:05,0.00,9.583,8.494,10.026,6.585,8.23,72.25,3.5,1.2
10-11-2004,22:08:05,0.00,9.410,8.519,9.608,6.636,8.23,69.25,2.9,1.2
10-11-2004,23:08:05,0.00,9.188,8.494,9.238,6.433,8.23,61.25,1.2,1.2
11-11-2004,00:08:05,0.00,8.990,8.444,8.941,6.153,8.23,60.25,1.0,1.2
11-11-2004,01:08:05,0.00,8.817,8.369,8.693,5.745,8.23,62.75,1.6,1.2
11-11-2004,02:08:05,0.00,8.643,8.295,8.444,5.693,8.23,61.75,1.3,1.2
11-11-2004,03:08:05,0.00,8.469,8.220,8.245,5.975,8.23,65.75,2.2,1.2
11-11-2004,04:08:05,0.00,8.319,8.120,8.070,6.051,8.23,67.75,2.6,1.2
11-11-2004,05:08:05,0.00,8.195,8.020,7.945,5.719,7.83,75.25,3.7,1.2
11-11-2004,06:08:05,0.00,8.070,7.945,7.820,5.821,7.03,86.25,4.9,1.2
11-11-2004,07:08:05,0.00,7.970,7.870,7.720,6.179,7.03,96.25,6.5,63.7
11-11-2004,08:08:05,0.00,7.870,7.795,7.619,7.116,6.62,100.00,6.6,131.2
11-11-2004,09:08:05,0.51,7.795,7.720,7.569,8.145,6.22,100.00,6.2,226.2
11-11-2004,10:08:05,0.00,7.720,7.670,7.594,9.706,5.81,100.00,5.8,338.7
11-11-2004,11:08:05,0.76,7.720,7.619,7.695,8.618,6.22,100.00,6.2,238.7
11-11-2004,12:08:05,1.78,7.720,7.569,7.720,8.319,6.22,100.00,6.2,216.2
11-11-2004,13:08:05,5.08,7.720,7.544,7.720,8.220,6.62,100.00,6.6,181.2
11-11-2004,14:08:05,6.10,7.720,7.544,7.720,7.820,6.22,100.00,6.2,158.7
11-11-2004,15:08:05,2.54,7.695,7.519,7.670,8.792,6.22,100.00,6.2,273.7
11-11-2004,16:08:05,2.03,7.695,7.519,7.695,9.139,7.03,100.00,7.0,248.7
11-11-2004,17:08:05,1.78,7.695,7.494,7.795,9.287,7.03,100.00,7.0,236.2
11-11-2004,18:08:05,1.02,7.745,7.494,7.870,8.195,7.43,100.00,7.4,48.7
11-11-2004,19:08:05,0.76,7.770,7.519,7.895,8.020,7.43,100.00,7.4,48.7
11-11-2004,20:08:05,3.30,7.795,7.519,7.870,7.494,7.03,100.00,7.0,3.7
11-11-2004,21:08:05,2.03,7.795,7.519,7.820,7.268,7.03,100.00,7.0,1.2
11-11-2004,22:08:05,1.02,7.770,7.519,7.745,7.116,6.62,100.00,6.6,1.2
11-11-2004,23:08:05,0.76,7.720,7.519,7.695,6.839,6.22,100.00,6.2,1.2
12-11-2004,00:08:05,0.25,7.670,7.519,7.619,6.382,5.40,100.00,5.4,1.2
12-11-2004,01:08:05,0.00,7.645,7.494,7.519,5.642,4.57,100.00,4.6,1.2
12-11-2004,02:08:05,0.00,7.569,7.469,7.393,4.168,3.74,100.00,3.7,1.2
12-11-2004,03:08:05,0.00,7.494,7.419,7.192,2.983,3.74,100.00,3.7,1.2
12-11-2004,04:08:05,0.00,7.368,7.393,6.914,2.557,3.74,100.00,3.7,1.2
