Date,"Time, GMT+11:00","Rain, mm (SEN S/N: 668163)",,,"Temp, ÁC (SEN S/N: 684639)","Temp, ÁC (SEN S/N: 2279300)","Temp, ÁC (SEN S/N: 684638)",,,"PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 2282103)","Gust Speed, m/s (SEN S/N: 2282103)",,"Water Content, m?/m? (SEN S/N: 2282783)"
21/02/09,15:00:00,0,,,27.186,19.056,14.745,,,2071.2,3.05,7.23,,0.148
21/02/09,16:00:00,0,,,26.451,19.888,14.984,,,1918.7,3.43,7.99,,0.1476
21/02/09,17:00:00,0,,,24.388,20.15,14.505,,,1438.7,4.19,8.38,,0.1471
21/02/09,18:00:00,0,,,21.485,19.651,13.425,,,1081.2,5.33,9.52,,0.1467
21/02/09,19:00:00,0,,,18.129,18.652,11.856,,,566.2,5.33,9.14,,0.1463
21/02/09,20:00:00,0,,,14.864,17.272,10.051,,,138.7,4.19,8.38,,0.1463
21/02/09,21:00:00,0,,,12.268,15.867,8.369,,,1.2,3.05,6.09,,0.1459
21/02/09,22:00:00,0,,,10.81,14.673,7.645,,,1.2,2.66,4.95,,0.1459
21/02/09,23:00:00,0,,,10.271,13.882,7.293,,,1.2,2.28,6.09,,0.1454
22/02/09,00:00:00,0,,,9.608,13.185,6.94,,,1.2,2.28,4.95,,0.1454
22/02/09,01:00:00,0,,,9.854,12.799,6.965,,,1.2,2.66,4.95,,0.145
22/02/09,02:00:00,0,,,9.558,12.485,6.661,,,1.2,1.52,4.57,,0.1446
22/02/09,03:00:00,0,,,9.089,12.147,6.255,,,1.2,0.76,3.81,,0.1446
22/02/09,04:00:00,0,,,7.293,11.613,5.488,,,1.2,0.38,3.43,,0.1442
22/02/09,05:00:00,0,,,6.128,10.858,4.895,,,1.2,0.38,1.9,,0.1442
22/02/09,06:00:00,0,,,5.437,10.198,6.99,,,1.2,1.52,3.05,,0.1442
22/02/09,07:00:00,0,,,5.282,9.731,7.92,,,6.2,2.66,4.95,,0.1437
22/02/09,08:00:00,0,,,6.331,9.509,9.139,,,251.2,3.05,6.47,,0.1433
22/02/09,09:00:00,0,,,10.369,9.903,10.736,,,746.2,3.81,6.85,,0.1429
22/02/09,10:00:00,0,,,14.984,11.151,11.953,,,1261.2,5.33,9.9,,0.1425
22/02/09,11:00:00,0,,,19.294,12.92,12.968,,,1696.2,6.09,11.04,,0.1416
22/02/09,12:00:00,0,,,23.689,15.055,14.05,,,2068.7,5.71,9.52,,0.1408
22/02/09,13:00:00,0,,,26.842,17.344,15.031,,,1998.7,4.95,7.99,,0.1399
22/02/09,14:00:00,0,,,27.431,19.127,15.605,,,1738.7,4.19,9.52,,0.1391
22/02/09,15:00:00,0,,,28.147,20.15,16.582,,,2023.7,3.43,7.99,,0.1386
22/02/09,16:00:00,0,,,28.518,21.103,17.439,,,1856.2,3.81,9.9,,0.1382
