"Date","Time, GMT+11:00","Water Content, m^3/m^3 (LGR S/N: 9832560, SEN S/N: 0)","Temp, °C (LGR S/N: 9832560, SEN S/N: 9818210)","RH, % (LGR S/N: 9832560, SEN S/N: 9818210)","Temp, °C (LGR S/N: 9832560, SEN S/N: 9824742)","Water Content, m³/m³ (LGR S/N: 9832560, SEN S/N: 9833751)","DewPt, °C (LGR S/N: 9832560, SEN S/N: 9818210)"
13/11/19,01:00:01,0.12873,-1.100,92.400,2.423,0.0744,-2.2
13/11/19,02:00:01,0.12816,-1.584,91.800,2.101,0.0736,-2.7
13/11/19,03:00:01,0.12816,-2.015,91.900,1.724,0.0736,-3.2
13/11/19,04:00:01,0.12816,-2.276,92.400,0.880,0.0736,-3.3
13/11/19,05:00:01,0.12816,-1.814,92.700,1.398,0.0744,-2.8
13/11/19,06:00:01,0.12759,-3.153,92.700,1.344,0.0736,-4.2
13/11/19,07:00:01,0.12759,-1.871,93.600,0.880,0.0744,-2.8
13/11/19,08:00:01,0.12702,1.724,91.100,2.101,0.0744,0.4
13/11/19,09:00:01,0.12759,9.114,82.700,3.248,0.0751,6.3
13/11/19,10:00:01,0.12816,13.930,61.500,4.973,0.0729,6.7
13/11/19,11:00:01,0.12873,15.461,53.700,6.864,0.0715,6.1
13/11/19,12:00:01,0.12931,18.961,49.300,8.916,0.0693,8.1
13/11/19,13:00:01,0.12931,18.033,47.100,10.810,0.0657,6.6
13/11/19,14:00:01,0.12931,17.034,48.400,11.394,0.0620,6.1
13/11/19,15:00:01,0.12873,15.223,51.400,12.025,0.0591,5.3
13/11/19,16:00:01,0.12759,12.727,55.400,11.443,0.0584,4.0
13/11/19,17:00:01,0.12702,9.410,61.500,9.805,0.0577,2.4
13/11/19,18:00:01,0.12645,6.509,71.900,7.920,0.0584,1.8
13/11/19,19:00:01,0.12645,5.360,77.800,6.990,0.0584,1.8
13/11/19,20:00:01,0.12645,3.932,83.000,6.000,0.0584,1.3
13/11/19,21:00:01,0.12645,3.538,88.200,5.514,0.0591,1.8
13/11/19,22:00:01,0.12645,3.116,92.200,5.257,0.0598,2.0
13/11/19,23:00:01,0.12645,3.089,91.000,4.999,0.0606,1.8
14/11/19,00:00:01,0.12588,3.459,90.400,5.128,0.0606,2.0
14/11/19,01:00:01,0.12588,3.274,90.100,5.050,0.0606,1.8
14/11/19,02:00:01,0.12588,2.770,89.700,4.766,0.0606,1.2
14/11/19,03:00:01,0.12588,2.503,89.500,4.558,0.0613,1.0
14/11/19,04:00:01,0.12588,1.534,90.200,4.115,0.0613,0.1
14/11/19,05:00:01,0.12588,2.637,89.600,4.168,0.0620,1.1
14/11/19,06:00:01,0.12531,2.903,89.300,4.480,0.0620,1.3
14/11/19,07:00:01,0.12588,3.406,89.300,4.714,0.0620,1.8
14/11/19,08:00:01,0.12531,4.921,89.200,5.231,0.0628,3.3
14/11/19,09:00:01,0.12588,12.340,86.900,6.585,0.0628,10.2
14/11/19,10:00:01,0.12645,17.819,67.900,7.770,0.0598,11.8
14/11/19,11:00:01,0.12645,18.699,55.500,9.435,0.0562,9.6
14/11/19,12:00:01,0.12702,20.603,53.600,10.907,0.0540,10.9
14/11/19,13:00:01,0.12645,19.056,53.500,12.001,0.0511,9.4
14/11/19,14:00:01,0.12645,15.031,58.200,12.534,0.0475,6.9
14/11/19,15:00:01,0.12588,15.294,61.800,12.534,0.0460,8.0
14/11/19,16:00:01,0.12531,12.122,67.400,11.102,0.0446,6.3
14/11/19,17:00:01,0.12531,9.928,72.600,10.100,0.0439,5.2
14/11/19,18:00:01,0.12531,9.262,76.600,9.460,0.0431,5.4
14/11/19,19:00:01,0.12473,7.720,80.400,8.866,0.0431,4.6
14/11/19,20:00:01,0.12473,6.000,87.300,7.670,0.0446,4.1
14/11/19,21:00:01,0.12416,5.050,91.200,6.864,0.0453,3.7
14/11/19,22:00:01,0.12359,4.740,92.300,6.357,0.0468,3.6
14/11/19,23:00:01,0.12416,4.662,92.200,6.051,0.0475,3.5
15/11/19,00:00:01,0.12359,4.584,91.400,5.924,0.0482,3.3
15/11/19,01:00:01,0.12359,4.584,91.100,5.693,0.0482,3.3
15/11/19,02:00:01,0.12359,4.688,91.200,5.642,0.0482,3.4
15/11/19,03:00:01,0.12359,4.454,91.600,5.565,0.0490,3.2
15/11/19,04:00:01,0.12359,4.063,91.800,5.257,0.0490,2.9
15/11/19,05:00:01,0.12302,4.428,92.000,5.102,0.0490,3.2
15/11/19,06:00:01,0.12302,4.089,92.000,5.128,0.0490,2.9
15/11/19,07:00:01,0.12302,4.973,92.100,5.205,0.0497,3.8
15/11/19,08:00:01,0.12302,8.444,85.300,5.642,0.0482,6.1
15/11/19,09:00:01,0.12302,10.198,73.000,6.331,0.0460,5.6
15/11/19,10:00:01,0.12302,13.449,70.000,7.594,0.0446,8.1
15/11/19,11:00:01,0.12359,17.296,61.700,9.632,0.0424,9.9
15/11/19,12:00:01,0.12359,21.366,52.400,12.147,0.0395,11.2
15/11/19,13:00:01,0.12359,23.208,45.000,13.738,0.0352,10.6
15/11/19,14:00:01,0.12359,21.652,44.700,14.960,0.0322,9.1
15/11/19,15:00:01,0.12245,16.725,49.100,15.652,0.0293,6.0
15/11/19,16:00:01,0.12245,13.329,58.200,13.449,0.0286,5.3
15/11/19,17:00:01,0.12188,12.001,67.400,11.175,0.0279,6.2
15/11/19,18:00:01,0.12131,8.494,67.600,10.369,0.0272,2.9
15/11/19,19:00:01,0.12131,6.813,77.900,8.693,0.0293,3.2
15/11/19,20:00:01,0.12074,6.051,81.400,7.945,0.0293,3.1
15/11/19,21:00:01,0.12074,4.818,85.200,6.864,0.0308,2.5
15/11/19,22:00:01,0.12074,5.308,87.300,6.864,0.0322,3.4
15/11/19,23:00:01,0.12074,4.115,90.900,6.509,0.0322,2.8
16/11/19,00:00:01,0.12016,2.637,91.700,5.821,0.0330,1.4
16/11/19,01:00:01,0.12016,3.036,92.600,5.488,0.0337,2.0
16/11/19,02:00:01,0.12016,2.236,92.800,4.999,0.0344,1.2
16/11/19,03:00:01,0.12016,1.805,93.200,4.558,0.0352,0.8
16/11/19,04:00:01,0.12016,0.107,93.200,3.906,0.0359,-0.9
16/11/19,05:00:01,0.12016,-0.845,92.500,3.195,0.0359,-1.9
16/11/19,06:00:01,0.11959,-2.131,91.200,2.530,0.0366,-3.4
16/11/19,07:00:01,0.11959,-3.035,87.500,0.356,0.0373,-4.8
16/11/19,08:00:01,0.11959,7.945,80.300,2.262,0.0388,4.8
16/11/19,09:00:01,0.11959,12.268,58.000,5.565,0.0330,4.3
16/11/19,10:00:01,0.11959,18.057,43.900,8.095,0.0293,5.6
16/11/19,11:00:01,0.12016,18.414,35.400,10.173,0.0243,2.9
16/11/19,12:00:01,0.12016,26.524,31.800,11.904,0.0199,8.4
16/11/19,13:00:01,0.11959,26.207,33.400,14.361,0.0155,8.9
16/11/19,14:00:01,0.11902,24.677,36.600,15.748,0.0105,8.9
16/11/19,15:00:01,0.11845,21.294,41.600,16.296,0.0090,7.7
16/11/19,16:00:01,0.11731,18.129,46.000,15.581,0.0090,6.3
16/11/19,17:00:01,0.11731,14.050,53.000,13.497,0.0090,4.6
16/11/19,18:00:01,0.11731,10.761,56.700,11.662,0.0083,2.5
16/11/19,19:00:01,0.11674,9.040,63.000,10.149,0.0083,2.4
16/11/19,20:00:01,0.11617,7.594,67.800,8.965,0.0090,2.0
16/11/19,21:00:01,0.11617,5.898,72.900,7.268,0.0105,1.4
16/11/19,22:00:01,0.11617,5.050,76.400,6.433,0.0119,1.2
16/11/19,23:00:01,0.11559,4.428,80.000,6.281,0.0126,1.3
17/11/19,00:00:01,0.11559,3.696,81.700,5.719,0.0134,0.9
17/11/19,01:00:01,0.11559,3.354,84.100,5.616,0.0141,0.9
17/11/19,02:00:01,0.11559,2.343,84.100,4.844,0.0148,-0.1
17/11/19,03:00:01,0.11559,2.423,85.300,4.688,0.0155,0.2
17/11/19,04:00:01,0.11559,2.450,85.900,4.636,0.0163,0.3
17/11/19,05:00:01,0.11502,1.099,85.500,3.696,0.0163,-1.1
17/11/19,06:00:01,0.11502,-2.160,82.100,0.412,0.0177,-4.8
17/11/19,07:00:01,0.11502,1.534,89.500,1.724,0.0192,-0.0
17/11/19,08:00:01,0.11445,6.914,90.600,2.903,0.0206,5.5
17/11/19,09:00:01,0.11502,15.485,64.500,4.869,0.0163,8.8
17/11/19,10:00:01,0.11502,19.912,44.800,6.864,0.0126,7.6
17/11/19,11:00:01,0.11559,20.579,40.800,8.742,0.0083,6.8
17/11/19,12:00:01,0.11559,21.963,40.300,11.175,0.0039,7.9
17/11/19,13:00:01,0.11502,22.369,40.900,13.401,0.0010,8.5
17/11/19,14:00:01,0.11445,15.772,45.100,12.775,-0.0019,3.9
17/11/19,15:00:01,0.11445,14.697,48.500,13.137,-0.0026,4.0
17/11/19,16:00:01,0.11331,12.654,55.000,11.807,-0.0026,3.9
17/11/19,17:00:01,0.11331,12.944,59.100,11.856,-0.0026,5.2
17/11/19,18:00:01,0.11331,9.682,61.600,10.418,-0.0033,2.7
17/11/19,19:00:01,0.11274,8.020,67.200,8.965,-0.0026,2.3
17/11/19,20:00:01,0.11274,6.255,71.700,7.845,-0.0012,1.5
17/11/19,21:00:01,0.11274,3.274,75.400,5.591,0.0010,-0.7
17/11/19,22:00:01,0.11331,1.480,77.000,3.512,0.0017,-2.1
17/11/19,23:00:01,0.11274,1.697,81.000,3.643,0.0032,-1.2
18/11/19,00:00:01,0.11274,1.153,80.900,2.797,0.0046,-1.8
18/11/19,01:00:01,0.11217,3.538,90.100,4.480,0.0054,2.1
18/11/19,02:00:01,0.11217,3.880,91.300,5.282,0.0054,2.6
18/11/19,03:00:01,0.11217,3.958,89.400,5.231,0.0061,2.4
18/11/19,04:00:01,0.11217,3.089,88.500,4.999,0.0061,1.4
18/11/19,05:00:01,0.11217,2.823,83.700,4.584,0.0068,0.3
18/11/19,06:00:01,0.11217,1.805,72.300,4.168,0.0076,-2.6
18/11/19,07:00:01,0.11160,3.906,67.100,4.220,0.0090,-1.6
18/11/19,08:00:01,0.11160,11.565,58.200,5.565,0.0090,3.6
18/11/19,09:00:01,0.11217,18.580,44.500,7.419,0.0054,6.3
18/11/19,10:00:01,0.11217,22.369,36.400,9.386,0.0025,6.7
18/11/19,11:00:01,0.11217,26.378,33.800,12.050,-0.0019,9.2
18/11/19,12:00:01,0.11217,25.939,34.300,14.266,-0.0062,9.0
18/11/19,13:00:01,0.11160,26.109,36.300,15.915,-0.0106,10.0
18/11/19,14:00:01,0.11102,23.112,39.500,16.725,-0.0142,8.6
18/11/19,15:00:01,0.11045,21.246,43.700,17.106,-0.0150,8.4
18/11/19,16:00:01,0.10931,19.032,45.900,16.344,-0.0142,7.1
18/11/19,17:00:01,0.10874,16.106,48.700,14.649,-0.0142,5.3
18/11/19,18:00:01,0.10817,13.064,53.000,13.112,-0.0135,3.7
18/11/19,19:00:01,0.10817,10.418,58.400,11.273,-0.0121,2.6
18/11/19,20:00:01,0.10874,8.494,65.100,9.608,-0.0121,2.3
18/11/19,21:00:01,0.10817,7.494,68.500,8.643,-0.0106,2.1
18/11/19,22:00:01,0.10760,7.318,69.900,8.120,-0.0106,2.2
18/11/19,23:00:01,0.10760,6.788,71.600,7.820,-0.0099,2.0
19/11/19,00:00:01,0.10760,7.167,71.200,7.544,-0.0092,2.3
19/11/19,01:00:01,0.10760,7.192,68.800,7.444,-0.0092,1.9
19/11/19,02:00:01,0.10760,7.015,67.700,7.318,-0.0084,1.5
19/11/19,03:00:01,0.10760,7.519,66.000,7.268,-0.0084,1.6
19/11/19,04:00:01,0.10760,7.820,62.300,7.318,-0.0084,1.1
19/11/19,05:00:01,0.10702,7.393,60.800,7.343,-0.0084,0.3
19/11/19,06:00:01,0.10702,6.585,64.500,7.091,-0.0077,0.4
19/11/19,07:00:01,0.10702,8.095,66.900,7.167,-0.0070,2.3
19/11/19,08:00:01,0.10702,14.745,54.000,8.369,-0.0062,5.5
19/11/19,09:00:01,0.10702,20.436,42.000,9.854,-0.0077,7.1
19/11/19,10:00:01,0.10702,24.291,36.200,11.613,-0.0099,8.4
19/11/19,11:00:01,0.10702,26.965,32.800,13.618,-0.0135,9.3
19/11/19,12:00:01,0.10645,28.642,32.200,16.058,-0.0179,10.4
19/11/19,13:00:01,0.10645,28.468,32.100,17.819,-0.0215,10.2
19/11/19,14:00:01,0.10531,26.867,34.700,19.080,-0.0244,10.0
19/11/19,15:00:01,0.10474,25.307,37.800,19.651,-0.0259,9.9
19/11/19,16:00:01,0.10360,22.729,41.000,18.604,-0.0251,8.8
19/11/19,17:00:01,0.10303,20.103,44.900,17.177,-0.0244,7.8
19/11/19,18:00:01,0.10245,16.701,48.600,15.724,-0.0237,5.8
19/11/19,19:00:01,0.10245,12.751,42.400,13.570,-0.0230,0.3
19/11/19,20:00:01,0.10245,8.866,47.000,11.224,-0.0215,-1.8
19/11/19,21:00:01,0.10188,4.324,55.600,7.419,-0.0200,-3.8
19/11/19,22:00:01,0.10245,1.886,63.200,4.636,-0.0193,-4.4
19/11/19,23:00:01,0.10188,0.356,67.400,3.221,-0.0186,-5.0
20/11/19,00:00:01,0.10188,-0.845,69.600,2.021,-0.0179,-5.7
20/11/19,01:00:01,0.10188,-1.727,71.500,1.317,-0.0171,-6.2
