"Date","Time, GMT+11:00","Water Content, m³/m³ (LGR S/N: 9832566, SEN S/N: 9833752, LBL: 10cmBG)","Temp, °C (LGR S/N: 9832566, SEN S/N: 10284205)","RH, % (LGR S/N: 9832566, SEN S/N: 10284205)","DewPt, °C (LGR S/N: 9832566, SEN S/N: 10284205)"
28/11/17,15:09:54,0.3148,13.257,93.300,12.2
28/11/17,16:09:55,0.3126,12.171,95.600,11.5
28/11/17,17:09:56,0.2995,12.485,97.400,12.1
28/11/17,18:09:57,0.2937,13.305,99.000,13.2
28/11/17,19:09:58,0.2901,12.920,99.000,12.8
28/11/17,20:09:59,0.2872,12.292,98.400,12.1
28/11/17,21:10:00,0.2850,11.370,97.200,11.0
28/11/17,22:10:01,0.2828,10.858,96.600,10.4
28/11/17,23:10:02,0.2814,10.443,96.300,9.9
29/11/17,00:10:03,0.2799,10.492,97.000,10.0
29/11/17,01:10:04,0.2792,10.516,97.300,10.1
29/11/17,02:10:05,0.2785,10.100,96.700,9.6
29/11/17,03:10:06,0.2770,9.114,94.000,8.2
29/11/17,04:10:07,0.2763,8.419,92.400,7.3
29/11/17,05:10:08,0.2756,8.020,92.200,6.8
29/11/17,06:10:09,0.2748,7.845,92.000,6.6
29/11/17,07:10:10,0.2741,9.657,96.400,9.1
29/11/17,08:10:11,0.2741,12.219,99.900,12.2
29/11/17,09:10:12,0.2727,14.625,100.000,14.6
29/11/17,10:10:13,0.2719,17.415,99.900,17.4
29/11/17,11:10:14,0.2719,16.939,99.700,16.9
29/11/17,12:10:15,0.2705,17.701,98.000,17.4
29/11/17,13:10:16,0.2690,19.984,92.800,18.8
29/11/17,14:10:17,0.2676,20.913,89.800,19.2
29/11/17,15:10:18,0.2647,21.175,89.800,19.5
29/11/17,16:10:19,0.2632,19.746,90.100,18.1
29/11/17,17:10:20,0.2610,17.962,90.700,16.4
29/11/17,18:10:21,0.2596,16.677,84.700,14.1
29/11/17,19:10:22,0.2581,15.843,86.900,13.7
29/11/17,20:10:23,0.2574,14.337,86.900,12.2
29/11/17,21:10:24,0.2567,13.064,86.900,10.9
29/11/17,22:10:25,0.2560,12.147,87.100,10.1
29/11/17,23:10:26,0.2552,11.662,86.100,9.4
30/11/17,00:10:27,0.2545,11.078,86.400,8.9
30/11/17,01:10:28,0.2545,10.394,86.700,8.3
30/11/17,02:10:29,0.2545,10.663,89.500,9.0
30/11/17,03:10:30,0.2545,10.907,89.700,9.3
30/11/17,04:10:31,0.2538,10.932,89.600,9.3
30/11/17,05:10:32,0.2538,10.907,89.700,9.3
30/11/17,06:10:33,0.2538,10.761,89.400,9.1
30/11/17,07:10:34,0.2530,11.759,90.300,10.2
30/11/17,08:10:35,0.2530,13.473,89.200,11.7
30/11/17,09:10:36,0.2523,15.605,88.200,13.7
30/11/17,10:10:37,0.2516,17.582,86.400,15.3
30/11/17,11:10:38,0.2501,19.389,86.900,17.2
30/11/17,12:10:39,0.2494,20.436,80.700,17.0
30/11/17,13:10:40,0.2480,20.317,76.600,16.1
30/11/17,14:10:41,0.2458,20.222,76.300,15.9
30/11/17,15:10:42,0.2443,19.365,73.700,14.6
30/11/17,16:10:43,0.2422,19.199,74.100,14.5
30/11/17,17:10:44,0.2400,18.366,73.400,13.5
30/11/17,18:10:45,0.2385,17.368,74.600,12.8
30/11/17,19:10:46,0.2378,16.058,74.500,11.5
30/11/17,20:10:47,0.2371,14.625,76.600,10.6
30/11/17,21:10:48,0.2371,13.522,79.000,10.0
30/11/17,22:10:49,0.2363,13.137,82.100,10.2
30/11/17,23:10:50,0.2356,12.896,78.000,9.2
01/12/17,00:10:51,0.2356,12.534,74.700,8.2
01/12/17,01:10:52,0.2356,12.389,74.900,8.1
01/12/17,02:10:53,0.2349,12.896,77.800,9.1
01/12/17,03:10:54,0.2349,13.016,79.300,9.5
01/12/17,04:10:55,0.2349,13.112,81.900,10.1
01/12/17,05:10:56,0.2349,13.040,84.900,10.6
01/12/17,06:10:57,0.2349,13.016,88.100,11.1
01/12/17,07:10:58,0.2334,12.751,91.800,11.5
01/12/17,08:10:59,0.2334,12.654,94.600,11.8
01/12/17,09:11:00,0.2334,12.606,95.600,11.9
01/12/17,10:11:01,0.3061,12.534,96.300,12.0
01/12/17,11:11:02,0.3453,12.606,96.900,12.1
01/12/17,12:11:03,0.3504,12.823,97.300,12.4
01/12/17,13:11:04,0.3438,12.968,97.600,12.6
01/12/17,14:11:05,0.3511,13.281,98.000,13.0
01/12/17,15:11:06,0.3344,13.112,98.000,12.8
01/12/17,16:11:07,0.3199,12.920,97.900,12.6
01/12/17,17:11:08,0.3402,12.703,98.000,12.4
01/12/17,18:11:09,0.3170,12.582,98.000,12.3
01/12/17,19:11:10,0.3046,12.534,98.000,12.2
01/12/17,20:11:11,0.3003,12.437,98.100,12.2
01/12/17,21:11:12,0.2974,12.243,97.900,11.9
01/12/17,22:11:13,0.2974,12.243,98.100,12.0
01/12/17,23:11:14,0.2959,12.243,98.200,12.0
02/12/17,00:11:15,0.2937,12.147,98.300,11.9
02/12/17,01:11:16,0.2952,12.147,98.400,11.9
02/12/17,02:11:17,0.3242,12.001,98.400,11.8
02/12/17,03:11:18,0.3206,11.880,98.100,11.6
02/12/17,04:11:19,0.3329,11.516,97.700,11.2
02/12/17,05:11:20,0.3496,11.175,97.700,10.8
02/12/17,06:11:21,0.3569,11.078,98.200,10.8
02/12/17,07:11:22,0.3496,11.151,98.600,11.0
02/12/17,08:11:23,0.3380,10.956,98.500,10.7
02/12/17,09:11:24,0.3736,10.149,97.800,9.8
02/12/17,10:11:25,0.3264,10.149,97.700,9.8
02/12/17,11:11:26,0.3206,10.638,98.400,10.4
02/12/17,12:11:27,0.3119,11.273,99.400,11.2
02/12/17,13:11:28,0.3053,12.534,100.000,12.5
02/12/17,14:11:29,0.3017,13.329,99.900,13.3
02/12/17,15:11:30,0.2988,12.437,99.600,12.4
02/12/17,16:11:31,0.2966,11.832,99.800,11.8
02/12/17,17:11:32,0.2944,11.710,99.800,11.7
02/12/17,18:11:33,0.2923,11.710,99.400,11.6
02/12/17,19:11:34,0.3191,11.419,98.900,11.3
02/12/17,20:11:35,0.3308,11.029,98.400,10.8
02/12/17,21:11:36,0.3366,10.492,97.900,10.2
02/12/17,22:11:37,0.3344,9.952,97.300,9.6
02/12/17,23:11:38,0.3264,9.608,96.900,9.2
03/12/17,00:11:39,0.3250,9.361,96.700,8.9
03/12/17,01:11:40,0.3242,9.238,96.700,8.8
03/12/17,02:11:41,0.3155,9.213,96.800,8.7
03/12/17,03:11:42,0.3082,9.089,96.600,8.6
03/12/17,04:11:43,0.3039,8.941,96.100,8.4
03/12/17,05:11:44,0.3003,8.817,95.700,8.2
03/12/17,06:11:45,0.2974,8.792,95.800,8.2
03/12/17,07:11:46,0.2959,8.866,95.900,8.3
03/12/17,08:11:47,0.2959,9.188,96.600,8.7
03/12/17,09:11:48,0.2966,10.590,98.800,10.4
03/12/17,10:11:49,0.2959,10.149,99.100,10.0
03/12/17,11:11:50,0.2959,11.297,99.900,11.3
03/12/17,12:11:51,0.2944,11.710,99.900,11.7
03/12/17,13:11:52,0.2937,11.734,99.600,11.7
03/12/17,14:11:53,0.2923,11.904,98.700,11.7
03/12/17,15:11:54,0.2908,12.098,98.900,11.9
03/12/17,16:11:55,0.2886,13.473,98.300,13.2
03/12/17,17:11:56,0.2872,13.425,97.600,13.1
03/12/17,18:11:57,0.2857,12.050,94.800,11.3
03/12/17,19:11:58,0.2843,10.614,91.400,9.3
03/12/17,20:11:59,0.2836,9.829,90.800,8.4
03/12/17,21:12:00,0.2821,10.001,92.400,8.8
03/12/17,22:12:01,0.2836,9.534,91.800,8.3
03/12/17,23:12:02,0.2879,9.089,91.700,7.8
04/12/17,00:12:03,0.2901,8.866,91.800,7.6
04/12/17,01:12:04,0.2908,8.668,91.700,7.4
04/12/17,02:12:05,0.2901,8.394,91.600,7.1
04/12/17,03:12:06,0.2886,7.995,90.900,6.6
04/12/17,04:12:07,0.2879,7.720,90.600,6.3
04/12/17,05:12:08,0.2872,7.619,90.800,6.2
04/12/17,06:12:09,0.2865,7.217,90.100,5.7
04/12/17,07:12:10,0.2857,7.619,91.400,6.3
04/12/17,08:12:11,0.2850,8.668,95.100,7.9
04/12/17,09:12:12,0.2850,8.891,95.500,8.2
04/12/17,10:12:13,0.2850,10.345,97.800,10.0
04/12/17,11:12:14,0.2850,10.124,97.500,9.8
04/12/17,12:12:15,0.2843,11.686,97.300,11.3
04/12/17,13:12:16,0.2836,12.992,95.000,12.2
04/12/17,14:12:17,0.2828,12.823,92.100,11.6
04/12/17,15:12:18,0.2814,12.727,93.700,11.8
04/12/17,16:12:19,0.2806,10.565,90.400,9.1
04/12/17,17:12:20,0.2799,9.854,91.600,8.6
04/12/17,18:12:21,0.2792,9.015,92.300,7.8
04/12/17,19:12:22,0.2792,7.945,92.300,6.8
04/12/17,20:12:23,0.2872,7.519,92.900,6.5
04/12/17,21:12:24,0.2988,7.242,93.000,6.2
04/12/17,22:12:25,0.3003,7.142,93.500,6.2
04/12/17,23:12:26,0.2995,6.914,93.800,6.0
05/12/17,00:12:27,0.2995,6.990,94.100,6.1
05/12/17,01:12:28,0.2974,6.687,94.000,5.8
05/12/17,02:12:29,0.2959,6.560,94.000,5.7
05/12/17,03:12:30,0.2944,6.535,94.000,5.6
05/12/17,04:12:31,0.2930,6.179,94.000,5.3
05/12/17,05:12:32,0.2923,6.128,94.400,5.3
05/12/17,06:12:33,0.2908,6.077,94.700,5.3
05/12/17,07:12:34,0.2901,6.331,95.200,5.6
05/12/17,08:12:35,0.2894,7.041,96.100,6.5
05/12/17,09:12:36,0.2894,7.469,96.700,7.0
05/12/17,10:12:37,0.2886,7.745,96.800,7.3
05/12/17,11:12:38,0.2879,8.369,97.400,8.0
05/12/17,12:12:39,0.2879,8.767,97.900,8.5
05/12/17,13:12:40,0.2872,8.767,97.700,8.4
05/12/17,14:12:41,0.2865,8.866,97.900,8.6
05/12/17,15:12:42,0.2865,9.805,98.900,9.7
05/12/17,16:12:43,0.2857,9.928,98.900,9.8
05/12/17,17:12:44,0.2857,10.222,99.100,10.1
05/12/17,18:12:45,0.2857,10.149,99.200,10.0
05/12/17,19:12:46,0.2850,9.608,98.500,9.4
05/12/17,20:12:47,0.2850,8.941,97.600,8.6
05/12/17,21:12:48,0.2843,8.643,97.100,8.2
05/12/17,22:12:49,0.2836,8.519,96.900,8.1
05/12/17,23:12:50,0.2836,8.394,96.700,7.9
06/12/17,00:12:51,0.2828,8.220,96.600,7.7
06/12/17,01:12:52,0.2821,8.045,96.300,7.5
06/12/17,02:12:53,0.2821,8.095,96.300,7.5
06/12/17,03:12:54,0.2821,8.045,96.300,7.5
06/12/17,04:12:55,0.2814,7.870,96.100,7.3
06/12/17,05:12:56,0.2814,7.870,96.100,7.3
06/12/17,06:12:57,0.2806,7.745,95.900,7.1
06/12/17,07:12:58,0.2806,7.995,96.500,7.5
06/12/17,08:12:59,0.2799,8.916,98.100,8.6
06/12/17,09:13:00,0.2806,10.883,100.000,10.9
06/12/17,10:13:01,0.2806,10.590,100.000,10.6
06/12/17,11:13:02,0.2806,11.419,100.000,11.4
06/12/17,12:13:03,0.2806,12.389,100.000,12.4
06/12/17,13:13:04,0.2806,13.161,100.000,13.2
06/12/17,14:13:05,0.2792,13.064,100.000,13.1
06/12/17,15:13:06,0.2785,12.775,100.000,12.8
06/12/17,16:13:07,0.2785,12.025,100.000,12.0
06/12/17,17:13:08,0.2777,12.703,100.000,12.7
06/12/17,18:13:09,0.3329,9.731,98.500,9.5
06/12/17,19:13:10,0.3228,9.114,98.200,8.9
06/12/17,20:13:11,0.3162,9.213,99.300,9.1
06/12/17,21:13:12,0.3082,9.089,99.300,9.0
06/12/17,22:13:13,0.3082,8.717,99.000,8.6
06/12/17,23:13:14,0.3039,8.519,99.000,8.4
07/12/17,00:13:15,0.3010,8.419,98.700,8.2
07/12/17,01:13:16,0.2988,8.319,98.400,8.1
07/12/17,02:13:17,0.2966,8.319,98.400,8.1
07/12/17,03:13:18,0.2952,8.319,98.400,8.1
07/12/17,04:13:19,0.2944,8.145,98.000,7.9
07/12/17,05:13:20,0.2930,7.745,97.300,7.4
07/12/17,06:13:21,0.2915,7.619,96.900,7.2
07/12/17,07:13:22,0.2901,8.170,97.800,7.9
07/12/17,08:13:23,0.2901,9.336,99.400,9.3
07/12/17,09:13:24,0.2886,10.492,99.200,10.4
07/12/17,10:13:25,0.2879,11.880,97.000,11.4
07/12/17,11:13:26,0.2865,12.896,94.200,12.0
07/12/17,12:13:27,0.2850,12.316,92.100,11.1
07/12/17,13:13:28,0.2843,12.413,90.500,10.9
07/12/17,14:13:29,0.2828,11.759,88.100,9.9
07/12/17,15:13:30,0.2814,12.582,86.600,10.4
07/12/17,16:13:31,0.2806,12.654,85.400,10.3
07/12/17,17:13:32,0.2792,11.127,85.500,8.8
07/12/17,18:13:33,0.3090,9.706,91.500,8.4
07/12/17,19:13:34,0.3279,8.792,93.300,7.8
07/12/17,20:13:35,0.3475,7.920,93.800,7.0
07/12/17,21:13:36,0.3380,7.645,94.500,6.8
07/12/17,22:13:37,0.3257,7.268,94.700,6.5
07/12/17,23:13:38,0.3148,7.268,95.100,6.5
08/12/17,00:13:39,0.3090,7.116,94.800,6.3
08/12/17,01:13:40,0.3046,7.142,95.000,6.4
08/12/17,02:13:41,0.3017,6.940,94.800,6.2
08/12/17,03:13:42,0.2995,6.914,94.700,6.1
08/12/17,04:13:43,0.2974,6.813,94.400,6.0
08/12/17,05:13:44,0.2959,6.813,94.300,6.0
08/12/17,06:13:45,0.2981,6.763,94.500,5.9
08/12/17,07:13:46,0.3068,6.889,94.400,6.1
08/12/17,08:13:47,0.3068,7.419,96.500,6.9
08/12/17,09:13:48,0.3075,8.916,98.500,8.7
08/12/17,10:13:49,0.3068,7.995,96.900,7.5
08/12/17,11:13:50,0.3264,8.742,97.000,8.3
08/12/17,12:13:51,0.3162,10.810,100.000,10.8
08/12/17,13:13:52,0.3104,11.346,100.000,11.4
08/12/17,14:13:53,0.3068,13.257,100.000,13.3
08/12/17,15:13:54,0.3039,12.461,99.900,12.5
08/12/17,16:13:55,0.3003,10.541,98.100,10.3
08/12/17,17:13:56,0.2981,9.977,97.200,9.6
08/12/17,18:13:57,0.2959,9.682,95.400,9.0
08/12/17,19:13:58,0.2944,9.064,94.000,8.2
08/12/17,20:13:59,0.2930,8.270,92.500,7.1
08/12/17,21:14:00,0.2915,8.145,92.800,7.1
08/12/17,22:14:01,0.2908,8.319,93.400,7.3
08/12/17,23:14:02,0.2894,8.295,93.600,7.3
09/12/17,00:14:03,0.2886,7.544,92.700,6.4
09/12/17,01:14:04,0.2872,6.484,88.300,4.7
09/12/17,02:14:05,0.2865,6.153,88.700,4.4
